{'短评内容': '酒店很干净，内部设施好。就是出门不怎么方便。周围餐厅少。', '短评打分': 5}
{'短评内容': '经常会选择入住的酒店， 每次都会觉得入住特价房很值，总体上和标准间差不多，偶尔房间还会大些，符合四星级的标准，只是服务水平有待提高，总体评价较好，会推荐给其他朋友。', '短评打分': 3}
{'短评内容': '经常会选择入住这家酒店，酒店性价比非常的不错，交通相对便利距机场和望京商业街都很近，酒店的午餐有时会有自助，很方便，希望可以经常推广！', '短评打分': 3}
{'短评内容': '每次入住都会有不同的感觉，酒店性价比非常的不错，交通相对便利距机场和望京商业街都很近，酒店的午餐有时会有自助，很方便，希望可以经常推广！', '短评打分': 5}
{'短评内容': '很喜欢这家酒店，性价比非常的不错，硬件也算说得过去，算得上是四星级的，位置也比较方便，去机场和望京商业街都很便利，以后还会选择这家酒店或戴斯连锁酒店！', '短评打分': 3}
{'短评内容': '酒店离首都机场很近，开车大约20分钟。如果要在北京转机乘次日早班飞机的话住这里还不错，不用一大早5,6点钟赶着去机场。\r\n不过酒店周边餐饮和休闲娱乐场所很少，位置有点偏。\r\n服务很好，我前一天晚上送洗的衣服，第二天上午10点前没能送来。我为了赶飞机回西安只好离店了，酒店客房部将我的衣物用快递免费寄给我，第三天就收到了。\r\n设施等方面还不错，和CBD区域的同等酒店相比，性价比比较高。', '短评打分': 5}
{'短评内容': '装修设施都挺好，值得推荐，就是价钱稍微贵了一点。其他都不错，推荐！', '短评打分': 5}
{'短评内容': '酒店的性价比非常不错，交通便利，距机场和望京商业中心都很方便，以后还会选择这家酒店，只是希望酒店的服务水平有所提高。', '短评打分': 3}
{'短评内容': '房间的隔音效果不太好\r\n床有点儿硬\r\n前台结账比较慢\r\n', '短评打分': 5}
{'短评内容': '整体还可以，房间还不错，设施基本可以。可以去住\r\n', '短评打分': 5}
{'短评内容': '酒店的性价比非常不错， 硬件符合四星级的标准，地理位置稍偏一点，但去机场还是非常的方便，下次还会选择这家酒店。', '短评打分': 5}
{'短评内容': '酒店性价比非常不错，以后还会选择这家酒店！', '短评打分': 5}
{'短评内容': '酒店的建筑不太好，找个房间要饶很多圈子，而且房卡质量不好，不小心搞一下就会裂开，要赔付50，真是不值得', '短评打分': 1}
{'短评内容': '性价比非常不错，下次还会入住这家酒店！', '短评打分': 5}
{'短评内容': '酒店的性价比非常的高，服务水平还需要提高！', '短评打分': 5}
{'短评内容': '饭店较新，设施还可以，位置偏，而且服务跟不上，大堂没有喝茶和咖啡的地方，晚上8点就歇业了，很不方便，不适合商务', '短评打分': 1}
{'短评内容': '酒店地点有点偏，通常计程车司机无法按照酒店地址清晰的到达酒店，大部份的司机需要电话咨询才行；酒店开业时间虽是2008年，但是酒店大楼原为旧楼，难怪让人没有新颖的感觉；酒店前台服务员态度非常好，也很耐心！\r\n\r\n总体来说，如果对合适度没有特别要求的人还是可以选择的。', '短评打分': 5}
{'短评内容': '不错，离飞机场近，卫生和设施不错。', '短评打分': 5}
{'短评内容': '价格稍贵了些，位置有点偏', '短评打分': 5}
{'短评内容': '挺好的', '短评打分': 5}
{'短评内容': '第一次入住银枫戴斯商务酒店,整体感觉性价比非常不错,酒店是挂牌四星的,房间空间大,设施也比较好! 唯一就是酒店位置比较隐蔽.\r\n\r\n下次还会选择入住这家酒店!', '短评打分': 5}
{'短评内容': '还不错的说，各方面都还可以', '短评打分': 5}
{'短评内容': '卫生间马桶很脏，位置较偏，结账慢，房费也高。', '短评打分': 1}
{'短评内容': '非常好的酒店.', '短评打分': 3}
{'短评内容': '酒店很不错，里面很干净', '短评打分': 5}
{'短评内容': '酒店很不错，里面很干净。', '短评打分': 5}
{'短评内容': '酒店紧邻机场路，管理规范，在别墅区环境优雅，周围餐饮方便。\r\n房间干净整洁，床很舒适。不过位置稍有些偏，客户来拜访有的找不到。', '短评打分': 5}
{'短评内容': '除了不太好找之外，其他还都可以。可以在去住。', '短评打分': 5}
{'短评内容': '位置离机场很近，也不能说偏，出去玩不是特方便。剩下的都非常满意。', '短评打分': 5}
{'短评内容': ' bu cuo , ting hao de ', '短评打分': 3}
{'短评内容': 'ji ben mAN yi', '短评打分': 5}
{'短评内容': '房间很小~ 而且有点偏僻，从机场出来的时候司机都不知道在哪里', '短评打分': 1}
{'短评内容': '我公司就在旁边798里，所以客户来了一般都推荐这个酒店。就是晚上打车不太好打。', '短评打分': 5}
{'短评内容': '不错的酒店，房间设施新，干净！到望京办事住这里很方便。\r\n早餐种类少了点，无窗户的房间不好，感觉压抑。', '短评打分': 5}
{'短评内容': '环境，价格都还可以接受', '短评打分': 5}
{'短评内容': 'Very good hotel and near Beijing airport', '短评打分': 3}
{'短评内容': '酒店不错,就是位置比较偏,换机比较方便!', '短评打分': 5}
{'短评内容': '入住标准大床，价格438（含双早），按四星标准建造的（事实上硬件达不到四星），规模不大，房间也比较小，加洗手间也就20平米，正好我的朋友比较魁梧，就更感觉拥挤，因为房间小，床离门很近，感觉不太安静，门内外什么动静几乎都一听无余，总体感觉一般，如果有朋友来京预算有限，并且要乘早班飞机的话，可以选择这里，因为离机场高速大山子入口很近，也就1公里吧！刚开业1年左右，感觉还是挺新的......', '短评打分': 5}
{'短评内容': '酒店设施很好，房间很大，也很舒适，就是我入住期间宽带网络不好使，其它都很好。', '短评打分': 5}
{'短评内容': '卫生，服务，设施，舒适度都很不错，但位置有点偏', '短评打分': 5}
{'短评内容': '达到戴斯一贯的水平，房间干净，隔音很好。就是这次住的房间没有窗户，预订时竟然没有说明。早餐质量有待提高', '短评打分': 5}
{'短评内容': '价格是相当实惠的,服务卫生方面也还可以了,位置稍微偏远点了,整体感觉还是不错.下次还愿意住这样家酒店.', '短评打分': 3}
{'短评内容': '这家酒店还是不错的,离机场很近,很适合转机的朋友,房间的卫生和设施方面也都不错,住着很舒适,我很满意.', '短评打分': 3}
{'短评内容': '国际水准，位置比较难找。', '短评打分': 5}
{'短评内容': '各方面都还不错，离机场也很近。商务客人很合适，旅游的话就偏了一点。但是旁边就是著名的798艺术区，也算是一个亮点。', '短评打分': 5}
{'短评内容': '这家酒店的环境很好,卫生打扫的也很干净,设施也比较齐全,住着很舒适,离机场也很近,很方便,就是第一次来这边有点不太好找.', '短评打分': 3}
{'短评内容': '非常新的酒店，离机场很近非常方便，有准五星的标准', '短评打分': 3}
{'短评内容': '非常新的酒店，离机场很近非常方便，有准五星的标准', '短评打分': 3}
{'短评内容': '不错的酒店。', '短评打分': 5}
{'短评内容': '这次是帮同事订的酒店，同事说很不错，下次还可以继续订了，呵呵', '短评打分': 5}
{'短评内容': '酒店不太好找,下了机场大巴,问了很多人都不知道,房间里面很干净,设施也不错,就是感觉有些干燥,有些闷,性价比方面还是比较高的.', '短评打分': 3}
{'短评内容': '位置挺好，出行是很方便的，房间的卫生和设施还不错，服务也还好，我觉得这家酒店性价比是不错的 值得推荐', '短评打分': 3}
{'短评内容': '酒店不错，位置较偏', '短评打分': 5}
{'短评内容': '因为朋友要看798，替她们预订这家酒店。朋友很满意。', '短评打分': 5}
{'短评内容': '该酒店在望京，除了位置比较偏远，周边比较荒凉外，其他倒真没什么可挑剔的。门口有公交到望京中心繁华区，平时也有不少出租车趴活儿，出行还算方便，不过由于离首都机场很近（打车共50），很多趴活的出租都不愿意拉机场。', '短评打分': 5}
{'短评内容': '离798艺术区很近，步行3分钟，位置不太好找，但去机场很方便，不走高速打车才40元。周围吃饭逛街的地方要少很多。', '短评打分': 5}
{'短评内容': '第一天到了就是半夜，住进去了，过了一会儿才发现空调不是很好，可是已经太晚了，就没有在意。结果第二天冻得浑身发冷。也不敢洗澡。第二天，人家告诉是房间太大了，空调不好，要求换房间，顺利给换了。\r\n不过，我觉得奇怪，这个房间既然这样，为啥不彻底解决呢？非要客人住进去，再换房间？我相信，我不是第一个要求换房间的人。', '短评打分': 5}
{'短评内容': '除了通风不太好,其他方面都不错,挺干净的,而且位置也不错,价格也能接受.', '短评打分': 3}
{'短评内容': '很好。值得推荐。', '短评打分': 5}
{'短评内容': '酒店总体不错，但是酒店只有一个高的枕头。早餐和四星级不匹配。', '短评打分': 5}
{'短评内容': '国际连锁酒店非常好，在798办事很值得住。保证任何人满意', '短评打分': 5}
{'短评内容': '非常干净整洁的一家酒店，性价比也很高\r\n唯一不足的就是位置偏了点，出门比较不方便', '短评打分': 5}
{'短评内容': '非常好的酒店，硬件可以到四星半标准，就是位置不太好，但是要去机场就很方便了', '短评打分': 5}
{'短评内容': '酒店的所有设施都很好，房间很大，很宽敞.', '短评打分': 5}
{'短评内容': '无窗房卫生间很大，稍有些闷，不过用来采访很好。很安静。', '短评打分': 5}
{'短评内容': '酒店老是有旅游团早餐老是供应不上,而且品种少老是那几样,其它还是很不错的,靠近机场高速,现在我们公司去机场一般都住这酒店.', '短评打分': 3}
{'短评内容': '酒店不错，挺新，性价比较高，就是地方偏了点，住着挺舒服。', '短评打分': 5}
{'短评内容': '卫生、服务都很好。早餐一般。', '短评打分': 5}
{'短评内容': '酒店综合性价比不错，比较安静，适合休息.', '短评打分': 5}
{'短评内容': '设施不错，就是位置不好', '短评打分': 3}
{'短评内容': '设施很不错的酒店，就是位置太偏，在三环和四环中间，的士司机还找不到', '短评打分': 5}
{'短评内容': '环境很幽静，房间设施很新，也很干净，交通也很方便，唯一每种不足是早餐不够好。', '短评打分': 5}
{'短评内容': '当天住的是特价房，感觉不错，也挺好的。', '短评打分': 5}
{'短评内容': '位置不错,交通比较方便,房间的卫生也很干净,就是窗户有小了,通风小效果不太好.', '短评打分': 3}
{'短评内容': '酒店的服务卫生以及设施都很好的，早餐比较差，酒店的位置不错，出行很方便，酒店的价格还可以。', '短评打分': 3}
{'短评内容': '酒店条件不错,位置有点偏,只是当时让给复印东西,还给复印错了,感觉服务人员不够认真.', '短评打分': 5}
{'短评内容': '第一次住这家酒店，各项设备都很新，住的还算舒适，服务也不错,就是地理位置偏了点，出租车不好叫，交通不方便。', '短评打分': 5}
{'短评内容': '酒店的各方面都很好，就是房间里的空调不好调节，调了温度很低房间还是很热，房间的价格到不贵', '短评打分': 5}
{'短评内容': '超值的选择。比一般的经济型酒店要好。', '短评打分': 5}
{'短评内容': '酒店各方面条件都挺好的,就是位置太偏了,出行不是很方便；所以下次是否还选择这家酒店要考虑一下了', '短评打分': 5}
{'短评内容': '整体感觉还可以，位置挺方便，价格也比较合适，值得推荐 ', '短评打分': 5}
{'短评内容': '昨天才从这家酒店离开，不愧是国际品牌连锁，服务很好，而且可以跟前台商量延时退房到两点，因为出去吃饭所以下午两点十分才回去，提前给酒店打了个电话，到了前台都已经14:15了，非常热情的帮我们退了房；房间的设施很新，面积也很大，非常适用商旅或者三家三口（房间里面有一张沙发，睡个小孩肯定不成问题）；早餐的味道差了点，不过培根的味道不错。离机场也很近，门口有很多出租车，打车到机场不到半小时时间，下次有机会', '短评打分': 5}
{'短评内容': '酒店性价比非常高,住起来比较舒适干净,愿意推荐给周围朋友', '短评打分': 5}
{'短评内容': '酒店的服务卫生方面还是可以的,价格也蛮合适的.', '短评打分': 5}
{'短评内容': '房间的电话是坏的，房间里的家具过于简单，床上没有褥垫，床单下面就是床垫子了。大床房的窗户外面是个天井，跟没窗户差不多。服务人员很不专业，入住、离店手续办得都莫名其妙的。硬件设施很好，房间很新，卫生间很漂亮！如果对服务要求不高的话，是个不错的选择。', '短评打分': 5}
