{'descr': '还不错吧，吃过几次了还可以&hellip;以后还会来', 'star': 5}
{'descr': '强烈不推荐到此家酒店入住！这家店的一颗老鼠屎坏了我对锦江之星好印象。我是8月11日从西宁往回家的路上赶，刚过吕梁就赶上大雾大雨，怕不能及时入住，与此家酒店联系说明情况，让留房到晚8时，酒店同意。晚7时多到达太原市政府，由于不认路就给酒店打电话问路，是个男的接电话，此老鼠屎给的答案是：“你自己找”。请问我一个外地人到太原，人生地不熟，就是因为不认路才问你的。你让我自己找，我怎样找？气死我了！！！要不', 'star': 1}
{'descr': '这个锦江的服务不错，位置也还好，不是特别吵，房间越高越好', 'star': 5}
{'descr': '不错', 'star': 5}
{'descr': '  基本上能满足需要，各方面能再精进些会更好。去入住的人要带好证件。', 'star': 5}
{'descr': '改善早餐！', 'star': 3}
{'descr': '位置有点不太好找，里面倒是不错很干净宽敞也安静，外面买东西很方便，早餐太一般了', 'star': 3}
{'descr': '电梯太老旧了，房间格调不错有宜家的味道\r\n卫生不错，周边都是小店，很有生活气息\r\n', 'star': 5}
{'descr': '望改善早餐。', 'star': 5}
{'descr': '网上简介的与实际有很大的出入。', 'star': 1}
{'descr': '开房间比较慢，前台还和朋友顶嘴搞得非常不愉快，电梯比较慢，有辆车还把我们的车堵在里面出不来，地理位置很好，床铺很干净', 'star': 5}
{'descr': '锦江还是不错的', 'star': 5}
{'descr': '可以，就是周围坏境不是太理想', 'star': 3}
{'descr': '酒店总体还不错。。挺干净的', 'star': 3}
{'descr': '服务让人不舒服.', 'star': 1}
{'descr': '房间不大，但是住着很舒服，经济便捷.', 'star': 5}
{'descr': '望改善早餐！其他都不错。', 'star': 5}
{'descr': '还不错啦', 'star': 5}
{'descr': '锦江的环境和服务全国都一样，还不错。另外，早餐应该增加当地的特色，比如在山西，就应该增加面食，而不仅仅是简单的复制。', 'star': 5}
{'descr': '地理位置很好，交通便利，出行方便，闹中取静，环境不错，屋里干净整洁。', 'star': 5}
{'descr': '性价比不错~ 而且是全国连锁店~ 挺信得过的~', 'star': 5}
{'descr': '这是我入住过的锦江之星卫生最不好的店,洗手间不干净,有很重的大蒜味道.设施比较旧了.', 'star': 1}
{'descr': '地点不错，但酒店环境比较陈旧', 'star': 5}
{'descr': '好！', 'star': 3}
{'descr': '好！', 'star': 5}
{'descr': '我们都喜欢锦江之星', 'star': 5}
{'descr': '环境一般，有餐饮和送洗服务，能挂账，还不错，下次还会考虑再去。', 'star': 3}
{'descr': '地址位置一般，服务还行', 'star': 5}
{'descr': '餐厅的菜肴味道不错，但是就是品种太少了，希望能增加。', 'star': 5}
{'descr': '还不错，自得推荐', 'star': 5}
{'descr': '电视差些，不含早餐不爽', 'star': 5}
{'descr': '还可以吧', 'star': 5}
{'descr': '主要是地理位置不错，入住感觉一般般，经济型酒店，要求也不能太高。', 'star': 5}
{'descr': '位置好', 'star': 1}
{'descr': '什么也好，就是电视不怎么好', 'star': 5}
{'descr': '最近怎么涨了，179涨到189了', 'star': 3}
{'descr': '该酒店不错 和锦江连锁一样 较舒适 所以我从石家庄赶去太原了呢哈哈', 'star': 5}
{'descr': '挺好。', 'star': 3}
{'descr': '住了多次，很好。', 'star': 5}
{'descr': '服务态度很好，就是有办理有点慢 ，我本来就等半天了，前台的姑娘还和那一个客人矫情会员积分的问题，我就急了。经理到不错，忙赔不是马上给我办了。可能是我赶上旅行团了吧。我是误打误撞来着的 本来要去省政府店，这家店里那不远，就是有点偏。房间里面出乎意料的不错，干净整齐，东西都是洁白的，一次性物件也摆得整整齐齐，店内免费服务和餐厅菜品介绍也很细心，房间很宽敞，拉开窗帘能看街景，由于住的的高，虽然感觉在居民', 'star': 5}
{'descr': '位置较好，房价比较大。设施一般。', 'star': 5}
{'descr': '卫生条件很好，服务也不错，离市政府、省农业厅等部门及钟楼街很近，出行也很方便。设施有点旧，像电视机有点落后了。总体还行，适合工薪族入住。', 'star': 5}
{'descr': '望改善早餐，其他还行。', 'star': 3}
{'descr': '就是早餐还没改善！', 'star': 5}
{'descr': '酒店设施好，酒店内餐厅的菜很便宜，每天都有特价菜，酒店周围小巷里小吃很多，有面皮店，二元一份，很好吃。周围银行很多。酒店门前是单行线，行车不方便，打的士也很困难，位置太偏，离五一广场太远。', 'star': 5}
{'descr': '锦江在太原3家 就这家最不好找，地理位置不好，停车位没有。很吵', 'star': 1}
{'descr': '还行', 'star': 5}
{'descr': '该酒店位于商业区附近,交通便利,房间设施简捷,床铺舒适,挺好的.', 'star': 5}
{'descr': '地理位置不错，出行很方便。住宿条件也不错，很干净的，中央空调需房卡取电才能用，外出回来感到有点冷意。', 'star': 3}
{'descr': '位置很好,出行方便,房间设施还行,卫生条件不错,价格适中,饭菜有点贵', 'star': 5}
{'descr': '价格适中，住于闹市区，交通方便，门前有停车位。能闹中取静，房间干净整洁，冬天空调暖和。标准间的床是一大一小，适合带小孩住。服务热情，对询问解答较全面，主动送了两瓶水，还参加了抽奖，送了护手霜。酒店东边50米有一个大同食府，有山西的特色饮食。', 'star': 5}
{'descr': '周边环境不好,路上车很多,而且酒店停车很困难.\r\n毛巾和浴巾太硬,而且还有没洗净的痕迹', 'star': 1}
{'descr': '不错，常住客。', 'star': 3}
{'descr': '不错，常住客。', 'star': 5}
{'descr': '整体不错,但卫生间(淋浴房)需清理', 'star': 5}
{'descr': '冬天室内温度太低，制暖设施太差！前几天住在那都冻感冒了', 'star': 1}
{'descr': '出行方便，安静，早餐还好。', 'star': 3}
{'descr': '服务员那脸总感觉我欠了他多少钱似的，和桔子酒店那态度是完全不能比的。楼下的酒店配套餐饮也不送餐。居然是我下去自己拿上来。15元的早饭也更是不谈了。', 'star': 3}
{'descr': '到酒店之后，服务员说我订的房间属于很冷，很吵的那种。于是到了那加了二十元换了其他房间', 'star': 1}
{'descr': '一定要多花点钱住那个阳面的标准间，单人、双人房在阴面，在里面按键盘手都抖，赶紧换房。标准间很温暖，还是不错的。', 'star': 5}
{'descr': '服务态度非常好，卫生环境一般。设备的话，主要是不喜欢电视。呵呵。。。现在应该都是液晶屏了。。。。不过这家不是。。。到不是什么大问题~1', 'star': 5}
{'descr': '酒店的位置可能还行，不过因为整个太原的交通都不太方便，所以感觉也不是特别好，但是条件还行，硬件和服务都还不错。', 'star': 3}
{'descr': '早餐不错，很卫生，卫生间和床都很干净。值得长期住。', 'star': 3}
{'descr': '位置在老城区，不过房间很干净，就是网络不太好，有待改进。', 'star': 5}
{'descr': '位置还可以，但酒店整体服务感觉一般。床不太舒服，没有暖气，空调就不是很好。', 'star': 1}
{'descr': '还不错，餐厅的服务需要改进。', 'star': 3}
{'descr': '位置不佳，周围路很窄，交通不方便', 'star': 3}
{'descr': '卫生服务方面做的都非常好,房间的设施也很齐全,住着很舒适,但酒店不是在主干道上的,交通上就不是太方便了.', 'star': 3}
{'descr': '还不错，有点地方需要改进。', 'star': 3}
{'descr': '这家锦江之星地理位置还不错，卫生条件也不错，就是毛巾和浴巾的材质不行，织数不高。附近小吃挺多，特别要表扬大堂的一位保安大叔，特别热情。', 'star': 5}
{'descr': '还不错，就是单人房条件不好，主要是空调不行。', 'star': 5}
{'descr': '房间很大，就是早餐一般，感觉不值，中餐还不错', 'star': 5}
{'descr': '很好的酒店，就是离商业区有点远，还能接受。网速超快，这点是最好的。', 'star': 5}
{'descr': '位置偏僻了点，太原市政不敢恭维，都好几天了，路上还全是冰那！', 'star': 1}
{'descr': '整体情况不错，体现了锦江之星的特点，这个店的大床房设计的不好，房间不是很小，就是空调不好用，急需改进！', 'star': 5}
{'descr': '感觉很好,以后如有机会,会继续在此酒店定房.', 'star': 5}
{'descr': '服务很热情\r\n', 'star': 5}
{'descr': '位置很好,但周遍环境很乱,门前很大的停车场很多车位被楼下饭店停车占据,住宿居然找不到停车位置,总体感觉一般.', 'star': 1}
{'descr': '卫生不错，房间面积比较大，很舒服。', 'star': 3}
{'descr': '很干净，很方便，下次还住这里', 'star': 5}
{'descr': '交通挺便利的，旁边的电影院很便宜，但是卫生间味道太大了。', 'star': 1}
{'descr': '只要是到太原我就住着，比较方便，最主要是习惯了。', 'star': 5}
{'descr': '酒店离市中心有点距离，出来以后公交不是特别方便，除了这个以外，酒店的硬件条件和服务都还是不错的。', 'star': 3}
{'descr': '酒店在老城区显得很旧,打车很不方便有些偏.房间里面设施比较满意服务很好.', 'star': 3}
{'descr': '酒店挺干净，服务也不错，就是位置有点远，加上太原的出租车似乎都不想去太近的地方，所以我们打车打了半天，最后找的还是黑车，到了酒店还可以，就是浴室洗澡水比较小，临街的房间有点吵，因为楼下有做小生意的，到很晚都才散，如果有更好的，我想可能不会选这里了。', 'star': 3}
{'descr': '卫生很干净，设施较新，酒店内服务人员态度非常好。很满意。', 'star': 5}
{'descr': '酒店的内部没有提供预定火车票和机票的服务，希望能增加这项服务和当地景点的咨询服务，别的都还好 ，价格优惠', 'star': 5}
{'descr': '昨天中午在餐厅就餐，点了一个炸黄花鱼，上来一看，鼻子都气歪了，根本就不是黄花鱼，那鱼十分难吃；这种以次充好的造假行为甚是可恨！', 'star': 3}
{'descr': '这是我所见过的最差酒店，早餐不如如家快捷酒店的1/10，就餐环境极差，就好像是在垃圾堆里一样；服务员像SB一样的，根本不来清理餐桌，十分狼藉。', 'star': 1}
{'descr': '位置还可以，不算太偏，早餐还好', 'star': 5}
{'descr': '199价格的单人房间有点小,房间里还有装修残留的味,不过总的来说还可以', 'star': 5}
{'descr': '酒店位于太原市中心，但是不再主干路上，但是也不需要走很远。也挺方便的酒店，很干净很舒适，环境硬件设施都很不错。', 'star': 5}
{'descr': '不错！满意。', 'star': 5}
{'descr': '非常干净,床也很舒服,就是早餐有点贵,品质也一般.', 'star': 5}
{'descr': '感觉很不错，环境很不错，位置也很好，出行方便', 'star': 5}
{'descr': '房间的供暖不太好,而且空调的暖风有噪音,其他方面都还可以,价格便宜,价格也不错', 'star': 5}
{'descr': '连锁酒店感觉设施和服务还是不错的，而且干净舒服，位置也比较方便。', 'star': 5}
{'descr': '经济实惠，地理位置也比较方便', 'star': 5}
{'descr': '酒店还不错,价格合理,也比较干净舒适。 但是不喜欢前台的接待人员，我办理入住时一直跟我推销他们酒店的积分卡，我很客气的说了不要，他们竟然还说我奇怪，免费的卡都不要。', 'star': 5}
{'descr': '我很喜欢锦江之星,因为感觉房间里整体很干净,服务态度也很好,唯一就是各地的连锁在ELONG上还是少,明明看到很多店却在网上查不到,要是都能登记就更方便了,呵呵,最好还能带一份早餐!', 'star': 5}
{'descr': '位置是这个酒店额度优势，往北可以去国贸，往东可以去步行街。', 'star': 5}
{'descr': '酒店应该是个新酒店，感觉设备都很全新，但是酒店位置不好，交通很不方便', 'star': 5}
{'descr': '非常新,非常干净简约的酒店. 可以上网.服务很好. 周边超市\\饭馆\\买火车票很方便,对面有很出名的双合成点心.价钱非常合理,离市中心和五一广场还有柳巷步行街很近~超级推荐~', 'star': 3}
{'descr': '1，地点不好，周围环境查，停车不方便。\r\n2，服务员官僚很重，不考虑实际情况，爱住不住。\r\n3，老房子建筑，采光比较差。', 'star': 1}
{'descr': '周边环境不太好。我入住时门口还正在修路。餐厅服务不错。', 'star': 5}
