{'短评内容': '还可以,性价比可以，离火车站近，到西湖方便。', '短评打分': 5}
{'短评内容': '设施一般', '短评打分': 3}
{'短评内容': '酒店设施比较简陋,房间也是比较老旧,服务卫生都很一般,跟如家快捷酒店根本没法比.', '短评打分': 1}
{'短评内容': '价格比较实惠，环境一般，性价比还可以，位置比较方便', '短评打分': 5}
{'短评内容': ' 除了设施方面陈旧之外,其它方面还是不错的.价格方面还是比较合适的.', '短评打分': 5}
{'短评内容': '酒店除了大厅还可以，别的都不好，设施太差了，卫生间也不错，地面墙面都是黄黄的，性价比不高', '短评打分': 1}
{'短评内容': '打错了，是卫生还可以。', '短评打分': 3}
{'短评内容': '感觉一般（没有以前评价的那么差，为什么还可以），就是离西湖有点远，价格在当地也没什么竞争力。', '短评打分': 5}
{'短评内容': '酒店比较简陋,虽然设施是基本都有但是太陈旧太差,酒店很安静环境比较好,位置不错性价比比不太好.', '短评打分': 5}
{'短评内容': '酒店住还可以吧,没有遇到什么问题,蛮方便的,价格也比较合理,还不错.', '短评打分': 5}
{'短评内容': '服务很好，酒店的设施条件陈旧，而且地段比较偏，不好打车，价格也有点贵', '短评打分': 1}
{'短评内容': '不太像三星级酒店，感觉较为简陋。虽然设施是基本都有，但是太陈旧太差了。到了杭州之后才发现这个价位还能找到更多网上找不到的小酒店。\n\n不过作为初来乍道的落脚点，已经足够了。\n\n前台小姐服务态度很好，酒店很安静。', '短评打分': 1}
{'短评内容': '酒店的性价比还可以，而且位置也特别好，外出方便，就是设施比较一般', '短评打分': 5}
{'短评内容': '酒店的环境配置非常一般，舒适度也很差。感觉很不安全，酒店有色情服务。酒店的卫生服务都挺一般的不值得推荐入住的酒店。', '短评打分': 1}
{'短评内容': '酒店环境一般,设备还可以,整体条件感觉都挺一般的,没有什么特色,还是建议多比较一下了.', '短评打分': 1}
{'短评内容': '酒店的硬件条件挺不错的，而且房间比较干净，服务到位，尤其是他们的位置很好，特别的方便。', '短评打分': 5}
{'短评内容': '房间比较干净，服务也还可以，就是设施差一点，总的来说比较一般 ', '短评打分': 5}
{'短评内容': '对酒店非常满意酒店的价格非常优惠，出行交通方便，地理位置也很好，服务卫生都很好的酒店，性价比很不错的酒店值得推荐入住。', '短评打分': 5}
{'短评内容': '整体一般，服务和内部的设施条件都是比较一般，价格还可以，不贵', '短评打分': 5}
{'短评内容': '还好啦 有机会再去住 ', '短评打分': 5}
{'短评内容': '价位比较合理，但是离市中心稍微远一点，酒店的环境一般，服务也不错', '短评打分': 5}
{'短评内容': '酒店位置很好,离很多旅游景点都比较近.酒店里面环境和设施也不错,就是服务再积极一些就更好了.', '短评打分': 5}
{'短评内容': '酒店位置很方便,酒店里面环境也不错,价格也可以接受.', '短评打分': 5}
{'短评内容': '酒店的住宿质量不太好，太旧了，环境太差了，价格可以贵一点，但是环境一定要好，对这家酒店还是不怎么满意的。', '短评打分': 1}
{'短评内容': '酒店位置特别好，离汽车站很近，去哪都很方便，而且内部环境也不错，住着也蛮什么的，价格也比较合理的。', '短评打分': 5}
{'短评内容': '酒店离火车站近,出行比较方便,房间里面是木地板的,比较喜欢,感觉很温馨.前台服务人员态度有些散漫.', '短评打分': 5}
{'短评内容': '酒店位置很好,酒店里面也比较整洁,干净,相对酒店环境这个价格还是很合适的.', '短评打分': 5}
{'短评内容': '总台小姐态度很好，当时我觉得我应该是选对了酒店。一进房间，感觉也不错，房间里的色彩搭配挺好，很清爽、温馨。烧水泡茶时，发现两个茶杯口都有唇印，像是什么食物。房间里电话没声音，我又跑到楼道里打电话给总台，很快服务员来了。这个老阿姨可真牛气，嫌我们多事地扫了我们一眼，拿起两个杯子踢踢踏踏到对面的房间换了两个。我说房间电话没声音。她爱答不理，那语气就像是我们乡下人少见多怪一样。晚上准备洗漱，晕倒！刷牙口', '短评打分': 1}
{'短评内容': '感觉房间很旧了，但当时都没房间了，就在这里住了两，周边出行交通蛮方便的，价格也合理', '短评打分': 5}
{'短评内容': '酒店位置是挺不错的，但是楼下打车不方便，环境还不错，挺干净的服务和设施也挺好，还是不错的。', '短评打分': 5}
{'短评内容': '酒店的服务很热情，好象环境和条件没有网站宣传的好，房间的摆设、卫生都很一般', '短评打分': 1}
{'短评内容': '酒店就是地址不太好,出行不是很方便,其他方面都还可以,不过价格有些偏高.', '短评打分': 1}
{'短评内容': '卫生间的淋浴水龙头不是很好用,还有一个是坏的,所以酒店对硬件设施方面没有做到及时维护；其他方面还是不错的,卫生环境都很好,价格也适中；', '短评打分': 5}
{'短评内容': '地段还不错，当时出谈生意的，很方便，就是那里的被子没洗干净，过敏，身上很痒', '短评打分': 1}
{'短评内容': '酒店的位置很好的,离西湖非常近的,整体的感觉都是不错的,下次还会入住这家酒店的', '短评打分': 5}
{'短评内容': '酒店的房间装修和硬件设施感觉都不是很好,比较陈旧,不过卫生和服务还可以,价格也蛮实惠的', '短评打分': 5}
{'短评内容': '酒店整体感觉很陈旧,比较老包括设施这些,卫生服务比较一般.位置还可以,性价比一般,不会推荐这家酒店.', '短评打分': 1}
{'短评内容': '当时选这个是因为正好赶上周末，别的酒店都没有房间了，才住的这个，他里面的东西基本上是很一般的，房间又小，服务很一般，就是位置比较不错，挺方便的，价格也比较实惠，但是条件实在不行。', '短评打分': 1}
{'短评内容': '酒店的吹风机少，他人借走了就没的用了，与7天、如家相比，差了点，交通上周边出行还是比较方便的，价格也还适中', '短评打分': 5}
{'短评内容': '酒店整体感觉不是特别好。离景点也不近，而且当时预订的158的价格，等结帐十却收了168元，感觉酒店不讲信誉，房间也不怎么干净', '短评打分': 1}
{'短评内容': '酒店条件太差了,房间里的电话都是坏的,最基本的硬件设施维护都没有做好；其他条件也很一般；不过位置和价格还是可以的,', '短评打分': 1}
{'短评内容': '卫生跟服务都不错，位置比较好，出门隔壁就是超市跟公共汽车站，但是可能因为路段建设原因，打车比较困难。家具虽然有点儿旧，但住着还比较舒适。最纠结的是窗户，有一扇关不上，一扇锁不上，又是临街，夜里过车动静挺大，颇为影响休息。建议把窗户改成双层，加强隔音！！', '短评打分': 5}
{'短评内容': '价格很便宜，环境也不错，酒店的地理位置也挺好的', '短评打分': 5}
{'短评内容': '酒店各方面的服务都还不错，就是这个地段出租车很少，出行很不方便', '短评打分': 5}
{'短评内容': '前几天才和朋友去杭州玩，住的就是这个酒店，总体感觉不错，位置离火车站很近，离西湖也不是太远，卫生情况还行，因为是特价房吗，我住的房间是靠近居民区的那面，一点也不吵，房间有电脑，但是配制很差，房间的墙壁不该用白色的，这样很容易脏，如果下次再去杭州的话会考虑的。', '短评打分': 5}
{'短评内容': '如果到西湖旅游！工薪阶层住这个酒店还可以！距西湖也不远\r\n\r\n', '短评打分': 5}
{'短评内容': '酒店感觉不太整洁,酒店没有三星的标准,位置比较好走到西湖15分钟,离火车站也比较近.要是到这边玩还是不推荐这家酒店的,卫生不太好.', '短评打分': 1}
{'短评内容': '酒店环境比较差,性价比还可以,位置不太好', '短评打分': 5}
{'短评内容': '酒店交通比较好,离西湖比较近,出去周边购物也方便,设施服务也就一般.比较适合旅游人士选择', '短评打分': 5}
{'短评内容': '陈旧的酒店,前台服务人员非常少.感觉不是很好,我之前住过很多类似的酒店这家酒店算是比较差的.', '短评打分': 1}
{'短评内容': '酒店的位置不错，交通很方便，服务环境也还可以', '短评打分': 5}
{'短评内容': '这个酒店是我住过最次的一家酒店,店内比较脏,而且晚上满楼道全是小姐,弄得我一晚上没法睡,总之这个酒店实在是太差了', '短评打分': 1}
{'短评内容': '首先我觉得他们的床单什么的感觉都不是很干净，而且在房间离竟然还有一张房间物品价格的列表，写明如果你损坏什么要赔偿多少钱，而实际上我觉得他的电视机已经很久了，随时可能坏点，就是位置还不错，离河坊街近，但是离西湖还是有段距离的，价格算是比较便宜的。', '短评打分': 1}
{'短评内容': '酒店的服务和硬件设施，包括他的位置和舒适度都不错，挺方便的。', '短评打分': 5}
{'短评内容': '性价比很高,感觉很物有所值', '短评打分': 5}
{'短评内容': '当时入住的时候安排的是一个临街的房间很吵,窗户也关不严,隔音效果很不好.交通位置还是比较方便的.酒店设施很陈旧,是一家老酒店了.', '短评打分': 5}
{'短评内容': '这个酒店总体印象不太好,在位置这方面还是值得推荐,要是其它方面还不不值得推荐的,尤其是服务上面', '短评打分': 1}
{'短评内容': '上次一开始住的还是比较高兴的，都还不错，房间也比较干净，可是就在退房的时候有点不愉快，房间里的东西我们根本就没有用过，她非得说我们用了，让人感觉服务不好', '短评打分': 1}
{'短评内容': '性价比高，服务热情周到，环境也很好，地理位置也不错，交通很方便', '短评打分': 5}
{'短评内容': '酒店还是挺不错的,各方面条件还是比较满意的,价格也很便宜', '短评打分': 5}
{'短评内容': '酒店的服务不错，环境也很好，性价比高，就是设备有些陈旧，交通也是很方便的', '短评打分': 5}
{'短评内容': '酒店比较实惠，而且服务环境都提供不错的，就是房间稍小一点，门口的公交线路不多，其他都还可以。', '短评打分': 5}
{'短评内容': '酒店的服务很一般，几乎没什么服务，酒店卫生特别差，被子很脏', '短评打分': 1}
{'短评内容': '窗户关不上，让服务员调换房间，说没有，卫生环境也不好，就住一晚就走了，位置还可以，出行还算方便，这种条件，像这个价格也是偏高的', '短评打分': 1}
{'短评内容': '酒店的位置很好，当时就看重他的位置才去的，但酒店的卫生间下水道有问题，总有不好的味道', '短评打分': 5}
{'短评内容': '卫生环境还可以,服务也到位,交通还比较便利,价格还很实惠', '短评打分': 5}
{'短评内容': '价格很实惠,房间也很舒适,交通也方便,就是前台服务态度不好', '短评打分': 5}
{'短评内容': '相对于其他酒店来说他们在卫生方面还需要提高，服务还不错，而且我住的特价房，价格比较实惠，在这个价位的基础上来说，他的硬件设施还是可以的。', '短评打分': 5}
{'短评内容': '环境一般,床腿是坏的,热水供应不好,服务也很一般,价格适中,交通还是挺方便的', '短评打分': 1}
{'短评内容': '酒店的服务态度不好,感觉不是很舒适,环境很不错,价格合适.', '短评打分': 5}
{'短评内容': '酒店的整体情况与它的价格还是很相符的,房间也很干净,人员服务也蛮周到,而且离西湖也挺近的', '短评打分': 5}
{'短评内容': '酒店整体很一般，服务员很少，内部的设备也有些旧了，但地理位置还不错，出行很方便', '短评打分': 5}
{'短评内容': '酒店的环境卫生都还可以位置出行交通也很方便', '短评打分': 5}
{'短评内容': '酒店的性价比不高，服务，环境也很一般，酒店离市中心也有些远 打车大概20分钟左右', '短评打分': 5}
{'短评内容': '酒店的人员服务和卫生条件都很一般,但位置不错,而且价格也蛮实惠的', '短评打分': 5}
{'短评内容': '酒店还算可以,比较干净,服务态度也不错,性价比感觉还可以', '短评打分': 5}
{'短评内容': '地理位置还行，设施来说，除了不能上网，其他还可以。去西湖游玩有人带。这个比较好。呵呵。', '短评打分': 5}
{'短评内容': '卫生条件不好，洗脸池是漏水的，房间的 窗户也关不严，给人感觉不安全，酒店的价格还是比较优惠的、位置也方便', '短评打分': 5}
{'短评内容': '经济型的酒店,服务卫生还是可以的,价格也不算贵,挺适合短途者入住.', '短评打分': 1}
{'短评内容': '从酒店价格来说，他的硬件设施不够，不过他的位置挺不错的，交通方便。', '短评打分': 1}
{'短评内容': '酒店的服务卫生都很不错位置也很方便出行,就是房间面积有些小.不是很舒适.', '短评打分': 5}
{'短评内容': '服务不主动,不热情,卫生一般 .地理位置不错交通挺方便的,价格也算比较实惠了.', '短评打分': 5}
{'短评内容': '服务很差，当时我和我的双胞胎兄弟同住一个房间，我兄弟忘记带身份证，拿我一个的身份正办理不行，我兄弟把身份证号码告诉他们也不行，在说我们是双胞胎长的也很像，预定一个房间拿一个人的身份证办理就行嘛，可酒店死活说不行，我们多交了押金，搞了半天才让我们住，服务太差，设施很陈旧，价格也有点高', '短评打分': 1}
{'短评内容': '真的太差了。', '短评打分': 1}
{'短评内容': '地理位置一般，', '短评打分': 1}
{'短评内容': '酒店的服务不错，而且位置好，交通上很方便，整体来说都挺不错的。', '短评打分': 5}
{'短评内容': '当时去那里旅行酒店的位置很好距离西湖很近价格设施都还不错.', '短评打分': 5}
{'短评内容': '感觉不太正规，环境不错，服务员少，在路边，很吵', '短评打分': 1}
{'短评内容': '酒店位置比较偏僻,不好找,酒店没有停车场,但服务挺好的,也很实惠', '短评打分': 5}
{'短评内容': '酒店各方面都很好,服务周到也很干净,价格适中', '短评打分': 5}
{'短评内容': '是一个不错的酒店，经济实惠；', '短评打分': 5}
{'短评内容': '房间内的地板和洗手间不干净，价格有点贵，隔音效果差。', '短评打分': 1}
{'短评内容': '酒店环境很好,酒店位置不是很好找,上部装潢不好', '短评打分': 5}
{'短评内容': '我是一名来自武汉的游客，我们一行对该酒店的服务非常满意。她们不仅态度和蔼，笑容亲切，而且还不厌其烦的回答着我们有关吃住玩以及购物等问题，我们确有宾至如归的感觉。尤其值得称赞的是，我们回到武汉后，发现有件物品遗忘在酒店了，于是昨天下午我抱着试试看的想法给她们打去电话询问，当时接电话的是位姓吴名赛李的服务员，没想到她立刻答复帮我们把东西以特快专递邮寄过来，今天我果然收到了她寄来的物品。这使我们真的好感', '短评打分': 3}
{'短评内容': '装璜比较陈旧，特别是卫生间，很受不了，感觉很脏。。。不能跟锦江之星这类的比。', '短评打分': 3}
