{'短评内容': '非常好！环境好，服务好，早餐丰盛', '短评打分': 5}
{'短评内容': '酒店非常好，干净舒服，以后还会入住！希望大家都能够喜欢！', '短评打分': 5}
{'短评内容': '靠车站近，交通便利~~周围购物也比较方便~推荐大家入住~', '短评打分': 5}
{'短评内容': '住过好多次了，喜欢这家酒店的情调~ 干净。日本人住的好像很多！ 3楼的日本料理赞个~   美味~  停车位不是很好找！', '短评打分': 5}
{'短评内容': '非常好的酒店，房間布置舒適', '短评打分': 3}
{'短评内容': '可以', '短评打分': 3}
{'短评内容': '已经多次入住这家酒店了,要小費非常不能理解。', '短评打分': 5}
{'短评内容': '酒店的位置很有优势，对于这种级别的酒店服务一般，环境也一般！！！', '短评打分': 1}
{'短评内容': '比较早的4星酒店。位置好。房间设施齐全。服务态度也很好。推荐。', '短评打分': 5}
{'短评内容': '环境舒适，服务到位，设施齐全，卫生良好！', '短评打分': 5}
{'短评内容': '早餐很喜欢 \n房间设施很不错\n\n不方便停车\n\n酒店大堂员工服务“内外有别”', '短评打分': 5}
{'短评内容': '地里位子好', '短评打分': 3}
{'短评内容': '已入住房间很满意', '短评打分': 3}
{'短评内容': '服务质量很好，卫生也很干净，早餐品种花样比较多，地理位置交通很方便', '短评打分': 5}
{'短评内容': '已经多次入住这家酒店了！一直以来都觉得很不错！\u3000如果豪华间房间面积再大一点会更好！', '短评打分': 5}
{'短评内容': '如果不是靠胜利闹街的话，我想会更舒适一些～（这里指睡眠）', '短评打分': 5}
{'短评内容': '这家酒店整体来说不错！ 就是车位少了点！\u3000设施干净！\u3000', '短评打分': 5}
{'短评内容': '干净、整洁。游泳池小点。但是有一点不好，也是大多酒店的通病，我们早晨下火车早点就不允许入住，最后只能再加半天的钱。可是，经常是多数情况下，客人很晚到，结账时很早走的呀，怎么不给我们少算半天钱那？！', '短评打分': 5}
{'短评内容': '还是跟以前一样的满意，就是晚上的时候走廊里有些暗呀！', '短评打分': 5}
{'短评内容': ' 很好', '短评打分': 3}
{'短评内容': '位置方便，酒店装修不错。房间面积还可以，卫生状况不错。', '短评打分': 5}
{'短评内容': '酒店不错，很舒适。位于市中心，闹中取静。', '短评打分': 5}
{'短评内容': '酒店不错，服务也不错。很安静。虽然不太喜欢日本。不过必须承认日本人管理的酒店好像确实是规范', '短评打分': 5}
{'短评内容': '酒店环境和装修不错，早餐一般，样式太少了', '短评打分': 5}
{'短评内容': '日本人的酒店，前台MM和自助餐饮区的日本大叔服务比较热情，虽然是日本人，但是我觉得一码归一码，该表扬的地方还是要表扬，房间不错，但当时是夏季入住的，房间空调无法致冷，与前台联系后日本大叔免费给我升级了房间。\n酒店位置在火车站，外面比较吵，而且打车比较困难，房间网速很快。', '短评打分': 5}
{'短评内容': '一家很好的酒店,性价比很好.\n去大连时的第一选择.\n经常带客人,朋友去.', '短评打分': 5}
{'短评内容': '一开始还以为离火车站很远,所以打了的士,之后发现就在火车站旁边,晕死了,不过离几个想去的地方都很方便,就连去老虎滩酒店门口都有直达车,所以很高兴,希望下次有机会还会去大连入住该酒店!', '短评打分': 5}
{'短评内容': '非常喜欢非常喜欢酒店的灯！！！性价比比较高，交通方便，有很多小吃附近。', '短评打分': 5}
{'短评内容': '非常喜欢这家酒店，在大连性价比很高，服务可很好。', '短评打分': 5}
{'短评内容': '住过好多次了 每次都很好 很满意 房间的灯很温馨 最喜欢这点了', '短评打分': 5}
{'短评内容': '离火车站很近,早餐不错,位置好,干净,卫生', '短评打分': 5}
{'短评内容': '酒店不错\n大堂略小\n日本人比较多\n其余都还不错', '短评打分': 5}
{'短评内容': '非常的好。很干净，下次还来。', '短评打分': 3}
{'短评内容': '不太好', '短评打分': 5}
{'短评内容': '涉外酒店，卫生很好,价格适中，有点旧，但性价比高，而且非常方便，床特舒服', '短评打分': 5}
{'短评内容': '房间很干净，交通很方便-下次来还住这里-', '短评打分': 5}
{'短评内容': '位置很好 房间很安静 房间不小 电视频道少了一些 卫生间设施很好 发现有很多日本人入住 ', '短评打分': 5}
{'短评内容': '好.但是离火车站太近,周围环境太吵杂,打车不便.', '短评打分': 5}
{'短评内容': '非常满意！无论是环境设施还是位置，只是吃饭比较贵，但是周边很近的地方有好多吃饭的地方，也无所谓了！', '短评打分': 5}
{'短评内容': '位置真不错！卫生不错！服务态度不错！价格也不错！感觉都不错！', '短评打分': 5}
{'短评内容': '很舒服的一家酒店，个人很喜欢，很推荐。性价比很高，房间的灯光特别喜欢，很温馨。', '短评打分': 3}
{'短评内容': '是性价比比较高的一家酒店，住过很多次了，每次都觉得很舒服。很推荐！', '短评打分': 5}
{'短评内容': '大连九州华美达大酒店，价格还可以，就是二层的自助餐，价格贵，品种少，口味还一般', '短评打分': 3}
{'短评内容': '大连九州华美达大酒店，价格还可以，就是二层的自助餐，价格贵，品种少，口味还一般', '短评打分': 3}
{'短评内容': '在大连火车站以面，交通、旅游、购物方便，后面有天津一条街，主要是经营海鲜小吃', '短评打分': 5}
{'短评内容': '+地点好，卫生好，早餐也可以。下次还住这。', '短评打分': 5}
{'短评内容': '已经很多次居住这家酒店了！一切照旧！跟大家推荐大江户日本料理~在酒店3楼！个人觉得口味正宗！', '短评打分': 5}
{'短评内容': '不错的', '短评打分': 3}
{'短评内容': '不错的，房间挺干净的，住了很多次了。服务不怎么好', '短评打分': 5}
{'短评内容': '房价比五星还高,自助晚餐差。', '短评打分': 3}
{'短评内容': '自助晚餐太差了,其它不错', '短评打分': 3}
{'短评内容': '其它都不错，就是自助晚餐品种太少了，好好改进以下。', '短评打分': 5}
{'短评内容': '+很舒适，交通便利', '短评打分': 5}
{'短评内容': '只说一句话，特价房太超值了，环境准五星而且很新。', '短评打分': 5}
{'短评内容': '火车站旁边 胜利广场侧面，每次去大连都爱住这里、', '短评打分': 5}
{'短评内容': '+住宿条件感觉还不错。。。400的价格小贵', '短评打分': 5}
{'短评内容': '还可以，就是楼面的外观与旁边的同类型酒店相比稍旧了', '短评打分': 5}
{'短评内容': '+非常好的酒店，性价比很高！服务很专业！以后就是华美达！', '短评打分': 5}
{'短评内容': '虽然知道浴缸没有的房间，但是对日本人来说，应该设定浴缸。\r\n比一般的房间价格便宜是便宜，可是我觉得没有浴缸的话，不跟价格合适，比较贵的。\r\n', '短评打分': 5}
{'短评内容': '呵呵，来了大连好多次，每次只住这家酒店，已经习惯了里面的一切。感觉非常舒适。下次还会住', '短评打分': 5}
{'短评内容': '性价比一般，餐饮可以，设施刚装修，较新  ', '短评打分': 5}
{'短评内容': '位置不错，服务态度很好，房间很舒适，面积还可以。卫生间设施也不错。推荐', '短评打分': 5}
{'短评内容': '不错。请取消预授权。', '短评打分': 5}
{'短评内容': '很不错的酒店，下次还会入住，卫生、服务都很好，性价很高', '短评打分': 5}
{'短评内容': '不错 ', '短评打分': 5}
{'短评内容': '地点不错，在大连车站前面，非常方便。可能自己开车的话，停车会费点劲，早晚会堵点车，但还是很不错的。下次还可以住。早餐种类也很多，味道也不错。', '短评打分': 5}
{'短评内容': '酒店整体感觉干净卫生。但是服务那就完全谈不上，住了2天，压根没让我感觉到跟   服务   俩字沾边的丁点东西。。带宝宝一家三口入住。大白天入住的。。楼下行李员人影不见。。拖着几个大箱子上了楼？（自己摸索，没任何人指引）。大厅在二楼。第二天早上用早餐那叫一个不舒服。孩子一起的。。进门一个老女人(老公这么称呼，确实是）。穿着一大家称的黑制服。绷着个脸。。连个你好也没有。就问几个人。。完了领到一位置上坐', '短评打分': 1}
{'短评内容': '经常入住，差不多十多年了，服务一直不错。可惜高级管理者太多，总是看到太多的黑制服员工出现。', '短评打分': 5}
{'短评内容': '饭店离火车站很近。需要坐火车的人住这里最合适，不用怕误点，出门就到。附近有不少快餐场所，还有一家家乐福。饭店门口有点乱，车辆太多。', '短评打分': 5}
{'短评内容': '干净卫生，住着放心。性价比高。唯一不足，外部环境有些吵。', '短评打分': 3}
{'短评内容': '非常干净，卫生，设施很好，服务也很好。唯一缺点，在火车站附近，很吵。', '短评打分': 5}
{'短评内容': '很好。', '短评打分': 5}
{'短评内容': '酒店环境特别温馨,地理位置也特别方便,服务也非常到位,总之很满意!', '短评打分': 5}
{'短评内容': '門口的小伙子服務不錯，主動介紹免費的機場班車，但開車的司機比較喪。晚上的自助餐很值，半價75。位置是市中心，但是交通太不好，門口很亂。', '短评打分': 5}
{'短评内容': '地点非常好,离火车站很近,自助餐也不错.', '短评打分': 5}
{'短评内容': '房间还比较小。干净还行。但是卫生间总是传来阵阵恶臭。', '短评打分': 5}
{'短评内容': '很不错！everything is OKEY', '短评打分': 5}
{'短评内容': '总的不错，物有所值。只是我们在一楼问服务生哪里有厕所的时候，态度很不好。估计认为我们不是住店的，就是那样，也不应该。', '短评打分': 5}
{'短评内容': '不错,价钱再便宜点更好', '短评打分': 5}
{'短评内容': '酒店位置很好出行方便，闹中取静，服务也较规范。房间干净，床很舒适。只是卫生间略小。一天两瓶水的赠送很贴心。', '短评打分': 5}
{'短评内容': 'Good location, very clean room. Breakfast buffet is tempting.My favorite hotel in Dalian.', '短评打分': 5}
{'短评内容': '酒店位置在大连极佳，服务很满意，房间干净的很，灯不直接射在人眼晴上，也很亮，早餐很好的，可以为一天的生活开个好头。', '短评打分': 5}
{'短评内容': '位置好，帮朋友订的，听说还不错', '短评打分': 5}
{'短评内容': '总体很不错 环境很好 服务很好', '短评打分': 5}
{'短评内容': '停车费，每晚每台50元', '短评打分': 5}
{'短评内容': '房间非常舒适，上网办公方便而且其它设施都很好。', '短评打分': 5}
{'短评内容': '酒店的大床果然名不虚传，智能冲水马桶超好用，柜台的接待小姐缺乏笑容。', '短评打分': 5}
{'短评内容': '性价比很高,外籍客人也很满意.\r\n位置比较好,就是门前比较难停车,另外自己叫出租车太难.', '短评打分': 5}
{'短评内容': '帮日本朋友预订的，反应说不错，许多日本人入住。', '短评打分': 5}
{'短评内容': '一件浴袍240！', '短评打分': 1}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '除了火车站旁边，停车不方便以外，都很好', '短评打分': 5}
{'短评内容': '很好，床舒服。酒店位置也方便。', '短评打分': 3}
{'短评内容': '很好 床又打又舒服', '短评打分': 3}
{'短评内容': '我住过几次，设备还行，但是服务员的态度比以前差，她们的态度越来越差了。以前好像是五星级，这次是三星级以下的。特别是登记和退房的服务员，她们不知自己是酒店的代表。我是外国人，虽然她们说的内容不太清楚，但是我受到了她们的态度不好的感觉，看不起不会说中文的客人。', '短评打分': 1}
{'短评内容': '位置很好，紧邻火车站和胜利广场，旁边就是天津街，但是设施和用品没有武汉华美达的好！发现个共同问题就是办理入住手续和结帐手续的时候比较慢，要等很长时间！', '短评打分': 5}
{'短评内容': '环境很好,不错', '短评打分': 5}
{'短评内容': '很不错的酒店，床很大，挺舒服的。', '短评打分': 5}
{'短评内容': '很不错的酒店，在大连老牌了', '短评打分': 5}
{'短评内容': '很好. 唯一缺点是浴室密封不好. 漏水.', '短评打分': 5}
{'短评内容': '酒店很干净,虽然是4星的但豪华间肯定达到5星标准.健身房也不错,在各地出差都喜欢住华美达系列酒店,就是价格稍微贵些.', '短评打分': 3}
{'短评内容': '订的是豪华标房,还送了一份半价晚餐券,物超所值,不错,下次去大连,还会选择入住这家酒店.', '短评打分': 5}
{'短评内容': '中央空调还没电风扇凉快，到10点钟左右，屋子里就跟桑拿房一样，与服务人员协商换房，不同意。早餐次到极点，一个凉拌西红柿，一个拌豆芽，一个豆腐，没了，算上主食也就六七样。苍蝇还特多，都是“膘肥体壮”的。自己的工作人员还坐在餐厅里抽烟，我一看，连吃的愿望都消失殆尽......', '短评打分': 1}
{'短评内容': '挺好的，位置比较好', '短评打分': 5}
{'短评内容': '酒店地理位置方便，周围有很多各个档次的饭店，料理，小吃。酒店房间干净，服务周到！', '短评打分': 5}
{'短评内容': '帮朋友订的，但是朋友说里面乱，感觉不安静，下次不会入住', '短评打分': 1}
{'短评内容': '性价比挺好', '短评打分': 5}
{'短评内容': '都已经是老顾客了！如果他们家有会员，我早办理了！ 可惜了！酒店不错！ 性价比比较高的！', '短评打分': 3}
{'短评内容': '对不上四星级,人员随便出入楼层,感觉不太安全.', '短评打分': 1}
{'短评内容': '总体感觉不错，酒店位置很好，周边非常便利，\r\n\r\n酒店服务人员水平不敢恭维，基本上问什么都不知道，或者解释不清，\r\n\r\n酒店空调有问题，开到最大风档，调到20度还是感觉热', '短评打分': 5}
{'短评内容': '我这次住的房间时1803，烟味太浓了！而且通风不好。有点失望，因为是老顾客，才失望。希望该酒店管理人员重视下空气流通。', '短评打分': 3}
{'短评内容': '位置比较方便，服务也很不错，价格还算是比较合理的，房间也很干净很舒适，我是感觉酒店的价格确实挺不错的，性价比综合来看的话其实还是挺高的。', '短评打分': 5}
{'短评内容': '酒店各项设施都不错，房间很舒适。就是酒店一层大厅里很混乱。周末有很多的“小鸡”拉客，而且很不要脸。酒店好象是经常有大量的日本人住店。这些“鸡”们真是又是国格。真希望有关部门关照一下。', '短评打分': 1}
{'短评内容': '非常方便舒适的酒店，下回还住。', '短评打分': 3}
{'短评内容': ' 非常方便的酒店，一定会再入住。如果淋浴的冷热水再稳定些就更好了。', '短评打分': 5}
{'短评内容': '相当不错！\r\n性价比很好\r\n设施也不错', '短评打分': 5}
{'短评内容': '设施很新，服务也周到。 只是前两天空调没有效果，房间较热，尽管窗外很凉爽，可惜窗户打不开。 另外洗澡水忽冷忽热。  整体上不错。\n', '短评打分': 5}
{'短评内容': '感觉越来越好了，就是那个酒店日本料理很一般', '短评打分': 5}
{'短评内容': '整体不错，还会入住的。', '短评打分': 5}
{'短评内容': '酒店位置不错 设施不错 早餐比较贵 但是很丰富', '短评打分': 3}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '酒店里的卫生间的镜子设计，确实能让人感到惊讶，呵呵，不信，你洗完澡就知道了！！！', '短评打分': 5}
{'短评内容': '推荐该酒店有一个属于自己的停车场。因为每次住后都发现停车很困难。上次居然停到人家皇家俱乐部门口了。', '短评打分': 3}
{'短评内容': '酒店很干净，周围的环境有点吵！ 只是因为地处于繁华的街区。逛街很方便。如果高峰的时候打车，不一定很好打！ 因为离火车站比较近！总体来说，我很喜欢这家酒店，尤其是3楼的江户日本料理！嘻嘻！', '短评打分': 5}
{'短评内容': '除了早餐贵了之外 位置 服务都很不错。不过就个人而言 适合日本客人。\r\n中国人不建议。。。\r\n', '短评打分': 5}
{'短评内容': '环境优雅，服务周到', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '酒店闹中取静，价格合理。值得推荐。', '短评打分': 3}
{'短评内容': '早餐很不错。一位训练有素的先生彬彬有礼，迎、送服务很到位。早餐时候的提琴演奏听了很养耳。', '短评打分': 3}
{'短评内容': '总的来说，这个酒店还不错，值得推荐。', '短评打分': 5}
{'短评内容': '早餐很棒！', '短评打分': 5}
{'短评内容': '对这家酒店非常满意，位置也很好。', '短评打分': 3}
{'短评内容': '各方面都很好，下次还会住这里。', '短评打分': 3}
{'短评内容': '饭店条件不错，就是把我的名字打印错了。', '短评打分': 5}
{'短评内容': '非常好的酒店。', '短评打分': 5}
{'短评内容': '还成', '短评打分': 3}
{'短评内容': '性价比一般，挺贵的一家酒店，位置比较靠近火车站，应该是中心吧。\n设施很普通，服务也一般。总的来说好像不太值690这个价\n', '短评打分': 3}
{'短评内容': '还不错~就是那个床有点不是很舒服', '短评打分': 5}
{'短评内容': '住了两天  住的是豪华间 环境还算是舒适！性价比也不错！干净！', '短评打分': 5}
{'短评内容': '位置不错，马桶是电的。下次去还会住。', '短评打分': 5}
{'短评内容': '位置很好拉', '短评打分': 3}
{'短评内容': '很好的酒店', '短评打分': 5}
{'短评内容': '在火车站附近，位置很好，去购物很方便，旁边 的天津街的海鲜大家要注意了，称不足给，做出来的味道也很差，建议大家要去大酒店吃。', '短评打分': 5}
{'短评内容': '位于市区,交通挺方便,就是门前停车不便,并且大堂在二楼.感觉很不方便,总的来说,服务设施还不错,下次会考虑再去', '短评打分': 5}
{'短评内容': '很不错的酒店，前台接待我得是日本小女生，很可爱，给人一种很亲切的感觉！', '短评打分': 5}
{'短评内容': '还不错 \r\n比后来在上海住的华美达要好 ', '短评打分': 5}
{'短评内容': '服务很好，递交很便利', '短评打分': 3}
{'短评内容': '马桶都是电动的很不错，酒店很干净，不过大部分客人都是日本鬼子。', '短评打分': 5}
{'短评内容': '在这个季节还是性价比很高的酒店', '短评打分': 5}
{'短评内容': '很好 早餐太贵了 ', '短评打分': 3}
{'短评内容': '多次入住这个酒店  在大连确实属于很好的酒店', '短评打分': 5}
{'短评内容': '酒店很好  日本人很多  早餐很贵  一般化  其他都很好  入住很多次了', '短评打分': 5}
{'短评内容': '酒店很不错\r\n', '短评打分': 3}
{'短评内容': '不错的酒店', '短评打分': 5}
{'短评内容': '周遍确实是非常的方便，酒店新装修以后比几年以前的设施都好多了', '短评打分': 5}
{'短评内容': '酒店硬件非常好，房间很大，很干净，马桶很智能，名副其实的五星级酒店，比附近的瑞士酒店强很多很多，下次还会选择这里入住！', '短评打分': 5}
{'短评内容': '酒店不错，好象房价涨了', '短评打分': 5}
{'短评内容': '不错的酒店！', '短评打分': 3}
{'短评内容': '酒店的条件比较好，位置也很方便，就在火车站旁边。距离步行街也很近。', '短评打分': 3}
{'短评内容': '一个字,好.', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 3}
{'短评内容': '值得入住', '短评打分': 5}
{'短评内容': 'good', '短评打分': 5}
{'短评内容': '很好的一家酒店', '短评打分': 5}
{'短评内容': '这也是我在大连喜欢的一家酒店,购物逛街很方便,美食也很多.总之地理位置 很不错.酒店的服务人员很热情,房间也很干净!所以蛮喜欢的,下次还会入住的!', '短评打分': 5}
{'短评内容': '地理位置非常好,位于市中心,出行很方便,房间的卫生和设施方面都很不错,住着很舒适,就是娱乐设施稍微有点少,保链球什麽的没有.', '短评打分': 3}
{'短评内容': '九州华美达在大连是最早的4星级酒店，由日本人负责管理，应该说管理非常好；\r\n酒店位置极佳，适合于旅游与商住；\r\n但是，酒店的早餐太贵了（要一百多呀）。', '短评打分': 5}
{'短评内容': '酒店很不错，但是就在火车站旁边比较嘈杂，因为下面随便鸣笛，如果是住15层以上稍微好点，隔音', '短评打分': 5}
{'短评内容': '值得住，不过早餐有点贵，而且品种也不是特别丰富。其他的还不错，值得再次入住。', '短评打分': 5}
{'短评内容': '新装修过的 离火车站和胜利广场很近 ', '短评打分': 5}
{'短评内容': '卫生一般，设施比较完善，地理位置交通很方便在市中心，服务还可以，性价比一般，下次还会入住', '短评打分': 3}
{'短评内容': '房间的卫生和设施还不错，服务也还好，我觉得这家酒店的性价比还算比较高的 值得推荐\r\n', '短评打分': 5}
{'短评内容': '推荐', '短评打分': 3}
{'短评内容': '位置的还不错，出行还是很方便的，房间的卫生和设施也挺好的，服务也比较到位，整体感觉这家酒店的性价比还是比较高的', '短评打分': 3}
{'短评内容': '推荐', '短评打分': 5}
{'短评内容': '酒店出行很方便，对面就是一个很大的服装市场。 酒店非常日式，卫生很不错，床宽还很舒服。 很适合商务旅行，以后还会入住', '短评打分': 3}
{'短评内容': '这家酒店是位于市中心，交通还是非常方便的，房间的卫生和设施还不错，服务也还好，我觉得这家酒店的性价比还算比较高的 值得推荐', '短评打分': 3}
{'短评内容': '出行方便，酒店环境、卫生都不错，早餐品种丰富', '短评打分': 3}
{'短评内容': '非常日式的酒店，房间很新很干净，重要的床很舒服。 以后商务旅行还会住', '短评打分': 5}
{'短评内容': '酒店房间的卫生间太小了,设施设备也比较一般,而且价格感觉也比较贵,觉得不是很值得推荐.', '短评打分': 3}
{'短评内容': '不错!', '短评打分': 5}
{'短评内容': '前台服务人员服务态度欠佳   ', '短评打分': 5}
{'短评内容': '前台服务大有进步！', '短评打分': 5}
{'短评内容': '酒店的地理位置还是挺不错的,很方便,房间的住宿质量也还可以,没什么问题.', '短评打分': 3}
{'短评内容': '酒店挺不错的，服务与配置都挺好，位置也很好。', '短评打分': 3}
{'短评内容': '酒店就是位置不太好，门口打车不好打，不过价格还算是合适的，硬件条件和他们酒店的服务我觉得都是很不错的，其他没什么。', '短评打分': 3}
{'短评内容': '感觉很好', '短评打分': 5}
{'短评内容': '又入住该酒店，总体感觉不错，出外就是胜利广场，吃饭购物都比较方便。早餐偏贵，门厅在二楼不是很方便。', '短评打分': 5}
{'短评内容': '同事评论不错', '短评打分': 5}
{'短评内容': '基本满意', '短评打分': 5}
{'短评内容': '地点不错。交通也还可以。', '短评打分': 5}
{'短评内容': '离车站市中心都近的好地脚.餐饮环境都不错\r\n2楼的大江户料理店里能吃到新鲜好吃的生鱼片和寿司', '短评打分': 5}
{'短评内容': '酒店的位置不错，在内地服务也算挺好了，性价比不错，值得推荐。', '短评打分': 3}
{'短评内容': '环境不是很好，服务很一般，位置很好交通很方便，性价比不好。', '短评打分': 3}
{'短评内容': '该酒店位置很好，设施也是很好，酒店管理一流，但早餐一般，价格较贵，如果房价再便宜点，400多就更好了。', '短评打分': 5}
{'短评内容': '每天还更换饼干和汽水很好。', '短评打分': 3}
{'短评内容': 'very good.', '短评打分': 5}
{'短评内容': '地理位置很好,离市中心近,出行都很方便,房间的卫生和设施上也都不错,住着很舒适,下次再来我还会选择这家酒店.', '短评打分': 3}
{'短评内容': '每次都住。下回试一下游泳池。', '短评打分': 3}
{'短评内容': '很好，地理位置也很好。', '短评打分': 3}
{'短评内容': '各方面都很好，就是门口给叫车的人有的十分没素质。', '短评打分': 5}
{'短评内容': 'The location is near the train station, so it is convenient. The hotel is quite expensive considering the facility is just so so. The breakfast is very good though, lot of different varieties.', '短评打分': 3}
{'短评内容': '我一般是一个人商务出差。这次因为要跨周末，所以带了孩子和爱人一起去大连。总体感觉酒店位置一般，但是酒店硬件和服务很好——不错，下回还住', '短评打分': 3}
{'短评内容': '该酒店靠近火车站和大连中山广场，比较繁华，出入方便，酒店设施也不错，窗外景色也好。就是早餐太贵，108元还要加服务费，感觉不值。', '短评打分': 5}
{'短评内容': '位置不错，靠火车站。设施还比较干净，早餐也挺丰富。\n不过性价比就一般。可能是大连是旅游城市 690， 感觉也就一般。\n', '短评打分': 5}
{'短评内容': '还可以，就是前台很冷淡，床单有脏的地方，另外我明明喝的是12元一瓶的蒸馏水，却收了我25元依云水的价钱，说明前台很不长心！', '短评打分': 5}
{'短评内容': '酒店的室内空气不流通.因为是老酒店了所以设施会稍有一些陈旧.不过卫生和舒适程度还是不错的.但考虑价格还是觉得不太推荐入住', '短评打分': 3}
{'短评内容': '交通方便，卫生！性价比高。', '短评打分': 5}
{'短评内容': '总体来说挺不错的，我朋友每次去都住这家酒店，服务不错，地理位置也挺好。', '短评打分': 5}
{'短评内容': '物有所值,如果每个房间都能赠送早餐就好了', '短评打分': 5}
{'短评内容': '我经常住的一家酒店！ 总体来说不错！', '短评打分': 5}
{'短评内容': '第一次入住该酒店，整体感觉可以入住，但如果稍微挑剔一点的就要考虑一下了：\r\n1、离火车站太近，有点吵，有点乱；\r\n2、楼下停车困难，朋友来访不方便；', '短评打分': 5}
{'短评内容': '挺不错的酒店,卫生和设施还是挺好的,地理位置也很方便,总体的感觉还是比较不错的.', '短评打分': 3}
{'短评内容': '不明白为什么大堂接待先讲日语，后讲普通话，态度还好了，周边环境较乱，', '短评打分': 5}
{'短评内容': '酒店的环境硬件设施都还不错，卫生服务都很好。价格算是合理适中的。地理位置算是比较方便的，整体来讲算是比较不错的酒店值得推荐入住。', '短评打分': 3}
{'短评内容': '很不错的酒店，适合商旅', '短评打分': 5}
{'短评内容': '地理位置适中，但有点堵车。基本设施齐全，性价比不错。唯早餐太贵，RMB118 税。从入住登记，早餐及退房结帐职员都缺乏应有的服务态度，可以说是一家没有笑容的饭店；早餐时段的服务员水平缺专业，常在打笑玩耍，。配不上外资酒店的水平。可取的是有一间供残疾人用的房间。', '短评打分': 5}
{'短评内容': '华美达的管理肯定没的说，在国内酒店业数的着的。地理位置很好,去哪里都很方便.但在火车站广场,周边环境有点喧闹，性价比还行。\r\n', '短评打分': 5}
{'短评内容': '在火车站附近，交通很方便，房间隔音效果很好，最喜欢的是床很大，单人床可以当作双人床用。早餐有些不值。', '短评打分': 5}
{'短评内容': '很好的酒店,设施一流,最喜欢他们家的马桶了,太舒服了,我家装修也打算装一个.床也超舒服,都很新,所以住起来很放心,而且音乐早餐超棒,如果你住的是无早餐的房间,门口的肯德基就能吃早餐.地理位置很好,去哪里都很方便.但在火车站广场,周边环境有点喧闹,不过逛街好方便,过了马路就是太平洋,大连百货商场等等好几个大商场.性价比还行吧,反正货真价实.', '短评打分': 5}
{'短评内容': '80%以上都是日本客人，前台接待比较冷淡，难道因为我不是日本人？设施和地理位置还是不错的。', '短评打分': 5}
{'短评内容': '来大连就住华美达，非常不错的选择。性价比也还可以', '短评打分': 5}
{'短评内容': '非常喜欢他们家的床被，很舒服的。到店以后升级到豪华间，洗手间里面的智能马桶很舒服啊，很有在日本的感觉。顺便提一句，这家店住的日本人超级多。\r\n\r\n唯一不太好的就是靠火车站太近了。', '短评打分': 5}
{'短评内容': '我住了两晚，我希望大床，前台特意留意这一点，设施非常好，很简洁现代，一进房间味道很舒服，灯光音乐也很温馨，床特别舒服，总之非常好，下次去大连第一选择', '短评打分': 5}
{'短评内容': '前台处理事情太慢了！对国人和日本人态度不一', '短评打分': 1}
{'短评内容': '酒店设施、卫生等各方面相当不错，服务非常热情周到，可谓有求必应、有问必答，双人房的床宽四尺半，非常舒适，唯一遗憾就是门口场地太小，叫出租比较麻烦，好在门童会主动帮忙拦车，总的来说物有所值。', '短评打分': 5}
{'短评内容': '好像是日本人开的酒店,服务太差,我经历过办理入住最长的时间半个小时.', '短评打分': 1}
{'短评内容': '位置比较好找,卫生和服务做的都不错,价格也还可以,都挺满意的.', '短评打分': 3}
{'短评内容': '这家酒店的位置非常好，交通十分便利，里面的环境也不错，服务方面也不错，管理的上很正规，我很喜欢', '短评打分': 3}
{'短评内容': '整个软硬件设施还不错，服务也比较热情，但位置有些差，挨着火车站比较乱，晚上睡觉也很吵，不过交通到比较便利，整体来说还可以吧', '短评打分': 3}
{'短评内容': '酒店的整体不错的，服务卫生以及设施都很好的，酒店的位置还可以，酒店的价格还可以接受', '短评打分': 3}
{'短评内容': '不愧外资管理的酒店，一个字‘好’', '短评打分': 5}
{'短评内容': '日本式管理, 服务很好!', '短评打分': 5}
{'短评内容': '总的来说还可以,就是外面看起来太旧了, 一楼大厅没有装修好,没有利用起来...\r\n里面房间还是不错的, 卫生间全是TOTO品牌!VERY GOOD.', '短评打分': 5}
{'短评内容': '之前在这家酒店住了6，7次  感觉性价比不错。地理位置很优越，酒店内部设施很齐全也很干净。 服务态度也挺不错。早餐不是很了解，不过要推荐一下三楼的江户前日本料理，算是比较正宗的了，价格也比较合理。 这次去虽然有个小的事件，不过工作人员处理得很好，比较满意了。总体比较一下还是很不错的酒店。', '短评打分': 5}
{'短评内容': '酒店的服务和环境都比较不错，价格也很实惠，就是停车场太小，去晚了就的停到其他地方，离酒店有点距离', '短评打分': 5}
{'短评内容': '总体来说还不错，就是预定时大床房间不能保证，曾经有一次因为没有大床房间而换酒店的经历。', '短评打分': 5}
{'短评内容': '这是四星级的宾馆吗？\r\n我以前住过了大连的五星级宾馆，可是没那么好。我觉得大连九州华美达大酒店就是接近五星级的四星级酒店，可以说它是五星级。从周围的环境方面来看，不到五星级，可是服务员和设备都很好。我非常满意了。\r\n我有空的时候，想又一次住在那里。那时候，应该住两三天。', '短评打分': 5}
{'短评内容': '环境很差,服务也不好,位置也很偏,设施和价格也不符,以后不会住那了', '短评打分': 1}
{'短评内容': '我以前就经常住这家酒店，但对于总台的结账速度还是有点不满意。\r\n也看到其他客人对此的评价，总觉得可以有办法解决。\r\n请酒店方面努力吧。', '短评打分': 5}
