{'短评内容': '老酒店，设施比较陈旧。。。', '短评打分': 2}
{'短评内容': '第3次住新楼，性价比比较高，用的是车厢式的卫生间，能带早餐就完美了', '短评打分': 5}
{'短评内容': '，静安宾馆是旧式建筑，我喜欢。', '短评打分': 3}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '盯了好几天，ELONG才确认入住，入住的不是预订的498元的房间，是598元的房间，房间号618 请ELONG更早', '短评打分': 5}
{'短评内容': '.........................................', '短评打分': 5}
{'短评内容': '..........................................................', '短评打分': 5}
{'短评内容': '很老旧的一家酒店，有老上海的味道。挺有趣的。', '短评打分': 5}
{'短评内容': '333333333333333333333333333', '短评打分': 5}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '干净，电梯很快。交通方便，公交、地铁2号线静安寺站5号口。下次到上海会考虑再住。', '短评打分': 5}
{'短评内容': '静安宾馆的服务还是很好的，房间有点冷，服务员就加被，很干净。', '短评打分': 5}
{'短评内容': '宾馆安静舒适，交通相对比较便利，外宾朋友比较喜欢。', '短评打分': 5}
{'短评内容': '位置不错，地铁二号线静安站出来步行可到。\n中式装修，服务较好，性价比较高', '短评打分': 5}
{'短评内容': '每次来上海都会入住的酒店,特别合适的价格,位置也好', '短评打分': 5}
{'短评内容': '还是那么好,每次到上海都会入住的,也会推荐朋友来住', '短评打分': 5}
{'短评内容': '酒店服务员态度较好。房间舒适，给人的感觉不错。', '短评打分': 5}
{'短评内容': '第一个晚上入住价值六百元的所谓高级大床房就从柜子里拿出带有血迹的被子,真的觉得太恶心了。心情一下子就跌到了低谷', '短评打分': 3}
{'短评内容': '不错，交通方便，下次再来。', '短评打分': 3}
{'短评内容': '在上海这价位还是不错的,就是卫生间太小了', '短评打分': 5}
{'短评内容': '跟上海宾馆比，房间差不多。价钱却比上海宾馆便宜很多。\n就是早饭太差了。没什么可吃的。\n', '短评打分': 5}
{'短评内容': '帮同事订的，据说还不错，大床房的床很大很舒服，她很满意。', '短评打分': 5}
{'短评内容': '地理位置和房间价格都不错,唯一的缺点是早餐花色品种都不理想.', '短评打分': 5}
{'短评内容': '还是一如既往的好,我每次都会选择它,同时也会推荐朋友来.', '短评打分': 5}
{'短评内容': '几乎每次去上海都会选择入住这里,一直很好.价格也实惠.', '短评打分': 5}
{'短评内容': '房间太小，雷同如家，交通方便，总体感觉用三星的价格住的是经济型宾馆。', '短评打分': 5}
{'短评内容': ' 交通便利，客房很干净，服务热情', '短评打分': 3}
{'短评内容': '每次都入住，确实觉得很好，所以大家都来呀', '短评打分': 5}
{'短评内容': '一体式卫浴，不过马桶声音太大，靠空调外机的房间噪音太严重', '短评打分': 5}
{'短评内容': 'good.... ...........', '短评打分': 5}
{'短评内容': '交通方便，走路5分钟就可到静安寺地铁站。', '短评打分': 5}
{'短评内容': '性价比还可以', '短评打分': 3}
{'短评内容': '第2次入住了.....，不过设施有点旧，其他还可以', '短评打分': 5}
{'短评内容': '我住的新楼，未评级的。先去了老楼，服务生带着鄙夷的神情说你订的是没评级的楼。新楼的服务态度极差，设施陈旧，不提供上网，1分钟1块钱，包一天90元。我绝对不会再入住了。如果你想体会上海式的傲慢和自负，欢迎下榻！', '短评打分': 1}
{'短评内容': '处于静安商业中心，如果上班，出差在静安寺附近应该说很方便，可以睡了比较晚，性价比比较高，可惜不带早餐', '短评打分': 5}
{'短评内容': '地方倒是不错，交通方便，酒店也还可以，下次还去。', '短评打分': 5}
{'短评内容': '酒店的地理位置很好，属于中心地带了，很方便，房间也很新，很干净，很舒适，个人还挺喜欢此酒店的，下次出差还会入住。', '短评打分': 5}
{'短评内容': '市中心，这个价位还好。\n只是，二号楼，不是西班牙风格哦。倒是用的日本BUSINESS HOTEL常用的\n整体式卫浴。比较少见。呵呵', '短评打分': 5}
{'短评内容': '同事说卫生间很小,上网还要另外收费,除了地理位置佳,交通便利外,性价比......', '短评打分': 5}
{'短评内容': '一直帮同事订了这间酒店,以为物有所值,结果今天......', '短评打分': 1}
{'短评内容': '经常入住，地理位置优越，距离静安寺站不远，只是前台服务有待提高。', '短评打分': 5}
{'短评内容': '房间性价比不错!下次还来静安宾馆!\n就是卫生间小了点!\n', '短评打分': 5}
{'短评内容': '同事出差帮他订的，房间小但交通方便，服务还不错', '短评打分': 5}
{'短评内容': '不错..............................', '短评打分': 5}
{'短评内容': '都是帮同事代订,交通便利,房价及环境都还可以,下次自己也去试试', '短评打分': 5}
{'短评内容': 'ok..................', '短评打分': 5}
{'短评内容': '性价比不错..............................', '短评打分': 5}
{'短评内容': '地段好，去浦东浦西中心区都方便。性价比高！！！我住了很多次了', '短评打分': 5}
{'短评内容': '还不错,离静安寺很近,出入方便,就是房间比较小,卫生间也小,商务出行还是可以考虑的', '短评打分': 5}
{'短评内容': '精安区的酒店交通方便，就是比四星少差一点，希望提高。', '短评打分': 5}
{'短评内容': '代同事预定，同事反应整体上比较满意，环境优雅。', '短评打分': 5}
{'短评内容': '性价比不错,帮同事订的,现在只要公司出差,都是定这间酒店的这种房间,不过最近房价好像又调高咯？', '短评打分': 5}
{'短评内容': '交通方便服务良好', '短评打分': 3}
{'短评内容': '交通方便，离静安寺很近，就是房间太小，卫生间太小，如果商务出行，还是可以考虑的', '短评打分': 5}
{'短评内容': '房间不大,旧有旧的味道,生活设施方便', '短评打分': 3}
{'短评内容': '次酒店是静安区域内性价比和位置多不错的酒店,推荐入住.\n\n', '短评打分': 5}
{'短评内容': '环境很安静，可以很好的休息。唯独，洗澡水落水太慢。', '短评打分': 5}
{'短评内容': '古典 雅致 干净  舒服 地理位置超好 出行方便  极力推荐', '短评打分': 5}
{'短评内容': '地理位置不错,离2号线地铁站很近,值得推荐.', '短评打分': 5}
{'短评内容': '经常住，位置不错，离静安寺很近，离地铁步行大概5、6分钟', '短评打分': 5}
{'短评内容': '环境不错，房间卫生不错，交通便利，下次去上海还住这。', '短评打分': 5}
{'短评内容': '已入住,酒店地方处市中心,交通真的很方便,比较安静.装修中上.\u3000', '短评打分': 3}
{'短评内容': '酒店地址，环境，卫生还可以，总体不错.都比较满意', '短评打分': 5}
{'短评内容': '已经入住，交通便利，地处市中心，环境还行', '短评打分': 5}
{'短评内容': '地理位置佳,交通方便,性价比算高吧！同事出差都指定......', '短评打分': 5}
{'短评内容': '虽是副楼,但环境不错,帮同事订的,现在基本上去上海出差都是定这间酒店了', '短评打分': 5}
{'短评内容': '环境幽雅，闹中取静，西班牙风格的建筑很有感觉~', '短评打分': 3}
{'短评内容': '房间比较小，特别是卫生间！\n设施还行，房间还能做无烟处理。\n', '短评打分': 5}
{'短评内容': '很好！', '短评打分': 3}
{'短评内容': '很古老的一家酒店 酒店的厕所好像外面的流动厕所 ', '短评打分': 1}
{'短评内容': '四星级的静安宾馆太老了，房子、家具、电器、设备都旧了，门童只管迎不管送，有点差劲。', '短评打分': 3}
{'短评内容': '酒店位置很好,交通便利.但卫生间实在太一般.卫生间比房间地面高出很多,马桶抽水的声音很响.洗澡的水龙头是塑料管的,硬硬的,使用很不方便.', '短评打分': 1}
{'短评内容': '地段还不错，所以交通来说是好的，就是房间有点暗，显得陈旧。', '短评打分': 5}
{'短评内容': '酒店太老设施老化服务一般，要改', '短评打分': 3}
{'短评内容': '目前为止我一直利用静安宾馆的，但是最近入住了，前台的男性服务员的态度实在恶劣，上海人也许不适合服务业务，可惜他也没有享受被别人服务的命。今后我想我是不会再选这家宾馆的了！可惜了这样的一家历史悠久的建筑！', '短评打分': 1}
{'短评内容': ':己入住多次,感觉总体不错,唯费用较高,自费者则会犹豫。推荐来此周围办事者入住。\n\n住客匆匆点评', '短评打分': 3}
{'短评内容': '酒店设施陈旧，空调系统不致热。就是地段还不错，出行方便', '短评打分': 1}
{'短评内容': '床还不错', '短评打分': 3}
{'短评内容': '性价比很高的酒店,交通方便,我想下次还是会入住的', '短评打分': 5}
{'短评内容': '很好。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '一切都很好,服务也好,会推荐朋友来住的,保持呀', '短评打分': 5}
{'短评内容': '一切都像以前一样,很好,下次还会入住的,也会推荐朋友', '短评打分': 5}
{'短评内容': '经常住了,一切还是那么好,下次还会来的.', '短评打分': 5}
{'短评内容': '地理位置很好，价格还好，性价比较高，以后还会选择入住。', '短评打分': 5}
{'短评内容': '老上海感觉的饭店，出门去静安寺很方便。。。', '短评打分': 5}
{'短评内容': '地理位置很好,就是卫生间太小性价一班.', '短评打分': 3}
{'短评内容': '虽然房间设施比较旧，但还维持地很干净，床也足够大。\n而且离静安寺相当近。性价比还是很高的。', '短评打分': 5}
{'短评内容': '地段好，服务不错，房间很小，其他还可以。', '短评打分': 1}
{'短评内容': '地段不错，环境不错。就是房间小了点，外观没有其他大饭店气派。', '短评打分': 5}
{'短评内容': '两次都是住家庭套房，性价比很高，虽然年数已久，显得有些陈旧了。', '短评打分': 5}
{'短评内容': '位置不错，房间也比较干净。就是没有早餐，出去吃饭要走一段路，不方便。', '短评打分': 5}
{'短评内容': '位置很方便，房间也干净，世博期间在上海这样的地方，800左右的房间，也算难得了。只是缺少有点古老了', '短评打分': 5}
{'短评内容': '酒店位置不错，价位稍微偏贵,总体来说还是值得推荐', '短评打分': 5}
{'短评内容': '主楼是传统的上海酒店,房间很精致.当然,服务就不如隔壁的希尔顿了.', '短评打分': 5}
{'短评内容': '酒店位置很好，距离静安寺地铁站很近（过天桥后走地下通道最捷径），逛街也方便。找这家酒店时请注意从华山路的希尔顿酒店这个口进来，可以少走许多路。我住的是二号楼（没评星），房间比较小，其他方面尚可，在退房时间上可略作通融。如果是夏天住二号楼，建议从乌鲁木齐路进入，如果您走华山路出入，必须经过希尔顿酒店，它的洗衣房会发出洗衣剂的气味和热风，令人不舒服。乌鲁木齐路过延安路以后，有家小吃店“大壶春”，卖面条', '短评打分': 5}
{'短评内容': '酒店房间小，卫生间小，紧临延安路高架，比较吵。房间干净，睡着比较安心。但淡季368元不含早，性价比太低。', '短评打分': 3}
{'短评内容': '酒店很干净，就是世博期间价格略高，总体还是不错的。', '短评打分': 5}
{'短评内容': '这次入住了静安宾馆的新馆，和旧馆没法比，当然价钱也便宜些。\n还是旧馆比较有特色，值得体验。', '短评打分': 5}
{'短评内容': '一个很旧恨破的酒店，跟招待所差不多。以后绝对不会再来住！', '短评打分': 1}
{'短评内容': '房间摆设典雅 卫生干净 交通方便 很喜欢 这价格值得', '短评打分': 5}
{'短评内容': '新楼就性价比不高啊,和不如锦江之星都! 老的不知道了', '短评打分': 1}
{'短评内容': '交通方便，闹中取静。\n房间条件很一般，市中心酒店，这个价位就这样了\n', '短评打分': 5}
{'短评内容': 'goodgoodgoodgoodgood', '短评打分': 5}
{'短评内容': '环境市中心，服务态度很好。就是房间略微小点。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '有点小贵，环境还可以', '短评打分': 3}
{'短评内容': '这房间的标准太贵了，不值！', '短评打分': 3}
{'短评内容': '环境好 ，地段好， 装潢古典 ，我喜欢。以后还会光顾的！', '短评打分': 5}
{'短评内容': '位置方便，周围都是老酒店，所以这里比较安静。', '短评打分': 5}
{'短评内容': '周围都是酒店，这里就比较安静，考虑是世博期间，晚上不能点餐只有自助，略显不便。', '短评打分': 5}
{'短评内容': '+酒店设施较旧，卫生还可以，但有点吵', '短评打分': 5}
{'短评内容': '满意', '短评打分': 5}
{'短评内容': '已经不是第一次住了,感觉很不错,就是世博期间价有点高.', '短评打分': 5}
{'短评内容': ' 酒店设施沉旧，服务态度差。洗手间很小。酒店品质与价格不符。下次绝对不会再次入住。', '短评打分': 5}
{'短评内容': '一般化，应订上海宾馆', '短评打分': 5}
{'短评内容': '欧式风格的，看个人爱好。\r\n喜欢浪浪漫的人可以考虑下', '短评打分': 5}
{'短评内容': 'okokokokokokokokokokok', '短评打分': 5}
{'短评内容': '可能是因为是2号楼，没有星级，所以感觉厕所很小，而且设计的略微不合理，但总体来说还是不错的！', '短评打分': 5}
{'短评内容': '+房间一般，空调不好', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '设施较旧，交通位置较好，如果有其他新的酒店最好还是不要住这家。', '短评打分': 5}
{'短评内容': '地理位置较好，环境卫生条件尚可，房内设施较全。缺点：房间太拥挤。', '短评打分': 1}
{'短评内容': '新楼马马虎虎。跟如家差不多，以后会都出点钱住老楼。', '短评打分': 3}
{'短评内容': '/穆金的静安宾馆定单客人李伊川等已入住', '短评打分': 5}
{'短评内容': '房间比较小，浴室更像快捷酒店，但地点适中，旺中带静，在上海来说这个价钱还是可以。别的快捷酒店虽然便宜几十块，但在马路旁，不到6点就给吵醒了。最不满意的是宽带要收取90元一天。', '短评打分': 5}
{'短评内容': '帮朋友定的已经入住，反馈来的消息是新楼真的不怎么样，就算没评星也不至于像如家吧，定了两晚，估计明天要换地方了。建议朋友们还是住老楼，贵就贵点吧。', '短评打分': 1}
{'短评内容': '静安宾馆住了不下十次，住过新楼和老楼，强烈建议住老楼，虽然比新楼贵了许多，但觉得值，新楼像快捷酒店。', '短评打分': 5}
{'短评内容': '院内标示不清楚，的士容易混淆主楼和新楼；主楼建筑古老，但是前台在一段楼梯之上，没有门服务生帮助提上去，所以带大旅行箱非常不方便。出发时门口很难叫的士，也没有服务员帮忙叫的士。', '短评打分': 1}
{'短评内容': '环境不错,闹中取静,房间也很宽敞。', '短评打分': 5}
{'短评内容': '酒店很古典，欧式风格，服务周到，位置优越，性价比差', '短评打分': 5}
{'短评内容': '非常方便，就在希尔顿的旁边，出去交通、吃饭，逛街都很好。从静安寺地铁站出来经过静安公园时心情最好。\r\n房间不大，但床很大很舒服，卫生间就只能凑合了，毕竟边上是希尔顿是3倍价格。', '短评打分': 5}
{'短评内容': 'henhao  ........................................................', '短评打分': 3}
{'短评内容': '老牌子的酒店，地处繁华的静安寺附近，环境很好，服务也不错', '短评打分': 5}
{'短评内容': '+房间不错,就是浴室建材都是塑料,像临时搭建的', '短评打分': 5}
{'短评内容': '愿意。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '+已入住。', '短评打分': 5}
{'短评内容': '看起来像个快捷酒店，不像是四星的。改名叫如家宾馆更为合适', '短评打分': 3}
{'短评内容': '感觉很好！谢谢！', '短评打分': 5}
{'短评内容': '上海的酒店实在是太火了，这几天！我们下午了宾馆被告知房间还没有做好，所以还让我们等了不少时间，不过饭店的服务态度还是不错的，老牌子，比较专业！', '短评打分': 3}
{'短评内容': '上海的酒店实在太难订了,到了酒店被告知房间还没有做好.还等了一小段时间 ', '短评打分': 5}
{'短评内容': '因静宾满座把我们介绍到上海宾管，感觉那里的设备，卫生都不错。交通地理位置好。', '短评打分': 3}
{'短评内容': '静安新楼感觉没有老楼好。虽然地理位置，交通方便但是新楼和老楼的感觉不一样。一份价钱一份货', '短评打分': 3}
{'短评内容': '我觉得该宾管：地理位置较好，离地铁很近，交通方便。朋友住后也满意', '短评打分': 5}
{'短评内容': '还可以~就是浴室有点漏水，房间挺大的。就是电视太小了。', '短评打分': 3}
{'短评内容': '很好，很干净。但是有点老。不过还可以。地点还可以。', '短评打分': 3}
{'短评内容': '好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好', '短评打分': 5}
{'短评内容': '给人的感觉是店大欺客，在网上订的房间在入住时安排的是阴面的，酒店答复如要住阳面的房间需加收100元钱，而在网上的信息是没有标明的。', '短评打分': 1}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '酒店很别致，有老上海的味道，房间的电视好大！', '短评打分': 5}
{'短评内容': '太陈旧了,空调控制不太好,只有最冷,温度不好控制.', '短评打分': 5}
{'短评内容': '这个 卫生间太小了 电视 东西  都太老了 以为是上海静安宾馆呢 其实不是的', '短评打分': 1}
{'短评内容': 'so so soooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooso', '短评打分': 1}
{'短评内容': '非标间的上网费用1块钱1分钟，有点贵得离谱', '短评打分': 1}
{'短评内容': '地段好\r\n性价比高\r\n服务很好\r\n客人很满意', '短评打分': 3}
{'短评内容': '地段好\r\n性价比高\r\n服务很好\r\n客人很满意', '短评打分': 3}
{'短评内容': '地段好\r\n性价比高\r\n服务很好\r\n客人很满意', '短评打分': 5}
{'短评内容': '事实上他们没房了,给我们换到上海宾馆去了,条件满好的,可以理解,也没造成麻烦. 给他们一个好评 ', '短评打分': 5}
{'短评内容': '地理位置还算不错。就是价格太高，条件一般。服务也不好。', '短评打分': 5}
{'短评内容': '很有风格，比上海宾馆好多了，可惜，房间里无法无限上网，早餐很一般。', '短评打分': 5}
{'短评内容': '我经常住着酒店，不错！交通方便，环境不错', '短评打分': 5}
{'短评内容': '很好的酒店，环境好，交通好，服务好，设施好', '短评打分': 3}
{'短评内容': '面积偏小点,走廊装修陈旧,房间还干净,消费券如何拿', '短评打分': 5}
{'短评内容': '上海静安宾馆 我是为我公司员工订的该酒店 据反映 除了位置好一点 硬件一般吧', '短评打分': 1}
{'短评内容': '空调太不智能了，都无法调温度，不过其他还不错', '短评打分': 5}
{'短评内容': '一般化，平时应在300元左右性价比高些', '短评打分': 5}
{'短评内容': '地处南京西路商圈，是高档商场集中地', '短评打分': 3}
{'短评内容': '基本除了位置好，其他的硬件实在说不上，对不起这个价格。服务的态度倒是不错的。', '短评打分': 1}
{'短评内容': '价格贵 环境差', '短评打分': 3}
{'短评内容': '地处繁华商圈，购物很方便', '短评打分': 5}
{'短评内容': '   入住时没清点收费食品数量，结账时多付费。心情不爽！！！还说不清，', '短评打分': 5}
{'短评内容': '只住了一个晚上，当作落脚点还不错，交通方便，但是房间太小了，几乎和小旅馆一样，窗户很薄外面就是高架，很吵', '短评打分': 1}
{'短评内容': '静安宾馆分两部分，此前并不知道。主楼只进去了大堂，虽然小，但是古色古香，装饰低调雅致，房间也应该不错。房间定在静安新楼，应该说新楼这只是个经济型酒店的水准，比主楼便宜些，但是比其他经济型酒店贵的多。', '短评打分': 1}
{'短评内容': '交通位置比较好，很安静\r\n就是设施相对比较旧\r\n', '短评打分': 5}
{'短评内容': '在没房的情况下，请提前联系订房人，要不订房人会很尴尬。', '短评打分': 5}
{'短评内容': '不错，交通便捷、卫生安全', '短评打分': 5}
{'短评内容': '酒店位置很好，出行比较方便，房间干净整洁，也比较安静。就是可能世博期间这个价格稍微高了一些。总之下次有机会还是会来入住的。', '短评打分': 5}
{'短评内容': '交通方便', '短评打分': 3}
{'短评内容': '性价比一般。不过见仁见智，向喜欢老上海风格的同志严重推荐。服务很好，从上到下都是。这次住的景观房，卫浴设施保留风格的基础上，也该升级了。', '短评打分': 5}
{'短评内容': '设施很旧', '短评打分': 3}
{'短评内容': '设施很旧', '短评打分': 1}
{'短评内容': '服务设施都很好，就是世博会期间，价格较贵！', '短评打分': 3}
{'短评内容': '世博期间除了价格略贵外，其他都很满意！！！', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 3}
{'短评内容': '非常满意！', '短评打分': 5}
{'短评内容': '价格有点小贵，但是一分价钱一分货。。', '短评打分': 5}
{'短评内容': 'hao', '短评打分': 5}
{'短评内容': '世博期间性价比太差,设施陈旧,房间内有异味.', '短评打分': 3}
{'短评内容': '世博期间性价比太差,设施陈旧,房间内有异味.', '短评打分': 1}
{'短评内容': '房间实在太旧了！', '短评打分': 1}
{'短评内容': '老房子，很有感觉，服务也不错，设施稍稍有点儿旧了。', '短评打分': 5}
{'短评内容': '帮朋友订的，还不错，为了去看世博。结果也没去成，人太多了。\r\n酒店环境不错，闹中取静。\r\n我送他们去的，看起来房间还不错。服务员也会说英语。（居然都是中年人，上海人，还是蛮热情的）\r\n', '短评打分': 5}
{'短评内容': '位置不错！ 就是房间很小 设施陈旧 大堂也超级小 真的不值这个价格！要不是小孩要去华山医院 我坚决不会住这家酒店。', '短评打分': 1}
{'短评内容': '方便出行', '短评打分': 5}
{'短评内容': '还行', '短评打分': 3}
{'短评内容': '如果能免费上网就好了', '短评打分': 5}
{'短评内容': '各方面都不错，就是服务一般。', '短评打分': 5}
{'短评内容': '门童服务差一点。', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': 'goog', '短评打分': 5}
{'短评内容': '不错！', '短评打分': 5}
{'短评内容': 'hao', '短评打分': 5}
{'短评内容': '主楼的装修很豪华。但早饭不好吃。', '短评打分': 3}
{'短评内容': '挺好的', '短评打分': 3}
{'短评内容': '距离ATM太远了', '短评打分': 5}
{'短评内容': '酒店位置挺好的。', '短评打分': 5}
{'短评内容': '酒店环境很好，位置也不错。', '短评打分': 5}
{'短评内容': '地理位置不错!', '短评打分': 3}
{'短评内容': '设施勉强,地段不错,离静安很近', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '古色古香，闹中取静', '短评打分': 5}
{'短评内容': '地理位置较佳，出行方便。但最近价格较贵，最好房价中包早餐', '短评打分': 5}
{'短评内容': '空调不太好，感觉一般吧', '短评打分': 3}
{'短评内容': '为客人预定的酒店，比较满意，不错哦', '短评打分': 3}
{'短评内容': '位置不错的酒店', '短评打分': 3}
{'短评内容': '新楼比旧楼条件差很多。', '短评打分': 5}
{'短评内容': 'hao', '短评打分': 5}
{'短评内容': 'a good hotel', '短评打分': 3}
{'短评内容': '还不错，副楼价格能再低一点就更好了', '短评打分': 5}
{'短评内容': '地理位置很方便的一家酒店', '短评打分': 5}
{'短评内容': '因是帮朋友订的房，听他们讲新楼房间窗户隔音效果没有老楼好，晚上休息时有些吵。有待改进。', '短评打分': 3}
{'短评内容': '因是帮朋友订的房，听他们讲新楼房间窗户隔音效果没有老楼好，晚上休息时有些吵。有待改进。', '短评打分': 5}
{'短评内容': '位置、卫生、设施、服务还不错，就是价格有点高', '短评打分': 3}
{'短评内容': '基本上没有服务，更遑论服务质量。有的门童还不错。设施旧而有特色，地段优良。只能在地段和服务中做取舍了。', '短评打分': 5}
{'短评内容': '总体还不错，就是价格有点半', '短评打分': 5}
{'短评内容': '非常陈旧非常差，很不值得', '短评打分': 1}
{'短评内容': '酒店离办事的地方非常近，宾馆时间比较久，但还是非常适合入住的', '短评打分': 5}
{'短评内容': '挺好的,就是楼老了点', '短评打分': 5}
{'短评内容': '在这个地段性价比还算不错', '短评打分': 5}
{'短评内容': '帮客人预定酒店，对方比较满意，不错哦', '短评打分': 5}
{'短评内容': '我定的价格是400多元，等到了前台才告诉我这个价格是后面的新楼，老楼走廊比较不错，很有特点，但是新楼又贵又不好，也就别的城市的招待所的水准。同样窗户也不隔音。住起来感觉非常差劲。', '短评打分': 1}
{'短评内容': '房间周边环境不错，只是可能有点年头，房间看上去有点陈旧', '短评打分': 5}
{'短评内容': '位置不错 性价比很高', '短评打分': 5}
{'短评内容': '这次入住的是未评星的新楼，428元/间夜（不含早餐）价位性价比很一般了，前台服务热情，办理速度也蛮快的，卫生还不错，就是有些服务员见到客人熟视无睹的态度让人不舒服。酒店位置很不错，交通便利，从虹桥和浦东机场都可以坐地铁直达，酒店到地铁二号线走路六、七分钟的样子。\r\n下次出差还会住，但是一定要住西班牙风格的旧楼，很有感觉的。', '短评打分': 5}
{'短评内容': '地理位置佳，出行方便。工作人员可对客人更亲切一些', '短评打分': 3}
{'短评内容': '地理位置较好，服务员可对客人更亲切一些。', '短评打分': 5}
{'短评内容': '卫生间太小，设备太旧，床太小', '短评打分': 1}
{'短评内容': 'OK', '短评打分': 5}
{'短评内容': '标明是四星级的，但量还不如小城市的3星级。', '短评打分': 3}
{'短评内容': '位置很好，价格在上海来说也不算贵。', '短评打分': 5}
{'短评内容': '说实话，性价比挺差的，就是位置还不错，酒店等级也就2星而已。', '短评打分': 3}
{'短评内容': 'hao', '短评打分': 5}
{'短评内容': '旧楼很有特色，是一家不错的酒店！', '短评打分': 3}
{'短评内容': '房间有点旧,但是有老上海的味道,还是做过新婚房!', '短评打分': 5}
{'短评内容': '住宿一般，不过位置比较好', '短评打分': 5}
{'短评内容': '很一般的宾馆。。。。', '短评打分': 1}
{'短评内容': '环境和位置都不错，非常安静，怀旧的感觉。', '短评打分': 5}
{'短评内容': '我住的是2号楼  但是劝你千万别因为300多的价钱就去 不值 厕所很小 屋里也一般 我都是因为没有看别人的劝告 最后住的不开心 对了 服务态度很差 ', '短评打分': 1}
{'短评内容': '旧楼好些，新楼太普通', '短评打分': 5}
{'短评内容': '住的静宾新楼，价格虽便宜但各方面都一般。\r\n卫生间基本上是我在上海见过的最紧凑的，楼也不像是新楼，早餐居然就在四层楼道煎鸡蛋，太强了！\r\n在我看来，这酒店也就位置还可以。', '短评打分': 1}
{'短评内容': '上海宾馆以及希尔顿都在边上，位置很好！住的是新楼，酒店服务不错！新楼标间的单人床与一般床稍小！', '短评打分': 5}
{'短评内容': '我住的是2号楼，当初冲着价格便宜去的。房间还行吧，有点小，床还可以，而且有免费的矿泉水。不过厕所我不是很喜欢，有些奇怪。这个酒店位置真是非常好，去哪里都很方便。还有就是我觉得打扫房间的阿姨态度很好，也很热情，这在上海还真不多见。下次也许还会选择住这家宾馆，不过我会订主楼的房间，体验大家所说的老上海的感觉:).', '短评打分': 5}
{'短评内容': '我一直推荐外宾住静安老楼。可每次去那里,从门口不见接行李,到听到接待处女士们嗓门及态度,从内心来说真是不敢恭维。\r\n喜欢的是静宾的那种古典氛围,不喜欢的是工作人员的那种国营企业的作风。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': 'ok', '短评打分': 5}
{'短评内容': '宾馆的服务及卫生都还可以，就是早餐品种太少。希望改进。', '短评打分': 3}
{'短评内容': '酒店卫生还可以，住宿安静，可以再来。', '短评打分': 5}
{'短评内容': '酒店位置很好，大床房里的床真的很大，卫生间稍微有些旧。总的来说，性价比不错，下次还会来。', '短评打分': 5}
{'短评内容': '希望包早餐', '短评打分': 5}
{'短评内容': '旧楼不错，新楼一般。', '短评打分': 5}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '2号楼价钱很便宜，房间小，交通位置方便。\r\n住老楼好！', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '我住的是副楼，价格虽然比主楼便宜不少，主楼是400，副楼是298，但是服务实在是太差了，主楼的服务也不像是4星宾馆的服务，副楼的服务就更差了，而且我打电话问总台早餐在几楼，竟然告诉我是10楼（最高只有9楼，餐厅是在9楼）。唯一值得夸奖的就是早餐，但是价格也应该夸奖一下，每位138元。400 的房间加早餐是78元。', '短评打分': 1}
{'短评内容': '古香古色的酒店，各方面都不错', '短评打分': 3}
{'短评内容': '一家不错的酒店', '短评打分': 3}
{'短评内容': '前台效率有点低，但总体还是很不错的。', '短评打分': 5}
{'短评内容': '不错的一家酒店，下次去的话还可以住一下。', '短评打分': 3}
{'短评内容': '不错的一家酒店，很安静，比较适合去上海玩的时候住，下次去上海还是可以考虑住的。', '短评打分': 5}
{'短评内容': '虽然老感觉很好！', '短评打分': 3}
{'短评内容': '很喜欢！有感觉！', '短评打分': 3}
{'短评内容': '位置还不错，离久光不远', '短评打分': 3}
{'短评内容': '位置还不错，离久光不远', '短评打分': 5}
{'短评内容': '老宾馆 有情调 虾仁不错', '短评打分': 3}
{'短评内容': '无语！！！', '短评打分': 1}
{'短评内容': '老式洋房建筑，很有点欧洲小旅馆的味道，特别吃早餐很安静，以后还会住！', '短评打分': 5}
{'短评内容': '环境不错，设备较老，但值得一住。', '短评打分': 5}
{'短评内容': '地段很好，其它一般。总体还不错', '短评打分': 5}
{'短评内容': 'very good, I like this hotel....', '短评打分': 3}
{'短评内容': '希望免费上网', '短评打分': 5}
{'短评内容': '不错的老酒店，位置佳，本帮菜好吃，虾仁名不虚传。', '短评打分': 5}
