{'短评内容': '非常适合家庭居住', '短评打分': 5}
{'短评内容': '会所标间一般般，其他不知道，吃东西暴贵，风景还不错', '短评打分': 1}
{'短评内容': '感觉不错，如果有朋友去三亚游玩，我会推荐这个酒店。', '短评打分': 5}
{'短评内容': '物超所值，三亚一流的度假酒店，遗憾是在三亚暴雨期间入住，没有看到亚龙湾的阳光下的沙滩美景，下次去三亚还住五号', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '太差！不值', '短评打分': 5}
{'短评内容': '外部环境和服务很好，一楼房间内有点潮湿，引来蜗牛和蝴蝶，把人吓个不轻，希望重视细节。早餐一般，不是很好吃。电瓶车不能出酒店外，不是太方便。离沙滩距离不是很远。总体满意', '短评打分': 5}
{'短评内容': '帮朋友预定的，据说还不行，游泳池也不错！', '短评打分': 5}
{'短评内容': '真的很好~ 酒店很大.\r\n打车坐车也都很方便', '短评打分': 5}
{'短评内容': '服务非常到位 自助早餐品种比较丰富 本来以为小孩要另收费 没想到很人性化 免单啦 我家宝宝110了', '短评打分': 5}
{'短评内容': '是帮朋友订的，环境挺好的，很不错，以后会继续考虑', '短评打分': 3}
{'短评内容': '给帮朋友订的，不错呀，环境挺好的。以后还会考虑。', '短评打分': 5}
{'短评内容': '酒店服务很好，会所的客房比较宽敞，有阳台，洗手间很大。酒店离海边稍远，150米左右，酒店公共区域不多，会所客人可以使用的游泳池有点小。海南官府菜出品还不错，特别推荐炭烧加积鸭，总体来说还不错', '短评打分': 3}
{'短评内容': '+环境很好,早餐丰富', '短评打分': 5}
{'短评内容': '虽然十一长假在三亚遭遇了大暴雨，但在五号别墅还住得不错，各方面设施都很到位，特别是在卫生方面。另外早餐自助餐很好', '短评打分': 5}
{'短评内容': '酒店会所房间比较舒服，带阳台，而且洗手间很大。有条小路去海滩，距离海边大概200米，稍稍有些不方便，酒店公共区域不是很大，会所客房客人可用的泳池比较小。海南官府菜餐厅菜式比较多，我们点的七八个菜味道都还不错，尤其推荐炭火加积鸭，味道很不错，分量很多，不过价格有些小贵。酒店服务很好，每个服务员的微笑和问候都很真诚，有宾至如归的感觉', '短评打分': 1}
{'短评内容': '不错的酒店，环境优雅，房间舒适，离海滩很近，紧邻着亚龙湾唯一的步行街。适合度假。', '短评打分': 5}
{'短评内容': '三亚亚龙湾五号度假别墅酒店别墅非常非常喜欢，本来计划在三亚住两晚，因为喜欢这个别墅，多住了一晚。我们一行四人，开始订的是三居别墅，到店后，前台说三居有些吵，给升级到四居，很安静。但是----，这个酒店的床，实在是不怎么样，还不如锦江之星的舒服，实在是配不上五星级的级别！早餐很一般，第二天就吃腻了。', '短评打分': 3}
{'短评内容': '别墅非常非常喜欢，本来计划在三亚住两晚，因为喜欢这个别墅，多住了一晚。我们一行四人，开始订的是三居别墅，到店后，前台说三居有些吵，给升级到四居，很安静。但是----，这个酒店的床，实在是不怎么样，还不如锦江之星的舒服，实在是配不上五星级的级别！早餐很一般，第二天就吃腻了。', '短评打分': 5}
{'短评内容': '总的来说还是很满意的，适合全家老少居住，特别是私人泳池，很适合戴小孩子一起出游的家庭。即使是几个朋友一起出游，也很有私密性。举例海滩有点距离，房间是看不到海的，但是去海边有电瓶车可以接送，还算比较方便。酒店的早餐品种很丰富，但是晚餐的话服务水平不统一，我们一共吃了两顿晚饭，一次是中秋，还不错，除了遇到一只出来觅食的小田鼠。另一次就比较糟糕了，据说当天有很多实习的服务生，总是找不到人，下单也总下错，', '短评打分': 5}
{'短评内容': '客房卫生状况与酒店的档次不匹配，我入住的房间浴缸都有灰尘，房间有股霉味。有的别墅入口的水池比较脏。', '短评打分': 5}
{'短评内容': '非常好，我和同事6个人一起入住三居别墅，环境很好，早餐我们也很满意，酒店的服务也很热情', '短评打分': 3}
{'短评内容': ' 非常好，三居别墅很不错，自带的泳池爽，酒店服务也周到，就是吃的方面贵了些，下次还会选择入住', '短评打分': 5}
{'短评内容': '亚龙湾五号度假别墅酒店总体不错，服务周到、热情，环境优美、安静，虽不直接在海边，但走过去不远，还有车接送。性价比不错。', '短评打分': 5}
{'短评内容': '我觉得很好，泳池很好，小孩子可以整天泡着。', '短评打分': 5}
{'短评内容': '总体还不错，住的三居别墅，在亚龙湾，这样的性价比算很高的了。大多数的服务人员都很有礼貌；酒店的环境很好，并不像之前有人说的什么到处都是残枝断叶；关于泳池的卫生状况，据说是一个月换次水，每天早上都有工人打捞杂物，客人要求的话还会进行氯的消毒；海南官菜味道还不错。', '短评打分': 5}
{'短评内容': '优点:早餐丰富,电瓶车服务好.\r\n不足:电视该换液晶的了,泳池水说是1个月才换1次,实际也许更长.', '短评打分': 5}
{'短评内容': '我们在海口租的车自驾过来的，每个别墅门口都有停车位。这是适合一家人出游的酒店，全家都非常喜欢。喜欢水边早餐的环境，也喜欢别墅内的专属游泳池，一家人在一起，其乐融融。', '短评打分': 5}
{'短评内容': '一家人去还不错！！！酒店的沙滩的卫生和服务都不怎么样！', '短评打分': 5}
{'短评内容': '五号的三居别墅环境、服务都不错，去沙滩很方便，全家人都很满意。', '短评打分': 3}
{'短评内容': '在5号住了3晚的三居别墅，感觉很不错，比较适合一家人度假居住。前台的小姐态度很好，服务人员碰到都会彬彬有礼的打招呼，去沙滩有专门的接送车，走走也不远。早餐也很丰富，海南鸡饭和海南官菜值得一尝，总的来说很满意。', '短评打分': 5}
{'短评内容': '＋离海滩远一些，其他尚可。', '短评打分': 5}
{'短评内容': '很好不错还行很好不错还行很好不错还行很好不错还行很好不错还行', '短评打分': 3}
{'短评内容': '在那里住了3天一直都觉得很好，很舒服，特别是有个私人游泳池，唯一的遗憾就是退房太久了，居然说要15分钟，差点没赶上飞机。。。', '短评打分': 5}
{'短评内容': '不错的酒店,服务很好,别墅是特色,就是用餐消费高了点', '短评打分': 5}
{'短评内容': '+很好', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '我住的是情侣别墅，也点小了，没有厨房。入住进去了好多设施还在维修。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '这次入住亚龙湾五号，绝对是明智的选择，个人觉得在三亚就是享受它的气候和景色，我们住的是三居别墅，游泳池非常大，水也很干净，早餐非常丰富，五号里所有工作人员无论在哪里遇到我们都会有好的问候，感觉很亲切，由于飞机起飞时间早，前台还帮忙联系了早餐打包，下次再来我还会住在这里的。', '短评打分': 5}
{'短评内容': '   环境很好，适合亲朋好友居住。一户一泳池，泳池也很干净。但是浴缸实在不敢恭维，总台说是因为半露天的缘故。因为是晚上11点的航班到三亚，到酒店都12点了，可是事先说好的加两张床都没有弄好，等我们入住了很久都还没弄好，说找不到床，实在太晚了，小朋友只好先和父母挤一张床将就下。觉的很多服务方面还是不行，比如打扫后要换的电蚊香片啊，纸巾等等啊。但是其他方面都还行了，下次也还会入住的', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '硬件一流,服务三流,打扫不积极,什么服务都要钱', '短评打分': 1}
{'短评内容': '去三亚度假很不错的酒店，特别是三居别墅带游泳池很好。 海滩也很漂亮，海水很干净，总体感觉不错哦！', '短评打分': 3}
{'短评内容': '  因为是别墅似的房间 所以小动物比较多 比如青蛙 壁虎  最最令人受不了的是还有蚂蚁 住了4天换了2次房间 都是因为有蚂蚁 还爬到我的箱子里都是 酒店也没有什么有效的办法解决 只能是换房间 感觉度假是很开心的事情 结果光折腾房间了 玩的时间大大减少 其他的尚可吧 ', '短评打分': 1}
{'短评内容': '酒店位置不错，服务态度也很好。就是退房速度比较慢。去三亚旅游可推荐此酒店！', '短评打分': 3}
{'短评内容': '环境挺好的', '短评打分': 5}
{'短评内容': '基本还可以！过条马路就到海滩了，每栋别墅都有游泳池，还是很爽！早餐也很丰富，就是酒店的门锁不好！我住了几天，是坏了修，修了坏！', '短评打分': 5}
{'短评内容': '卫生很一般，浴缸边上竟然有老鼠屎！', '短评打分': 3}
{'短评内容': '卫生很一般，浴缸边上竟然有老鼠屎！', '短评打分': 1}
{'短评内容': '去三亚旅游首选酒店，性价比高，而且靠海滩近。', '短评打分': 5}
{'短评内容': '服务一般，服务生一般都是实习生，但景色迷人。', '短评打分': 1}
{'短评内容': '非常非常非常合适度假的酒店，下次一定会再选择', '短评打分': 3}
{'短评内容': '三亚刚回来，入住的五号，环境服务没话说的很好。地理位置很好，五号里面的东南亚餐厅菜做的很正宗，是我吃的最好的一家了。', '短评打分': 5}
{'短评内容': '在打5折期间入住，超高性价比。3房的别墅平均每晚才2400不到，有自己的游泳池，可以随时下水。房间送餐速度也很快，平均30分钟必到。每个别墅门口还有自己的停车位，自驾停车很方便。早餐也很丰富，私密度很高。根本都不用去沙滩一家人也可以玩的很尽兴。整个园林设计也让人觉得很舒适。\r\n\r\n美中不足：\r\n床垫超硬，还能感觉到弹簧（我大着个肚子，几晚都没睡好），当然除我之外家人也有同样的感受。\r\n早餐厅的宝宝', '短评打分': 5}
{'短评内容': '环境安静，私密性很好。酒店内的2个餐厅味道也不错。', '短评打分': 5}
{'短评内容': '一句话，非常好', '短评打分': 5}
{'短评内容': '酒店的服务不错，私密性好，很适合家庭出游居住的酒店，餐饮有待提高。', '短评打分': 5}
{'短评内容': '不错的酒店。环境安静，早餐丰富。行政别墅带独立的游泳池，每天消毒。美中不足的是浴室内的花洒是固定在头顶上的，不能移动，不适合给小孩洗澡。', '短评打分': 3}
{'短评内容': '很值得推荐，VILLA式的酒店，会所客房一般，其他的VILLA房统统推荐！', '短评打分': 5}
{'短评内容': '值得一去', '短评打分': 5}
{'短评内容': '此酒店卫生方面有待加强,比如私人泳池,杯具!沙滩太小,没有吧台,如果在沙滩边玩累了,想喝水要等很久,价格就不用说了,在亚龙湾价格都比较黑', '短评打分': 5}
{'短评内容': '住的比较舒服，订的是别墅客房，房间外是游泳池，可以随时出去游泳。去海滩，得穿过别的酒店，亚龙湾浪大，游泳不是很好。', '短评打分': 5}
{'短评内容': '很不错的酒店 和老公一块去度假刚回来 在五号住了两个晚上 刚开始看网上的点评说服务不太好 本来还有点担心 到了那服务生都很热情酒店里也很温馨 餐厅环境很好 住的第一天晚上2点多了 牙疼的厉害 老公立刻给酒店前台打了电话 一会就有人送药来了 还很贴心的关心了一下 服务生也很实在的和我们聊天 推荐餐厅的菜色时也很实在 告诉我们什么菜在这个酒店吃合适 度过了很愉快的两晚 给个好评~', '短评打分': 5}
{'短评内容': '前台办理入住和退房较慢。早餐还可以。酒店没有温泉泳池，不适合儿童玩耍。行政套房感觉一般，房间较小。设施较旧，电视居然还没有液晶屏。。。浴室洗浴用品用瓷瓶装，不方便，不安全。浴袍居然是绸缎的，不适合户外游泳后穿戴。就象是亚龙湾的四星级酒店！但是酒店咖啡吧里的冰淇淋是超赞的！强烈推荐！前面顾客的批评还是很到位的！', '短评打分': 1}
{'短评内容': '离海较近，但服务一般，不热情。房间设施较陈旧。', '短评打分': 1}
{'短评内容': '性价比一般，不差钱的强烈推荐。感觉很好，尤其是户外的环境够好的。缺点是到海滩要走过一条小路，但很近。', '短评打分': 5}
{'短评内容': '良好的服务，良好的住宿环境，非常感谢大堂经理的贴心服务。', '短评打分': 5}
{'短评内容': '觉得挺值得\r\n\r\n很好的一家酒店，很有特点，我很稀罕这种风格，自助早餐也很丰盛，比银泰好，要是一家人度假的话，非这里莫属\r\n\r\n离海稍微远点，但是有电瓶车，过条街就是\r\n\r\n性价比很高了，很有度假的感觉\r\n\r\n', '短评打分': 5}
{'短评内容': '前台的办事效率实在是受不了，一班人在等着赶飞机，Check out就用了一个多小时。', '短评打分': 3}
{'短评内容': '房间环境还可以，就是酒店服务实在有待改善，等了半天都没人来搞卫生。', '短评打分': 5}
{'短评内容': '前台服务不行~其他的都还可以~', '短评打分': 5}
{'短评内容': '价格感觉偏高点！', '短评打分': 3}
{'短评内容': '感觉服务一般，但位置还不错，价格有点贵！', '短评打分': 5}
{'短评内容': '不错,适合家庭度假', '短评打分': 5}
{'短评内容': '入住酒店的整体感觉很好，酒店服务挺好的，地理位置交通方便。', '短评打分': 3}
{'短评内容': '服务挺不错的,房间的设施和卫生也很好,唯一不足的就是房间看不到海景酒店也是看不到海的,而且我个人认为位置还是比较好找的,性价比还是比较好的,总体感觉还是挺不错的.', '短评打分': 3}
{'短评内容': 'haohao', '短评打分': 5}
{'短评内容': '服务挺好的,而且酒店有专门负责接机的还是挺不错的,性价比也是比较好的,还是比较满意这家酒店的.', '短评打分': 3}
{'短评内容': '我住的是别墅客房，整体感觉还是不错得，每栋别墅的环境都很好，别墅前的私家泳池很方便很不错，也是很喜欢那个露天的淋浴间（不过地方很小）。房间小了一点，所以房内的活动空间有点不足；电视机不是液晶的；浴缸的塞子坏掉了，而且还很脏；沐浴液、洗发水、护发素和润肤露都是用陶瓷瓶子装的，服务员打扫房间时会按量添加，虽然应该是出于环保的原因，但是感觉很多人都用过的瓶子，不太干净，而且还很容易摔破。总之，下次如果再', '短评打分': 5}
{'短评内容': '非常喜欢这个酒店，特别是情侣别墅，只是别墅里的游泳池，水不是很干净，如果能在上一位客人走了以后就换水，那就更好了！', '短评打分': 5}
{'短评内容': '亚龙湾的酒店基本都逛过了（都像开放式花园一样，很好），觉得就酒店环境而言，这家最好；性价比极高。', '短评打分': 5}
{'短评内容': '酒店环境很好，价格合理，如果一家人去可以住在独栋别墅也挺不错的。虽然不在海边没有私家沙滩，但离海边很近，酒店有车免费送达海边，如果自己去步行几分钟穿过天域酒店大堂就到了，很近。酒店中餐厅的菜也不错，价格还可以接受。', '短评打分': 5}
{'短评内容': '性价比很高，环境优美，以后还会入住', '短评打分': 5}
{'短评内容': '入住的四居别墅客房，小别墅有三层，一楼是四家公用的花园、泳池、客厅、厨房、饭厅；2楼3间客房；三楼1间客房还有一个公共的沙发休息区，住的非常舒服，让买不起别墅的俺们过了一回瘾。去哪打个电话电瓶车就来家门口接你。从入住到退房基本没有让你不痛快的问题，除了我晚上被蚊子骚扰一晚！！同去的朋友住在天域，除了房间里有电脑让我羡慕外，设施和舒适度上都和5号有差距。', '短评打分': 5}
{'短评内容': '就在天域对面，位置不错，环境也很好，卫生做得很及时，以后还会考虑住', '短评打分': 5}
{'短评内容': '非常安静舒适，设置挺完善，早饭也很丰盛，下次应该还会考虑入住这家酒店。', '短评打分': 5}
{'短评内容': '太潮湿，简直上不来气。', '短评打分': 1}
{'短评内容': '酒店位置一般，我住的别墅客房，独立的户外露天浴很有特点，就是通风不是很好（因为晚上得关落地窗），早餐较好，中餐厅一般，不建议在酒店内的餐厅用餐。', '短评打分': 5}
{'短评内容': '我和爱人都非常喜欢五号的别墅客房，宽敞的落地窗，迎面就是别墅客人私享的游泳池。客房内部的陈列摆设非常齐全，最具特色的就是开放式的户外大花洒，虽然在户外但是私密性挺好的。退房那天正好赶上大雨天，我们还花90元买了五号的大雨伞，就当作是纪念喽，很大而且仿紫外线。另外还要补充一点就是酒店的服务非常单位，一个电话就有专车送你到酒店的任何地方。', '短评打分': 5}
{'短评内容': '酒店环境不错，适合度假，早餐挺丰富的，就是服务质素与五星级酒店有点距离了。', '短评打分': 5}
{'短评内容': '别墅隐秘性很高！！！环境清幽！！！非常适合大家庭度假，也很适合朋友们一块去旅行时入住，情侣度假、蜜月最合适了。服务生的态度不错，很有耐心，也很热情！独栋别墅还可以点火锅在别墅里食用呢！好棒哦！送的自助早餐还算丰富。中餐厅一般，不建议在酒店内的餐厅用餐。', '短评打分': 5}
{'短评内容': '卫生很好,很干净,设施齐全,地理位置很方便,度假很好,服务感觉一般,不够热情周到,总体来说还可以.', '短评打分': 3}
{'短评内容': '豪华别墅酒店，住了不觉得超值，也不觉得吃亏，就是这样。', '短评打分': 5}
{'短评内容': '酒店的私密性很好，但又很浪漫，尤其是连接房间的天然淋浴，非常有情趣。唯一遗憾的是没有宽旷的海景尽收眼底。', '短评打分': 5}
{'短评内容': '还可以，住起来比较舒服。', '短评打分': 5}
{'短评内容': '很清静的感觉', '短评打分': 5}
{'短评内容': '相当不错的居家度假酒店，独立泳池，小桥流水，相当舒适！对面天域宾馆的沙滩和食物都很不错，下次还住这里！', '短评打分': 5}
{'短评内容': '服务差了一些,和五星级酒店不太匹配,卫生还可以位置也不错,其它还都可以.', '短评打分': 5}
{'短评内容': '酒店的私密性比较好,比较安静舒适,性价比还是比较高的,但是餐厅可选择的比较少,建议多增加一些.', '短评打分': 5}
{'短评内容': '我们住的情侣别墅，虽然只有一个房间，但是游泳池周围都有高高的围墙，所以私密性很强。酒店内的环境好极了，就是一个大花园。美中不足的就是食物做的太一般了。', '短评打分': 5}
{'短评内容': '酒店很适合全家一起旅游,有自己的游泳池很舒服, 只是酒店的餐饮一般,尤其西餐不多,更不要说沙拉,过了饭点就没有很多可以选择的食品了...', '短评打分': 5}
{'短评内容': '酒店蛮好的，干净整洁，服务也不错。交通不是太方便，不错打车没问题', '短评打分': 5}
{'短评内容': '五号的早餐真的不错环境也很美,但是洗澡真的太差竟了,洗一会就变冷水这点一定要改善', '短评打分': 5}
{'短评内容': '这家酒店巴厘岛的风格非常浓郁，尤其是晚上坐在酒店大堂长椅上靠着厚厚的靠垫，喝着椰子汁欣赏这池塘中睡莲真的是好舒服哟! 非常适合喜欢安静的朋友们小住几日。独栋别墅是这里的特色，私家泳池，私家院落，古朴的大门，繁茂的植物，希望西祠可以多住几天。', '短评打分': 5}
{'短评内容': '非常不错的酒店!', '短评打分': 3}
{'短评内容': '没有奢侈的大堂，气派的餐厅和喧闹的夜总会～～｀有的只是小桥流水', '短评打分': 3}
{'短评内容': '整個飯店印象最深的是...很慵懶&lt;br /&gt;\n就像飯店強調的..巴里島風情一樣&lt;br /&gt;\n空氣中飄著著濕濕潤潤醉人的南洋味&lt;br /&gt;\n&lt;br /&gt;\n住的是會所..逛了一下別墅區..&lt;br /&gt;\n水道蜿蜒..貫穿其中&lt;br /&gt;\n倒是饒有韻味..&lt;br /&gt;\n沒看到住客..倒是看到不少飯店的員工&lt;br /&', '短评打分': 3}
{'短评内容': '好美，我好喜欢~~跟传说中的一样~~~`', '短评打分': 3}
{'短评内容': '竟然是沙发?!&lt;br /&gt;\n 来三亚不是第一次，也不是第几次了，开会也好和朋友家人一起过来玩玩也好，差不多都是选择在湾里住的。湾里这么多的国际国内星级品牌，给我的感觉是：最豪华的是喜来登；最时尚的是希尔顿；最温暖的是万豪；最有层次感的是华宇皇冠；最老牌的是凯莱；最适合与亲朋好友、公司同仁一起入住的就是“五号别墅”。&lt;br /&gt;\n  它给我一种不张扬的高贵典雅，一种奢华背后的', '短评打分': 3}
