{'短评内容': '服务好，房间舒适满意', '短评打分': 5}
{'短评内容': '干净，交通方便，购物方便，服务好，管理好，闹中取静！可以放心选住。', '短评打分': 5}
{'短评内容': '房間很滿意! 但由於位在西單最繁忙的街道上, 交通極為擠塞!', '短评打分': 5}
{'短评内容': '位置不错，就是停车不方便，总的来说还可以。', '短评打分': 5}
{'短评内容': '很干净，房间很大，到地铁口不到5分钟，购物、出行、吃喝均很方便', '短评打分': 5}
{'短评内容': '地理位置巨好\n环境很清幽 隔音很好\n均为套房 舒适宽敞', '短评打分': 5}
{'短评内容': '已成功入住华威酒店，服务人员好，条件也很好，交通很方便，谢谢！', '短评打分': 3}
{'短评内容': '房间手机信号很差!', '短评打分': 3}
{'短评内容': '套房并不很实用，对于只入住一两天的朋友来说。个人认为虽然交通非常便利 就在大悦城对面，但是酒店装修实在不值此价位~', '短评打分': 1}
{'短评内容': '酒店位置很好，出行方便，房间很大，公寓式，但是没有免费的饮用水，放置的饮用水价格太宰人了。', '短评打分': 5}
{'短评内容': '服务质量越来越差，设备老化，卧室现在没有电视，价格毫无优势。以后不会考虑住。', '短评打分': 1}
{'短评内容': '酒店位置很好，就是设施陈旧了点，希望能够逐渐改善', '短评打分': 5}
{'短评内容': '酒店位置很好，出行方便。房间很大，干净舒适，只是房间内没有免费的饮用水。', '短评打分': 5}
{'短评内容': '酒店位置很好，闹中取静，出行、餐饮方便，房间干净舒适，性价比不错。', '短评打分': 5}
{'短评内容': '能否在房里开通无线网络，这样方便在客厅上网了', '短评打分': 3}
{'短评内容': '前台极其冷淡 极度不推荐 另外 这家酒店名字还行，房间设施很差\n房间类型：商务套间\n大家不要继续被骗', '短评打分': 1}
{'短评内容': '客房不错 家居式的 很有感觉 而且就在西单闹市区  交通便利  离天安门  王府井  后海 都很近  每层都有密码锁 很安全   \n\n缺点：退房太慢  非常慢', '短评打分': 5}
{'短评内容': '总体感觉不错，位置适宜，配套的厨房可以为商务人士和长住客人提供方便（当然，锅在哪里？）。但是电视机和卧室分开的设计，似乎不方便。', '短评打分': 5}
{'短评内容': '没见过这么差的VIP房间，还有一股火锅味儿', '短评打分': 1}
{'短评内容': '公寓式，有厅，住了好几次了，位置好，就在西单中心', '短评打分': 5}
{'短评内容': '酒店地理位置非常好，房间也极宽敞，周围公共配套设施完善，房间中设施档次一般，但不影响使用，相对于该位置的同类型酒店，性价比极高，推荐', '短评打分': 5}
{'短评内容': '房间设施还不错，有家的感觉----------------------------', '短评打分': 5}
{'短评内容': '设施陈旧，大床房是两张单人床并在一起的，明显的有欺诈之嫌，前台业务也不是太精，而且，办手续越来越繁琐，除了地理位子还不错之外，其他真的一般，名实不符。希望酒店要认真改进', '短评打分': 5}
{'短评内容': '酒店总体条件不错，性价比也比较高，只是酒店前台和服务人员态度有些牵强', '短评打分': 5}
{'短评内容': '很好的酒店，房间很大，尽管不是很豪华，但是在西单商业区的中间地带', '短评打分': 5}
{'短评内容': '定的优惠房，进入后竟然是一室一厅一卫浴，房间很大，酒店公寓室，如果下次到金融街办事，还继续住这里。地方环境很方便，赞一个。', '短评打分': 5}
{'短评内容': '前台服务极差，设施比较陈旧，位置还可以 ', '短评打分': 1}
{'短评内容': ' 还不错，价格合适', '短评打分': 5}
{'短评内容': '所有的都是套房有厨房有客厅有卧室 麻雀虽小五脏俱全！地点太棒了！   非常好！  卫生也非常好！只是我们在的时候突然打扫卫生的人自己开门进来说要打扫卫生  吓了我一跳！ 最后就是还是贵了点。  ', '短评打分': 5}
{'短评内容': '住的真的是很舒服，服务也很好！！！位置就更不用说了，真的是很棒的酒店！！', '短评打分': 5}
{'短评内容': '很舒适.干净', '短评打分': 5}
{'短评内容': '酒店房间都是套房,面积大.可能是因为住的特价房原因,房间格局不规则,设施一般,电视机在厅房,所以不能躺床上看电视,比较不方便.酒店位置就在西单大悦城边上,周边购物餐饮很便利.只是门朝西单二横路,门面也比较小,第一次去可能感觉不好找.虽然在闹市,但酒店里面很安静.', '短评打分': 5}
{'短评内容': ' 是个闹中取静的地方下次还会考虑入住,就是前台服务不够热情房内设施陈旧有些阴冷', '短评打分': 5}
{'短评内容': '酒店的门脸不大，刚进去看见前台想象不到是一个多好的酒店。。房间基本上都是公寓式的，有一个小客厅和卧室，但就是设施比较陈旧，但应该对得起这个价格了。', '短评打分': 5}
{'短评内容': '位置极佳，出门就是西单大悦城，离地铁很近', '短评打分': 5}
{'短评内容': '酒店设施过旧，地理位置极佳，周边娱乐生活都很方便', '短评打分': 5}
{'短评内容': '地理位置非常不错的酒店，到店后由于没有原预订价格的房间了，给于了免费升级。', '短评打分': 5}
{'短评内容': '环境好,服务好', '短评打分': 5}
{'短评内容': '这次去感觉很不错，态度很好，环境相对安静。', '短评打分': 5}
{'短评内容': '华威酒店是个性价比非常高的一家，房间内设施齐全，住宿舒适，地理位置超好，就在西单商场旁边，吃住行非常方便，套房干净整洁，我去北京N次，觉得这家酒店是我住的最好的一家，我极力推荐这家酒店，希望大家看到我的贴之后去关注下，真的不虚此行。', '短评打分': 5}
{'短评内容': '+酒店位置很好，出行方便，公寓式居住，感觉舒适。但电视等老化，换新就太好了。', '短评打分': 5}
{'短评内容': '服务挺不错，只是房间旧了点，床垫太软了！呵呵', '短评打分': 5}
{'短评内容': '+酒店位置很好，交通方便，周边热闹，但房间安静整洁！', '短评打分': 5}
{'短评内容': '+酒店非常非常好，公寓式酒店很温馨，很舒适，位置也很好，周边非常繁华，出行方便。', '短评打分': 5}
{'短评内容': '还会入住的，经常来了。比较喜欢他的地理位置，价格说实话，有点贵。', '短评打分': 3}
{'短评内容': '总的来说不错，属于闹中取静，如果含早餐就好了！', '短评打分': 5}
{'短评内容': '西单中心位置。很喜欢套间，有客厅、厨房和卧室、阳台，感觉像家，适应一家人渡假，旅游。如果卧室的电视可以换大一点，接收频道可以多一点，应该感觉更好。', '短评打分': 5}
{'短评内容': '酒店没有想象中那么好，服务员态房度一般，不过交通很便捷，房子够大，一些电器设备也有点陈旧，价格比较昂贵，性价比不太高，宽带还是挺快的，手机通讯也没有之前会员说得那么差，但是感觉在网上先预定和直接去酒店没有太大差别，价格也是原价。', '短评打分': 5}
{'短评内容': ',酒店太旧，订豪华套间性价比不高', '短评打分': 5}
{'短评内容': '卫生还可以酒店也重新装修过设施还不错，只是车库当时我去的时候还是在装修停车不方便，酒店的价格现在还是有些偏高了我不知道是因为旺季的原因还是因为酒店重新装修过价格就重新调整了。宽带网速不是太好而且我想下载的歌软件之类的东西都下不了屏蔽的东西太多。其他的都还不错基本上我到北京的时候都是选择这家酒店的。', '短评打分': 5}
{'短评内容': '+酒店位置好，房间宽敞，公寓式，感觉象家一样。但是，通讯信号弱，影响电话接听。', '短评打分': 5}
{'短评内容': '+酒店很好，房间很宽敞，有住家的感觉，位置很好。', '短评打分': 5}
{'短评内容': '这里地理位置很好，闹中取静，套房感觉也不错，有家的感觉，下次全家来我还会选择这里！', '短评打分': 5}
{'短评内容': '地理位置不错,是个闹中取静的好地方,交通出行购物都很方便,现在装修,车库比较紧缺.', '短评打分': 5}
{'短评内容': '+酒店位置好，购物方便，楼下的和合谷吃饭又便宜又实惠。', '短评打分': 5}
{'短评内容': '酒店很好，性价比很高，出行方便，但是，酒店餐厅还要努力哟。', '短评打分': 5}
{'短评内容': '+酒店位置很好，性价比很高。只可惜通讯信号不好，建议酒店改进哟。', '短评打分': 5}
{'短评内容': '很好很好的酒店。价格合适，套间舒适。位置优越，闹中取静。', '短评打分': 5}
{'短评内容': '北京华威商务酒店，住起来蛮舒服，装修上面比较陈旧！', '短评打分': 1}
{'短评内容': '非常好，闹中取静，交通便利不算价格还相当便宜。（相比周边的民族和广州大厦，并且是里外套间，生活用具全部具备，可以开火啦。适合家庭。服务也很好，干净安静。推荐。', '短评打分': 5}
{'短评内容': '环境很好，服务一般', '短评打分': 5}
{'短评内容': '您相信这样的事情吗? 这家酒店提供的宝宝床居然在宝宝睡觉的时候床体坍塌,宝宝坠落在地上.我立刻通知酒店,要求酒店值班经理请医生给宝宝检查是否有问题,但如此大的北京城居然请不到医生,我想她根本就没有打电话.提不出任何解决问题的方案,一直回避正面问题.唯一说的就是问我们第二天早晨想吃什么早餐,这是在这时候应该提出的问题吗?还有就是我们以后保持联络.由于我们第二天一早要乘飞机回法国,事故发生十点多了,等', '短评打分': 1}
{'短评内容': '定的商务标间 是个套房 有卧室客厅和厨房 还很干净 复古装修 并没有其他评论说的老旧 非常不错地理位置也很好！', '短评打分': 5}
{'短评内容': '+华威酒店位置很好，出行方便，卫生很干净，房间舒适。下次还来住。', '短评打分': 5}
{'短评内容': '有点旧，但是服务还好，地段超好的，还可以叫外卖。很安静的地方', '短评打分': 3}
{'短评内容': '真的是很不错啊！！！！', '短评打分': 5}
{'短评内容': '设施有点久了,但地段超好的,去什么地方都很方便.', '短评打分': 5}
{'短评内容': '西单附近绝对值得推荐的一家商务酒店。没有单间，全是套间，但住得非常舒适，在如此喧闹的西单地区，居然推开窗就是一个安静的空中花园，闹中取静，我很喜欢。', '短评打分': 5}
{'短评内容': '上当了。就是一招待所。地点还行。', '短评打分': 1}
{'短评内容': '总体上还不错，只是宽带，还是一如既往的慢！', '短评打分': 5}
{'短评内容': '总体还好。只是设施比较陈旧。位置好！！！', '短评打分': 5}
{'短评内容': '这家酒店的位置超好，特别是交通方面非常方便，在入住之前曾看过网评说不好打车，其实这一带的出租车是非常多的，我想因为是商业区的缘故吧。房间干净舒适，卫生打扫得很及时。因为我带着三岁的儿子，到前台时说想要一间安静的房间，前台接待服务生非常热情把我们安排到九楼里环的房间，不但安静，有个小阳台，而且外面是是一个楼顶小花园，非常好。儿子只要回酒店就在小阳台上玩。我订的是公寓式酒店，有客厅、卧室、厨房和储物间', '短评打分': 5}
{'短评内容': '位置不错，设施还可以，挺干净的', '短评打分': 3}
{'短评内容': '地理位置十分优越。家电设施有点旧，不过还算舒适吧，有一点居家的感觉。比较喜欢有一个空中花园，可以在阳台上休息。', '短评打分': 5}
{'短评内容': '总体来说还可以，交通便捷，购物方便，闹中取静，商务出差住还是不错的！', '短评打分': 5}
{'短评内容': '房间不错，下次还住，价格偏贵', '短评打分': 5}
{'短评内容': '不错的酒店', '短评打分': 3}
{'短评内容': '酒店位置很好，生活方便，但是设施比较陈旧！', '短评打分': 3}
{'短评内容': '酒店装饰过旧，其他方面尚可', '短评打分': 5}
{'短评内容': '酒店房间很大，房型也好，非常适合一家三口住宿，酒店也很安静，交通很方便，卫生很好。总之性价比较高，下次还会去。', '短评打分': 5}
{'短评内容': '位置不错，感觉还可以，下次还会选择这里！', '短评打分': 5}
{'短评内容': '很干净，房间宽敞，舒适', '短评打分': 3}
{'短评内容': '酒店管理很差.员工个个谨小慎微就怕出事.但又想尽量表现的对顾客好.结果和顾客说话办事个个面如土色.前台经理更是一个愚腐小人.毫无办事决断能力.对上唯唯诺诺.对顾客敷衍了事.下次不会再住了.', '短评打分': 1}
{'短评内容': '挺好', '短评打分': 5}
{'短评内容': '位置不错，设备陈旧了点儿', '短评打分': 5}
{'短评内容': '位置不错', '短评打分': 3}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '1.位置很好\r\n2.前台服务员速度慢，Checkin的花了我30分钟；\r\n3.房间格局不是很喜欢，想躺床上看电视都没办法。\r\n', '短评打分': 5}
{'短评内容': '设施有些旧', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '地理位置很好，就是隔音效果不太好。房子有够大。总的来说还可以！', '短评打分': 5}
{'短评内容': '就是有点贵，其他都很好，已经是2次住过了', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '不错，还会住！', '短评打分': 3}
{'短评内容': '隔音稍有问题', '短评打分': 5}
{'短评内容': '位置好，很干净', '短评打分': 3}
{'短评内容': '地理位置非常优越 只是噪音大了点  下次还会入住', '短评打分': 3}
{'短评内容': '住了好几次了，位置好，套间，就是服务还是一般', '短评打分': 5}
{'短评内容': '房间较大,比较安静.', '短评打分': 3}
{'短评内容': '房间真的很大，设施如果能升升级就更好了。', '短评打分': 5}
{'短评内容': '房间较大,就是装修太陈旧.', '短评打分': 5}
{'短评内容': '比较舒服的酒店', '短评打分': 5}
{'短评内容': '离天安门很近，很好，住的是套房，卧室太小，设施有点儿旧，但是很安静，适合商务人士，可以在客房开个小会什么的。\r\n还有，网络比较慢', '短评打分': 5}
{'短评内容': '地理位置非常好，房间大', '短评打分': 3}
{'短评内容': '房间都是套房，住个3-4人都没问题，比周边其他酒店房间都大多了。', '短评打分': 3}
{'短评内容': '闹中取静之所在。对面就是西单大悦城，楼下是西单华威商场，隔壁是西单金库、广州大厦，要啥有啥啊。\r\n说正题啊，房间都是套房，很大。晚上梦游不怕撞墙哈～～～', '短评打分': 5}
{'短评内容': '非常方便,安静,', '短评打分': 3}
{'短评内容': '非常方便,安静,', '短评打分': 5}
{'短评内容': '地理位置方便', '短评打分': 3}
{'短评内容': '住了好几次了，这一次还是住这里啊。非常好啊，值得推荐啊', '短评打分': 3}
{'短评内容': '已经在该酒店住过多次，觉得他们那里卫生，热水供应，毛巾提供等都是不错的。我们住那里最主要原因是地理位置特别方便。', '短评打分': 5}
{'短评内容': '商务套房，非常宽敞，舒适，服务到位，推荐！！！！', '短评打分': 3}
{'短评内容': '前台小姐服务态度很不好，其他还可以', '短评打分': 1}
{'短评内容': '房间很大，很方便', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '方便安静，套间价钱合理', '短评打分': 5}
{'短评内容': '不错，以后还会住！', '短评打分': 3}
{'短评内容': '设备老了一些，在闹市中显得很安静，值得一住。', '短评打分': 5}
{'短评内容': '很好！下次还会入住！', '短评打分': 3}
{'短评内容': '地理位置非常好！到天安门地铁一站就到了!到西单就更近了，出门右转就是。就餐也方便。唯一的遗憾就是隔音不是很好，走廊上有人经过，屋里都能听见而且是很清楚。', '短评打分': 5}
{'短评内容': '感觉不错，以后还会住！', '短评打分': 3}
{'短评内容': '交通便利，还不错', '短评打分': 5}
{'短评内容': '感觉还不错，下次还会住！', '短评打分': 5}
{'短评内容': '套房，设备有点旧，屋子里感觉很干燥，第二天就上火了，大堂小，服务不好，尤其男服务员态度非常不好，不过不搭理他就好了。价格和位置很适合居家旅游，在这个位置性价比非常高了。', '短评打分': 5}
{'短评内容': '要说在北京西单这个位置，388元的特价房性价比还是比较高的。就是设施老化一点，地板有翘起来的。服务态度还可以。是个闹中取静的地方。', '短评打分': 5}
{'短评内容': '性价比很高，交通方便', '短评打分': 5}
{'短评内容': '服务好，位置好、性价比好', '短评打分': 3}
{'短评内容': '位置很方便，不过晚上出去打的就比较难了', '短评打分': 5}
{'短评内容': '性价比很高，很舒适', '短评打分': 5}
{'短评内容': '安静、卫生', '短评打分': 3}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '真的不错，地段好，价格合理', '短评打分': 5}
{'短评内容': '地理位置优越，购物很方便，只是很难打车，如果服务再人性化一些，（顾客提出叫车服务，门迎人员拒绝）就更完美了，总体评价还可以。', '短评打分': 5}
{'短评内容': '房间的设施和舒适度还行也很干净,酒店的位置也很好找,服务态度还不错,性价比挺好的.', '短评打分': 3}
{'短评内容': '住在11层，闹中取静，位置好！很安静！舒适！这是真的！在喧闹的商业中心竟有如此世外桃源真是难得！在九层有房顶花园，这个可以住！很不错！', '短评打分': 5}
{'短评内容': '酒店房间的设施设备比较完善,而且价格也比较理想,感觉挺实惠的,服务也蛮热情的,比较满意', '短评打分': 3}
{'短评内容': '性价比较好', '短评打分': 5}
{'短评内容': '西单大街上性价比最高的酒店了，适合出游居住，前台服务水平和态度需要改进', '短评打分': 5}
{'短评内容': '设施比较陈旧，房间还比较大。卫生一般，用过的杯子竟然不洗。\r\n位置还可以，就在西单商圈。空调有点吵。', '短评打分': 1}
{'短评内容': '第一次到北京下塌此家酒店.地理位置非常好,就在商圈裡面.第一天晚上11點才到北京,搭了機場巴士到西單民航大廈,然後走到酒店只要8分鐘,原本擔心附近沒有吃的.結果酒店旁就有24小時麥當勞.最後一天晚上老公肚子不舒服,附近剛好也有24小時藥局.房間衛生也行.屬於公寓式房間', '短评打分': 5}
{'短评内容': '酒店房间的空间还可以,蛮大的,不过房间打扫的不是很干净,还有就是前台人员服务比较冷,价格优惠程度比较一般,不过位置还可以,比较适合一家人居住.', '短评打分': 3}
{'短评内容': '设施 不能跟好酒店比 位置相当好 房间套间挺大的 性价比 不错', '短评打分': 5}
{'短评内容': 'A good price\na high qualification management\na considerate service\nthe wonderful smile-really warm', '短评打分': 3}
{'短评内容': '希望服务能有所改善，价位偏高。', '短评打分': 5}
{'短评内容': '该路段性价比非常不错的酒店', '短评打分': 5}
{'短评内容': '位置方便，但设施旧了点，06年去过一次，当时感觉不错，但现在再去感觉没什么改进。房间确实比较大，不太好找，招牌不明显。', '短评打分': 5}
{'短评内容': '下次到北京，我还会在华威入住。', '短评打分': 5}
{'短评内容': '我很喜欢这家酒店,位置很好,出行都很方便,房间卫生和设施方面也都不错,住着很舒适,我很满意.', '短评打分': 3}
{'短评内容': '停车不是很方便', '短评打分': 5}
{'短评内容': '繁华闹市中的一片清静之地，感觉不错。', '短评打分': 5}
{'短评内容': '位置在西单附近，环境还不错，我还是比较满意的，就是门脸不大，不太好找', '短评打分': 3}
{'短评内容': '房间还不错，位置很棒！不过房间的陈设物品有些旧，前台服务员爱答不理的，不知道谁是客人！', '短评打分': 5}
{'短评内容': '位置还可以但设施老化，房间布局不尽合理', '短评打分': 5}
{'短评内容': '就是设施略微陈旧，性价比是很高的', '短评打分': 5}
{'短评内容': 'Very good Location, good transportation, the room is apartment style, good for long term stay. ', '短评打分': 3}
{'短评内容': '位置不错，就是停车太困难。', '短评打分': 5}
{'短评内容': '很棒，房间结构我很喜欢！对面就是大悦城，很舒服。闹市中的一片宁静！', '短评打分': 3}
{'短评内容': '地理位置非常好，出门就是商业区', '短评打分': 5}
{'短评内容': '住过最有个性最好的四星酒店，房间很有特色，很有家的感觉！', '短评打分': 5}
{'短评内容': '总体不错。', '短评打分': 5}
{'短评内容': '门店小住房大近地铁在西单购物中心吃住游玩对外地人来说是很不错的选择', '短评打分': 5}
{'短评内容': '酒店就在大悦城对过~窗是靠里面的挺安静，出了酒店大门那是一个吵杂。设施是旧了些 ，但是房间很宽敞，总体来说还不错~', '短评打分': 5}
{'短评内容': '位置不錯，但是設施跟服務很差。', '短评打分': 1}
{'短评内容': '性价比很高', '短评打分': 5}
{'短评内容': '在西单热闹区,酒店门口不起眼,里面还不错,很安静,套房够大,适合一家人入住。前台服务不够热情，没人帮忙拿行李，酒店附近常堵车。', '短评打分': 5}
{'短评内容': '房间大，有冰箱、微波炉', '短评打分': 5}
{'短评内容': '房间很大很舒适，位置很便利', '短评打分': 5}
{'短评内容': '房间很大，性价比非常好，很适合商务住宿', '短评打分': 5}
{'短评内容': '卫生和服务都挺好的,位置也不错,设施也比较好,挺满意的.', '短评打分': 3}
{'短评内容': '位置太好了，西单中央，去哪都方便，其他的一般了。', '短评打分': 5}
{'短评内容': '酒店的位置在市中心很便利，  设施条件陈旧点，可能是年数久了，性价比还是可以的', '短评打分': 3}
{'短评内容': '闹中取静，方便。', '短评打分': 5}
{'短评内容': '位置很方便，现在又活动可以免费游泳，总体还不错', '短评打分': 5}
{'短评内容': '酒店在这个位置交通非常的方便，就在西单，而且全是套房，很舒服，有厨房也很方便，价格也可以接受。', '短评打分': 5}
{'短评内容': '环境还不错，设施、服务也可以，如果价格能在优惠些会更好', '短评打分': 5}
{'短评内容': '酒店在繁华的西单商业圈里，位置很好，买东西方便，不过设施不太好，比较陈旧，网速太慢，办公都不行，楼层服务员态度还不错，吧台的服务员确实不怎么样，价格有点偏高，没有早餐，我在这家酒店住过很多次了，我发现只有外国客人有免费的早餐，为什么我们没有，太不公平，外国人出行门童都能拿行李，我出门连管我的都没有', '短评打分': 5}
{'短评内容': '酒店的服务卫生还是不错的，价格也挺适合的，就是没有明显的招牌不太好找。', '短评打分': 5}
{'短评内容': '我最满意的就是酒店的位置和服务非常好,如果一家人长时间度假会觉得很舒适因为当时入住时间比较短很多服务比如说酒店可以做饭我们都没有使用过,这样就会觉得酒店的价格偏贵了一些.', '短评打分': 5}
{'短评内容': '我经常住在这家酒店，如果想逛街这个酒店的位置是最理想的，交通也很方便，虽然服务一般，卫生一般，设施有点陈旧，但是中心花园很美，房间里家居式的格局也很好，比一般的酒店住起来舒服多了，性价比很好，我觉的总体来说还是不错的。', '短评打分': 5}
{'短评内容': '感觉很不好，房间很潮，厕所感觉还不干净，床上的被子也很吵，住了一天就不想住了', '短评打分': 1}
{'短评内容': '该用户未发表文字评论', '短评打分': 1}
{'短评内容': '刚住了6天,感觉不错．房间很大,干净,舒适,地理位置好,出门方便.员工很有礼貌,.早餐也不错．&lt;br /&gt;\n唯一不足的是厨房里的用具不全，虽然我不做饭，但为了切一次西瓜，只好去买了一把菜刀．&lt;br /&gt;\n以后来北京，还会住在这里．', '短评打分': 3}
{'短评内容': '客人认为不够档次。&lt;br /&gt;\n里面设施很齐全，适合一家三口住。&lt;br /&gt;\n但是，东西比较陈旧。&lt;br /&gt;\n宽带很慢，还需要自己带线。', '短评打分': 3}
{'短评内容': '11：25am的时候前台居然打来电话，问什么时候才走？真的无理！&lt;br /&gt;\n&lt;br /&gt;\ncheckout极慢，还没有人跟你说对不起或请稍等。尤其前台的那位男士（好像还是manager)，对一印度人毕恭毕敬，百求百应，堆满了献媚的笑，就没看见他对中国人有好态度和一丝微笑。四个人在前台，三人在为这印度人卖命，只有一人不停地跟他们说我的房间已查完，我可以checkout。其中', '短评打分': 3}
{'短评内容': '&amp;lt;P&amp;gt;我们三人在华威的商务双套间住了4晚，感觉很不错。这儿最大的好处是方便。1。地点好，位于西单核心，出入交通，购物饮食都很便利；2。房间里设施齐全，客厅厨房双卫生间三个电视机，甚至有洗衣机，床很舒服干净，房间装饰简洁大方舒适。3。中西式早餐也很好。4。总体服务还行，尤其是门童很有帮助，服务很棒；但大堂有那么一两个小姐，一点笑容也没有，一问三不知。&amp;lt;/P&', '短评打分': 5}
{'短评内容': '昨天才从北京回来.住在华威感觉很好,很素雅整洁,前台服务也好.就是门厅好象不大好找,其实就在广州大厦的旁边,有细致的绿色遮阳棚,好可爱!房间也很温馨,餐桌上的康乃馨我们家老头一见就说好.交通也方便.下次去北京还住这里.', '短评打分': 5}
{'短评内容': '&amp;lt;P&amp;gt;05年十一我在这个酒店的舒适双套间住了一晚，感觉非常不错。&amp;lt;/P&amp;gt;&lt;br /&gt;\n&amp;lt;P&amp;gt;首先，从酒店大门开始，给我的感觉就很象国外的商务酒店，大厅不大，毕竟商务酒店不需要太大的大厅。前台小姐服务还不错，也有行李生，但寄放行李只能放在前台。酒店电梯是KONE的，挺大的，速度还不错。&amp;lt;/P', '短评打分': 3}
{'短评内容': '每次周末逛街累了，就在那里睡一晚上。特别喜欢那里有专供住客用游泳场和健身房。', '短评打分': 3}
{'短评内容': '环境不错，位置好&lt;br /&gt;\n', '短评打分': 5}
{'短评内容': '地点是不错，方便。但早餐不怎么地，没啥好吃的，要是去晚了牛奶也没有了。房间设施还行，但电视太旧太小，厨房里有碗无锅，冰箱里空空的。', '短评打分': 3}
{'短评内容': '我上周跟朋友去住的是商务套间，听前台小姐说是新装修的，感觉真的很不错，（是木地板的房间），每层有密码锁（我这人特别惜命），这样我更放心住在那里咯（住了一个星期） ！&lt;br /&gt;\n我们住的是75平米（前台小姐说的），才450元，多便宜！可我觉得比75的还大哪？我喜欢家的感觉卧室、阳台、客厅、沙发、厨房、洗手间真的很大（说句实话：那里的比我们家里的都大），让各位见笑了！&lt;br /&g', '短评打分': 3}
{'短评内容': '优点：地点好，位于北京热闹的购物中心西单，带女朋友和老婆去的要“看紧”腰包！通往住房的走廊门有密码锁，不管如何，给客人一种心理安全感。房间大，有客厅，套装沙发（五人型），厨房（其实对短期房客没什么用）。前台服务小姐态度不错。如果搭机场巴士很方便，民航局就在附近。15分钟一趟车，每人16元。&lt;br /&gt;\n缺点：房间陈旧，窗帘轨道生锈，很难“遮盖”隐私。浴室喷头是固定的。电视旧款，也就30', '短评打分': 5}
{'短评内容': '我就要去那里住了，等回来再说感受', '短评打分': 3}
{'短评内容': '我就要去那里住了，等回来再说感受', '短评打分': 3}
{'短评内容': '我通过ELONG查看了西城区的标准在300-400之间的十多家酒店,很多都是通过看网友的评论来定酒店的好坏了,最后选择了这家什么评论都没有的酒店.现在说说我入住后的感觉:1,价格比较适中.2,地理位置很好,在中友百货往北,西单科技广场往西,酒店的大厅很小,或者说只是一个接待的前台,但是前台的服务员还是比较亲切.3,房间比较新,一室一厅,有厨房冰箱,还有衣帽间,浴室也比较大,很像家一样.4,天井式的', '短评打分': 5}
{'短评内容': '我将于9月21日去北京，想入住该公寓．虽有人评分100，但未见有任何详细说明．如有人住过，请告知一二．', '短评打分': 3}
{'短评内容': '我于9月21日去北京，想入住该公寓．虽有人对该公寓评分100，但对其服务及内部设施均未见有详细说明．请问该公寓到底怎样？', '短评打分': 3}
{'短评内容': '两个大人带两个孩子哪种房间合适?', '短评打分': 3}
