{'descr': '太差了！', 'star': 3}
{'descr': '只能用一个垃圾来形容 大家再也不要去那住了 服务态度那叫一个差 又脏又小\n什么也不说了 不要去就对了', 'star': 1}
{'descr': '干刷舒适，房间很大，卫生间很破旧。周边环境一般。价格适中。', 'star': 5}
{'descr': '感觉很好！地理位置较好！相对于其他宾馆价格较便宜！服务、环境都行！', 'star': 5}
{'descr': '确实很迷你，但在这种地段儿，这个价钱绝对值了。房间里只有对走廊的窗户，味儿很大，很潮，空调滴水直接滴到被子上床上，房间卫生间都很小...走道里摆有架子上面是一次性用品，可以随便取，虽然没用过......', 'star': 5}
{'descr': '确实很迷你，但在这种地段儿，这个价钱绝对值了。房间里只有对走廊的窗户，味儿很大，很潮，空调滴水直接滴到被子上床上，房间卫生间都很小...走道里摆有架子上面是一次性用品，可以随便取，虽然没用过......', 'star': 5}
{'descr': '房间价格很适中，只是厕所的味道的确是浓了点，其他都挺好的。 出门交通也挺方便。', 'star': 5}
{'descr': '房间价格很适中，只是厕所的味道的确是浓了点，其他都挺好的。 出门交通也挺方便。', 'star': 5}
{'descr': '整体还是不错的，就是隔音实在是太差，迷你房没有说的那么差，东西都很全，地段真不错', 'star': 5}
{'descr': '整体还是不错的，就是隔音实在是太差，迷你房没有说的那么差，东西都很全，地段真不错', 'star': 5}
{'descr': '相当不错，交通便利，网速相当快，服务态度也不错', 'star': 5}
{'descr': '环境舒适  交通便捷 位置优越 设施老化', 'star': 5}
{'descr': '环境舒适  交通便捷 位置优越 设施老化', 'star': 5}
{'descr': '优点：周边购物便利，交通出行方便。\n缺点：房间小的两人站都转不过身子来，空调漏水床都湿了，卫生间小到必须开着门洗澡（灯也不亮），房间插座全坏，最最关键是服务冷淡，态度极差。\n总结：脏乱差。', 'star': 1}
{'descr': '优点：周边购物便利，交通出行方便。\n缺点：房间小的两人站都转不过身子来，空调漏水床都湿了，卫生间小到必须开着门洗澡（灯也不亮），房间插座全坏，最最关键是服务冷淡，态度极差。\n总结：脏乱差。', 'star': 1}
{'descr': '很好，交通方便，洗澡水很好，累了回宾馆洗个澡很舒服，服务也好，隔音稍差些', 'star': 5}
{'descr': '很好，交通方便，洗澡水很好，累了回宾馆洗个澡很舒服，服务也好，隔音稍差些', 'star': 5}
{'descr': '总体条件都不错，房间干净，旅途劳顿回到酒店能洗个热水澡，感觉舒适。', 'star': 5}
{'descr': '整体说来位置比较好，但是不房间真的是很迷你。        ', 'star': 5}
{'descr': '整体说来位置比较好，但是不房间真的是很迷你。        ', 'star': 5}
{'descr': '环境很好，位置也不错，卫生条件还可以。值得推荐。', 'star': 5}
{'descr': '环境很好，位置也不错，卫生条件还可以。值得推荐。', 'star': 5}
{'descr': '闹中取静的一个地方，外观看起来不怎么样，但是房间的确不错。在网上订的是三人间一大床一小床，让我们看房看得也是一大一小，但最后给我们的却是三个小床。一大一小的采光比三个小床的采光好多了。一开始不给我们换，但最后力争了一下也就给我们换了。各位网友订房的时候一定要注意床的规格，省得被糊弄过去。房间卫生还不错，卫生间很大，房间也还不小。但唯一一点不好的就是没有插座，只有一个是连着电视的，只能晚上睡觉的时候', 'star': 5}
{'descr': '性价比不高，服务态度差，房间里有蚊子找前台要蚊香尽然告知没有，让自己掏钱买去。', 'star': 1}
{'descr': '还不错，就是卫生间卫生还有待提高。55555555555555555555', 'star': 5}
{'descr': '不是网上看到的那样，里想象的太远，卫生没搞好，没有电梯，设施简陋，卫生间有异味。', 'star': 1}
{'descr': '地理位置很方便，就是条件差点，价格很便宜。', 'star': 5}
{'descr': '凑合', 'star': 3}
{'descr': '不错', 'star': 3}
{'descr': '空间大，地理位置好，整洁干净。感觉不错。', 'star': 5}
{'descr': '价格合适，到火车站和汽车站有直达公交车，条件一般', 'star': 5}
{'descr': '价格合适，到汽车站和火车站有直达公交车，条件一般', 'star': 5}
{'descr': '价格合适，到汽车站和火车站都有直达公交车，没有空调，条件一般', 'star': 5}
{'descr': '价格合适，到汽车站和火车站都有直达公交车，没有空调，条件一般', 'star': 5}
{'descr': '服务态度一般 房间设施极差 卫生间有 但热水得去楼道 电视还是黑白的 坑爹啊', 'star': 1}
{'descr': '服务态度一般 房间设施极差 卫生间有 但热水得去楼道 电视还是黑白的 坑爹啊', 'star': 1}
{'descr': '不是性价比很好的酒店，房间没有凳子，电视的信号很差', 'star': 1}
{'descr': '不是性价比很好的酒店，房间没有凳子，电视的信号很差', 'star': 1}
{'descr': '酒店的位置交通方便，房间不大，在马路旁边有点吵。', 'star': 5}
{'descr': '酒店的位置交通方便，房间不大，在马路旁边有点吵。', 'star': 5}
{'descr': '不错，交通方便，边上还有个公园。买东西吃饭什么的都很就近。', 'star': 5}
{'descr': '不错，交通方便，边上还有个公园。买东西吃饭什么的都很就近。', 'star': 5}
{'descr': '普间差，不隔音', 'star': 3}
{'descr': '普间差，不隔音', 'star': 3}
{'descr': '房间不错，很好', 'star': 3}
{'descr': '房间不错，很好', 'star': 3}
{'descr': '还不错，就是隔音不行', 'star': 3}
{'descr': '还不错，就是隔音不行', 'star': 3}
{'descr': '房间较干净，热水、空调、宽带皆有。交通方便！', 'star': 3}
{'descr': '房间较干净，热水、空调、宽带皆有。交通方便！', 'star': 3}
{'descr': '房间很大，宽敞', 'star': 3}
{'descr': '房间很大，宽敞', 'star': 3}
