{'descr': '精力实惠  随便住住还是可以接受的', 'star': 5}
{'descr': '环境不错，高低铺也够大，就是连刷牙杯子都没有', 'star': 3}
{'descr': '服务不错，就是房间有点小，不过对于驴友来说已经足够了~', 'star': 5}
{'descr': '非常好的位置和价格。友善的服务人员。美中不足是房间的网速有点慢。', 'star': 5}
{'descr': '出来旅行的人可以考虑入住,出差的话还是选择私人空间多一点的酒店比较好', 'star': 3}
{'descr': '第二次入住海友了，以后还会光顾，因为环境好、交通方便', 'star': 3}
{'descr': '房间很迷你，榻榻米有点小失望，和想象的日式风格有出入，晚上睡觉空调声音有点吵，不过总体感觉还行，很多地方都有温馨的小提示，走廊墙壁上有很多可爱的卡通画，蛮有feel的，楼下有蛋壳的转椅，还蛮好玩的。蛮适合年轻人和小情侣的，可以体验一下不一样的感觉~', 'star': 5}
{'descr': '脏乱差~没有提供洗漱用具   下次不会去了脏乱差~没有提供洗漱用具   下次不会去了脏乱差~没有提供洗漱用具   下次不会去了脏乱差~没有提供洗漱用具   下次不会去了脏乱差~没有提供洗漱用具   下次不会去了脏乱差~没有提供洗漱用具   下次不会去了脏乱差~没有提供洗漱用具   下次不会去了', 'star': 1}
{'descr': '。。。。。。。。环境不错。。。。。。。很有特色。。。。。。。交通很便利。。。。。。。靠近狮子桥。。。。。。', 'star': 5}
{'descr': '这家酒店的房间太小了，床睡着也不舒服，里边的设施很少，不全。周围环境还是比较安静的，周围的小吃店挺多的', 'star': 1}
{'descr': '客栈在院子内，第一次去可能会难找一些，不过在院子内环境很不错，客站大厅里面有桌上足球，晚上还放电影，临窗的地方有座位晚上坐在那里聊天相当的有feel，总的来说在南京这个价位性价比还是不错的', 'star': 5}
{'descr': '挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的挺好的', 'star': 5}
{'descr': '不错！环境比较好，很适合年轻人!么有洗漱用品有点不习惯1！洗完澡后洗手间比较滑！有点不够安全！差点滑倒', 'star': 5}
{'descr': '海友客栈适合年轻人居住~\n轻松愉快的氛围~\n一楼有无线覆盖\n台球桌\n免费电脑上网\n很high~\n不过没有洗漱用具，有点不方便。\n 得自备洗漱用品，这个得注意', 'star': 5}
{'descr': '环境还可以，地理位置也很优越，交通很方便，只要带齐随身必要的洗漱用品以及一次性拖鞋，（客栈不单独提供，如需需另外购买），还是不错的选择，大厅有免费电脑上网以及wifi上网', 'star': 5}
{'descr': '还不错，有热水，就是床不是很大，不是大床房，是单人床', 'star': 3}
{'descr': '希望房间能亮一点', 'star': 3}
{'descr': '还不错。地方有点偏了……五分钟显然是走不到的……一楼消毒水味道有点重', 'star': 3}
{'descr': '这里确实实惠，而且我住过的海友装潢搞得都不错。', 'star': 3}
{'descr': '                                                                                                                                                   挺 方便的，关键是性价比高，值得一住。总体满意', 'star': 5}
{'descr': '酒店安静。酒店大堂环境很好，提供多种娱乐设施。酒店房间打扫干净。酒店装修有特色，墙上是几米的手绘图，非常有特色。酒店不提供洗漱用品，毛巾和浴巾分别提供一条，虽然不是很方便，但是总的来说住起来还是很舒服的。', 'star': 5}
{'descr': '酒店布置很温馨，我就说些入住的不好感受吧：大厅的游戏设置也比较丰富，就电脑有几台坏的，可以修理一下了。房间有点小，没有拖鞋和喝水的杯子确实让人很不方便。走廊的隔音效果很差，外面有人走动或者说话，里面都可以听见，希望能改善...', 'star': 5}
{'descr': '内容', 'star': 3}
{'descr': '入住以后感觉房间简洁，卫生。周围交通便利，超市也比较多。下次还会去的', 'star': 3}
{'descr': '订的是高低铺，客栈装修都很不错，很干净。\n位置比较容易找到。出门坐车挺方便的。\n房间小但是完全可以接受。\n客房打扫的阿姨态度很好~', 'star': 5}
{'descr': '一如既往的好，尤其是地理位置，去哪都方便，距离地铁站也很近，超赞。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '   酒店挺好', 'star': 3}
{'descr': '蛮好的~环境很好,地处位置也不错，离着玄武湖、湖南路、南大等地方也很近，地铁，公交都很方便！很好~', 'star': 5}
{'descr': '房间比较小,隔音也不好,但是地段,服务都还可以.适合出差人士', 'star': 5}
{'descr': '位置不错，就是房间小了点。大堂有很多娱乐设施，适合年轻背包族', 'star': 5}
{'descr': '酒店不论是在价格还是在交通方面都不错，唯一不好的就是隔音效果真不咋的，影响睡眠！', 'star': 5}
{'descr': '性价比还是比较高的，但是有些地方还存在不好的地方', 'star': 5}
{'descr': '不错，不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错', 'star': 5}
{'descr': '酒店位置很不错啊，距离地铁站很近，服务也很贴心', 'star': 5}
{'descr': '可以免费寄存东西，很好，很干净。就是房间电视频道不多，尺寸太小。', 'star': 5}
{'descr': '地方不错，只是房间有点太小，卫生不错，但不提供拖鞋洗漱用品确实不方便。', 'star': 5}
{'descr': '很不错！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', 'star': 5}
{'descr': '环境很不错。酒店的墙壁上都是朱德庸的漫画，感觉非常好。房间不大，但是够了。大厅里有桌面足球，有台球，感觉很轻松。挺好的，以后还会来。交通呢，门口有26路，47路。公交站点叫傅厚岗，公交挺方便。但是，离地铁站还是有点距离的。', 'star': 5}
{'descr': '很好，住着很舒心，环境很好，并且很温馨，是个不错的选择。。。', 'star': 5}
{'descr': '真的很不错，环境特别好，真不想走的感觉。', 'star': 5}
{'descr': '不错，除了房间小了点！！！！！！！！！！！！！！！！！', 'star': 5}
{'descr': '经济实惠，地点也不错。就是不好找，躲在里面，要细心点哦。', 'star': 5}
{'descr': '干净 交通方便 实惠 性价比高\n干净 交通方便 实惠 性价比高', 'star': 5}
{'descr': '房间很干净', 'star': 3}
{'descr': '不错，挺好。可以喝到简单泡的咖啡，住后感觉舒适。', 'star': 5}
{'descr': '物有所值，如果二楼过道的地毯能清洁干净，对住客就会更加感觉好。', 'star': 5}
{'descr': '典型的环保酒店，要自备牙刷牙膏，茶杯哦，房间小了点，蜗居的感觉，很适合年轻人住宿哦', 'star': 5}
{'descr': '年轻时尚的新型酒店品牌，以现代、舒适、超值的特点塑造经济型酒店的典范。海友客栈南京鼓楼店毗邻风景秀丽的玄武湖畔，仅5分钟即可步行至玄武湖公园入口处，距南京第一商区新街口仅10分钟路程、第二商圈湖南路仅5分钟路程，出门中央路路口向北300米即有地铁1号线入口玄武门站', 'star': 5}
{'descr': '大厅内设施丰富，装修很有创意，还可凭房卡免费上网，相当好！', 'star': 5}
{'descr': '酒店大堂有免费上网，还有游戏、桌球、网游，很不错！房间相比要差些。还有离湖南路狮子桥还是有点远，我去的那天正好36度，可把我走惨了，那太阳多厉害啊', 'star': 5}
{'descr': '性价比高，环境挺好，位置靠近地铁，超好。。。。。。。\n', 'star': 5}
{'descr': '客栈，窗户很小，没有烧水的，得用水瓶到大堂的开水炉去打，没有电梯，位置不错，周边有些吃饭的地方这在南京算不容易了，大堂里面有一些娱乐设施，电脑啥的，晚上还放投影看，感觉就是学生哥学生妹们去的地方，适合年轻人出门穷游久住，干净卫生也还算隔音，不知道是不是我隔壁没人住的原因。办理入住时就要付房费这点是很不爽的，付了钱还不能马上给你开发票，还得等明天退房时给你，搞得跟7天连锁这种垃圾方式一致还说是目前最', 'star': 1}
{'descr': '只有一楼、二楼，要自带牙刷…… 比较自助吧 环境还可以，干净', 'star': 3}
{'descr': '非常好 我订的是无窗的 结果给了我们有窗的 酒店非常漂亮 下次还会再来的', 'star': 3}
{'descr': '太喜欢这家酒店 很适合年轻人 又是手头经济不是很宽裕的 绝对OK 的 ', 'star': 5}
{'descr': '真的很不错，墙上的几米漫画很好看，卫生也都好！下次还选这里！', 'star': 5}
{'descr': '还是很不错的客栈哟··交通神马的都很便利··环境·卫生都做得不错·就是晾衣服的地方么有··衣服太难干了！！！\n很适合大学生消费的地方', 'star': 5}
{'descr': '挺欢乐的，也环保，应该开到全国各地。就是隔音不好，太吵了', 'star': 3}
{'descr': '环境不错就是不好找和网上给的地图位置不同', 'star': 3}
{'descr': '位置很好，房间很小，但是基本需要都能满足。外面有休闲吧，有XBOX 台球 电脑，相当不错。 总体来说还行', 'star': 5}
{'descr': '还可以.地理位置便利', 'star': 3}
{'descr': '服务态度很好，房间布置舒适精巧，适合年青人居住', 'star': 5}
{'descr': '物美价便宜。。值得推荐\n物美价便宜。。值得推荐\n离地铁站近', 'star': 5}
{'descr': '推荐。位置优越距离景区很近，客栈和酒店是一起的。', 'star': 5}
{'descr': '还好，设施齐全，性价比高。', 'star': 3}
{'descr': '很不错的酒店，离地铁站也比较近，出行方便，房间设施良好，卫生。', 'star': 5}
{'descr': '酒店很干净，而且安静，就是下地铁后还要走一段', 'star': 3}
{'descr': '很小 洗衣服什么都另收费 用电脑限时 但挺好的 挺方便', 'star': 5}
{'descr': '房间比较干净。屋子的面积比较小，不提供洗漱用品，不过可以免费上网和游戏，性价比还是不错的，适合年轻人住', 'star': 5}
{'descr': '十分满意', 'star': 3}
{'descr': '房间里一股味道，还热，走道都比房间凉快。打电话让前台开，说要申请，后来还是没开。', 'star': 1}
{'descr': '很干净。。虽然客栈有点小，不过那是正常，性价比特高！！！推荐！', 'star': 5}
{'descr': '干净整洁，下次还会再来', 'star': 3}
{'descr': '还可以，房间比较小，而且隔音不好，房间还算干净吧', 'star': 5}
{'descr': '白天一直在施工，实在太吵了，头都疼', 'star': 3}
{'descr': '房间小的不能再小了，窗户也小的不能再小了，憋屈！', 'star': 1}
{'descr': '订的是大床房，有窗户的，感觉很好，地理位置优越，前台客服mm很热心，隔音效果好，总体上非常满意，很适合年轻人入住，只是没有一次性的拖鞋和洗漱用品，想要入住的朋友要自备哦~', 'star': 5}
{'descr': '环境很年轻，蛮好！', 'star': 3}
{'descr': '装饰很可爱', 'star': 3}
{'descr': '还不错 就是空调温度过高 有点热 不舒服', 'star': 5}
{'descr': ' 不错', 'star': 3}
{'descr': '优点：安静、整洁，房间也不小，主要是性价比高。\n缺点：无窗户，有点闷。没有一次性洗漱用品和拖鞋免费提供，还美其名曰“环保”，最重要的是中央空调温度太高了。有段时间竟然达到28°C，我在过道上都比里面凉快。真的很无语~', 'star': 5}
{'descr': '一进酒店大厅就被它简约的装饰风格和自由的氛围所吸引。台式足球、桌球、免费的网吧，全覆盖的无线网络，每晚还在公共视听区域放映刚上映的热门电影，房间走廊墙上画着各式的漫画，贴满了便利贴的留言墙，整个酒店就是为年轻人量身定做的。不过酒店不提供洗漱用品，所以第一次入住的朋友要注意了。每个房间提供一个热水瓶，饮用热水需要到指定区域打，好像又回到了学校的宿舍。酒店工作人员服务态度十分好，见面就打招呼，有在五星', 'star': 5}
{'descr': '房间什么的都很好！！！！下次还准备住这里  ', 'star': 5}
{'descr': '装修的不错 大堂有电脑 台球 电影可以看 很适合年轻人结伴出游\n房间不大 但颜色不错 感觉很舒服\n', 'star': 5}
{'descr': '店的位置不错，交通方便，环境也比较好，比较推荐。', 'star': 5}
{'descr': '还可以', 'star': 3}
{'descr': '房间挺干净，不过缺少必要的洗漱用品和拖鞋，但是139的价位，性价比不错了', 'star': 5}
{'descr': '第二次入住了，实惠，干净，交通方便，很好的一个旅馆。', 'star': 3}
{'descr': '酒店太小啦，空气非常不新鲜。住进去就感觉缺氧，想换气却没有办法换。', 'star': 1}
{'descr': '所有的酒店用品都没有，都需要自行购买！房间太小，通风换气糟糕，洗个澡，满屋子都是水汽，半天也散不去！上下铺床摇晃厉害而且金属声音刺耳。179/晚实在对不起这个价格，住过这么多酒店，这种房间顶多不超过150/晚……这种价格住这种店，实在是不值，强烈不推荐！值得欣慰的是，酒店壁画活泼可爱，其他的真不敢恭维。', 'star': 1}
{'descr': '1、位置好，酒店新\n2、酒店很多漫画，很喜欢\n3、住的房间比较小\n4、能上网、听歌、看电影很不错', 'star': 5}
{'descr': '房间给人感觉不错，一楼大厅很不错，有好多玩的东西，房间是特价房，住的还算舒服，比较温馨', 'star': 5}
{'descr': '怎么说呢  进去以后失望了   席梦思放在地上就是榻榻米了   电视剧安得很高  就按照普通床的高度来的  有好多蚊子  ', 'star': 1}
{'descr': '周围的设施不错，房间也很精致，就是床小了点 适合出差的暂时落脚 ', 'star': 5}
{'descr': '房间太小,没有窗', 'star': 3}
{'descr': '房间很有爱,交通也很方便,不错不错', 'star': 3}
{'descr': '类似青年公寓的酒店 设施简单 隔音稍微差一点', 'star': 5}
{'descr': '房间很小，窗户也很小，不过装修风格我很喜欢，适合小情侣或者一个人。', 'star': 5}
{'descr': '总体上还可以，就是建议以后预订的话最好不要定89的，就一张小床，其他什么都没有，洗漱都是公共的，我到那又多花钱要了149的！', 'star': 5}
{'descr': '还不错', 'star': 3}
{'descr': '整个的装修有家的感觉，适合背包族，相信年轻人会很喜欢，很简单，但是设施很齐全：）', 'star': 5}
{'descr': '我们住的特价房，虽然没有窗户，但房间的布置让人觉得蛮温馨，赞一个。', 'star': 5}
{'descr': '挺好的，无论风格还是服务都很不错~~就是房间稍微小了点，不过价格不高，比较满意的~~', 'star': 5}
{'descr': '海友客栈挺干净，价格很实惠。', 'star': 3}
{'descr': '住的139的大床房 该有的设备都有 还行 就是床不算大 房间也小了点。但是一楼提供的娱乐设施非常多，很适合年轻人旅游居住。', 'star': 3}
{'descr': '不错的酒店，我非常喜欢，已经住过两次了，就是房间小了一些', 'star': 5}
{'descr': '为了给其他用户提供更有价值的意见，请您发表20个字以上的点评\n   管理规范,服务态度良好,整洁有序,使人有安全感,而且价格也公道.', 'star': 5}
{'descr': '不错的客栈。交通方便，房间的卫生也不错，上网，公共洗衣间等，设计的很人性化，物有所值。', 'star': 5}
{'descr': '不能烧热水', 'star': 3}
{'descr': '房间很干净，就是洗澡不方便，没有内卫，一个大男人跟几个女人就是不方便', 'star': 3}
{'descr': '环境蛮好的，只是有点小。', 'star': 3}
{'descr': '真的很喜欢。。。下次肯定还在那住\n我觉得很适合年轻朋友们居住', 'star': 5}
{'descr': '酒店很有特色，很干净，很符合年轻人的青春活力', 'star': 3}
{'descr': '很好，比较满意', 'star': 3}
{'descr': '小宾馆挺好的，呵呵…有种年轻了的感觉，仿佛又回到了大学时代，希望汉庭多弄几个这样的旅馆！', 'star': 3}
{'descr': '地方很小，但是很干净很新，墙上画满了可爱的几米图案，不错的。', 'star': 5}
{'descr': '价格便宜，很有气氛，大厅各种娱乐设施都不错，经常在大厅里买杯饮料看看电影什么的，很休闲，适合学生阶层。前台服务也很好。', 'star': 5}
{'descr': '还是很不错的酒店, 毕竟是汉庭旗下的,值得推荐.', 'star': 5}
{'descr': '客栈是自助式的。感觉不错。可以凭卡在公共电脑上免费上网3个小时，还有一些公共娱乐设施。给顾客自由度较大。适合年青朋友住。', 'star': 5}
{'descr': '挺干净的，还行', 'star': 3}
{'descr': '＋八十九元的房间卫生间洗浴是公共的，这个很不习惯，换了一百零九的房间。房间还不错，基本满意。', 'star': 3}
{'descr': '房间很精致，走廊上设计体现年轻人特点，我住的是有窗的房间，但是窗户很小，不过感觉还是好一点，不会太闷，', 'star': 5}
{'descr': '不错，挺干净的', 'star': 3}
{'descr': '不错噢,推荐!', 'star': 3}
{'descr': '服务热情!客栈,客房卫生干净~~性价比真的很高,89.00能还使用消费券.支持客栈!!!', 'star': 5}
{'descr': '很舒适很干净！', 'star': 3}
{'descr': '经济实惠！性价比高！一楼大厅的游戏项目不错！', 'star': 5}
{'descr': '酒店很好 服务不错 下次赖还住', 'star': 3}
{'descr': '环境很不错。\n对于交通便利，环境良好，价格又适中集在一身的旅店来说，海友很不错。\n我推荐。\n最新流行的青年模式。', 'star': 5}
{'descr': '89元没有说明公共卫浴，109的房间小，除了张小床和一个桌子，洗漱用品事先知道自带，但是却不提供免费拖鞋，电视尺寸也很小，隔音效果不太好，房间只有一个很小发黄的射灯，很不舒服，房间有一股味道，辈子也不太干净，整体卫生不太好。 \n', 'star': 1}
{'descr': '位置好，价格低，服务也好，有上下铺，特别适合驴友住。', 'star': 5}
{'descr': '酒店安静，没有脱鞋比较遗憾。', 'star': 3}
{'descr': '房间还行，就是不提供热水器，过去的带个杯子，房间没有任何窗户，适合睡觉。', 'star': 5}
{'descr': '房间虽小但很舒适', 'star': 3}
{'descr': '房间隔音效果不太好', 'star': 3}
{'descr': '汉庭海友客栈（南京鼓楼店），真的给我的惊喜，整个客栈的布置仿佛让我回来学生时代，大家可以一起打桌球，一起免费上网，一起坐在窗边的小凳子上聊天。。。这些都是我喜欢的。还有墙壁上布置的卡通图案也使我感到特别的温馨。\n不满意的地方就是没有开水壶，接水要到很远的地方，非常不方便，希望客栈在这一方面能够提高服务。', 'star': 5}
{'descr': '还不错，价廉物美', 'star': 3}
{'descr': '环保型,耳目一新,装饰很温馨.极适合一家人居住,年青群体更喜欢', 'star': 3}
{'descr': '就是房间有点小，其他还好', 'star': 3}
{'descr': '89元没有说明公共卫浴，109的房间小，除了张小床和一个桌子，洗漱用品事先知道自带，但是却不提供免费拖鞋，电视尺寸也很小，隔音效果不太好，房间只有一个很小发黄的射灯，很不舒服，房间有一股味道，辈子也不太干净，整体卫生不太好。', 'star': 1}
{'descr': '很有趣的客栈，风格时尚简约，适合学生和歇脚', 'star': 5}
{'descr': '整體感覺都聽好 也聽舒服的 久說電吹風和熱開水能進房間更加便捷家好了 ^.^', 'star': 3}
{'descr': '很喜欢…很值得入住', 'star': 3}
{'descr': '麻雀虽小，五脏俱全，唯一缺点是房间没有热水壶，要到走廊打水', 'star': 5}
{'descr': '非常的小，没有卫生间，很不实惠，就一张床，事先都没有说明', 'star': 1}
{'descr': '比较适合年轻人的酒店,大堂每天晚上8点有电影,还有书吧，桌球等，比较放松，房型多样，墙绘很可爱，就是要提前注意自己带一次性洗漱用具和拖鞋，水在房间外打稍微有点不方便，房间有点小。', 'star': 5}
{'descr': '套间  很小  价格似乎高了点  但服务还好  房子很干净  属于青年旅馆的那种  房子晚上有点吵  ', 'star': 5}
{'descr': '服务态度可以，地理位置较好。房间很干净，但是太小了，洗漱品是自备的。', 'star': 5}
{'descr': '其实房间还不错，干净，就是没有窗户。不爽的是，89元的特价房竟然里面只有一张床，别的什么都没有，但是店家网站上又什么都没说，感觉就是用低价把人吸引过去，再推荐客户别的高价的房价，让人心里很不爽，', 'star': 5}
{'descr': '没有衣柜很可惜，房间有那么点小。小桌子前面最好有镜子。', 'star': 5}
{'descr': ' 房间好小，象学生宿舍，价格差不多', 'star': 3}
{'descr': '很好！不错！一定要写那么多吗？能说明问题就行了歪~~', 'star': 5}
{'descr': '虽然预定时被告知不提高洗漱用品，已有一定的心理准备，但没有想到房间竟会这么小，除了张小床和一个桌子，基本就没有额外落脚的地方。而且酒店不提供免费拖鞋，需要额外购买，电视尺寸也超小，最忍受不了的是吹风机放在走廊，半夜的响声能将人吵醒，被子也不够干净。', 'star': 1}
{'descr': '不错', 'star': 3}
{'descr': '对服务满意，就是隔音效果不是太好。别的也没什么可说的了', 'star': 5}
{'descr': '不错喔~蛮好的 真的蛮好的。很不错喔。就是不错哦  气死我了', 'star': 5}
{'descr': '很经济，而且环境很好，除了没有一次性用品以外，其他都挺不错的。', 'star': 5}
{'descr': '说实话，不是我不知足啊，可是89的价位就换来一张床，3-4平方米的房间，那性价比简直比希尔顿的还低。还不提供一切洗漱用具。我想下次我应该不会入住了吧，附近在修路，环境很差。。很乱。。', 'star': 1}
{'descr': '很好很可爱，服务很热情。特别适合年轻人住。地理位置也比较好。', 'star': 5}
{'descr': '希望再多一些特价房', 'star': 3}
{'descr': '对于学生来说还行,挺实惠的', 'star': 3}
{'descr': '服务态度不错,位置可以,就是房价小有点憋屈。价格再低点就好了!', 'star': 3}
{'descr': '工作人员服务态度不好！宾馆设施不完备，硬件条件不好！', 'star': 1}
{'descr': '1.服务周到，有各种娱乐的设施提供（包括上网冲浪，日常用品等等）\n2.房间很舒适\n', 'star': 5}
{'descr': '环境不错\n这个价钱上的房间标准是挺好的。', 'star': 5}
{'descr': ' 环境还可以', 'star': 3}
{'descr': '房间挺很干净的，服务员也很热心，但有一点不好的地方是房间不隔音', 'star': 5}
{'descr': '还好，但日用品需自备，比较安静，只是房间比较小', 'star': 5}
{'descr': '比较便宜，不过套房空气不是很好，中央空调老响', 'star': 5}
{'descr': '很好 不错   房间可以 。以后还会住的    希望越来越好   很经济实惠。 ', 'star': 5}
{'descr': '和汉庭快捷不是一个档次，也就是招待所，比招待所干净。', 'star': 5}
{'descr': '还可以，经济实惠，不过和汉庭快捷相比，还是差一些。', 'star': 5}
{'descr': '不错，确实不错。价格和服务都还不错，交通也方便', 'star': 5}
{'descr': '外部环境非常不错，我定的是特价房，没有窗。酒店设施还可以，不过房间略微有点小。', 'star': 5}
{'descr': '便宜，干净，适合我们学生。嘿嘿，缺点是有点闷', 'star': 5}
{'descr': '交通挺便利，空间太小了，只适合于睡觉而已了，', 'star': 5}
{'descr': '很干净，就是房间没有窗户，空气不流通，其他还好', 'star': 5}
{'descr': '房间很温馨，价位还算能接收。不过隔音效果有些不太好。没有电水壶，不是很方便。', 'star': 5}
{'descr': '交通很便利，环境也不错，就是没窗的房间觉得太闷了。下次还会选择的，不过一定要有窗的房子。', 'star': 3}
{'descr': '房间很小 但还可以 卫生很好  很有格调', 'star': 5}
{'descr': '地点不错，就是套间没电视比较闹心，如果自己不带电脑，就只能睡觉了~！', 'star': 5}
{'descr': '很别致，很有活力的酒店，适合来南京旅游的学生们消费。感觉挺不错，以后来南京就住这里好了。', 'star': 5}
{'descr': '就当歇脚的一晚上，套房，就睡个觉啊。洗澡，洗漱什么 的是公共的，空调没法调节。但睡一觉，就醒了。', 'star': 5}
{'descr': '性价比比较高,但是房间小,空调也不给力,比较憋屈', 'star': 5}
{'descr': '价格公道。虽然大床房也不是太大。总体卫生比较干净，但是通风系统不是太好，有点卫生间的异味。', 'star': 5}
{'descr': '房间比较安静，价格也比较合理，地理位置也很好，选择这家是没错', 'star': 5}
{'descr': '房间干净卫生，用品一应具全，十分人性化，环境安静。走廊设计十分有趣！', 'star': 5}
{'descr': '也太小了。服务员还说没有查到我的预定信息，真是！', 'star': 3}
{'descr': '房间比较干净，性价比比较高，虽然没有毛巾牙刷等生活用品，但也节省了费用。', 'star': 5}
{'descr': '小但是很干净、整洁，创意涂鸦让人感觉特别温馨~', 'star': 5}
{'descr': '精致小巧...不过墙面有些地方有缺损，希望还能提高一点。', 'star': 5}
{'descr': '很超值的酒店，比想象的好点', 'star': 3}
{'descr': '宾馆环境还好，但附属设施没有。牙膏牙刷都没有。', 'star': 3}
{'descr': '服务态度好，房间虽小但设备齐全，很紧凑温馨，顶！', 'star': 5}
{'descr': '位置不错，可以以此为中心，北至火车站、玄武湖，东至钟山景区，南至大屠杀纪念馆、夫子庙。环境也适合年轻人，很喜欢墙上的漫画涂鸦。', 'star': 5}
{'descr': '服务态度挺好的，宾馆旁边的餐馆做的菜也还不错', 'star': 5}
{'descr': '＋不错', 'star': 3}
{'descr': '卫生挺好的\u3000布置也非常可爱~!', 'star': 3}
{'descr': '服务不错，休闲也很不错，就是房间有点闷。已经向朋友介绍推荐！', 'star': 5}
{'descr': '感觉蛮好的。', 'star': 3}
{'descr': '装修很有特点，比较整洁。客栈型，房间很小，里面洗漱用具一律没有，没有拖鞋、没有水杯……门板隔音也不好。个人不推荐。', 'star': 1}
{'descr': '再次来了这家酒店，相比于一些其他酒店，真的很省钱而且娱乐活动还很多', 'star': 5}
{'descr': '强烈建议大家不要住这家！！ 真不知道网上那些好评怎么来的,这家就是将好好的一个房子拆成5个单间，每个里面只有一张单人床的空间，连行李箱都没法放！！ 床睡在上面脚还在外面！！', 'star': 1}
{'descr': '服务态度很好，由于第一晚住在2楼的深处，出入很不方便，第二天跟前台说想换个离楼梯近点儿的房间，前台GG查了下后还给我们一楼进门处不远的一个房间，位置很方便了，就是一楼有些怪味，像是下水道返出来的味道，不过关上门房间里到没有，还好。秉持海友的一贯优势，超高的性价比。', 'star': 5}
{'descr': '位置很好，在鼓楼和玄武门中间，步行15分钟左右可达玄武湖，门口三四趟公交可达旅游景点。一楼大厅有电视、游戏和台球等游乐设施，硬件条件还好。不过房间与其他的海友客栈相比就逊色些，房间普遍偏小，最重要的是床比其他的小，只有1.35m，其他的有1.5m的床，睡得更舒服。由于与汉庭快捷毗邻，整个2层是海友客栈，三层是汉庭快捷，导致上了2层后转了半天才找到自己的房间，有点不方便。其他都好，入住的新春百元房系', 'star': 5}
{'descr': '还好还是那个样子，房间味道不大，厕所有些味道。还可以啊，经济方便。', 'star': 5}
{'descr': '酒店很有创意,适合阳光一族逗留.', 'star': 3}
{'descr': '好大的海友，简直是迷宫，住宿的栈友也非常多！', 'star': 5}
{'descr': '感觉还不错,路口一边是苏果超市,一边是元祖,斜对面有个卖飞机和火车票的,就是床有点潮,拖鞋在前台卖一块,开水拿壶出去接,自己在前台要一次性杯子.', 'star': 5}
{'descr': '又一次住海友了，环境还是不错，活动的空间很大，很适合年轻人居住，值得推荐', 'star': 5}
{'descr': '不错，性价比高，条件也不错，79的价格在南京能住到这么好的地方算很好。\n模式和青年旅舍差不多，但是干净很多，也很新', 'star': 5}
{'descr': '订的139的,简洁温馨,环境很适合年轻人,楼道涂鸦很卡通.楼下设施齐全.由于是环保型没有牙具等,下次来最好带个小床单枕巾什么的.', 'star': 3}
{'descr': '房间很满意，周边环境很幽静，服务也不错，下次我会推荐朋友来住的', 'star': 3}
{'descr': '感觉很像是青年旅社，里面住的也基本都是些年轻人，氛围很好，酒店环境也不错\n而且交通很方便，就在湖南路旁边，不远的地方有地铁，出行很方便', 'star': 5}
{'descr': '已入住南京汉庭海友客栈', 'star': 3}
{'descr': '环境还不错，需要自备洗漱用具和拖鞋。交通非常方便，离火车站和汽车站都非常近', 'star': 5}
{'descr': '还算干净，价格相对比较便宜的，地方也不难找，附近的狮子桥小吃一条街很不错滴', 'star': 5}
{'descr': '简单，干净，快速。比较适合年轻人的胃口。\n\n不提供使用品，比较环保，但也需要大家自带', 'star': 5}
{'descr': '环境真的不错，而且价格不错', 'star': 3}
{'descr': '不错，有家的感觉，适合年轻人居住，还非常干净。', 'star': 5}
{'descr': '这个价位的性价比非常高，入住的多是年轻人，有氛围。\n一句话，值得推荐！', 'star': 5}
{'descr': '很好很强大，感觉性价比很高，细节方面很可爱。还有免费上网的电脑，不错！', 'star': 5}
{'descr': '非常干净整洁服务态度热情的酒店，我和他都很喜欢，房间走道都是可爱的涂鸦墙，还有爱心留言板！难忘回味的一夜啊~', 'star': 5}
{'descr': '酒店没有电梯有点不便。酒店还可以，只是隔音效果不太理想。', 'star': 3}
{'descr': '便宜，方便，比较干净。便宜，方便，比较干净。便宜，方便，比较干净。', 'star': 5}
{'descr': '不错  房间很干净  \n需要自带洗漱用品  不过这也是我的习惯 \n', 'star': 5}
{'descr': '服务不错,价廉物美，是学生旅游好住处！不太方便的地方是在二车站中间！', 'star': 5}
{'descr': '喜欢海友客栈的大客厅小房间的设计，\n就是上楼时没有可以帮助箱子上楼的设施，而且上楼梯时卫生间味道好重，\n吹风机和镜子的位置不太人性，个子小的人根本没法使用\n大厅的设计很温馨，暖气很足\n电脑的网速还可以。\n地理位置也可以，离玄武门很近\n其他的都很满意，', 'star': 5}
{'descr': '各项总体指标不错，很有自己的特色。就性价比而言，算是不错的选择，尤其是短期居住者。', 'star': 5}
{'descr': '挺干净的，就是有点小', 'star': 3}
