{'短评内容': '整体还不错，比较实惠', '短评打分': 4}
{'短评内容': '酒店设计的很好，但是就是感觉服务员没那么热情', '短评打分': 5}
{'短评内容': '环境还行', '短评打分': 3}
{'短评内容': '挺好 价格不贵  环境不错 下次去的还 还会选择', '短评打分': 5}
{'短评内容': '房间设计不错，比较宽敞，很有现代感，卫生条件也还不错，就是周边的环境差点儿，交通有些不便', '短评打分': 5}
{'短评内容': '除了晚上有点吵以外，其他都很好，旁边的ktv什么时候搬迁了就好了~~', '短评打分': 5}
{'短评内容': '迷你间空间很小.新装修比较干净.就是位置有点难找在巷子里，周边交通还算便利.', '短评打分': 5}
{'短评内容': '这家酒店直接没法休息，隔壁KTV太吵了，而且隔音很差，大家慎重选择。反正我不会再去。', '短评打分': 1}
{'短评内容': '距离清华大学比较近,所以选择了这里.客房蛮干净的,住着比较舒服一些,没有太多的要求,整体水平很好.', '短评打分': 5}
{'短评内容': '房间不错，就是隔音不好，卫生间水小，相对地点，房价有点高', '短评打分': 5}
{'短评内容': '不错的酒店，服务非常好，硬件不错，还会去', '短评打分': 5}
{'短评内容': '整体不错，就是隔音效果不太好，水龙头太低，水有点小。', '短评打分': 5}
{'短评内容': ' 三和假日酒店订房20号中午已退', '短评打分': 3}
{'短评内容': '太吵了隔壁有ktv', '短评打分': 3}
{'短评内容': '酒店位置还可以，比较方便，在清华旁边，周边出行很方便，房间硬件设施很齐全，还可以上网，卫生条件很好，打扫的很干净，住宿环境很不错', '短评打分': 5}
{'短评内容': '性价比不高。设计上确实是有想法，但却没把最重要的“住”关注起来。比如床铺不舒服，毛巾什么的质感也很一般，水还忽冷忽热。最让人崩溃的是旁边有一个KTV，到了晚上整个群魔乱舞，折腾的我一直到晚上2点还没睡着。硬伤啊，所以下回不会来了', '短评打分': 1}
{'短评内容': '房间装修的很时尚，现代，比较个性化，适合年轻人居住，酒店地理位置不错，在清华大学旁边，出行很方便', '短评打分': 5}
{'短评内容': '房间卫生条件很好，床品看着很干净，房间通风好，没有异味，还可以上网很方便，酒店位置可以，周边出行很方便', '短评打分': 5}
{'短评内容': '酒店是新开的,很干净,但是我住的房间洗脸池龙头的水流太小了,不知道是水压的问题还是龙头坏了,房间的空间不是很大,不过设计倒是有些用心', '短评打分': 5}
