{'短评内容': '条件不错，点个赞。', '短评打分': 5}
{'短评内容': '酒店位置不错,前台接侍办理入住手续也还熟练,业务水平较高,客房服务热情到位', '短评打分': 5}
{'短评内容': '很不错的,服务,硬件设施够四星级,价格也很合适', '短评打分': 5}
{'短评内容': '干净、卫生。环境安静。酒店位置很好。酒店设施也不错，下回还会考虑入住\n。', '短评打分': 5}
{'短评内容': '虽然周围的环境比较乱，但酒店却很舒适安静。不错。', '短评打分': 5}
{'短评内容': '酒店其实真的还不错，设施有点老，应该升级以下~但是在火车站旁边，环境不太好，出门很脏很乱的感觉~', '短评打分': 1}
{'短评内容': '住了两晚不错，加油再接再厉。以后来北京还会住的。', '短评打分': 5}
{'短评内容': '酒店位置很好，离西客站很近，乘火车比较方便！酒店设施也不错，下回还会考虑入住', '短评打分': 5}
{'短评内容': '位置说好就是很好，因为就在西站对面，不过离地铁站有点距离，开车过去那边天天都是暴堵，所以位置也好也不好。房间条件还算不错', '短评打分': 1}
{'短评内容': '环境不错！很满意…', '短评打分': 3}
{'短评内容': '＋酒店还行，服务不好，没有洗头的，我去。', '短评打分': 3}
{'短评内容': '服务太差，连网线都不能用…电视也不清楚，只能收到几个台，其他的还可以…', '短评打分': 3}
{'短评内容': '在西客站，位置好，乘车方便，房间干净，设施好，服务态度好，性价比好。', '短评打分': 5}
{'短评内容': '性价比不错，刚重新装修了一部分客房，不错，就是污水管道有声音，很吵。', '短评打分': 5}
{'短评内容': '整体感觉还不错，卫生、服务和舒适度还行。但是房间空调声音有些大，且制冷效果不是特别好。。', '短评打分': 5}
{'短评内容': '酒店地理位置非常方便，就在北京西站正对面，设施较好，卫生也还干净。', '短评打分': 5}
{'短评内容': '给的第一个房间味太大是刚装修完得，味道很大，但是服务态度还不错，给我们换了一个房间，总体来说作为西站边上的过客型酒店，还算不错', '短评打分': 5}
{'短评内容': '环境、房间条件均不错，位置离西站非常近。', '短评打分': 5}
{'短评内容': '比较旧，顶多达三星标准 ', '短评打分': 3}
{'短评内容': '周围酒店里算是性价比最高的了，就是餐饮很贵。', '短评打分': 5}
{'短评内容': '\u3000周围性价比最高的了', '短评打分': 3}
{'短评内容': '，酒店离北京西站很近，性价比不错！', '短评打分': 3}
{'短评内容': '条件一般，早餐价实际与网站公布一致。', '短评打分': 3}
{'短评内容': '房间条件一般', '短评打分': 3}
{'短评内容': '多次入住，方便卫生，但是房间门锁不敢恭维。', '短评打分': 5}
{'短评内容': '我与同事一起入住，同事房间竟然还未打扫干净尤其是卫生间；空调不好一晚上没睡好。', '短评打分': 1}
{'短评内容': '早10点前晚8点后没空调，有的时候是‘按天气定’的中央空调。今午显示23度，却比室外30度更闷热，受不了！\r\n曹', '短评打分': 3}
{'短评内容': '在同等地段，价格优惠。\n只是在服务水平和房间设施管理（比如空调）方面需要进一步提高。', '短评打分': 5}
{'短评内容': '地点交通方便，服务还好，就是设施有些陈旧，还有些不能使用，这是最郁闷的', '短评打分': 5}
{'短评内容': '方便是首先的，出西站就可以进入酒店，能争取最多的时间休息。房间里还可以，比较干净。下次还住。', '短评打分': 5}
{'短评内容': '位置、客房很好，停车免费。餐厅差点，建议在外面就餐，很方便的。', '短评打分': 3}
{'短评内容': '酒店和网上描述的根本不一样', '短评打分': 3}
{'短评内容': '除了靠近西客站，其它实在太差。不像个星级宾馆。', '短评打分': 1}
{'短评内容': '满意.', '短评打分': 3}
{'短评内容': '交通便利，离北京西站仅数十米之遥；酒店整洁舒适；房间能及时整理；接待员和服务员态度和蔼，服务周到，用餐也方便。下次还会去住。', '短评打分': 5}
{'短评内容': '优点： 服务员态度好，大堂助理也帮了很多忙。 \n缺点： 酒店的楼在维修，白天动静很大。\n', '短评打分': 5}
{'短评内容': '规范，物有所值，交通拥堵，', '短评打分': 3}
{'短评内容': '交通很便利，西站北广场对面，硬件设施略显陈旧，其它都不挺好', '短评打分': 5}
{'短评内容': '名副其实的四星级酒店，环境设施都不错，作为商务出差的酒店是不错的选择。', '短评打分': 5}
{'短评内容': '北京中裕世纪大酒店不错，就在北京西站对面，不到五分钟就能走到，太方便了，房间也不错，就是我住那个房间卫生间里有点油漆味，下次还会住', '短评打分': 5}
{'短评内容': '位置就在西客站对面，交通很方便，还能免费存包，服务很好。', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '交通比较方便，就是临近汽车站，车辆进出很不方便。', '短评打分': 5}
{'短评内容': '服务较差，有点官商的味道，不考虑客户的感受，前台人多结帐的时候，一团乱糟，耽误客人时间，传真也不帮客户送到房间，结帐单明细不给客户看就刷卡，客户要求看一下还狡辩，一点道歉的意思都没有。', '短评打分': 1}
{'短评内容': '还好，虽然有些小问题，但总体的性价比不错。', '短评打分': 5}
{'短评内容': '地理位置比较方便（北京西站），但房间太小，设施太旧！', '短评打分': 5}
{'短评内容': '还不错~很方便！就在西站对面~~~~酒店隔音还好', '短评打分': 5}
{'短评内容': '一般般吧  有点闷 感觉上很不好 里面太小了  可能是地理位置很优越吧 就在西站对面', '短评打分': 1}
{'短评内容': '一般，很一般，真的真的很一般。。。。。。。', '短评打分': 1}
{'短评内容': '西站对面  位置好  酒店建起来有些年头了 东西都比较旧 住一晚上还是可以推荐的', '短评打分': 5}
{'短评内容': '离西站很近，乘车很方便。酒店不提供早餐，与价位有些不相称，希望能改进。', '短评打分': 5}
{'短评内容': '位置不错，很便利，上车、出行很方便。房间条件还可以，但电视比较古老，电视信号也不好。', '短评打分': 5}
{'短评内容': '房间干净，隔音不错，就是房间太小了.如果清晨需要从北京西站乘车的话，该酒店很方便！', '短评打分': 1}
{'短评内容': '还不错，主要是离火车站近，方便我第二天赶火车。 ', '短评打分': 5}
{'短评内容': '这里离西站很近，如果需要早上在西站乘车，很方便。但是晚上有点吵。价格也不平易。', '短评打分': 1}
{'短评内容': '老四星酒店，价格还可以，房间有味道，好像好久没有人住一样，稍微有点破啦。', '短评打分': 5}
{'短评内容': '位置很好，如果考虑在西客站赶火车，绝对是首选酒店之一。\n酒店房间也很大，收拾的还是蛮干净的。', '短评打分': 5}
{'短评内容': '出西客站后几分钟就到了。位置奇好，服务不错，但略显陈旧。', '短评打分': 5}
{'短评内容': '离西站很近，服务也不错，就是正门难找了些。', '短评打分': 5}
{'短评内容': '周边环境太差了，房价有点高，而且不含早餐，性价比一般，除了离北京西站近点，没别的优势！', '短评打分': 1}
{'短评内容': '性价比还行', '短评打分': 3}
{'短评内容': '价格不高，性价比高，住着还是很不错的交通便利！', '短评打分': 5}
{'短评内容': '酒店价格便宜，地理位置比较好，环境很好，住着舒适！', '短评打分': 5}
{'短评内容': '酒店设施太陈旧了,房间较小,两张床还靠得很近,但床睡起还比较舒服', '短评打分': 3}
{'短评内容': '酒店位于北京西站对面，非常方便，房间地毯干净、美观，性价比好，值得推荐。', '短评打分': 5}
{'短评内容': '酒店服务态度挺好！离火车站也挺近！', '短评打分': 3}
{'短评内容': '位置很好，就在西站对面！设施也很不错！性价比还算可以的！', '短评打分': 5}
{'短评内容': '非常方便就在西客站对面！性价比也不错！值得推荐！', '短评打分': 5}
{'短评内容': '已经入住多次  总体来说还行  但是有些楼层隔音不好', '短评打分': 5}
{'短评内容': '西客站附近的酒店，设施比较老旧了，但是服务还行', '短评打分': 5}
{'短评内容': '房间还不错  只是隔音效果不是很理想  我住在八层', '短评打分': 5}
{'短评内容': '不错的酒店 入住当晚开的双床 后来想换大床房 一个电话到前台 马上给调换了 非常迅速\n第二天赶火车 前台在三分钟之内给办理了退房手续\n而且酒店对面就是北京西站 非常方便', '短评打分': 5}
{'短评内容': '在北京西站赶早班火车的最好选择。', '短评打分': 3}
{'短评内容': '还行', '短评打分': 3}
{'短评内容': '帮领导订的，比较满意。交通方便，离机场和国展都挺近的', '短评打分': 5}
{'短评内容': '电视太小太旧浴室不错', '短评打分': 3}
{'短评内容': '酒店離車站近是一大賣點,地毯太舊了,大堂也太暗,沒有活力\n', '短评打分': 5}
{'短评内容': '宾馆设施陈旧，周围环境脏乱差。感觉不安全一样。', '短评打分': 1}
{'短评内容': '位置很好，出行很方便。住宿条件还可以，就是电视太小，信号也不好。', '短评打分': 5}
{'短评内容': '还可以，比较好找，交通方便，就是正在装修有点乱', '短评打分': 5}
{'短评内容': '我已经住过多次了，服务到位，位置好，值得推荐', '短评打分': 5}
{'短评内容': '四星级酒店，果然高人一等，我住的经济房标间，但人性化的设计、温馨的格调却一点不输给其它好房间。在北京西站的正对面，只需要过天桥就能到，非常适合坐车远行。', '短评打分': 5}
{'短评内容': '设施陈旧，插头松动，另外卫浴也不好用，西客站对面，适合赶火车休息。', '短评打分': 1}
{'短评内容': '服务有些问题，早餐券不送到房间，还要自己去前台拿，但酒店位置极好，交通也方便，还是勉强可以住的。', '短评打分': 5}
{'短评内容': '房间很大 确实很不错 唯一可惜的是没有窗户 条件非常好', '短评打分': 5}
{'短评内容': '地理位置很好，我经常住这里，以后还会选择入住', '短评打分': 5}
{'短评内容': '家住远郊，都是提前一晚入住这家酒店赶第二天火车。\n很舒服的酒店，离车站很近，很方便', '短评打分': 5}
{'短评内容': '此酒店在北京西客站范围首推. \n缺点:\n1,早餐开始时间(7点种)太迟了,可否提前到6点半.\n2,写字桌附近没有电源插座.\n望改进!', '短评打分': 5}
{'短评内容': '设备较旧以外，价格、地理位置都还不错，下次还可考虑入住。', '短评打分': 5}
{'短评内容': 'OKOKOKOKOK不错   就是有点老了   还可以 交通方便', '短评打分': 5}
{'短评内容': '地理条件优越，特别适合赶火车', '短评打分': 3}
{'短评内容': '床较小，其余尚可', '短评打分': 3}
{'短评内容': '很不错的酒店，大厅很气派，里面也很漂亮，很舒适，价位适中，唯一不足的就是那个电视机是在电视柜里面，而且电视柜还有两扇门子，看电视会有视觉阻挡', '短评打分': 5}
{'短评内容': '性价比很好的一家四星级酒店，位置很好、交通方便', '短评打分': 5}
{'短评内容': ' 一般', '短评打分': 3}
{'短评内容': '酒店位置很好，就在西客站的对面，赶火车的话住这里还是不错的。这个虽然号称是4星级，可是各项设施比较老一些。但性价比还算可以。', '短评打分': 5}
{'短评内容': '该酒店就在西站对面，出行很方便。酒店内设施还行，前台服务不错。', '短评打分': 3}
{'短评内容': '位置较为方便，距离北京西客站很近，服务尚可，但设施比较陈旧，不过价格还算过得去。', '短评打分': 5}
{'短评内容': '离西站很近，就是酒店大门口很乱，希望治理一下，酒店的服务还是很不错的。', '短评打分': 5}
{'短评内容': '位置好找，虽然离西客站很近，但是听不到火车的声音，不错。', '短评打分': 5}
{'短评内容': '非常好!', '短评打分': 3}
{'短评内容': '房间的设施实在是太差劲了。哪还是四星级啊。太让人失望了。', '短评打分': 3}
{'短评内容': '四星级的宾馆，三星级的价格，二星级的设施！', '短评打分': 5}
{'短评内容': '设施服务一般,出行不便。', '短评打分': 5}
{'短评内容': '非常干净和舒服，服务态度也很好。位置在北京西客站对面，交通非常方便。', '短评打分': 5}
{'短评内容': '+一般', '短评打分': 5}
{'短评内容': '酒店不错，就是周围环境不太好，火车站太乱了', '短评打分': 5}
{'短评内容': '我觉得还不错吧。 卫生、设施等都说得过去，没有差评说得那么差。打80分。三楼的餐厅饭也不错，记得出示房卡可以打折。 如果图个方便就住这里也可以。', '短评打分': 5}
{'短评内容': '酒店还可以，以后还会住。无窗房没网络，需要改善。', '短评打分': 5}
{'短评内容': '距离北京西站真的是近了，下回来北京还会挑选这家宾馆', '短评打分': 5}
{'短评内容': '总体不错，但在洗漱台上发现有残留头发，让人不爽', '短评打分': 5}
{'短评内容': ' 服务好 房间设施不错', '短评打分': 5}
{'短评内容': '位置不错 虽然不是市中心 但是步行10分钟左右就有地铁 房间很不错 很干净 工作人员很热情 不过如果电视机能 换成 LCD就好了 现在还是CTR的感觉和四星稍微有点不协调 总之来说 很不错的酒店 以后来北京还会住', '短评打分': 5}
{'短评内容': '就是位置好！住了3次了！设施有些陈旧了！', '短评打分': 5}
{'短评内容': '+不错', '短评打分': 5}
{'短评内容': '酒店还可以', '短评打分': 5}
{'短评内容': '位置还不错，到西站很方便，性价比相对就差一点了', '短评打分': 1}
{'短评内容': '位置很是不错啊！就是价格有点高！其他的还都不错！', '短评打分': 5}
{'短评内容': '就在西客站对面，很方便，但是楼下比较乱。', '短评打分': 1}
{'短评内容': '+不错', '短评打分': 5}
{'短评内容': '正对西站，交通便利，酒店设施只能说是一般。周边环境很乱。', '短评打分': 5}
{'短评内容': '就在西客站对面，位置很好找，四星标准超值划算，很安静，还有免费的地下停车场。服务人员的态度很好，下次还住这里。', '短评打分': 5}
{'短评内容': '除了距离火车站比较近以外，没有什么优点，设施老，空间小。', '短评打分': 5}
{'短评内容': '去了，感觉服务很好，住宿条件也很干净，总体感觉很好！下次还会去。', '短评打分': 5}
{'短评内容': '位置真的没的说了，但总体感觉一般，觉得与四星水平有些差距，可能是我住普通标间的缘故吧。', '短评打分': 5}
{'短评内容': '除了与西客站隔路相望，以及三楼餐厅十分不错外，其他的都相当一般，与四星级别颇为不符。房内设施陈旧，缺乏维护，卫生一般，有异味。', '短评打分': 1}
{'短评内容': '酒店空调感觉不是很足', '短评打分': 5}
{'短评内容': '唯一的好处是离西客站很近，其他方面都很差。', '短评打分': 5}
{'短评内容': '很好。位置正在北京西站对面，过天桥就可以进站上车。', '短评打分': 5}
{'短评内容': 'OK  位置好  整体环境可以  稍微旧了点', '短评打分': 3}
{'短评内容': '-价性比高，位置好。', '短评打分': 5}
{'短评内容': '酒店设施、服务还好，交通便利，来京出差已经是第二次入住', '短评打分': 3}
{'短评内容': '房间很大，虽然没有窗户，但是一点也不感觉闷，很不错，离地铁稍微远点，也算可以', '短评打分': 5}
{'短评内容': '不错的酒店，就是外表看不出是四星级，大门外卫生状况再好些就更好。', '短评打分': 5}
{'短评内容': '内部环境较好,外部挨着西客站太乱.特别是大堂门口车辆停靠无人管理,严重影响酒店形象.', '短评打分': 1}
{'短评内容': '北京世纪中裕大酒店的位置好，交通方便。酒店设施陈旧，但食堂服务与饭菜的质量较好，价格偏贵。', '短评打分': 5}
{'短评内容': '离北京西站很近就在对面,就是价格高了些 呵呵!', '短评打分': 5}
{'短评内容': '+不是太好,住宿与吃饭都一般', '短评打分': 5}
{'短评内容': '房间设施陈旧，过道异味很重', '短评打分': 5}
{'短评内容': '当天入住登记时已近午夜十二点，我被告知洒店将于十二点至四点将进行水管维修工作，所以很快就要停水。这点我能谅解，但这必竟是旅客的权益损失，至少也给客人一个聊表心意的补偿，少点房费或送早餐劵也好。没想㺫客房的空调也是不灵光，我猜可能是没水的关系，所以不制冷，汗流了一晚上。我想已经评上了四星，维修水管这种事应该有更好的解决方案。', '短评打分': 1}
{'短评内容': '地点好，价格合理。', '短评打分': 5}
{'短评内容': '我们住的房间可能是里面房价最低的了，298元，条件一般些，能对得起价钱罢。', '短评打分': 3}
{'短评内容': '房间条件一般，离地铁有一点距离，不过，这个价钱，还是对得起的。', '短评打分': 1}
{'短评内容': '酒店位置很好，设施略陈旧但服务很好，唯一不太好的是大堂外排水沟气味难闻。', '短评打分': 5}
{'短评内容': '位置离西客站非常的近，环境比较嘈杂。关键是门口很难打车，司机只拉远距离的活。做为挂牌4星的酒店，价格比较便宜。但是，大厅的卫生间比较脏，房间的状况一般。', '短评打分': 1}
{'短评内容': '非常一般', '短评打分': 1}
{'短评内容': '不是第一次住中裕了，一切都还好.可是这次的房间里的马桶不停地在有水注入、排出，哗啦啦的总响，打电话请来客房服务的人员竟然告诉我马桶都这样，真是晕倒，想早点儿休息，就没跟她计较，把马桶下的入水水闸一关了事！', '短评打分': 5}
{'短评内容': '这家酒店是四星酒店，但是设施很一般，冰箱居然是空的，各种设施也很陈旧了，床很硬，被子也很硬。借了一个充电器，居然打了三次电话才给送来。入住时前台忘了要身份证，入住以后才发现，让服务员拿走身份证复印的；结账时，POS卡机没有打印纸了，开始前台不知道怎么换纸，好容易换好了，还把纸给上反了。对于居于西客站的酒店，大量的客源就是旅游团和各种会议。', '短评打分': 1}
{'短评内容': 'ok', '短评打分': 5}
{'短评内容': '还算不错,位置不错,但是离地铁还是比较远的.\r\n被子有点硬,我个人盖过,有点过敏,整个晚上痒的没怎么睡好.\r\n除此之外,都还可以,服务不太热情.', '短评打分': 5}
{'短评内容': '还不错~~~', '短评打分': 5}
{'短评内容': '西客站对面，其他还不错', '短评打分': 1}
{'短评内容': '这个价位好不错吧！', '短评打分': 3}
{'短评内容': '这个价格值', '短评打分': 5}
{'短评内容': '本酒店的优点是：交通位置很好，性价比很合理，适合一般商务人士出差住宿。\r\n本酒店的缺点：外围环境不理想，正门前较乱，打出租车易挨宰。', '短评打分': 3}
{'短评内容': '性价比高，就是打车很不方便，酒店外围环境比较乱。', '短评打分': 5}
{'短评内容': '位置方便，设施尚可', '短评打分': 5}
{'短评内容': '我已经在中裕酒店住了十几次了，好的方面不再说了，需要改进的主要有：门前出租车很乱，挑客宰客现象时有发生，很难在门前打到车；前台服务水平有待提高，与四星级宾馆有差距；房间中科勒坐便器漏水问题很长时间没有解决；面对西客站的墙面很脏，需要清洗了。', '短评打分': 5}
{'短评内容': '交通便利，感觉不错的酒店', '短评打分': 5}
{'短评内容': '感觉不是那么的干净，但是服务还行！', '短评打分': 5}
{'短评内容': '价格适中，入住舒适，服务也比较好。', '短评打分': 5}
{'短评内容': '铁道大厦附近最合适的酒店了！', '短评打分': 5}
{'短评内容': '该酒店除了赶火车方便外， 其他的不值得推荐。', '短评打分': 3}
{'短评内容': '订了套房, 到酒店后被告知无房, 给了一个新装修的单间,说是&quot;升级&quot;. 房间极小. 与前台交涉后才又给了套房. 不大诚实.\r\n\r\n酒店正对西客站, 乘早车很方便(推荐). 周边环境较乱, 但性价比不错.', '短评打分': 5}
{'短评内容': '感觉很一般，性价比差。', '短评打分': 1}
{'短评内容': '设施比较旧，虽然靠近火车站，但早上还是打不到车。', '短评打分': 1}
{'短评内容': '酒店的床很舒服，就是出入不方便，虽然离西客站只有两三分钟路程，但周边的的士都是宰人的，打表30元钱的地方，要收80或100,该治治。', '短评打分': 5}
{'短评内容': '地理位置不错，交通便捷，就是停车不太方便，车位有点少。', '短评打分': 5}
{'短评内容': '此酒店最突出的优势在于地理位置，如果价格再优惠一些就更好了。', '短评打分': 5}
{'短评内容': '离车站很近，地毯和电视有点陈旧，总的来说，性价比很不错，尤其这个价位在北京。早餐还算丰富，面食有点少。网速也还可以。这次住的是无窗房，也没有气闷的感觉，正好白天睡觉还把外面的噪音都隔绝了。', '短评打分': 5}
{'短评内容': '内部环境较好，地理位置非常好，但周边环境太乱。', '短评打分': 5}
{'短评内容': '很不满意前台服务', '短评打分': 1}
{'短评内容': '虽说周围环境不怎么好，但是过街便是西客站北广场，对于要来往西客站的旅客很方便；\r\n不同的楼层房间装饰不同的颜色风格，房间大小也有不同，价位也不同，可供选择。如8楼是浅金黄，10楼是深紫，11楼是淡紫；\r\n临大路(莲花池东路)的一边窗户有两层，所以也不怎么吵；\r\n总体来说，性价比比较高，值得向来往西客站的旅客推荐。', '短评打分': 5}
{'短评内容': '卫生状况还可以，就是卫生间的地板上不知是什么滴上去的，看着不舒服，其它还都不错，推荐。', '短评打分': 5}
{'短评内容': 'very good', '短评打分': 5}
{'短评内容': '离西客站较近，房间很干净，服务态度一般。', '短评打分': 5}
{'短评内容': '地理位置一流，位于北京西客站的黄金地带；酒店装修不错，管理在向低碳方向努力。我最近住了三个晚上，感觉不错，前台服务员的素质有待提高，门前出租车有拒载现象发生。', '短评打分': 5}
{'短评内容': '这个酒店位置还不错，紧邻北京西站和北京铁路总医院，很方便。', '短评打分': 5}
{'短评内容': '设施老化，服务一般', '短评打分': 1}
{'短评内容': '性价比还行', '短评打分': 5}
{'短评内容': '离北京西客站很近.乘车比较方便', '短评打分': 5}
{'短评内容': '服务周到，但前台服务员态度不认真', '短评打分': 3}
{'短评内容': '大概是在装修的缘故吧，很吵，马桶也不通', '短评打分': 1}
{'短评内容': '位置很好，正在装修，条件一般!', '短评打分': 3}
{'短评内容': '条件很好，离西客站近，交通便利。不足之处是，写字台离电源插座太远，使用笔记本电脑时显得不方便。', '短评打分': 5}
{'短评内容': '地理位置好，但是服务态度不好！设施一般。', '短评打分': 5}
{'短评内容': '服务员态度冷淡。其他很好，', '短评打分': 5}
{'短评内容': '这里与西站一桥之隔,送站接人特别方便,只是酒店内部设施有些陈旧.但是与市内四星酒店相比价格要便宜一些. 这里的早餐不敢让人恭维,因为是冬天,我们早8;30分去用餐时,自助厅内的食物已经大部分没有了.仅有的食品也不热乎了.不过服务员的态度还可以.解释工作挺到位的.', '短评打分': 5}
{'短评内容': '方便在西客站坐车', '短评打分': 3}
{'短评内容': '离西客站较近,方便', '短评打分': 5}
{'短评内容': '现在装修,又挨着西站,环境乱一些', '短评打分': 5}
{'短评内容': '豪华标准间  没看到豪华到那里。水是免费的  不错', '短评打分': 3}
{'短评内容': '服务很好 就是对被子有点过敏', '短评打分': 3}
{'短评内容': '标准间床有点窄 不过一个人睡还可以 ', '短评打分': 5}
{'短评内容': '卫生间的设施很陈旧，卫生也不太好，服务很一般，位置还可以，整体感觉这家酒店不是很好，性价比也不高', '短评打分': 3}
{'短评内容': '当时去的酒店正在装修,很难找房间的位置,环境和卫生也都比较一般,地理位置还可以,价格有些偏高.', '短评打分': 3}
{'短评内容': '电视应该改进一下,上网的速度太慢!', '短评打分': 5}
{'短评内容': '价格还行，房间有抽烟的味道，我不抽烟，感觉不习惯，地段还是很方便的', '短评打分': 3}
{'短评内容': '房间比较大，服务尚好，地点就在西客站出行方便。可惜饭店楼下的环境太差了.\r\n', '短评打分': 5}
{'短评内容': '周边太差！ 就是装修', '短评打分': 5}
{'短评内容': '太不值，太差！', '短评打分': 1}
{'短评内容': '距离西客站很近，出行方便。', '短评打分': 5}
{'短评内容': '很好，主动给我调换了套间', '短评打分': 5}
{'短评内容': '都还不错 就是装修。。。。', '短评打分': 5}
{'短评内容': '感觉还不错', '短评打分': 5}
{'短评内容': '位置不错，可能新开张的，房间有装修味道，服务员很好', '短评打分': 5}
{'短评内容': '地理位置很方便，在西站对面，里面服务挺好的，房间挺大，设施也挺齐全的，也没什么特别的气味，总的来说是挺值得推荐的，不过周边暂时是没有地铁的，需要坐地铁的话就不那么方便了。', '短评打分': 3}
{'短评内容': '位置很好，在西站正对面，订的大床房，房间很大，很舒服，只是还是有些气味，隔音效果基本还行', '短评打分': 5}
{'短评内容': '价格适中，卫生服务好，舒适，在火车站，非常方便', '短评打分': 5}
{'短评内容': '酒店整体感觉很好，服务很好，卫生也很好，性价比还是比较高的，交通方便。但是我的房间不能上网。', '短评打分': 3}
{'短评内容': '就是价格太贵了，酒店硬件与印象中的四星级还是有一定差距', '短评打分': 5}
{'短评内容': '总体感觉都不错，就是床睡着不太舒服，望改进！', '短评打分': 5}
{'短评内容': '只住了一天，各方面都不错，服务员态度很好！只是打车不方便，门口有很多出租，但拒载现象很严重！北京的出租车真是太差了，司机态度恶劣！不过北京本地人就这样，素质就是差！酒店方面应该采取措施，否则会因为这些痞子司机而影响酒店的客源和入住率。', '短评打分': 5}
{'短评内容': '离西站最近的酒店，坐火车非常方便', '短评打分': 5}
{'短评内容': '因在北京铁道大厦开会，故来此住。酒店外部环境及其糟糕，临近西客站，太杂。噪音比较大，还有1小时1次的钟声。酒店出大门后打车非常困难。离地铁远，不太方便。', '短评打分': 1}
{'短评内容': '房间比较小，设施不好，房间太不舒服，服务还可以，下次可能会选择其他酒店', '短评打分': 3}
{'短评内容': '离西客站比较进，周边环境不太好，人比较多，打车也不是特别的好打，但酒店内部环境还不错，服务挺不错的，当时我订的标间没有了，还免费给我换个套间，加张床，挺不错的', '短评打分': 3}
{'短评内容': '酒店在西客站对面,交通方便,房间里面环境也不错,下次去还会住这的.', '短评打分': 3}
{'短评内容': '酒店的整体还可以的，服务卫生以及设施都很好的，酒店的位置不错的，出行很方便的，价格还可以的酒店', '短评打分': 5}
{'短评内容': '酒店的位置交通方便，一般来北京我都是住这里，很不错的酒店', '短评打分': 5}
{'短评内容': '住过几次，整体感觉不错，性价比可以', '短评打分': 5}
{'短评内容': '酒店的服务以及环境都很好，地理位置也不错，交通也很便捷', '短评打分': 5}
{'短评内容': '这家酒店弄的挺干净的，住起来挺舒适的，周边交通也挺方便的，价格也蛮合适的。值得推荐', '短评打分': 5}
{'短评内容': '酒店的服务非常不错，卫生环境也很好，设施也很新，性价比高', '短评打分': 5}
