{'短评内容': '环境很不错', '短评打分': 5}
{'短评内容': '我仅仅在该酒店住了一个晚上, 印象还不错, 很干净,管理也不错.早餐很好.  ', '短评打分': 3}
{'短评内容': '＋不错，希望多搞活动', '短评打分': 3}
{'短评内容': '不错，希望能多搞活动。位置不错，交通还算方便。主要设施也全', '短评打分': 5}
{'短评内容': '非常好!环境不错。服务不错。位置也不错。性价比很高！', '短评打分': 5}
{'短评内容': '作为4星酒店，性价比在北京应该是非常高的了，酒店服务也特别热情，基本每次去都住这里，值得推荐。', '短评打分': 3}
{'短评内容': '作为4星酒店，性价比在北京应该是非常高的了，酒店服务也特别热情，基本每次去都住这里，值得推荐。', '短评打分': 5}
{'短评内容': ' 该酒店设施不错,早晨也很好.价格合适.是个不错的选择.', '短评打分': 5}
{'短评内容': '硬件设施、软件设施、装修条件、位置条件、交通条件都不错，值得一住', '短评打分': 3}
{'短评内容': '早餐种类相对缺少，有点对不住80每位价格。', '短评打分': 5}
{'短评内容': '酒店性价比非常高，位置也非常好。\r\n就是早餐相对种类少，建议多增加。', '短评打分': 5}
{'短评内容': '第一次入住，感觉非常温馨，房间布置非常细致周到，早餐丰富，是间硬件好软件更好的酒店，我喜欢！', '短评打分': 5}
{'短评内容': '还不错，就是装修，影响休息', '短评打分': 3}
{'短评内容': '经常住这家，离办事点近，方便。', '短评打分': 3}
{'短评内容': '离办事地方近,就经常住这个酒店,总体还行.', '短评打分': 5}
{'短评内容': '装修，有点影响', '短评打分': 5}
{'短评内容': '位置较为方便，打车、公交车及地铁都比较近，入住过两次，但是感觉第二次不如第一次好，走廊通风不好，吃饭价位偏贵，但总体还可以', '短评打分': 5}
{'短评内容': '比较方便吧！在西2环，广安门那边，离西客站很进。早餐比较丰富。', '短评打分': 5}
{'短评内容': '方便干净服务热情', '短评打分': 3}
{'短评内容': '房间大而舒适，很安静。每次去北京第一选是这家酒店。', '短评打分': 5}
{'短评内容': '设施不错', '短评打分': 5}
{'短评内容': '值得推荐', '短评打分': 3}
{'短评内容': '舒适干净,性价比还好,下次还住.', '短评打分': 3}
{'短评内容': '周围最性价比的酒店，比中环假日便宜，比深圳大厦房间大……', '短评打分': 5}
{'短评内容': '还可以....', '短评打分': 5}
{'短评内容': '不错, 尤其是免费上网点和包早餐, 方便, 性价比高, 下次还住.', '短评打分': 3}
{'短评内容': '舒适干净性价比也好', '短评打分': 5}
{'短评内容': '有的贵。', '短评打分': 3}
{'短评内容': '有的贵', '短评打分': 3}
{'短评内容': '值得推荐', '短评打分': 5}
{'短评内容': '可以', '短评打分': 5}
{'短评内容': '酒店装修是几年前的，不过还是很干净舒适，服务也不错', '短评打分': 5}
{'短评内容': '服务不错，环境也很好', '短评打分': 5}
{'短评内容': '免费宽带连早餐,房价格不到$500, 好!', '短评打分': 5}
{'短评内容': '位置很好。交通方便。', '短评打分': 5}
{'短评内容': '很好！干净舒适！', '短评打分': 3}
{'短评内容': '离地铁远一点，商场和吃饭比较方便。环境和服务很好卫生也很，服务生都很热情，下次还去。', '短评打分': 3}
{'短评内容': '很好\r\n', '短评打分': 3}
{'短评内容': '干净到位', '短评打分': 5}
{'短评内容': '档次高，卫生', '短评打分': 5}
{'短评内容': '单早这个有点别扭。要不就都不免费，要不就都免费，通常标间都是两个人，只赠送一个人的早餐显得较为不人性', '短评打分': 5}
{'短评内容': '算不错的酒店了，性价比很高，连安排2拨客人住此酒店一周呵呵', '短评打分': 5}
{'短评内容': '还行，就是早餐太贵了，质量也一般。', '短评打分': 5}
{'短评内容': '总体来说很不错，就是离机场有点远。但很适合商务出差人士，商务洽谈，接待外宾', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '很好。很干净。', '短评打分': 3}
{'短评内容': '很好,很干净。', '短评打分': 3}
{'短评内容': '很好。但有些介绍的设施和服务没有。', '短评打分': 5}
{'短评内容': '酒店开业多年，略显陈旧，但设施还符合四星级水平，毕竟是顶着维景的牌子。', '短评打分': 5}
{'短评内容': '这家酒店还可以，只是开车进出不太方便！^_^', '短评打分': 5}
{'短评内容': '服务不错，位置很好，交通方便', '短评打分': 1}
{'短评内容': '交通位置不错，就餐也很方便，房间大.', '短评打分': 5}
{'短评内容': '同地段四星酒店相比较，性价比非常不错，房间也比较大。', '短评打分': 5}
{'短评内容': '房间比较大舒适', '短评打分': 5}
{'短评内容': '对该酒店还是比较满意，感觉良好，还会住，并推荐给朋友。', '短评打分': 3}
{'短评内容': '希望价格最便宜一点', '短评打分': 5}
{'短评内容': '对该酒店非常满意，非常人性化，感觉很好，还会住，并推荐给朋友。', '短评打分': 5}
{'短评内容': '很好的酒店', '短评打分': 3}
{'短评内容': '不错，适合商旅。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '有霉味儿，不能安排无烟楼层。', '短评打分': 5}
{'短评内容': '没有想到这家宾馆还真不错，房间也很大，楼道内也很干净，屋内的设施比较新，但是我要加的一床被子有点问题了，被单很干净，可里面的被子有好大一块血渍污秽，可能是以前那位女同志不小心留下的渗透到被子里了，总体还不错，下次来还住这里。', '短评打分': 5}
{'短评内容': '支持！', '短评打分': 5}
{'短评内容': '房间比较大，很安静，因为我住的房间的窗户不临街这一点起到了作用，就是价位偏高吧，位置好也可以承受', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '挺不错的酒店', '短评打分': 5}
{'短评内容': '交通便利，环境可以，就是停车太麻烦！酒店没有自己的停车场。', '短评打分': 5}
{'短评内容': '房间很干净，但被子盖着实在是不太舒服，前台接待的态度不是很好。其他工作人员都非常好！', '短评打分': 5}
{'短评内容': '卧具虽然很干净，但是不舒服。房间里的体重秤没有一个好用的。大堂态度很好。', '短评打分': 5}
{'短评内容': '凑合!', '短评打分': 5}
{'短评内容': '还不错,只是停车不便,其它方面还就真不错!', '短评打分': 3}
{'短评内容': '设施齐全，位置很好，性价比不错。', '短评打分': 5}
{'短评内容': '其它都非常好,就是停车不方便,要收费!', '短评打分': 5}
{'短评内容': '不错，满意@', '短评打分': 3}
{'短评内容': '酒店不错，性价比也可以，有机会还会来的！', '短评打分': 5}
{'短评内容': '同档次的酒店，应该说位置性价比都不错！', '短评打分': 5}
{'短评内容': '价格很贵，入住时在凌晨，也许是打扰了别人休息，感觉前台的服务态度很差！！四星级标准吧，没有什么别的特殊！', '短评打分': 1}
{'短评内容': '房间很宽敞，但设施比较老化，尤其是卫生间！', '短评打分': 5}
{'短评内容': '这次推荐一位外国朋友来，他要早上去西客站，这里非常方便，服务也不错，他很满意', '短评打分': 3}
{'短评内容': '酒店位置很不错，去各处都方便，新装修的酒店，住起来很舒适，下次还推荐朋友来这里。', '短评打分': 5}
{'短评内容': '很适合的一家酒店', '短评打分': 5}
{'短评内容': '位置不错，设施一般，前台服务态度太强硬，check in的时候还可以，check out的时候....', '短评打分': 3}
{'短评内容': '位置不错，设施一般，服务态度有点强硬', '短评打分': 3}
{'短评内容': '地点不错，设施一般，价格相对地理位置还可以', '短评打分': 5}
{'短评内容': '室内温度较高，本来已有暖气，可是进入房间后发现暖气空调仍开着，室内温度达35度，不仅客人入住不舒适，而且浪费能源', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '位置很好，这边交通很方便，房间的卫生和设施也都还不错，服务也还算周到热情我觉得这是一家性价比较高的酒店，整体感觉还是值得推荐的。', '短评打分': 3}
{'短评内容': '顺路者还可以用,不值得推荐.', '短评打分': 3}
{'短评内容': '一般.', '短评打分': 3}
{'短评内容': '很一般的酒店.顺路的可以用,不值得推荐.', '短评打分': 5}
{'短评内容': '酒店位置好。吃饭方便卫生很好', '短评打分': 3}
{'短评内容': '酒店位置好。吃饭方便卫生很好', '短评打分': 5}
{'短评内容': '房间价格实惠，地理优势强', '短评打分': 5}
{'短评内容': '酒店总体不错，交通位置可以。', '短评打分': 5}
{'短评内容': '感觉酒店还不错，环境挺好的，而且离我办事的地方特别近，特别方便', '短评打分': 5}
{'短评内容': '酒店就是位置比较不错，他的好环境，硬件设施都很一般，条件不好，以这样的条件来说，价格实在偏高。', '短评打分': 1}
{'短评内容': '酒店很干净，服务和环境也不错，交通很方便，地理位置也很好', '短评打分': 5}
{'短评内容': '酒店很不错,整体条件环境和它的星级还是很符合的；交通也较方便；', '短评打分': 5}
{'短评内容': '总的来说很不错，干净整洁，硬件也很好，就是有的服务生觉得比较木讷，价格要是稍微在低点就更合适了 ', '短评打分': 5}
{'短评内容': '酒店的服务挺热情周到的，，地理位置交通挺方便。就是酒店的价格稍微偏高些。', '短评打分': 5}
{'短评内容': '觉得位置比较好,离自己办事的位置比较近', '短评打分': 5}
{'短评内容': '住店停车和上网应免费.', '短评打分': 3}
{'短评内容': '&amp;lt;P&amp;gt;总的感觉还是不错，设施比较豪华和舒适。推荐！&amp;lt;/P&amp;gt;', '短评打分': 5}
{'短评内容': '外面很豪华，感觉还好。酒店商场很好，有好多的包包，都很好看。用餐很贵，不过酒店右边有一家很好的小馆，可以去那里吃。', '短评打分': 5}
