{'短评内容': '干净整洁6666666666666666', '短评打分': 5}
{'短评内容': '唯一的优点就是离火车近, 另外送的水是5000, 硬件只能说过的去,房间的咖啡也不免费', '短评打分': 5}
{'短评内容': '非常一般的酒店，不推荐！', '短评打分': 1}
{'短评内容': '第一次入住觉得还不错，靠近火车站， 交通便利。 第二次入住感觉非常差。 两点让我惊讶：\r\n\r\n1。房间内有的所有毛巾都像我家擦过地板之后的一个状态， 感觉很脏。我叫服务员帮我换了一次毛巾， 但是没有好多少。 \r\n\r\n2。我第二次入住的时候刚好赶上热水检修（按照房间的通知上应该是我离店的当天检修停热水）， 水龙头里的水都是混浊的，根本没有办法用（自然也没有办法洗漱和洗澡）。 我叫服务员过来看了两次，', '短评打分': 1}
{'短评内容': '好像早餐有点差', '短评打分': 5}
{'短评内容': '位置好，靠近火车站,交通方便，价格合理适中.', '短评打分': 5}
{'短评内容': '酒店还行，就是感觉服务不热情。另外停车位太少，与大酒店不相称。', '短评打分': 1}
{'短评内容': '性价比不高，毛巾太旧，空调还是坏的，早餐也很一般。', '短评打分': 1}
{'短评内容': 'just so so，but no other better choice.', '短评打分': 3}
{'短评内容': '很一般', '短评打分': 3}
{'短评内容': '就是位置好，靠近火车站，但是不管是硬件还是软件设施，都达不到4星级的标准。不过徐州也没更好的酒店了。', '短评打分': 1}
{'短评内容': '价格可以,位置有些偏.周围的环境也比较乱,里面的设施和卫生都还可以,我还是比较满意的.如果周围的环境在好一些就更好了.', '短评打分': 3}
{'短评内容': '就在火车站和长途汽车站附近。交通非常方便，对出差人员很适合。设施方面稍微陈旧。', '短评打分': 5}
{'短评内容': '酒店的环境硬件设施都比较不错，位置出行交通方便，价格合理适中。为色号那个服务也很好，整体来讲在徐州算是非常好的酒店了值得推荐入住。', '短评打分': 3}
{'短评内容': '这是这次旅行中最不喜欢的酒店了, 整个酒店设施陈旧, 毛巾都旧得发黑了还继续给客人用, 服务一般,本以为是徐州最好的酒店,标的是四星, 感觉也就是二三星的水平,下次不会住这儿了.', '短评打分': 1}
{'短评内容': '真的很差  下次不在考虑了 受不了 破酒店', '短评打分': 1}
{'短评内容': '如果就是为了次日赶火车，那么这里不错，就在火车站广场边。距离200米而已。\r\n设施陈旧，放几年前应该还可以。价格高。不是必须则不推荐入住', '短评打分': 1}
{'短评内容': '一到这个酒店，就想离开。没有想到距火车站如此近，很嘈杂。我订的套房478一晚，连咖啡也不供，问她们要，还要3元钱一袋；客房里连护理包都没有，不小心将手划破了，连药棉和棉花签都没有；也不供剃须刀。性价比极差。下次坚决不住这个酒店了', '短评打分': 1}
{'短评内容': '酒店价格合理，早餐很不错，满意', '短评打分': 5}
{'短评内容': '靠近车站，位置不错，设施也还过得去。', '短评打分': 5}
{'短评内容': '交通便利，但是有点吵', '短评打分': 5}
{'短评内容': '酒店客房的服务非常好，就是酒吧的服务员素质还需要提高，晚上八点多在酒吧和客户喝啤酒，服务员大概是等着下班，连续问了几遍什么时候结账。', '短评打分': 5}
{'短评内容': '从来没住过房间如此旧的4星。先给了一个拐角的房间。那个格局是个怪。三角的房间。如何住？后来换了个靠铁路的 。地毯也比较脏。如果不是想离车站进点，绝对不会住那', '短评打分': 1}
{'短评内容': '酒店的整体不错的，服务卫生以及设施都很好的，酒店的位置不错的，交通很方便的，酒店的价格还可以的。', '短评打分': 5}
{'短评内容': '酒店的整体还不错的,服务卫生以及房间的内部设施都可以的,酒店的位置很好的,出行很方便的性价比不错的酒店的', '短评打分': 5}
{'短评内容': '酒店的位置位于火车站附近非常吵杂，很乱周围环境，但是酒店的内部很好干净很舒适，配置也很达标，硬件设施舒适度也很不错，价格合理适中。下次过去那边可能会考虑安静的酒店入住。', '短评打分': 1}
{'短评内容': '位置挺不错，交通方便！早餐不错，我挺喜欢的！价格一般吧，还能接受！就是毛巾看起来有点旧，其它的还不错！', '短评打分': 5}
{'短评内容': '酒店的整体感觉很好的酒店,各项服务卫生条件搜不错的,设施很齐全的,酒店的位置非常好出行很方便的,性价比不错的酒店', '短评打分': 5}
{'短评内容': '酒店价格合理，早餐很不错，相當满意', '短评打分': 5}
{'短评内容': '临近火车站和汽车站，交通便利，但卫生条件有待提高，周围环境比较乱', '短评打分': 5}
{'短评内容': '酒店价格适中，环境也很好，酒店提供的早餐口味也不错，整体我对这家酒店非常满意的，值得推荐', '短评打分': 5}
{'短评内容': '地理位置不错，介于火车站与汽车站之间，虽然临近铁路，但是房间的隔音设施较好，晚间听不见火车的声音，酒店内部设施不错，价格合理，适合居住。', '短评打分': 3}
{'短评内容': '与星级不相称', '短评打分': 1}
{'短评内容': '靠火车站的一面非产吵，很不容易入睡！隔音也不好，隔壁的电视声也听得到！', '短评打分': 5}
{'短评内容': '地势不错，交通方便，酒店设施可以，自助早餐的品种有点少', '短评打分': 5}
{'短评内容': '我感觉比一般同等的酒店要好一些，干净舒适，交通方便', '短评打分': 5}
{'短评内容': '应适当改进服务质量，引进国外酒店先进管理经验。\r\n在徐州是一家不错的性价比不错的酒店。\r\n推荐入住酒店。', '短评打分': 5}
{'短评内容': '位置很好，因为我基本每次去徐州都是乘坐火车去，而住在嘉利就很方便；宾馆内宽带速度很快；虽然靠近铁路，不过窗户关上后就不怎么会听见汽笛的声音；总之综合各方面的条件都很适合商务旅行的需要', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '没有什么过多的感受，没有什么太好太差的感觉，基本上还可以吧。', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '门童看报不拿行李,楼层服务员冲进房间找东西......,结帐时不主动开发票!!!\r\n\r\n这样的酒店我是不会再住!', '短评打分': 1}
{'短评内容': '.', '短评打分': 3}
{'短评内容': '酒店位置不好，旁边就是火车站，整夜的火车鸣笛声让人很烦躁，房间的隔音效果很差！', '短评打分': 3}
{'短评内容': '服务不错，价格有点高，周围环境一般，但如果要做火车或汽车还是不错的，距离特别的近。', '短评打分': 5}
{'短评内容': '&amp;lt;P&amp;gt;房间有点老了设施有点旧,虽然离火车站近,但是隔音还是可以,另外配套设施和服务还可以,勉强够四星了!!!&amp;lt;/P&amp;gt;', '短评打分': 5}
{'短评内容': '&amp;lt;P&amp;gt;徐州不是清洁的城市，&amp;lt;/P&amp;gt;&lt;br /&gt;\n&amp;lt;P&amp;gt;徐州这应该算是还可以的酒店了，&amp;lt;/P&amp;gt;&lt;br /&gt;\n&amp;lt;P&amp;gt;靠近火车站，&amp;lt;/P&amp;gt;&lt;br /&gt;\n&amp;lt;P&amp;gt;倒是很方便，&a', '短评打分': 5}
{'短评内容': '&amp;lt;P&amp;gt;04年住的时候记得是：脏乱差！&amp;lt;/P&amp;gt;&lt;br /&gt;\n&amp;lt;P&amp;gt;离火车站太近，可以听到火车进站的声音和列车员报站名，基本上睡不太好。地面吵得很。&amp;lt;/P&amp;gt;&lt;br /&gt;\n&amp;lt;P&amp;gt;其实不仅是酒店，在徐州可千万小心被出租死机坑蒙拐骗，上次去被司机', '短评打分': 3}
{'短评内容': '在徐州这应该算是最好的酒店了，靠近火车站，倒是很方便，房间也还行，就是有点旧了。勉强够的上四星的标准。', '短评打分': 5}
{'短评内容': '好久没来嘉利,一来徐州就住这,别的酒店也都住过,最后还是感觉嘉利还是最好的,这次来到嘉利门口一看不象以前那样乱了,门口的路重新修了,变的宽敞了.在酒店的餐厅吃了他们搞的水果宴,真不错,很清爽,怎么说呢,徐州的首选酒店吧.', '短评打分': 5}
{'短评内容': '酒店外环境脏乱,房间还行,菜不错,旋转餐厅一流.同城这算好的', '短评打分': 3}
{'短评内容': '刚才说这家酒店是江苏境内最好的人，你没有在南京住过5星的酒店吧。不知道就不要乱说，真让人笑话。徐州这家酒店我住过，只能说还说的过去，可是和我在南京住的金陵饭店还有侨鸿（金鹰）皇冠酒店比起来的话，嘉利国际酒店就放不上桌面了。', '短评打分': 3}
{'短评内容': '在嘉利住过N次了，都好，在江苏境内算是好的，比南京的一些四星还要到位些。建议将客房中陈列的书籍换一下，有些很旧很脏了，而且尽是徐州人自吹自擂的，有损酒店形象。', '短评打分': 3}
{'短评内容': '徐州不是清洁的城市，我认为自驾车应避免停留住宿，住这家酒店还不错，如果一定要住徐州的话。', '短评打分': 5}
{'短评内容': '我去过三十几个城市，在这种中型城市中，这种酒店应该是不错的了。', '短评打分': 3}
{'短评内容': '相当好的酒店，服务和设备在同等规模的城市中绝对是一流，甚至比某些大城市中的同星级酒店还好。绝对超值。推荐！', '短评打分': 3}
{'短评内容': '我想问一下那个价格是一天的还是几天的啊？', '短评打分': 3}
{'短评内容': '我每次出差经过徐州，都是住在这里，这是徐州最好的酒店也是苏北地区最好的酒店了。只不过它的优点也是缺点，离火车站太近了！晚上你可以听得见火车的汽笛声音！', '短评打分': 3}
{'短评内容': '很好的酒店，在这样的小城市实在不容易。记得从前第一次住时提了两点小意见，第二次来时完全改进了。&lt;br /&gt;\n&lt;br /&gt;\n上一次来时我抱怨说早餐没有非吸烟区，这次也加了牌子。&lt;br /&gt;\n&lt;br /&gt;\n不过早餐的格式是那种小城市里常见的中西合壁式，做不到位子一客一清，据我在此类规模的十几个城市走下来，好象看不到有谁做得好的。', '短评打分': 3}
{'短评内容': '不错，是徐州最好的酒店！！', '短评打分': 3}
{'短评内容': '服务员非常热情， 见人就笑，不错。', '短评打分': 3}
{'短评内容': '地点: 很好 对面是汽车总站, 右测是火车站. 火车站地底广场有网吧.&lt;br /&gt;\n餐饮: 旋转餐厅晚餐的类别不够多.自助早餐之餐厅应分隔吸烟及非吸烟区. 似乎已经没有西餐厅.&lt;br /&gt;\n总结: 很好的酒店，价格公道，服务也不错。&lt;br /&gt;\n&lt;br /&gt;\n&lt;br /&gt;\n', '短评打分': 3}
{'短评内容': '很好的酒店，价格公道，服务也不错。&lt;br /&gt;\n4楼的ktv很好，有时间该去坐坐。', '短评打分': 3}
