{'短评内容': '酒店卫生还算不错，老板也很热情，家具摆件有点差了。', '短评打分': 4}
{'短评内容': '距离西栅景区近，可以夜游西栅。酒店干净，价格合理，尽管离马路太近，有噪音，但总体而言也是不错的选择。', '短评打分': 5}
{'短评内容': '酒店属于家庭式小酒店，离经济型连锁酒店有些差距，而且房间内没有电话，不过卫生还挺干净，并且老板娘非常热情，饭菜也还可以。', '短评打分': 3}
{'短评内容': '我没有去住，帮朋友定的。但朋友回来说不错。离西栅很近！环境可以 三人间280可以接受！', '短评打分': 5}
{'短评内容': '离西栅的大门非常近，大厅非常大，\n1. 农家菜很香很好吃！！！上菜速度很快！！价格还好 一定要吃一顿啊！\n2. 大床房很大，还有阳台，晚上很安静！！ 床很舒服\n3. 没有电热水壶 洗澡的不给力 只有一双拖鞋\n4. 房间没有宽带 价格稍高\n5. 老板很热情', '短评打分': 5}
{'短评内容': '周末去的，房价贵了点，位于西栅门口，房间还行', '短评打分': 5}
{'短评内容': '价格乱涨价，房间设施太差。就这个房间顶多卖120，而我们入住却是420', '短评打分': 1}
{'短评内容': '还不错，但不在西栅内，服务到位，房间也比较干净，就是厕所时玻璃门，无语', '短评打分': 5}
{'短评内容': '房间挺大，就是离火车到比较近，火车哐当哐当有点吵。', '短评打分': 5}
{'短评内容': '经济实惠，饭菜很好吃！强烈推荐咂肉。离景区很近的！ ', '短评打分': 3}
{'短评内容': '房间很宽敞，就是洗澡晚上没有热水，服务台电话总是打不通', '短评打分': 5}
{'短评内容': '宾馆离西栅很近，房间挺干净的，老板很热情，住了两个晚上，饭菜也可口，最后一天老板还送了一顿早餐…', '短评打分': 3}
{'短评内容': '本来没有3m的网线了，结果现给做了一条，很感谢。性价比很高，打车很方便，推荐~~~', '短评打分': 5}
{'短评内容': '说实话~没北京路的好~我住在7楼~正好赶上装修~晚上6点了~还在装修~白天就更不用说了~嗡嗡的~吃饭也要走好远~还有打扫的大婶~我说换床单~人家来个我们这3天一换床单~什么态度~最后还是给我换了~但是心里就是不舒服~总之以后还是住北京路的速8~', '短评打分': 1}
{'短评内容': '很好，环境很好不错！！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '很不错  干净  出行也方便  推荐大家这家酒店', '短评打分': 5}
{'短评内容': '万顺楼酒店服务不错,谢谢!', '短评打分': 3}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '非常好，环境好价格便宜以后还会去住！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '环境优雅、服务周到、交通便利、房间虽小设施齐全', '短评打分': 5}
{'短评内容': '不错非常好！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '老板很热情，饭菜也很好吃，还给了优惠，呵呵', '短评打分': 5}
{'短评内容': '，因为临近火车站，有点吵，然后找不到吃饭的地方，隔音也不是很好', '短评打分': 5}
{'短评内容': '挺好的，服务到位，环境也不错，就是停车位少点，室内冷了些，但是有空调', '短评打分': 5}
{'短评内容': '环境优雅、服务周到、交通便利、房间虽小设施齐全！', '短评打分': 5}
{'短评内容': '酒店挺干净的，店家服务很好', '短评打分': 3}
{'短评内容': '住宿一般。', '短评打分': 3}
{'短评内容': '该店地处景区对过，去景区很是方便，店家可以去接站，老板挺会做生意。', '短评打分': 5}
{'短评内容': '酒店位置俱佳，房间卫生尚可，饭菜质量挺好的，老板挺厚道', '短评打分': 5}
{'短评内容': '环境一般，以为临大街，早上有点吵，晚上周围没有吃饭的地方', '短评打分': 5}
{'短评内容': '＋住房加了四十押金…房间很大，老板很热情，还帮忙提行李，就是饭菜偏贵些，不过景区都差不多，也OK的。', '短评打分': 3}
{'短评内容': '每一次入住都有新感觉---------------\n', '短评打分': 5}
{'短评内容': '又住一天························，好！', '短评打分': 5}
{'短评内容': '离火车站汽车站都很近，干净，舒适，性价比高，非常推荐！！                                     ', '短评打分': 5}
{'短评内容': '住了两天吉林大街店，整体来说不错，因为是特价房？给了没有窗户的房间。打扫房间的大姐很热情，服务业很好。希望以后更好。', '短评打分': 5}
{'短评内容': '我住的是88元特价房，一进去心情就很好，非常干净，床单很漂亮，巧克力的窗帘，有种家的感觉，住着很舒服，很满意', '短评打分': 5}
{'短评内容': '不错，感觉很好~~~~~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '好~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '乌镇的万顺楼，家庭旅馆，就在西栅景区门口，环境不错，老板一家很热情，还给我儿子一个小乌龟，呵呵。', '短评打分': 3}
{'短评内容': ' 3人间和双标房大小还好，大床间小了点。被子偏薄，被罩有点硬，3人间40升热水不够。其它还好。', '短评打分': 3}
{'短评内容': '菜烧得好吃，老板人很客气。还会去吃饭。 很干净。', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '十是个家庭酒店，比较干净.房间较小，热水器是40L的，不太够.老板很热情.饭店位置很好.推荐自由行者入住.', '短评打分': 3}
{'短评内容': '还算可以', '短评打分': 3}
{'短评内容': '因为是淡季就我们自己在那住，缺点是不在西栅里面，屋子还是蛮干净的，老板不错', '短评打分': 1}
{'短评内容': '老板人不错，态度也好。位置离西栅很近。。。', '短评打分': 5}
{'短评内容': '还可以,就是条件有点差,可是,离禁区还是很近的!', '短评打分': 5}
{'短评内容': '还可以,主要是空调不怎么给力，冬天住有点冷了。', '短评打分': 5}
{'短评内容': '地点好，离西栅东大门只有十几米， 去景点很方便。价格合适，服务好。推荐', '短评打分': 5}
{'短评内容': '总体感觉不错，房间也挺大的，特别是位置很好，西栅景区东门出来左手边20米就到了，不足的地方就是，卫生间门市透明的，空调声音有点大，', '短评打分': 5}
{'短评内容': '老板服务不错，挺方便。\n一排都市商铺及住店。。', '短评打分': 5}
{'短评内容': '菜不错，住的地方挺干净的！离景区较近', '短评打分': 3}
{'短评内容': '老板很好噢.到了就有车接我们.房间很大也很干净.万顺楼的菜也很好吃噢', '短评打分': 3}
{'短评内容': '酒店整体感觉不错,床还算比较舒服,只是房间稍小了一些.服务也不错,很亲切', '短评打分': 3}
{'短评内容': '光顾很多次了，感觉很好，给个好评吧，希望再接再厉啊！', '短评打分': 5}
{'短评内容': '！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 3}
{'短评内容': '很好。。。不错。很舒适。。。以后还会继续订购的。。。', '短评打分': 5}
{'短评内容': '很好，刚开业不久，干净,房间也比较大，大床房也有窗户，不错，下次还来', '短评打分': 5}
{'短评内容': '离景区近，方便。房间挺干净的，早上9点了还有早餐吃', '短评打分': 5}
{'短评内容': '早餐是稀饭、馒头、鸡蛋、油条、榨菜和咸菜，有点像小时候的早饭。针头不舒服是大家公认的缺点。', '短评打分': 5}
{'短评内容': '房间装修很一般，电热水器只够洗一个人的澡，免费的沐浴露和洗发水尽量不要用，靠马路很早就听得到外面车经过的声音了，隔音较差。\n唯一的优点是靠西栅大门近，门口可以停车。', '短评打分': 5}
{'短评内容': '朋友说 还不错 挺干净的 舒服·性价比高', '短评打分': 5}
{'短评内容': '不错，屋子干净，服务态度也热情。值得私家住。', '短评打分': 5}
{'短评内容': '很不错很好', '短评打分': 3}
{'短评内容': '酒店位置很好，就在西栅大门对面。房间是地砖的，装修也比较过时了，感觉住的不温馨。早餐还不错，店家服务态度也不错。', '短评打分': 5}
{'短评内容': '。。。。。。。。。。。。。。。。。。。很好\n。', '短评打分': 5}
{'短评内容': '我儿子生病了，老板娘一直忙前忙后的帮忙．．．真的非常感谢．．．', '短评打分': 5}
{'短评内容': '已经是第二次光顾了，环境很好，就是网速慢了点，呵呵总体感觉不错！', '短评打分': 5}
{'短评内容': '环境很好，床很舒服，服务态度也好，还会光顾的！', '短评打分': 5}
{'短评内容': '床很舒服，环境很好，服务态度也很好，还会选择这家酒店的', '短评打分': 5}
{'短评内容': '非常满意', '短评打分': 3}
{'短评内容': '环境很不错！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '环境很干净，配套设施也比较齐全，就是刚开业还没有餐厅，有些不方便，其他方面都很好！', '短评打分': 5}
{'短评内容': '酒店不是在景区内，在西栅景区门口对面，设施算可以了，在她家吃的晚饭，也不算贵。可以免费到车站来接。停车也是免费的。唯一不好就是，住的202号房，马桶不太好使，后来者注意了。', '短评打分': 5}
{'短评内容': '性价比非常高的一家店，而且环境非常非常的好！！', '短评打分': 5}
{'短评内容': '不错,卫生,方便,店家还好', '短评打分': 3}
{'短评内容': '酒店很好  很干净   老板态度很好', '短评打分': 3}
{'短评内容': '酒店很不错很干净老板人也好，就是有点小贵！', '短评打分': 3}
{'短评内容': '还行吧，干净，态度不错\n还行吧，干净，态度不错', '短评打分': 5}
{'短评内容': '条件一般，离西栅很近，老板人不错，要是有早餐就更好了', '短评打分': 5}
{'短评内容': '和大家的评论差不多，性价比不错, 房间比较干净，离景区也很近', '短评打分': 5}
{'短评内容': '卫生干净、环境幽雅、服务优良、给人有一种到家的感觉。 ', '短评打分': 5}
{'短评内容': ' 环境不错', '短评打分': 5}
{'短评内容': '老板人很好', '短评打分': 5}
{'短评内容': '房间干净，比较满意。酒店的位置很好，离开景点很近，有机会还会预订的。', '短评打分': 5}
{'短评内容': '不错，酒店名好，老板家很热情，菜烧得挺好，卫生也不错，就是住的那间固定莲篷头的支架断了，老板要及时换下。', '短评打分': 5}
{'短评内容': '方便 干净 快捷 舒适 就是酒店标识不明显  ，附近设施齐全 性价比高', '短评打分': 5}
{'短评内容': '店家人非常好，服务很周到，房间比较大，而且还有免费的早餐，车接车送很方便', '短评打分': 5}
{'短评内容': '位置不错，就在景区门口，酒店老板娘很热情，酒店的菜味道不错', '短评打分': 5}
{'短评内容': '前台服务员连路都不知道，但是态度可以.自驾的朋友就不要去啦。', '短评打分': 1}
{'短评内容': '+酒店有点贵,不过还算干净', '短评打分': 5}
{'短评内容': '+大姐非常热情，强烈推荐水乡生活。', '短评打分': 5}
{'短评内容': '挺好的一家店，住的很舒服。比想象的要干净的多，老板也非常的人情，人很好。另外一定要重点评价一下的是，老板的菜做的非常非常的好，是出去走的这一圈一面，吃到的最好的。下次去的话还会选的，也会推荐给朋友。', '短评打分': 5}
{'短评内容': '还可以，这家还可以再住。不过还是西栅里面的比较好，合算。', '短评打分': 3}
{'短评内容': '很不错的酒店哦，老板人也很好，还会帮忙买车票的哦', '短评打分': 5}
{'短评内容': '离景区入口十分近，老板十分的热情。可能去晚了，只游玩了西栅夜景。', '短评打分': 5}
{'短评内容': '实在不乍的,设施太差了,就个位置还不错的.总的来说差,离普通的连锁酒店太远了', '短评打分': 1}
{'短评内容': '老板娘非常好，房间宽敞，设施也比较好，总的说来住的很舒适。。。', '短评打分': 3}
{'短评内容': '老板娘非常好，房间宽敞，设施也比较好，总的说来住的很舒适。。。', '短评打分': 3}
{'短评内容': '老板娘非常好，房间宽敞，设施也比较好，总的说来住的很舒适。。。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '酒店就在西栅东门对面，房间很大，床挺大，卫生间也很大，卫生不错，老板人也不错，本来就是西栅住的，只是建景区征用了他们的地迁到这里了，最近准备提供免费早餐，和他们吃的是一样的。不过喜欢古镇的童鞋还是在景区内住上一晚吧，这样可以充分利用门票嘛。不过等南栅等景区开发后，需要在乌镇住上一段时间，在这住还是不错的。性价比还可以。', '短评打分': 5}
{'短评内容': '老板人很热情，服务特很周到，但是房间的网速要是再快一些，那就更完美了。', '短评打分': 5}
{'短评内容': '酒店还算干净，就是房间小了点，没有早饭吃不怎么方便。', '短评打分': 5}
{'短评内容': '店内的饭菜很不错，如果懒得出去寻找饭菜，就在店内吃吧，招牌菜粽叶扎肉，很美味~', '短评打分': 5}
{'短评内容': '如约入住了万顺，老板去车站接的，晚餐很实惠味道也好，湖羊肉鲜美酒酿圆子香甜，房间干净整洁。', '短评打分': 5}
{'短评内容': '我们一行三人住该酒店（预订的，老板讲信誉留的二楼），胡老板与他的家人很热情，车接、送，东西掉车上，老板帮助找回。饭菜可口味很香，经济实惠，走时老板娘还送可口的咸菜，谢谢！住宿条件非常干净，而且就在西栅大门口，位置很好。下次还住这里。', '短评打分': 3}
{'短评内容': '去西栅很近。去东栅的话，可以到西栅门口坐免费公交车。地点不错，但相对200元一个晚上的房价来说，里头的设施不够好，比较简单。来接站的车很差，司机给人的印象差。但司机不是老板，可能是老板雇的。到乌镇车站时，也有人介绍100多房价的。估计差不多，因为那边一般都是自己的房子改造的。', '短评打分': 1}
{'短评内容': '万顺楼酒店位置很好，离西栅很近，卫生也很干净，房间很大，老板态度也很好。唯一不足的一点是卫生间没有浴巾，手纸很粗糙。', '短评打分': 5}
{'短评内容': '服务热情周到，有求必应', '短评打分': 5}
{'短评内容': '8月旅游离开世博带着小孩入住该酒店，有一种回家温馨的感觉，胡老板与他的家人很热情，很周到，饭菜口味很香，尤其对小孩很关心。住宿条件又新又干净，而且就在西栅东大门，位置很好，空气很好！', '短评打分': 5}
{'短评内容': '酒店条件不错,位置也很好,服务态度也很好。总之挺让人满意。', '短评打分': 5}
{'短评内容': '老板人很好，店就在西栅门口，性价比比较高', '短评打分': 5}
{'短评内容': '优秀，老板车接，人非常好，酒店位置好，住的性价比高，吃的经济可口，好。', '短评打分': 5}
{'短评内容': '房間很大,老板熱情,吃的菜餚很可口但強迫消費紙巾', '短评打分': 5}
{'短评内容': '老板人很好，饭菜很合口味。特别是酱鸭、羊肉味道不错。', '短评打分': 5}
{'短评内容': '蛮干净的', '短评打分': 5}
{'短评内容': '+老板夫妇人不错。', '短评打分': 5}
{'短评内容': '房间干净，老板娘热情。', '短评打分': 5}
{'短评内容': '老板人很好，也很热情；地点位置好，西栅近在咫尺，不过离东栅有点远。', '短评打分': 5}
{'短评内容': '非常不错，老板很热情，环境也不错，老板的拿手菜非常棒，支持支持', '短评打分': 5}
{'短评内容': '非常不错，老板很热情，环境也不错，老板的拿手菜非常棒，支持支持', '短评打分': 3}
{'短评内容': '+很好', '短评打分': 5}
{'短评内容': '\u3000挺干净的，而且休息的时候很安静，离西札景区非常的进！', '短评打分': 5}
{'短评内容': '第二次去乌镇,还是住在这家酒店,感觉不错啊!', '短评打分': 3}
{'短评内容': '老板人很好,我们离开的时候东西落下了,老板及时给我们邮寄过来了.', '短评打分': 3}
{'短评内容': '老板非常好,服务周到,酒店环境和地理位置也很好!', '短评打分': 5}
{'短评内容': '店老板做的酱鸭很不错，方便的话是不错的特产或礼物。', '短评打分': 5}
{'短评内容': '房间的空间挺大，离西栅很近，总的来说比较舒适', '短评打分': 5}
{'短评内容': '酒店位置不错，离西栅景区很近，但是设施比较一般，房间很小，有蚊子，卫生间里的纸太硬了，皮肤细的人小心擦破皮，呵呵', '短评打分': 1}
{'短评内容': '出行方便~~吃的很可口~~老板十分热情~~不错', '短评打分': 5}
{'短评内容': '老板人超好 包接包送 价格还可以  厨师的手艺很好', '短评打分': 3}
{'短评内容': '非常好的店子 老板人超好 每天还帮我们把衣服甩干晾出去\r\n蛋饺很有特色', '短评打分': 5}
{'短评内容': '当地人开的私人旅店，离西栅景区非常的近，做的菜也好吃，价格合理。毕竟是私人旅店，设施上不如大城市的连锁酒店，不过可以接受啊', '短评打分': 5}
{'短评内容': '感觉还不错，建议住标间，宽敞明亮，卫生设施都还不错，大床房稍差了一些，感觉不错，位置距离西栅很近，但是离客车站比较远，做三轮车要10块钱', '短评打分': 3}
{'短评内容': '感觉还不错，建议住标间，宽敞明亮，卫生设施都还不错，大床房稍差了一些，感觉不错', '短评打分': 3}
{'短评内容': '感觉还不错，建议住标间，宽敞明亮，卫生设施都还不错，大床房稍差了一些，感觉不错', '短评打分': 5}
{'短评内容': '干净舒适，老板人很好', '短评打分': 5}
{'短评内容': '地理位置很好，老板一家人都很热情，二掌柜手艺也不错，我们买了一箱姑嫂饼带走的，很好吃的。', '短评打分': 3}
{'短评内容': '老板人很好，到汽车站接的我们，房间也很干净，二掌柜的手艺是真的不错，特别是麻辣豆腐，一定要尝一下。位置也很好，就在西栅门口。', '短评打分': 5}
{'短评内容': '我们是自驾，所以这个地方很适合我们，有地方停车。伙食不错，尤其是扎肉和酱鸭，都是现做现卖。其他菜也很好吃，我们在他家买的特产姑嫂饼，比其他牌子的好吃', '短评打分': 5}
{'短评内容': 'hen hao', '短评打分': 5}
{'短评内容': '位置挺好找的而且离景区比较近。，房间还行卫生设施都不错，价格还可以。', '短评打分': 5}
{'短评内容': '酒店卫生不错，服务态度很好、很热情，整体比较干净。', '短评打分': 5}
{'短评内容': '老板人不错等我们到了1点多 因为路上原因 没能预计12点到达，晚了1个多小时，老板也很热情，，\r\n但唯一感觉不好的地方就是，房间设施跟照片上差别太多，感觉是住进了60块一晚上的旅店，浴室还是公用的，照片上看了挺温馨的，\r\n本来预定在那住两天的，第二天就闪人换地方住了，至于价格虽然高点但出去玩了没那么计较，但住的房间真不好，跟没装修的一样，设施就是床、电视没了，很单调，用的还是热水瓶，虽然我不爱喝不', '短评打分': 1}
{'短评内容': '老板不错,我们把东西忘记了,是老板给快递邮寄过来的,谢谢!', '短评打分': 5}
{'短评内容': '还好。不错，老板很好认', '短评打分': 3}
{'短评内容': '老板帮忙买了回程的票 很贴心 而且没收手续费 大厨的手札肉很好吃很好吃 应该要一整份的 嘿嘿', '短评打分': 5}
{'短评内容': '离乌镇车站有点远，好在他们会来接送你。房间很清静，很干净，很大，还有超大的衣柜。无敌田野风光，对面就是西栅。美中不足的是一次性用品很一般，不过总体来说性价比相当的高啊。下次来还要住这个', '短评打分': 5}
{'短评内容': '私人的店，还有点温馨的，不错', '短评打分': 5}
{'短评内容': '老板不错，地理位置极佳，卫生，饭菜可口！值得推荐', '短评打分': 5}
{'短评内容': '房间比较大，而且离西栅很近，若下次就晚上游玩以后再入住，感觉不错，老板人很好，若价格再优惠些更好啦', '短评打分': 5}
{'短评内容': '非常值得推荐的一家酒店!主人一家非常的热情好客!位置挺好的,就在西栅东大门门口.他们家餐厅就在一楼,价格满实惠但味道很好!特别是招牌夹肉,做的很有特色很好吃,推荐大家尝一下,另外酱鸭也挺不错的!以后肯定还会来乌镇,还会再住他们家!', '短评打分': 5}
{'短评内容': '卫生设施都还不错，价格的话是还行也不是很贵，位置还算是挺好找的，性价比不错。', '短评打分': 5}
{'短评内容': '不错！可以的……', '短评打分': 5}
{'短评内容': '位置确实很好，在西栅景区大门外，但是价格实在偏高，我就是在这个网上看见推荐才定的，但是到了才发现，乌镇这种普通民房改建的酒店实在太多了，满大街都是，乌镇就是靠旅游吃饭的，其实完全可以选一个离大门稍远点，但是环境条件设施各方面都好些的，最最重要的是——价格便宜好多，非黄金时期还可以更低，其实乌镇不大，走走一会就到了，我们东栅西栅玩的都是用走的，实在没多远，就是外地人到那不熟悉路，容易被忽悠', '短评打分': 1}
{'短评内容': '位置很好，离西栅很近，走过去一分钟就到。特色菜很美味，服务热情。只是卫生间下水比较慢。', '短评打分': 5}
{'短评内容': '老闆態度非常好，酒店就在西柵門口，很方便。房間大，寧靜，設施新淨，不過洗澡熱水爐水溫難控制，很難調到溫水，熱水水壓比較弱。', '短评打分': 5}
{'短评内容': '干净、安静，西栅门口位置也不错，推荐滴，房价有点高', '短评打分': 5}
{'短评内容': '非常不错,很干净,位置好.他们家楼下餐厅做的菜很好吃,比景区内味道好多了', '短评打分': 5}
{'短评内容': '环境还不错，卫生设施都还是挺好的，价格还是高了一些，位置是挺好找的，酒店看起来还是挺不错的，要是价格再便宜一些就更好了。', '短评打分': 5}
{'短评内容': '环境还不错，卫生设施都还是挺好的，价格还是高了一些，位置是挺好找的，酒店看起来还是挺不错的，要是价格再便宜一些就更好了。', '短评打分': 5}
{'短评内容': '离西栅近，服务也不错', '短评打分': 5}
{'短评内容': '很不错的酒店，很干净，配套设施完善，性价比蛮好，下次还会去入住。', '短评打分': 5}
{'短评内容': '很不错的酒店，很干净，配套设施完善，性价比蛮好，下次还会去入住。', '短评打分': 5}
{'短评内容': '还会再选择入住的，很不错的酒店，就是浴巾和卫生纸的质量不怎么样，其他都还不错。', '短评打分': 5}
{'短评内容': '羊肉不错,性价比高,位置也不错', '短评打分': 5}
{'短评内容': '离西栅挺近，楼下吃饭方便。', '短评打分': 5}
{'短评内容': '很干净，是夜游西栅的好住处，我住的房间窗外是个学校操场，晚上很静，不过离乌镇汽车站有点远，建议从汽车站打车过去，10块钱，我去的时候不知道那么远，自己走过去的，累的要死，主要是那天太热了', '短评打分': 5}
