{'短评内容': '哈哈哈哈哈哈哈', '短评打分': 5}
{'短评内容': '住宿条件越来越差，服务也越来越差，跟以前没法比', '短评打分': 1}
{'短评内容': '床太小, 靠街道;\n\n有大量的噪音;\n\n服务一般, 没有笑容!', '短评打分': 1}
{'短评内容': '很喜欢这家酒店，我来北京就住这里了，积极推荐', '短评打分': 5}
{'短评内容': '.服务人员态度还不错.干净卫生.也比较安静.就是硬件条件差...适合等火车时住一晚上', '短评打分': 3}
{'短评内容': '房间有点吵,服务很好!', '短评打分': 3}
{'短评内容': '住宿交通方便，房间比较大，卫生干净，下次还入住', '短评打分': 5}
{'短评内容': '就在火车站，太吵，吃饭不方便，打车不方便，外面很乱。', '短评打分': 1}
{'短评内容': '一般吧，一般吧，一般吧，一般吧，一般吧，一般吧，一般吧，', '短评打分': 5}
{'短评内容': '位置很方便京广线上的旅客。旅馆内也较整洁，没有烟味。下次还会入住。', '短评打分': 5}
{'短评内容': '除了有网络，房间里设施比较差。。。。。。。。 \n', '短评打分': 1}
{'短评内容': '服务态度挺差的，住过的同价位最差的宾馆，房间里设施也比较差。。。。', '短评打分': 1}
{'短评内容': '电视换成壁挂的就好了', '短评打分': 3}
{'短评内容': '比较满意,但价格还是希望能便宜些', '短评打分': 3}
{'短评内容': '离西客站很近，但是房间设施比较旧的感觉。', '短评打分': 1}
{'短评内容': '酒店离车站真的太方便了，前台态度很好，感觉不错，以后还会继续选择这家酒店', '短评打分': 5}
{'短评内容': '离北京西站很近，很方便，晚上有些吵！！！！！！！！', '短评打分': 5}
{'短评内容': '交通方便，性价比高，卫生方面需要再改进。', '短评打分': 5}
{'短评内容': '不错！离西客站很近，步行5分钟就达到进站口了，坐早晨的火车住在这里特别方便。', '短评打分': 5}
{'短评内容': '卫生条件还不错，就是火车站太乱', '短评打分': 3}
{'短评内容': '酒店性价比不错，位置好，交通方便，但晚上火车多，怕吵的就最好别住了！！', '短评打分': 5}
{'短评内容': '作为钟点房还行，火车太吵了。晚上都睡不着', '短评打分': 1}
{'短评内容': '还不错，地理位置非常好！房间很大，也很干净，！', '短评打分': 5}
{'短评内容': '价廉，物也不差，转乘火车方便，服务态度好。', '短评打分': 5}
{'短评内容': '酒店性价比不错，最为关键的是挨着西站，坐火车超方便！', '短评打分': 5}
{'短评内容': '感觉还行', '短评打分': 3}
{'短评内容': '地理位置好，设施也不错，下次还会考虑入住', '短评打分': 5}
{'短评内容': '距离火车站比较近，走路几分钟就到西客站\n住宿环境一般，卫生间风扇噪音较大', '短评打分': 5}
{'短评内容': '入住非常方便，但是卫生情况真的很糟糕。', '短评打分': 3}
{'短评内容': '位置非常好，对于需要在西客站乘火车的人来说太方便了。但是早餐很一般，希望能改进。', '短评打分': 5}
{'短评内容': '不错的酒店，性价比较高，关键是离西站近乘车的确方便', '短评打分': 3}
{'短评内容': '不错的酒店，离西站足够近，下次很可能还会来住的。', '短评打分': 5}
{'短评内容': '距离火车站非常近，就在西客站旁边，价格稍贵\r\n卫生间的排气扇噪音较大', '短评打分': 5}
{'短评内容': '干净舒适   安全  价位适中   服务周到   热情   有种家的感觉', '短评打分': 3}
{'短评内容': '已经点评了啊，怎么还需要再次点评呢，还有预定房间的积分也没有得到。。', '短评打分': 3}
{'短评内容': '我是2010年10月23日入住的，给我的感觉不怎么好，竟然发现了苍蝇和蚊子。。。床铺上有黄色的斑渍。。', '短评打分': 1}
{'短评内容': '搭火車極度方便,同側200米內,不必趕早.設備老舊.床差.', '短评打分': 5}
{'短评内容': '很满意     ～英儿～', '短评打分': 5}
{'短评内容': '+满意', '短评打分': 5}
{'短评内容': '距西站很近，就是房间较小，卫生间小!！不过干净卫生，公交线路多，但周边很易堵车', '短评打分': 5}
{'短评内容': '环境挺舒适的，比较干净，出门坐车也方便，下次有机会还会住的。', '短评打分': 5}
{'短评内容': '西站很很近，房间小，门小，卫生间小!不过干净!与公交站近，打车不宜!', '短评打分': 3}
{'短评内容': '成功入往了', '短评打分': 5}
{'短评内容': '总体来说还是不错的，下次有机会还会入住的', '短评打分': 3}
{'短评内容': '适用型', '短评打分': 5}
{'短评内容': '卫生间太小,其他还行.', '短评打分': 5}
{'短评内容': '酒店环境还行，不是很吵，就是服务不是很到位，要个电吹风都没有，希望以后可以多为顾客考虑', '短评打分': 5}
{'短评内容': '变更十月八日', '短评打分': 5}
{'短评内容': '+不错满意', '短评打分': 3}
{'短评内容': '感觉一般，不过服务很好，离西站特别近，很方便', '短评打分': 5}
{'短评内容': '离北京西站非常近,两分钟就可到,到各景点的交通也很方便,酒店也很干净,比较满意!', '短评打分': 5}
{'短评内容': '  交通很方便，服務較好，房間燈光不足。', '短评打分': 5}
{'短评内容': '乘坐公交车很方便，瑞尔威连锁酒店对面就是公交车站，房间很舒服，对的起这个价钱', '短评打分': 5}
{'短评内容': '+不错满意', '短评打分': 5}
{'短评内容': '位置与火车西客站对接，隔音与安全性尚可，公交方便，是该酒店最大优点。酒店卫生、舒适性、设施、服务等其他指标尚好.但不通地铁，', '短评打分': 3}
{'短评内容': '位置与火车西客站对接，隔音与安全性尚可，公交方便，是该酒店最大优点。酒店卫生、舒适性、设施、服务等其他指标尚好，', '短评打分': 5}
{'短评内容': '地理位置好,出去就是公交站,房间也还行,就是隔音效果有点差,服务太态度还行!', '短评打分': 5}
{'短评内容': '+很好', '短评打分': 5}
{'短评内容': '挺好的～隔音也还好 也还干净～离火车站很近很近', '短评打分': 3}
{'短评内容': '非常满意', '短评打分': 5}
{'短评内容': '住宿条件不错，干净卫生，主要是地理位置好，离火车站特近，总的来说还不错。', '短评打分': 3}
{'短评内容': '位置不错，交通方便！', '短评打分': 5}
{'短评内容': '+房间还挺干净的,隔音也挺好,前台的态度也不错,而且还有免费车送我们去附近学校.', '短评打分': 5}
{'短评内容': '火车误点没办法住的这家酒店，离西站最近，隔音效果好晚上比较安静。但价格偏高，而且房间设施很一般，怕火车误点的建议入住，其他游客都不推荐', '短评打分': 1}
{'短评内容': '环境不错  服务态度很好  离车站很近   值得选择  信赖', '短评打分': 5}
{'短评内容': '铁路酒店，哈行业预定更便宜，位置不错，就是有点吵', '短评打分': 5}
{'短评内容': '还不错  房间很干净   服务态度也很好', '短评打分': 5}
{'短评内容': '是给朋友定的，据朋友说不错，交通方便、环境还好、服务周到，只是有些吵', '短评打分': 5}
{'短评内容': '各方面都比较好，特别是交通特便利，只是晚上外面噪音大，但位置决定，不可避免', '短评打分': 5}
{'短评内容': '就在北站边上，交通特别的便利，早餐也很不错，总之挺满意的。', '短评打分': 5}
{'短评内容': '服务态度挺好的,大家可以试试，位置就在西客站，很方便。', '短评打分': 5}
{'短评内容': '如果是急着赶火车的人推荐这家，去火车站和方便哈！', '短评打分': 5}
{'短评内容': '位置好，火车站旁边，其它可以。                                                                                                                                                        ', '短评打分': 1}
{'短评内容': '位置非常好，其它都还行，有赶车的住这方便。', '短评打分': 5}
{'短评内容': '位置好,价格还行,服务一般,就是用具太旧,太破了,没有无所谓,有就要干净一点.', '短评打分': 3}
{'短评内容': '位置好,价格还行,服务一般,就是用具太旧,太破了,没有无所谓,有就要干净一点.', '短评打分': 5}
{'短评内容': '+不错的地方,比很多地方好!', '短评打分': 5}
{'短评内容': '很不错，下次来还会选择这个，性价比不错，位置也好，方便出差', '短评打分': 3}
{'短评内容': '第二天早上乘坐火车，要不一般情况下是不会选择火车站附件的酒店，总体来说还可以，如果第二天乘坐火车，或者中转的朋友可以选择这家酒店！', '短评打分': 5}
{'短评内容': '离北京西站很近,购票方便,设施较陈旧,卫生还可以.', '短评打分': 5}
{'短评内容': '位置非常好，交通特别方便，公交车站就在酒店门前，虽然紧邻火车站，但是也没想象中那么吵，卫生也搞得特别仔细，酒店的水龙头要用好大的劲才能打开，个别服务员太恶劣，我住了三晚之后，因没赶上火车，又续订了一晚，后来又买上了飞机票，就去退房，在这段时间内我们根本没进房间（他们在打扫卫生），可那个服务员就是不给退房费，说是信用卡支付的退不了，当时又要赶飞机，我们很着急，没时间和他们磨，最后他们把信用卡的房费退', '短评打分': 5}
{'短评内容': '入住479房间', '短评打分': 5}
{'短评内容': '我想找个离北京西站近的住地.结果这个酒店的位置比我想象的还要近,它就在北京西站的公交总站边.大厅工作人员非常好,我带老人想要酒店电梯边的房间.她们都能满足,并给我在网上查公交车的路线.这个价钱在北京,在这个位置及内部设施和舒适度都值的.', '短评打分': 5}
{'短评内容': '位置好，交通方便，只是我订的是普通标准间，怎么给的是商务间，条件稍差一些，房间有些异味！', '短评打分': 3}
{'短评内容': '位置好，交通方便，只是我订的是普通标准间，怎么给的是商务间，条件稍差一些，房间有些异味！', '短评打分': 5}
{'短评内容': '综合还行吧，就是方便，就是环境有些杂，还有西站的大闹钟声音太大，一小时一次！', '短评打分': 5}
{'短评内容': '价格在北京算便宜了，主要是地址 在西站圈内。适合转乘短期住宿的客人 ', '短评打分': 5}
{'短评内容': '地理位置非常好，方便快捷，设施略显陈旧，不过对的起这个价格。', '短评打分': 5}
{'短评内容': '不错的酒店，推荐！离西站进，住在高层的话很安静~', '短评打分': 3}
{'短评内容': '离西客站十分近，很时候赶火车的朋友，早饭很可口', '短评打分': 3}
{'短评内容': '离西站超级近，赶火车十分方便，早餐也比较可口！', '短评打分': 5}
{'短评内容': '酒店还不错', '短评打分': 5}
{'短评内容': '我定的是普通标准间，打完折后价格248元，但入住的时候给我的是商务房，门市价258元，我没细想，但回来上网查才知道，普通标准间和商务房是不一样的，普通标准间是门市价358元的那个，比这个所谓的商务房条件好多了！折扣应该是110元，而不是仅仅10元！这个酒店简直就是欺诈！！！差评！！', '短评打分': 1}
{'短评内容': ' 不错性价比高', '短评打分': 5}
{'短评内容': '距离西客站非常近，设施也可以。下次来还会住这儿', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '服务真的不怎么样，隔音不好。只是门口的公交车很方便。', '短评打分': 5}
{'短评内容': '酒店很好', '短评打分': 5}
{'短评内容': '位置非常好，楼下就是公交总站，紧邻北京西客站（仅需2分钟路程），酒店卫生，服务态度很好，服务效率高，入住率很高，一般都需要提前预订，周边可选择餐饮也很多。客房安静，舒服。下次再入住，还会选择的！', '短评打分': 5}
{'短评内容': '酒店位置很好，离北京西站步行只有几分钟路程。装修有点老，但是相对比较干净。餐厅的早餐品种略少，午餐点了两个菜，味道都还不错。如果下次出差去外地，还需要在北京住宿的话，我会继续住这家酒店。', '短评打分': 5}
{'短评内容': '酒店位置不错，出行方便。房间卫生很好，服务也很周到，价位在北京来说不算高，总之，性价比较高。', '短评打分': 5}
{'短评内容': '就在北京西客站旁边，非常方便，房间也不错，服务态度也好，尤其是有个3米多长的网线非常方便，在床上也能上网，还可以在客房里点餐，楼下送上来，呵呵，好享受哟，虽然出租车不能在酒店门口停，但步行也不算太远，总的看来很值得推荐！', '短评打分': 5}
{'短评内容': '+服务很好,热水很好,地理位置极佳,空调威猛,就是房间有点小,墙壁有些脏,价格还算适中吧~', '短评打分': 5}
{'短评内容': '不错，上西站很近很方便', '短评打分': 5}
{'短评内容': '座火车出行非常方便。', '短评打分': 5}
{'短评内容': '方便、安全、卫生', '短评打分': 3}
{'短评内容': '地理位置不错，交通很方便，房间条件也不错，房源比较紧，得提前预定。', '短评打分': 3}
{'短评内容': '方便服务好', '短评打分': 5}
{'短评内容': '唯一的好处是距离火车站近。', '短评打分': 5}
{'短评内容': '各方面条件还不错，性价比高，建议入住', '短评打分': 3}
{'短评内容': '酒店出行方便，性价比高，推荐入住', '短评打分': 3}
{'短评内容': '位置不错,就是早餐稍差', '短评打分': 5}
{'短评内容': '一般', '短评打分': 1}
{'短评内容': '房间很干净，设施齐全，性价比很好，下次还会住的。', '短评打分': 5}
{'短评内容': '各方面条件都不错，就是位置周围的服务设施稍微少一点', '短评打分': 5}
{'短评内容': '我只陪同学住了一晚上。感觉总体不错，后来同学说有点贵住久了不好意思让我破费呵呵。。，，他第二天就住到朋友哪儿去了。。。。', '短评打分': 5}
{'短评内容': '宾馆条件不错，出行方便，住了两次房价都安排到最里边，走很远路60多米。', '短评打分': 5}
{'短评内容': '现在的宾馆呐，咋那么困难呢？', '短评打分': 3}
{'短评内容': '现在的宾馆啊……', '短评打分': 3}
{'短评内容': '出行很方便，下火车就入住，不用大包小包的挤公交。住了4天很满意', '短评打分': 5}
{'短评内容': '还可以的，就是网上预定的估计会被安排在最里面，太长了', '短评打分': 5}
{'短评内容': '地理位置非常好，旅游出行很方便，房间设施不错，周边环境也可', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '简洁方便，还好吧！', '短评打分': 5}
{'短评内容': '交通方便 ', '短评打分': 5}
{'短评内容': '我是帮同事预定的，她就想找离西站近的酒店，就选了这家，听她说还不错', '短评打分': 5}
{'短评内容': '是帮妈妈出差订的，听她说挺不错的！', '短评打分': 5}
{'短评内容': '紧挨着西客站，真方便', '短评打分': 3}
{'短评内容': '酒店大堂跟網上看到的完全是兩碼子事，有被騙之感．房間竟然沒有中央或獨立空調，要到六月才能供應．我的媽！這是首都北京呀，竟有這樣荒謬之條例！簡直是聞所未聞！其他的服务可謂乏善可陳，不提也罷．如果不嫌北京西站龍蛇混集，品流複雜，吵鬧喧嘩，震天價响，地點是不錯的．', '短评打分': 1}
{'短评内容': '西客站住宿首选', '短评打分': 5}
{'短评内容': '虽然在火车站里面但是不吵，值得推荐', '短评打分': 5}
{'短评内容': '位置不错，在西客站上下车的人住着非常方便。房间也挺舒服，就是有点吵。如果去办事只住一天的话，是很好的选择。', '短评打分': 5}
{'短评内容': '干净，卫生，隔音设施很好，推荐', '短评打分': 5}
{'短评内容': '位置好 干净 性价比也不错。 不过靠近火车站 还有交通枢纽 晚上有点会受点影响 不过不是很大。 可再住  ', '短评打分': 5}
{'短评内容': '还不错，挺干净的！', '短评打分': 5}
{'短评内容': '室内无空调，卫生间有点小。', '短评打分': 5}
{'短评内容': '交通便利', '短评打分': 1}
{'短评内容': 'ok', '短评打分': 5}
{'短评内容': '在西客站东侧，性价比中条件还算可以！', '短评打分': 1}
{'短评内容': '还可以，就是没法开窗，外面是西站的站台。。。。。', '短评打分': 1}
{'短评内容': '有别的 还是先选别的吧 这个就是贵', '短评打分': 1}
{'短评内容': '离西客站很近，早晨坐火车特别方便！', '短评打分': 5}
{'短评内容': '酒店隔音效果太差，离西客站太近，有点乱', '短评打分': 1}
{'短评内容': '这个酒店最大的优点是接、送站方便，酒店服务人员训练有素，能为客人着想。但因为其靠近西站又是多路公交车的始发站，晚上休息难免要受影响。', '短评打分': 5}
{'短评内容': '地理位置有很大的优势，价格也不错。', '短评打分': 5}
{'短评内容': '酒店网络设在大床后很不方便，床头台灯接触不好。房间面积够大，交通方便', '短评打分': 3}
{'短评内容': '房间网络接口在床头 影响上网，另外床头灯接触很差，忽明忽暗', '短评打分': 5}
{'短评内容': '一般般', '短评打分': 1}
{'短评内容': '位置很好，吃饭很方便。但是在铁路边，有噪音。', '短评打分': 5}
{'短评内容': '房间的条件还是不错的,打扫的很即时,硬件设施也比较齐全,住着比较舒适的,交通也都很方便,我很满意.', '短评打分': 3}
{'短评内容': '位置还是不错的,位于西客站附近,出行比较方便,但房间的条件不是太好,硬件设施有些陈旧了.', '短评打分': 3}
{'短评内容': '对老客户没有优惠服务', '短评打分': 1}
{'短评内容': '酒店人员的服务态度非常不错，居住环境也很好，硬件条件也比较不错的，而且位置交通也算方便，如果还到这附近，还是可以考虑。', '短评打分': 3}
{'短评内容': '位置不错，但附近饭馆很少', '短评打分': 5}
{'短评内容': '硬件和交通，以及位置都是可圈可定的，下面的饭店也不错，价廉物美\r\n但服务员，尤其是前台的，很装2！很死脑筋。。。。。', '短评打分': 5}
{'短评内容': '酒店位置在西站大楼 前面是公交车站后面是铁道 门前不让停车 说是让停地下   朋友过来停车太不方便  走廊过道不知道在干嘛 堆了一堆臭鞋 非常恶心！ 我认为来北京办事的话这个酒店不合适 等车的话也没必要住这么贵的 所以我不会再住了', '短评打分': 1}
{'短评内容': '离西站很近', '短评打分': 5}
{'短评内容': '靠近火车站很近，打车不是很好打，房间的卫生和设施都还不错，服务也还可以，我觉得这家酒店在性价比方面还是比较高的 值得推荐', '短评打分': 3}
{'短评内容': '酒店的房间比较小，设施一般，所以舒适度稍微差点，不过挺干净的，位置也不错，挨着汽车站交通挺方便的，如果是旅游的话我觉得这里不太合适，不过如果是路过转车赶路倒是还可以。', '短评打分': 3}
{'短评内容': '酒店的硬件条件环境服务都还可以，主要就是他的位置好，交通什么的挺方便的。', '短评打分': 3}
{'短评内容': '地理位置还是很不错的，就在北京西站的左边，不过住完北京如家连锁酒店后，再住他们家就觉得价格上有差异是应该的，房间内部没有饮水提供，装饰风格一般，没有如家的温馨，不过客房服务还不错，比前台的更为顾客着想，在客房服务的那感到了些许的首都人民的关怀和温馨。', '短评打分': 5}
{'短评内容': '和西客站主楼是连在一起的，出门就是公交站，交通，餐饮都较为方便，装饰风格简洁明快，清新，总体来说不错，只是号称的豪华单间其实并不豪华，后来我们也搬到标间住去了，标间的性价比比豪单要高。西边的房间居然能收到无线网络信号，不知道是不是写字楼传来的，可谓是一大惊喜咯，速率能稳定在54Mbps，信号强度显示是非常好，实测下载速度能达到200K每秒。', '短评打分': 3}
{'短评内容': '在这家酒店住了几天，前两天住的是豪单，后三天住标间，同样的价格，感觉豪单是名不符实，标间的性价比还可以。值得一提的是酒店西边那些房间，有不知道从哪儿传来的无线上网信号，54Mbps的速度，信号强度还是非常好，下载速度能达到200多K每秒。房间内部没有饮水提供，装饰风格还比较清爽。', '短评打分': 5}
{'短评内容': '房间里的硬件设施还可以,前台服务也非常好,就是客房的服务员态度不是很好,好像酒店的前台服务员和客房服务员不是一家的,反正就是客房服务有点欠缺.', '短评打分': 3}
{'短评内容': '酒店总体来说还不错,价格也实惠,位置很方便.', '短评打分': 3}
{'短评内容': '该酒店在车站，卫生，舒适，性价比好', '短评打分': 5}
{'短评内容': '酒店性价比不是很好,各方面都比较差,卫生不好,设施也是简陋,服务上也不怎么样,下次宁可多花钱住别住.', '短评打分': 1}
{'短评内容': '酒店位置比较好离火车站比较近出行很方便但是比较吵,设施比较完善,服务和卫生比较好,性价比还是不错的.', '短评打分': 5}
{'短评内容': '设施条件有点陈旧，床铺感觉不干净，主要位置很方便。价格还很优惠', '短评打分': 5}
{'短评内容': '酒店的位置挺不错的,靠近火车站挺方便的,环境也挺好,挺干净的,价格在北京来说还是不错的.', '短评打分': 5}
{'短评内容': '卫生服务都非常好，位置也很不错，周边的交通特别方便，价格也可以接受，总的来说还不错', '短评打分': 5}
{'短评内容': '当时就住了一晚，感觉还可以，出门打车挺方便的，价位也比较合理', '短评打分': 5}
{'短评内容': '酒店内部的卫生条件挺好，挺干净，位置离西客站近交通挺方便的，也是因为离火车站近外面大的环境不怎么好', '短评打分': 5}
{'短评内容': '和我要求的差很多，这家酒店无论从环境还是服务都达不到我的标准，价格也偏高，旁边还有一家更好的酒店，下次去住那了', '短评打分': 1}
{'短评内容': '有噪音，环境不错，离车站很近', '短评打分': 1}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '地理位置适合于出差人士，方便乘坐火车。\r\n建筑物设计不好，类似于筒子楼，走道太长，手提物品多了实在是不方便上下。\r\n使用时间很长了，设备都已陈旧，从舒适度上讲，不如一些新开张的连锁酒店。', '短评打分': 3}
{'短评内容': '北京瑞尔威连锁酒店，&lt;br /&gt;\n我估计是铁道部的关系，&lt;br /&gt;\n就在西客站旁边，&lt;br /&gt;\n交通是太方便了，&lt;br /&gt;\n我在这里住过两次。&lt;br /&gt;\n&lt;br /&gt;\n卫生和位置我给打满分；&lt;br /&gt;\n可能是客流量大、工作人员少，服务不那么及时；&lt;br /&gt;\n价格有点高；&lt;br /&gt', '短评打分': 5}
{'短评内容': '在这里住了两晚，感觉还行，就是价格有点偏高，总体来说还是可以接受的！', '短评打分': 3}
{'短评内容': '我下了火车后就在那住了一晚..感觉还可以啊.....总台服务也不错..我在北京逛是迷路了.打电话给总台.总台还给我指明回酒店的路线......就是早上有火车进站的声音...有点吵......', '短评打分': 5}
{'短评内容': '如果不是早上为了赶火车方便，不推荐这个酒店。&lt;br /&gt;\n设施很一般。相比之下，价钱不算便宜。总台没有寄存处，不方便。', '短评打分': 3}
{'短评内容': '房间不错，就是早餐人太杂，火车站的乘客都过来吃，8点去吃，很多东西都没有了，给豆腐脑都不给汤勺，问了几个服务员都说没有了，只好学其它人一样喝了，还不如说不含早餐呢。', '短评打分': 5}
{'短评内容': '总的来说这个酒店不错，性价比很高：很干净，价格在北京来说算是比较便宜的了。交通方便，楼下有到各处的公交车，坐地铁起步价就可以到军博站。唯一不好是，太吵了。我是住在挨着汽车站的一面，到了早上5：00来钟就被吵醒了。', '短评打分': 3}
{'短评内容': '&amp;lt;P&amp;gt;总的来说还是不错。地理位置佳，隔音效果还不错，关上窗基本听不到西站外的声音。我住的单间大床，房间大小还可以，设备也比较新，但没有地毯。交通很方便，但是如果自己开车，停车将是个很大的问题。服务方面还不错，但是不能不能用信用卡担保。价格还比较合理。&amp;lt;/P&amp;gt;', '短评打分': 5}
{'短评内容': '&amp;lt;P&amp;gt;房间很不错，很干净，价格还可以，只是停车不太方便。&amp;lt;/P&amp;gt;', '短评打分': 5}
