{'descr': '方便快捷地理位置优越', 'star': 5}
{'descr': '服务态度不好，房间也很一般，位置是挺好找的，价格还行，很一般的酒店。', 'star': 1}
{'descr': '服务态度不好，房间也很一般，位置是挺好找的，价格还行，很一般的酒店。', 'star': 1}
{'descr': '挺一般的，卫生挺干净，前台结账太慢了，等了半天，设施较陈旧，地理位置凑合，性价比一般。', 'star': 5}
{'descr': '挺一般的，卫生挺干净，前台结账太慢了，等了半天，设施较陈旧，地理位置凑合，性价比一般。', 'star': 5}
{'descr': '比较满意\r\n', 'star': 5}
{'descr': '比较满意\r\n', 'star': 5}
{'descr': '就是澡堂，下回不住了。', 'star': 1}
{'descr': '就是澡堂，下回不住了。', 'star': 1}
{'descr': '一般', 'star': 5}
{'descr': '酒店的服务态度不是很好的，卫生设施一般的，酒店的位置以及交通还可以的，价格一般的', 'star': 5}
{'descr': '很烂的三星宾馆，说是有早饭，但竟然连餐厅都没有，早点是从外面的摊上买上给送到客房，只有一根油条，一碗豆浆！！！！个方面都很差，房间也不好，面积小，卫生也不好，真不明白怎么评上的三星！', 'star': 1}
