{'短评内容': '很好。卫生各方面都行', '短评打分': 5}
{'短评内容': '位置非常好，搭飞机火车都很方便；浴室没有电吹风，有点不便，不过不算大问题；卫生环境还不错，性价比总体满意。贴心之处在于曾经入住过的、隔几天再来、就算不入住，行李仍可以免费寄存。', '短评打分': 5}
{'短评内容': ',位置非常好,民航大巴直接到终点就是宾馆,方便！更惊讶的是打长途电话免费.', '短评打分': 5}
{'短评内容': '只有位置好，机场巴士下车就是了，服务可以，其他的都一般，特别性价比，比其他的酒店都贵.', '短评打分': 1}
{'短评内容': '酒店地址临近火车站和机场大巴,非常方便.酒店环境还可以,性价比高.', '短评打分': 5}
{'短评内容': '不是很好，但还是可以的。对于当地酒店价格来说是高了点。', '短评打分': 1}
{'短评内容': '交通方便，机场大巴直达，较卫生，但设备旧一点', '短评打分': 5}
{'短评内容': '+老婆觉得民航比汉庭好', '短评打分': 5}
{'短评内容': '地理位置优越离火车站很近逛街也方便', '短评打分': 5}
{'短评内容': '总的来说还可以，就是房间的空调不是独立的，效果不是很好！', '短评打分': 5}
{'短评内容': '刚才发错了！ 此酒店有损民航招牌的形象，更可恶的是骚扰电话不断，过分的是小姐一个比一个难看', '短评打分': 3}
{'短评内容': '位置很好，价格便宜，性价比超高。但后来去上海ELONG怎么没此酒店呢。', '短评打分': 5}
{'短评内容': '位置很好，交通便利，设施比较老化，有服务小姐打搅', '短评打分': 3}
{'短评内容': '总体来说。可以。', '短评打分': 3}
{'短评内容': '位置很好，交通方便，设施老化严重，而且有服务小姐打搅', '短评打分': 5}
{'短评内容': '民航班车始发终点站,临近百货大楼.早餐品种太少且与饭店无关.', '短评打分': 5}
{'短评内容': '总体感觉还不错。就是在楼道上都有很大的装修气味，不知道是不是刚刚装修了？', '短评打分': 3}
{'短评内容': '总体感觉还不错。就是早餐不能计在房费不好。呵呵呵。', '短评打分': 5}
{'短评内容': '很不错了。。。', '短评打分': 5}
{'短评内容': '就是洗澡水太小', '短评打分': 5}
{'短评内容': '主要是行李多，换酒店麻烦，所以只好再住一天，除了交通方便外，性价比实在不高，前面的银河大酒店，双标间只要138，感觉性价比要比这家高', '短评打分': 5}
{'短评内容': '酒店最大的优势就是下了机场大巴就是，对行李多的人来说非常方便，缺点：设施太陈旧，但还比较干净，性价比还可以', '短评打分': 5}
{'短评内容': '位置好，服务也不错，挺好的', '短评打分': 3}
{'短评内容': '略显陈旧，但地理位置和服务尚可', '短评打分': 5}
{'短评内容': 'asd', '短评打分': 5}
{'短评内容': '酒店设施过于陈旧，但是价格和位置都很好，性价比适中。', '短评打分': 5}
{'短评内容': '前台总用特价', '短评打分': 3}
{'短评内容': '前台总用特价', '短评打分': 5}
{'短评内容': '因为民航班车我选择这家酒店，在中心区很繁华的地方，比较方便，设备及舒适度就一般，根据需要应该会再去住吧，希望将硬件设备搞的更好。', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '酒店的陈设物品感觉有些陈旧了，淋浴的喷头也是坏的，但是服务还算好，如果酒店能够配点基本的药品就更好了，上次在酒店遇到急性肠胃炎，想找总台要点药，可是什么药都没有。', '短评打分': 5}
{'短评内容': '真的无法想象这样的酒店竟然标168的价格，公平的说房间确实够宽畅，但里面的设施很旧，浴巾毛巾边上都已经起毛了竟然还能用，而且颜色都已经偏黄，让人看了觉得很不舒服。还有宽带到了晚上几乎不能用，那个慢真的无法形容，最基本的网页都打不开，为了发个邮件我竟然要到附近找网吧！以后就算飞机停在这个酒店门口我都不会去住。', '短评打分': 1}
{'短评内容': '酒店相较不错', '短评打分': 5}
{'短评内容': '1020房,房间热水要打开很久后才会热,而且出水量很小.洗澡间的下水道排水不好,积水严重.此外还行.', '短评打分': 5}
{'短评内容': '位置好', '短评打分': 5}
{'短评内容': '还可以，价格上比较便宜', '短评打分': 5}
{'短评内容': '交通能够乘坐机场大巴。方便', '短评打分': 3}
{'短评内容': '该饭店极其方便，特别是乘飞机往返入住该饭店。价格不贵，位置好，买些日常用品、吃些特色小吃走不了几步就能够找到。\r\n当天的标准间，还多有一个挂衣服的拐角，和摆放的椅子，显得空间大一些，比较舒适。', '短评打分': 5}
{'短评内容': '只能说，还是蛮干净的！', '短评打分': 1}
{'短评内容': '太旧了，卫生间里的花洒一直在漏水。除了乘机场快巴方便一点，就这一点好。', '短评打分': 1}
{'短评内容': '缺点：床太硬，被褥太薄，晚上会有些冷。\r\n优点：位置非常好，网速令人满意，价钱适中。', '短评打分': 5}
{'短评内容': '交通便利  乘机场大巴及火车很近;\r\n但没自己的餐厅,要到一楼的另外餐厅饭饭;\r\n态度还不错,商务房内卫生还行.', '短评打分': 5}
{'短评内容': '离开机场大巴近,但附近人流较复杂', '短评打分': 5}
{'短评内容': '除了机场大巴，没有可推荐的了。', '短评打分': 1}
{'短评内容': '交通很方便，但是太旧了', '短评打分': 5}
{'短评内容': '其他方面都不错,但网速太慢.', '短评打分': 5}
{'短评内容': '交通方便还行', '短评打分': 3}
{'短评内容': '不如隔壁的银河大酒店', '短评打分': 1}
{'短评内容': '这是一家不思进取的酒店，装修风格是上世纪九十年代的，地毯硬得象水泥地，被子薄若蝉衣，毛巾发黑，唉。', '短评打分': 1}
{'短评内容': '一家老饭店，总体还不错', '短评打分': 5}
{'短评内容': '非常老式的宾馆，性价比（标间168）还行，房间包括整个大楼都有种潮味。跟上海的经济型酒店的设施差别还是很大的。\r\n从民航饭店去机场的大巴就在出门右手，这个是唯一入住赶早班飞机的优势。', '短评打分': 1}
{'短评内容': '很普通的一家酒店，赶飞机的首选，长途随便打，只是床好硬，卫生差了点，不过火车站旁的酒店一般都这样，好在离南宁最著名的中山路小吃街很近，随时可以去大快朵颐\r\n\r\n', '短评打分': 5}
{'短评内容': '还好', '短评打分': 5}
{'短评内容': '虽然位置不错，又有机场大巴，但酒店设备陈旧，服务一般，比不上旁边的银河酒店。', '短评打分': 1}
{'短评内容': '是一家老店了，设备稍显陈旧，但服务还是比较周到，卫生条件及舒适度也还可以。总体上来说，是家不错的酒店。下次去南宁，还住这家！', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '在市区内，机场巴士终点站，靠近火车站。非常方便。价格还不贵，房间宽敞。', '短评打分': 5}
{'短评内容': '真的很一般，点一瓶王老吉和椰奶半个小时后服务员才送上来，床好小', '短评打分': 1}
{'短评内容': '对于坐火车，机场大巴位置还可以，特别是机场大巴。但是火车站有海格拉斯，机场大巴附近有银河。房内设施和价位不成正比，装修太老了！！', '短评打分': 1}
{'短评内容': '坐飞机方便', '短评打分': 5}
{'短评内容': '没有热水，楼顶的空调主机嗡嗡叫，无法入睡。', '短评打分': 3}
{'短评内容': '酒店的空调噪音太大，卫生很好。离火车站近，楼下是机场大巴。隔壁的银河大酒店价钱更实惠，装修好得多，并且商务房间才158.。', '短评打分': 5}
{'短评内容': '离火车站很近，然后去机场也方便，30分钟一班车上机场', '短评打分': 5}
{'短评内容': '位置非常好,离市中心和机场都很近,出行都很方便,周围吃饭也很方便,房间的布局我也很满意,下次再来我还会选择这家酒店,唯一一点就是房间稍微有点.', '短评打分': 3}
{'短评内容': '近火车站，民航大巴起点，很方便。酒店设施陈旧。酒店外很杂乱。', '短评打分': 1}
{'短评内容': '做机场大巴太近了，没有更好的地方了。', '短评打分': 5}
{'短评内容': '位置还可以,酒店的条件一般,房间里面卫生打扫的也不干净,我在床下面还看到了一只死的蟑螂,肯定下次不去住了.', '短评打分': 3}
{'短评内容': '酒店的硬件条件，服务环境都很一般，虽然他的位置还不错，不过在这个位置的酒店不少，这家相对来说价格也比较高。', '短评打分': 3}
{'短评内容': '不好，设施陈旧，还有损坏，第二天就换了宾馆', '短评打分': 1}
{'短评内容': '酒店交通位置比较好，靠近火车站及民航大巴发车点。硬件有点落后，至少十年，该改进了', '短评打分': 5}
{'短评内容': '下了飞机酒店在位置就在班车终点站非常方便,酒店有些老旧了,卫生服务很一般.', '短评打分': 3}
{'短评内容': '位置相当好，离火车站200米，楼下就是到机场的大巴乘车点，对于出差的旅友很是方便，若果房价再低10元（只当送个早餐）会更有竞争力。这是我从武汉长沙重庆成都昆明南宁一行第一个也是最后一个推荐的酒店。', '短评打分': 5}
{'短评内容': '靠近火车站比较杂乱', '短评打分': 5}
{'短评内容': '这家酒店位置是比较好的，房间的卫生和设施也不错，房间挺干净的，服务也还行，我觉得这家酒店性价比还是比较高的，下次去南宁还会选择入住这家酒店', '短评打分': 3}
{'短评内容': '房间里的网线有些短,用起来不方便,卫生条件还可以,设施也比较完善,地理位置很好距离市中心和机场都很方便的,下次还会选择入住.', '短评打分': 3}
{'短评内容': '酒店的服务卫生方面还是不错的,设施也比较齐全,周边交通还可以了,整体感觉价格还是比较合适的.', '短评打分': 3}
{'短评内容': '去机场乘坐大巴最方便，门口就是机场大巴始发站。', '短评打分': 5}
{'短评内容': '这间酒店环境非常好！', '短评打分': 5}
{'短评内容': '真的不推荐', '短评打分': 3}
{'短评内容': '我是老顾客，设备旧了，服务有所下降！\r\n联合的餐厅换了老板，不能一起结帐．', '短评打分': 1}
{'短评内容': '酒店在火车站边上,出行比较方便,房间里面也很干净,住着挺舒适的,就是吃饭不方便,周边的餐饮设施不全.', '短评打分': 5}
{'短评内容': '位置不错，离火车站很近，设施一般，装修较老。应该不够三星级。', '短评打分': 5}
{'短评内容': '这家酒店就是设施条件一般了，尤其是空调都坏了，其它方面还是可以了，感觉价格还是稍微偏贵了。', '短评打分': 5}
{'短评内容': '酒店的地理位置挺好的，交通很方便，而且去机场也挺便利的，价格也不贵，住宿条件又比较好，挺满意的。', '短评打分': 5}
{'短评内容': '酒店就是特别方便，机场大巴直接到这，离火车站也不远，酒店本身比较一般', '短评打分': 5}
{'短评内容': '酒店在市中心，而且门口还有去机场的大巴车，特别的方便，酒店的环境也很好，性价比高', '短评打分': 5}
{'短评内容': '位置还可以，离火车站不太远，卫生服务都还可以，设施比较一般，感觉民航的酒店环境不太好', '短评打分': 1}
{'短评内容': 'just so so', '短评打分': 1}
{'短评内容': '很不错的酒店,价格合理,位置也很方便,坐车特方便;有什么问题服务人员都尽快给决绝了;', '短评打分': 5}
{'短评内容': '位置非常好，民航大巴就在门口，火车站步行3分钟就到了，宾馆房间非常大，但设施非常陈旧。', '短评打分': 1}
{'短评内容': '从酒店步行5.6分钟到火车站,民航大巴就在酒店楼下,方便出行.环境设施都不错,价格也很合适.', '短评打分': 5}
{'短评内容': '很干净，坐大巴方便。适合只停留一个晚上的，赶飞机的旅客。', '短评打分': 5}
{'短评内容': '酒店离机场大巴很近去机场方便，而且位置离火车站也不远，价格马觉得还是有点高', '短评打分': 5}
{'短评内容': '是机场大巴的发车点。就在火车站边上，去南宁出差办事交通上是最方便的了，条件就不敢恭维了，不过一百来块钱也就差不多了。', '短评打分': 5}
{'短评内容': '去机场方便，短途旅行比较适合，配套设施有些老了。', '短评打分': 5}
{'短评内容': '酒店服务卫生方便还算不错，价格稍微偏高些，地理位置挺好交通挺方便的靠近机场还有专门送往机场的大巴车，就是设施老旧些', '短评打分': 5}
{'短评内容': '晚上看电视时候,电话就响了,先生,请问你需要按摩吗?我没有问价格,直接挂了', '短评打分': 3}
{'短评内容': '&amp;lt;P&amp;gt;交通出行方便，紧邻火车站。&amp;lt;/P&amp;gt;&lt;br /&gt;\n&amp;lt;P&amp;gt;房间一般，就是早晨爱把中央空调关了，热死人。早餐打八折（12元），能吃饱！&amp;lt;/P&amp;gt;&lt;br /&gt;\n&amp;lt;P&amp;gt;周围环境一般，出差入住，也算过得去。&amp;lt;/P&amp;gt;&', '短评打分': 3}
{'短评内容': '前台的服务小姐到还是很有礼貌,房间有太差,早餐还不错,12元一个人,品种很经济实惠,吃的饱饱的,停车一晚收费十元,感觉怪,都是免费停车啊!', '短评打分': 1}
{'短评内容': '&amp;lt;P&amp;gt;房间太一般，而且是经过改造建成的；卫生间的坎高得吓人，经常绊人；前台门市价打5折，比ELONG的订价还便宜。住店客人在酒店停车还要交停车费（每晚10元），简直闻所未闻。&amp;lt;/P&amp;gt;', '短评打分': 1}
