{'短评内容': '中规中矩.', '短评打分': 4}
{'短评内容': '方便的地方，交通出行也便利，饮食购物都方便', '短评打分': 5}
{'短评内容': '酒店环境设施卫生等等各方面我都很满意。已经入住过两次，两次都是免费升级房间，感觉不错，相当值得推荐。', '短评打分': 5}
{'短评内容': '酒店位置很好，但设施有点旧，整体环境还是挺好的。', '短评打分': 5}
{'短评内容': '经常到人大办事，每次固定住在这里，方便熟悉，服务好', '短评打分': 5}
{'短评内容': '紧邻四号地铁和当代商城，购物饮食都很方便，服务好，不给早餐', '短评打分': 5}
{'短评内容': '住过都说可以，到人大办事比较方便，出行便利', '短评打分': 5}
{'短评内容': '经常在此居住，习惯了，虽然不给早餐但楼下很方便解决', '短评打分': 5}
{'短评内容': '成功入住，谢谢！', '短评打分': 3}
{'短评内容': '干净卫生，服务周到；只是房间指示不是很显眼。', '短评打分': 5}
{'短评内容': '服务可以，环境较好，价格偏高，没有早餐不该', '短评打分': 5}
{'短评内容': '周围环境好，办事方便，价格适当，没早餐不方便', '短评打分': 5}
{'短评内容': '很简洁，商务，很适合出差。宽敞明亮，让心情变得很棒。不过，卫生间很大，需要增加更多防滑措施。我差一点滑倒。这样避免危险事件发生。还有卫生间窗户不能打开，好像锁死了。不透气。', '短评打分': 5}
{'短评内容': '还好，个别的服务人员态度不友好，总体来说还行，很方便', '短评打分': 5}
{'短评内容': '交通挺便利的，位置不错，可惜就是设施陈旧了，洗浴感觉不太舒服，床倒是挺好的！', '短评打分': 5}
{'短评内容': '酒店服务很好', '短评打分': 3}
{'短评内容': '交通方便，总体不错，就是稍微陈旧了点，不过床比较舒服', '短评打分': 5}
{'短评内容': '感觉很好，房间很大，住店的外国友人也很多。', '短评打分': 5}
{'短评内容': '酒店环境很好，给人温馨的感觉。房间设施齐全，房间环境不错。很干净', '短评打分': 5}
{'短评内容': '还不错 比较整洁 不过就是比较旧了 条件应该最多3星的样子\n但是考虑到位置比较好\n也差不多这个价位\n哦 对了  枕头太过了\n天啊 脖子疼', '短评打分': 5}
{'短评内容': '+条件不错，还算满意', '短评打分': 5}
{'短评内容': '交通方便、服务态度很好、安静舒适！价格合理！', '短评打分': 5}
{'短评内容': '+', '短评打分': 5}
{'短评内容': ',没施太陈旧', '短评打分': 5}
{'短评内容': 'the hotel is okay in near Renming University.', '短评打分': 5}
{'短评内容': '公寓房一般了，开始淋浴的下水有问题，第二天修好了，但光着脚洗澡很冷，没有浴缸。', '短评打分': 5}
{'短评内容': '酒店地理位置好，每次去京基本都住那儿，去年通地铁后交通更便利了，去机场也快捷多了。', '短评打分': 5}
{'短评内容': 'Ok', '短评打分': 5}
{'短评内容': '上午已入住燕山大酒店，还比较干净，就是床有点软。总的来说感觉还好，主要是离学校近，方便。', '短评打分': 5}
{'短评内容': '酒店设施有些陈旧，价格稍微有些贵，但是床垫的质量还算不错', '短评打分': 5}
{'短评内容': ' 酒店服务很好,房间也大,只是装修略感陈旧,总体不错。', '短评打分': 5}
{'短评内容': '＋', '短评打分': 5}
{'短评内容': '首次进驻这个酒店公寓，真是不可恭维！这是第一次注入也将是最后的一次！！！！！', '短评打分': 3}
{'短评内容': '首次进驻这个酒店公寓，真是不可恭维！这是第一次注入也将是最后的一次！！！！！', '短评打分': 3}
{'短评内容': '+这是首次进驻这个酒店也将是最后一次进住这个酒店!!!', '短评打分': 5}
{'短评内容': '位置好但设施陈旧；实习生服务态度较好而前台一般，大堂经理素质不高，也不够耐心；水平岑差不齐，有待提高培训。', '短评打分': 5}
{'短评内容': '满意。', '短评打分': 5}
{'短评内容': '已经2次入住了，以后还会住在那里。性价比挺高的，推荐！', '短评打分': 5}
{'短评内容': ' 蛮好的，很干净', '短评打分': 5}
{'短评内容': '是一家非常不错的酒店！推荐大家有机会一定要去。那边的环境很不错。', '短评打分': 5}
{'短评内容': ' 我已入住。', '短评打分': 5}
{'短评内容': '离中国人民大学一天桥相隔，去人大的朋友住这很方便喔；大堂吧的服务生也很热情周到；房间干净卫生，入住感觉不错哈。', '短评打分': 5}
{'短评内容': '服务满意', '短评打分': 5}
{'短评内容': '十好', '短评打分': 5}
{'短评内容': '星级不够达标,硬件设施挺陈旧的.价位略高,位置还行挺方便出行的.不过我不太喜欢这家酒店.', '短评打分': 1}
{'短评内容': '到酒店没有房间，酒店先帮我把行李寄存，正好要出去办事，酒店尽快安排了入住。态度还不错希望不要再有这种疏忽。', '短评打分': 5}
{'短评内容': '+对前台服务态度很满意', '短评打分': 5}
{'短评内容': '地理位置好，交通便利，一家三口，住公寓楼两室一厅，还有冰箱，有种在家的感觉。', '短评打分': 5}
{'短评内容': '地铁口100米，不错的位置，酒店也不错，就是价格有点高', '短评打分': 3}
{'短评内容': '服务还不错的。下次还会预定的。就是餐厅的自助餐太贵。要78元一人', '短评打分': 5}
{'短评内容': '入住时前台人员表示暂未查询到订房记录，随后先安排住客办理入住手续，解决问题较快。', '短评打分': 5}
{'短评内容': '特价房还是小了点，其他的都还不错。老酒店了，设施稍微差点。', '短评打分': 3}
{'短评内容': '特价房还是小了点，其他的都还不错。老酒店了，设施稍微差点。', '短评打分': 5}
{'短评内容': '+满意', '短评打分': 5}
{'短评内容': '总体感觉不错~~地理位置好~\r\n交通便利。 下次来还住这', '短评打分': 5}
{'短评内容': '服务质量高,讲效率', '短评打分': 5}
{'短评内容': '还好，就是公寓楼不是很新，有点吓人在晚上，不过就算不错了', '短评打分': 5}
{'短评内容': '位置独特占先机，紧邻当代易消费，设施显旧服务好，不含早餐不地道。', '短评打分': 5}
{'短评内容': '酒店服务不错，登记入住的时候因为房间还不可以入住，酒店提供免费大堂酒吧赠饮券，可在大堂酒吧等候', '短评打分': 3}
{'短评内容': '服务不错，登记入住的时候因为房间还不可以入住，酒店提供大堂酒吧饮品赠印', '短评打分': 5}
{'短评内容': '已入住', '短评打分': 5}
{'短评内容': ' 一般，没有京仪大酒店好', '短评打分': 5}
{'短评内容': '位置很好，就在人大东门对面。酒店服务挺好的。', '短评打分': 5}
{'短评内容': '一如既往的水准吧，这次给升级了一下，推荐', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 3}
{'短评内容': '不含早餐很恶劣', '短评打分': 1}
{'短评内容': '不错，卫生、地理位置都很理想，就是门锁有时不好打开。', '短评打分': 3}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '不错\n', '短评打分': 5}
{'短评内容': '第一次在网上订酒店，比预想的好的多', '短评打分': 5}
{'短评内容': '位置好', '短评打分': 3}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '性价比比较高的酒店', '短评打分': 3}
{'短评内容': '服务态度不多，环境也不错', '短评打分': 5}
{'短评内容': '老板出差北京就住这家。', '短评打分': 5}
{'短评内容': '酒店位置很好，在人民大学对面，购物等很方便，但这是一家老酒店，房间有点小，相对价格有点高。', '短评打分': 3}
{'短评内容': '酒店位置很好，在人民大学对面，购物等很方便，但这是一家老酒店，房间有点小，相对价格有点高。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '还行，推荐一下。', '短评打分': 5}
{'短评内容': '一般 大堂吧服务不错 但是第一天入住 竟然等房间等了快2个小时', '短评打分': 5}
{'短评内容': '性價比相當不錯的酒店！床也蠻舒服的，如果能贈送免費瓶裝水的話更好！', '短评打分': 5}
{'短评内容': '很好，离学校很近，很方便', '短评打分': 3}
{'短评内容': 'great location! Near the subway and university. Very nice hotel. ', '短评打分': 5}
{'短评内容': '因为订的是公寓套间，洗手间有点陈旧，别的都还不错的，，，', '短评打分': 5}
{'短评内容': '还不错，位置很好，性价比高。', '短评打分': 3}
{'短评内容': '不太理想', '短评打分': 1}
{'短评内容': '感觉有点对不起这个四星的感觉', '短评打分': 1}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '还好 ', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '还行', '短评打分': 3}
{'短评内容': '燕山已经住过多次，可能是第一次点评。\r\n燕山的自助餐相当丰富，价位还算合理。值得增肥的朋友多去。\r\n当代的超市价格和附近的大型超市价格相差不大，可以选择。\r\n附近交通便利，各种活动都很容易展开。值得推荐。\r\n房间设施陈旧一些，需要改进。', '短评打分': 5}
{'短评内容': '比相像得好一些，外表看着旧，实际还好', '短评打分': 5}
{'短评内容': '设备陈旧', '短评打分': 1}
{'短评内容': '这个价位的酒店，已经很不错了，推荐入住', '短评打分': 5}
{'短评内容': '我很满意', '短评打分': 3}
{'短评内容': '11', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '相对来说，不错。地点比较好，离学校很近', '短评打分': 5}
{'短评内容': '老酒店，比较一般，性价比不高', '短评打分': 1}
{'短评内容': '酒店设施有点陈旧，床很舒服。', '短评打分': 1}
{'短评内容': '楼层很高，视野很好，但是设施较旧，服务员很难到位，房门由于磁卡问题很难开。', '短评打分': 5}
{'短评内容': '酒店的位置很好，刚好在人大对面，旁边就是地铁和公交站；\r\n设施不错，就是卫生间小了点，还有大堂的服务员态度有点生硬；\r\n总体感觉还是不错的', '短评打分': 5}
{'短评内容': '交通还算方便', '短评打分': 1}
{'短评内容': '因为离人民大学比较近，位置的原因才会选择这家酒店，住的是公寓楼，设施比较陈旧了，卫生状况一般，服务一般，和四星的标准还差一段距离。不过门口的值班的大爷，人真的很好，同学来找我，临时停会车他都帮忙看着，让人感受到老北京人的热情。真心感谢。', '短评打分': 1}
{'短评内容': '老四星，设施比较陈旧，但好在留存四星的标准在，总体还是不错的，交通很便利，床相对舒服，服务没有2008年好了。', '短评打分': 5}
{'短评内容': '  床很好', '短评打分': 5}
{'短评内容': '此次网上提前预约8:00-11:00到店,8:30到店了,前台让我12:00后再来,等到下午1:30才腾出房,很不满意!', '短评打分': 5}
{'短评内容': '这家酒店位置很好，离双安，当代都很近，购物很方便，性价比很高。并且酒店房间很大，就是枕头太高了，而且比较硬，希望酒店在这方面改进一下。', '短评打分': 5}
{'短评内容': '整体还不错，不过公寓楼和大酒店不是同一个门，办完入住手续后还要出门拐向隔壁的公寓楼，有点小落差！', '短评打分': 5}
{'短评内容': '服务尚可，关键是价位适中', '短评打分': 5}
{'短评内容': '酒店的配置硬件设施太陈旧了，建成时间比较早的酒店，卫生服务都比较一般，性价比比较低，位置很好出行也很方便，环境差了些！', '短评打分': 1}
{'短评内容': '还可以。', '短评打分': 5}
{'短评内容': '位置很好，只是设施有点旧', '短评打分': 5}
{'短评内容': '感觉一般，设施陈旧，是个老酒店，不会推荐。', '短评打分': 1}
{'短评内容': '酒店很一般了，没什么特色，整体感觉还可以，性价比方面还可以吧。', '短评打分': 5}
{'短评内容': '还是主楼更好点。', '短评打分': 1}
{'短评内容': '设施陈旧', '短评打分': 3}
{'短评内容': '设施太旧，不过性价比很好', '短评打分': 5}
{'短评内容': 'One of the major problems is the air-conditioner is not cooler enough (the outlet is 22C only, it will not be good enough for hot days)', '短评打分': 5}
{'短评内容': '空間寬敞，交通方便。', '短评打分': 5}
{'短评内容': 'Cha', '短评打分': 1}
{'短评内容': '会向我的朋友推荐这家酒店', '短评打分': 5}
{'短评内容': '位置不错，比较舒适，性价比较高，以后还会来住', '短评打分': 5}
{'短评内容': '还是跟上次一样的房间。HOHO，不错。又是加班回不去了', '短评打分': 3}
{'短评内容': '设施有点旧了 卫生间的水笼头不好用', '短评打分': 3}
{'短评内容': '床太软了', '短评打分': 3}
{'短评内容': '酒店比较老。商务间没有预期的好，一般。标间还行。', '短评打分': 1}
{'短评内容': '设施有点旧，床太软之外其他都不错', '短评打分': 5}
{'短评内容': '性价比不错.', '短评打分': 5}
{'短评内容': '上次加班住的，就在单位附近。住的是副楼的套间，还不错的', '短评打分': 5}
{'短评内容': '设施太陈旧', '短评打分': 5}
{'短评内容': '比想象中的差', '短评打分': 5}
{'短评内容': '住的是其公寓楼，所以设施都比较旧，洗漱也不是很方便，毕竟只有298的价格嘛。主要是因为所在的位置很方便所以才选择。', '短评打分': 5}
{'短评内容': '多次入住,性价比较高.建议网上预定的客人到前台就能开房,而不是客人到了再联系打扫,还得等近一小时才能入住.', '短评打分': 5}
{'短评内容': '整体还可以', '短评打分': 5}
{'短评内容': '123', '短评打分': 5}
{'短评内容': '很好,以后还住.', '短评打分': 3}
{'短评内容': '公寓房经济实惠,性价比高,厅可会客,比标间好,下次还住.', '短评打分': 3}
{'短评内容': '燕山酒店公寓房经济实惠,性价比高,还会住.', '短评打分': 5}
{'短评内容': '非常不错的酒店，性价比高', '短评打分': 3}
{'短评内容': '公寓套房不错，就是烟味大了点', '短评打分': 5}
{'短评内容': '还可以！', '短评打分': 5}
{'短评内容': '很好，以后还会再来住这里', '短评打分': 5}
{'短评内容': '交通便利，酒店设施卫生也不错，性价比还可以，住的时间短，服务没感觉出来是好是差', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '支持，还会再住！', '短评打分': 3}
{'短评内容': '地理位置还不错，旁边有商场和饭店，比较方便，虽说酒店看起来比较大，但是设施比较陈旧。', '短评打分': 1}
{'短评内容': '不错！不错！就是北面的房间能听见锅炉房的声音！', '短评打分': 3}
{'短评内容': '已经住了不下十次了，各种满意，下次还会住', '短评打分': 5}
{'短评内容': '公寓标间及套间都住过,(第一次入住时因无标间,前台给免费升级到套间),房间较大,设施较新,特别是东南方向的房间,非常温暖,热水供应充足,周围交通方便,特别是地铁4号线开通后,去哪都方便.不足之处是公寓楼与主楼无内部通道相连,感觉不是同一间酒店,另外上网需另交30元网络费,太不合理,明显是变相涨价,这是一大缺陷.', '短评打分': 5}
{'短评内容': '位置不错，房间较大，缺点是比较旧。', '短评打分': 3}
{'短评内容': '比较旧，不过还算舒适', '短评打分': 1}
{'短评内容': '1、酒店位置很好\r\n2、房间很大很宽敞（酒店公寓经济标间）\r\n3、很安静\r\n4、价位还不错\r\n5、洗手间在大一点就更好了', '短评打分': 5}
{'短评内容': '我们住的公寓式酒店，比较宽敞，设施简洁干净，没有华而不实的东西，性价比很高。以后有朋友来会推荐这里。就是有一点，靠北边的房间临楼下锅炉房，晚上睡觉有点吵。希望下次能遇上一个南向的房间。', '短评打分': 5}
{'短评内容': '酒店位置不错，在中关村办事方便，服务还不错，房间设施一般，性价比还行', '短评打分': 5}
{'短评内容': '细节处理得不错，床睡着比较舒服！特别喜欢大片阳光晒进来的感觉！', '短评打分': 5}
{'短评内容': '太热室内，设施不太新，不太好找，自助餐不好吃哦！', '短评打分': 3}
{'短评内容': '位置很好，服务不错，设施略旧，有待改善', '短评打分': 5}
{'短评内容': '帮朋友定的是公寓,价格不错,但是条件确实差点,和如家差不多,但是还是比较干净的吧.', '短评打分': 5}
{'短评内容': '房间比较安静，在商圈里算难得，出门有大商场有小店，各取所需，各有所爱。燕山酒店的公寓比较像快捷酒店，装修稍显过时，不过还算舒适。', '短评打分': 5}
{'短评内容': '地处中关村，交通还比较方便，价格略高', '短评打分': 5}
{'短评内容': '同样是套间，设施却很不一样，贵的还空间小。晕！！！出租车司机怎么找不到呢？！', '短评打分': 3}
{'短评内容': '非常不错', '短评打分': 5}
{'短评内容': '地点比较好，环境也不错', '短评打分': 5}
{'短评内容': '还不错，可以再住', '短评打分': 3}
{'短评内容': '中关村地区，商务住宿还算不错，设施略陈旧', '短评打分': 5}
{'短评内容': '性价比很高，房间很大，在中关村这个附近298住的很舒服！下次还会来这里，也会推荐朋友住这边。', '短评打分': 5}
{'短评内容': '交通方便、卫生和服务也不错，有机会向朋友推荐。', '短评打分': 5}
{'短评内容': '不错，就是前台的礼宾态度不好，我拿着那么行李也没说帮我搬一下，翻新后感觉卫生还没跟上去，不过四星级的性价比是比较好了~', '短评打分': 5}
{'短评内容': '地理位置好，买东西非常方便，希望能提升公寓楼的设施。', '短评打分': 5}
{'短评内容': '已经多次入住 感觉不错 就是枕头有点高', '短评打分': 5}
{'短评内容': '还一个优点，就是2点退房', '短评打分': 3}
{'短评内容': '公寓楼就是装修是以前的，但是服务不错，面积很大，采光好于燕山酒店楼', '短评打分': 5}
{'短评内容': '不错的一酒店~~每次来北京都住这里。成习惯了', '短评打分': 5}
{'短评内容': '地理位置好，其他一般，包括价格', '短评打分': 1}
{'短评内容': '还不错，可以再去', '短评打分': 5}
{'短评内容': '四星老酒店，公寓酒店特價房入住兩次皆升等，空間寬敞有兩間獨立房，性價比高。', '短评打分': 5}
{'短评内容': '离上班地点很近，很方便，服务人员态度不错。', '短评打分': 5}
{'短评内容': '很满意，继续努力。', '短评打分': 5}
{'短评内容': '很干净，很不错,视野也很好，入住时间很宽松', '短评打分': 3}
{'短评内容': '1月21日入住该店(公寓)房,整体感觉不错.', '短评打分': 5}
{'短评内容': '很不错干净', '短评打分': 5}
{'短评内容': '位置不错', '短评打分': 3}
{'短评内容': '因为要去人大考试，而且不得不带着两个小孩，所以才选择了这家离人大最近的宾馆。入住后才发现里面很旧，墙上也不干净。卫生间不到一米宽。由于水压过大，淋浴头又太轻，所以水一直往上喷。像是在喷泉下洗！洗后狭窄的卫生间里到处是水！地毯很脏。就是这种卫生条件，酒店竟然因为床单上染了一点笔痕，要我赔付床单。是我家小孩子画画时不小心染上了一点。一般在家里洗可以洗下去。但是他们三翻四次的来敲门来“检查核实”。真是太', '短评打分': 1}
{'短评内容': '酒店里面的整体环境感觉还是比较一般的,人员服务还可以,不过硬件设备有些陈旧了.', '短评打分': 3}
{'短评内容': '1、希望能改善部分房间的床垫；\r\n2、希望空调温度能高些；', '短评打分': 1}
{'短评内容': '我很喜欢这家酒店,位置很好,出行很方便,房间的卫生和设施也都不错,住在很舒适,我很满意.', '短评打分': 3}
{'短评内容': '公寓楼还是稍微改进一下吧', '短评打分': 3}
{'短评内容': '很恐怖的，居然跟另外一个房间还有门通着', '短评打分': 1}
{'短评内容': '还不错。设施稍微有点老', '短评打分': 5}
{'短评内容': '有点冷，但是很宽敞不错', '短评打分': 5}
{'短评内容': '感觉不错 值得多去', '短评打分': 5}
{'短评内容': '地理位置非常好，是离人民大学最近的酒店，步行到人大东门只需要3分钟。临近地铁口，出行很方便。旁边有条很繁华的小吃街，还有好多稀奇古怪的小东西卖，是个不错的选择。\r\n这是燕山酒店的公寓楼，是个老楼，房间条件设施比较一半，略显陈旧，但是服务和卫生相当的好，也许其他环境有点折扣，但床很舒服，起码床和服务是纯四星标准。', '短评打分': 5}
{'短评内容': '房间的卫生间的设施有点简陋，卫生还不错，位置挺好的，这边出行还是很方便的，服务也还行，整体感觉这家酒店的性价比还是比较高的', '短评打分': 3}
{'短评内容': '二十多年前曾经住过该酒店，那个时候还是专供外国人居住的外事酒店，时过境迁，没想到二十多年后再次入住，还是感觉很舒服很有档次，虽然外观以及房间里面的硬件已经今非昔比，不过仍然能够体现高档次的酒店的风范。谢谢。', '短评打分': 5}
{'短评内容': '酒店最大的卖点是位置十分的黄金，紧邻人民大学和中关村，但是房间内的设施显得有些陈旧，498的价格竟然不含早餐，这在三星级的宾馆中，未免显得小气，性价比不高', '短评打分': 1}
{'短评内容': '挺舒适，但是冬天公寓会有些冷', '短评打分': 5}
{'短评内容': '酒店的住宿条件还是蛮不错的,比较干净舒适,而且价格也不是很贵,所以综合起来还是比较满意的.', '短评打分': 3}
{'短评内容': '我感觉这家酒店的价格和它的服务方面还是不成正比服务不是很热情,房间很小而且里面的空调开的很足比较热设施还是过于简单了,位置还行.还是挺一般的酒店.', '短评打分': 3}
{'短评内容': '地理位置不错,办事很方便,周边还有许多小店', '短评打分': 3}
{'短评内容': '地理位置不错', '短评打分': 5}
{'短评内容': '地段不错，交通方便周围小吃也很齐全。但是公寓设备有点陈旧，希望改进~', '短评打分': 3}
{'短评内容': '总的来说位置不错，经济公寓的价格还是有点偏高，我看不到三星的标准。服务不敢恭维，找不到服务员，打电话到总机转来转去，最后一个茶杯送到手里是45分钟之后的事情。让客人在这里干等。', '短评打分': 1}
{'短评内容': '位置还是不错的,离我办事的地方很近,出行很方便,卫生服务方面也都不错,但就是房间的设施有些陈旧了.', '短评打分': 3}
{'短评内容': '服务很满意', '短评打分': 5}
{'短评内容': '住的是公寓标准间，也就是三星的水平，第二次住了，不过还好', '短评打分': 5}
{'短评内容': '酒店的整体条件比较想象中的要好,周边也有很多吃饭地方,挺满意的.', '短评打分': 3}
{'短评内容': '性价比好', '短评打分': 5}
{'短评内容': '卫生和服务方面就不多讲了，特惠价是在附楼，八十年代水平的涉外公寓。', '短评打分': 5}
{'短评内容': '再补充一下：\r\n夜晚安静，睡得很好。\r\n供暖充足，室内可以穿得很少。', '短评打分': 3}
{'短评内容': '燕山大酒店地理位置优越，毗邻人民大学和地铁，楼层视野开阔。\r\n附近有双安和当代购物中心、华星影院。\r\n住的是经济型标间，有价格优势。\r\n服务员有礼貌，业务熟练。\r\n房间床单、被罩干净。\r\n卫生间简陋、狭窄，只有两件陈旧的洁具，\r\n但是考虑到经济型房间，这一缺陷可以容忍。', '短评打分': 5}
{'短评内容': '还不错，就是感觉家具有点老，洗手间没有刮胡刀', '短评打分': 5}
{'短评内容': '酒店环境不太好,比较老旧了,开业时间很长了,卫生服务都很一般,性价比不是很满意.', '短评打分': 3}
{'短评内容': '冬天房间暖气不够暖', '短评打分': 5}
{'短评内容': '房间的设施和卫生挺好的,服务态度挺好的,位置还是比较好找的出行也挺方便的,性价比也可以,还是比较满意这家酒店的.', '短评打分': 3}
{'短评内容': '价格合理，服务好，交通方便，值得推荐。', '短评打分': 5}
{'短评内容': '套房很大，但设备老旧，跟价钱也是一致的', '短评打分': 5}
{'短评内容': '很好,极力推荐', '短评打分': 5}
{'短评内容': '公寓经济套间比较适合一家三口旅游入住。', '短评打分': 5}
{'短评内容': '不错的选择。', '短评打分': 5}
{'短评内容': '没有暖空调 冷就一个字。。。性价比太低。。。', '短评打分': 1}
{'短评内容': '价格再便宜点就好了。', '短评打分': 5}
{'短评内容': '酒店各方面服务还算可以.综合对比一下还是挺好的.卫生还有舒适度都不错.住起来也很温馨', '短评打分': 3}
{'短评内容': '酒店在人大学院门口,公寓楼服务各方面不错.位置不错挺方便的.如果办公在人大这边的话入住这家酒店是比较方便的', '短评打分': 3}
{'短评内容': '服务还不错，就是打车不太方便，酒店是在胡同的，经过的出租车比较少', '短评打分': 3}
{'短评内容': '酒店的地理位置还是蛮不错的,交通挺方便的,房间里的设施和服务一般了前台服务还是蛮热情周到的,价格方面还可以了.', '短评打分': 3}
{'短评内容': '服务态度还挺不错的,就是房间的装修有些陈旧了,卫生间里面没有淋浴和浴缸都没有,稍微简单一些,价格还是稍微贵了一些,位置还是可以,交通还是很方便的,总体还是挺满意,价格要是再是便宜一些就更好了.', '短评打分': 3}
{'短评内容': '酒店设施都比较旧，与星级差距大。', '短评打分': 1}
{'短评内容': '经济标间设施略显陈旧,总体感觉性价比在京城来讲较好.', '短评打分': 5}
{'短评内容': '地理位置非常好，交通比较方便，因离中科院和中关村比较近，所以比较适合IT人员居住，周围小饭店也比较多，值得推荐。', '短评打分': 5}
{'短评内容': '感觉不错，值得推荐', '短评打分': 5}
{'短评内容': '朋友到北京人民大学进修,为其预订的该酒店,在学校内住实在是很不方便.酒店不错,只是从酒店出来到学校,要穿过整个校区,哈,权当是健身吧,平时都没什么时间走路.推荐.', '短评打分': 5}
{'短评内容': '适合去中国人民大学探亲、访友、办事的客人入住', '短评打分': 5}
{'短评内容': '未裝休的房間過於老舊, 感覺髒, 要求換房, 也沒回應,但牀的硬度算舒適', '短评打分': 1}
{'短评内容': '公寓楼很舒适`有家的感觉', '短评打分': 5}
{'短评内容': '第二次住燕山了，感觉他们的条件还是不错的，服务环境也挺好的，经济实惠，位置也挺不错的，尤其是这种经济套间，挺不错的。', '短评打分': 3}
{'短评内容': '酒店服务特别好，环境还可以，价格适中，总的来说还行', '短评打分': 3}
{'短评内容': '酒店的服务卫生方面还是不错的,设施方面也比较合适,周边交通也还可以了,就是停车场太小了,停车不是很方便的,价格方面还是比较合适的.', '短评打分': 3}
{'短评内容': '该酒店位置还是不错的，交通相当方便。\r\n我们入住的是公寓式房间，设施非常一般，卫生状况不好，室内空气不好；如果是按照招待所的价格收费，那还是说得过去的，但按照星级酒店收费，就不值得推荐了。', '短评打分': 1}
{'短评内容': '当时房间是安排在一个附楼里的,所以感觉比较偏,不过房间卫生还可以,价格也蛮适中的.', '短评打分': 3}
{'短评内容': '我觉得这家酒店还是蛮不错的,性价比方面还是挺合适的,就是住的高层会更好点.', '短评打分': 5}
{'短评内容': '这家酒店的性价比还是不错的,住起来挺舒适的,值得推荐', '短评打分': 5}
{'短评内容': '酒店的服务卫生方面还可以了,周边环境还是不错的,出行时交通还是蛮便利的,整体感觉价格方面还是比较合适的.', '短评打分': 5}
{'短评内容': '酒店太古旧了,感觉像80年代的,里面的环境也不好,不像是酒店,而且像是一个办公室一样,下次肯定不会再住这了!', '短评打分': 1}
{'短评内容': '酒店的位置还算不错，硬件设施也说的过去，就是房间分配不那么合理，有点像走迷宫。再者，前台的服务员态度不怎么地。', '短评打分': 5}
{'短评内容': '总台服务太好了，住的舒服。', '短评打分': 5}
{'短评内容': '离人大很近，不超过200米。机场大巴公主坟线（中途）直达南门。公寓楼，挺干净，安静。就是宽带要收费。周围无线网络很多！嘿嘿！', '短评打分': 5}
{'短评内容': '住的是公寓楼， 位置不错，但设施一般。', '短评打分': 5}
{'短评内容': '环境还不错，就是老了一些，服务还不错，总的来看还可以 ', '短评打分': 5}
{'短评内容': '酒店的服务卫生方面还是不错的，周边的交通也挺方便的，价格也蛮合适的。值得推荐', '短评打分': 5}
{'短评内容': '酒店环境不错,比较整洁.服务态度也比较热情.', '短评打分': 5}
{'短评内容': '酒店的服务卫生以及房间的内部设施都很一般的,酒店的位置不错的,出行还算方便,性价比还不错的', '短评打分': 5}
{'短评内容': '服务还挺好的，附近出行也很方便，当时住的公寓楼经济间，价格非常合理', '短评打分': 5}
{'短评内容': '酒店还算是挺不错的，他们的环境服务挺好的，内部环境也比较干净，交通挺方便的。', '短评打分': 5}
{'短评内容': '酒店还是不错的,整体环境也很舒适,位置也很符合我的要求；就是价格还是有些偏高,如果能再优惠一些就更好了；', '短评打分': 5}
{'短评内容': '酒店很不错,比想象中的还要好；很符合我的要求,如果价格方面能再优惠一些就更好了', '短评打分': 5}
{'短评内容': '酒店挺干净，就是比较老了，设施都比较旧了，酒店的位置不错，离中关村比较近，交通也方便', '短评打分': 5}
{'短评内容': '住了好几天没窗户的酒店后，发现这里太好了，大窗户那个大呀！！！！', '短评打分': 5}
{'短评内容': '住了标间498元，感觉不值。另外，我们晚上前脚刚进房间，回头就看见门底下塞进什么特殊服务的名片。真是奇怪！好在晚上没有人骚扰。', '短评打分': 5}
{'短评内容': '酒店地理位置非常便利.我已经住过俩次.最感兴趣的是酒店周边的多样的餐馆.\r\n但酒店的床单很不理想,或者是所有酒店的通病,住酒店之后感觉非常干燥,皮肤不舒服.', '短评打分': 1}
{'短评内容': '酒店刚装修完房间味道比较大,后来高层比较好一些,特价房性价比比较高,5月份价格上涨恢复到以前就比较高,就不会再选择', '短评打分': 1}
{'短评内容': '蛮好的，地理位置不错', '短评打分': 5}
{'短评内容': '感觉酒店服务挺好的，而且价格也比较划算，酒店也是新装修过的，所以挺干净，住着蛮舒适的', '短评打分': 5}
{'短评内容': '感觉酒店服务挺好的，而且价格也比较划算，酒店也是新装修过的，所以挺干净，住着蛮舒适的', '短评打分': 5}
{'短评内容': '酒店的服务挺周到的，环境很好，很舒适，酒店的地理位置虽然有些偏，但离我要去的地方也很近，还是挺方便的', '短评打分': 5}
{'短评内容': '服务都还不错，当就是离办事点稍稍微远了一点', '短评打分': 5}
{'短评内容': '酒店离北外比较近，整体感觉比较规范，3月份中旬去的房间还是有点冷，中央空调温度不好调，酒店还是值得推荐的', '短评打分': 5}
