{'短评内容': '方面确实很好，还赠了早餐，下次还会入住', '短评打分': 5}
{'短评内容': '还可以啦，距离徐家汇商业中心非常近的，就是贵了点', '短评打分': 3}
{'短评内容': '太贵了。竟然要288元一间，太贵了，都是世博会闹腾的', '短评打分': 5}
{'短评内容': '还好吧', '短评打分': 5}
{'短评内容': ' 还行吧…', '短评打分': 5}
{'短评内容': '+服务态度不错，设施还可以，该时期该价位不错了～', '短评打分': 5}
{'短评内容': '酒店离地铁有点远，要15分钟，不过路上有几家餐馆，可以解决吃饭的问题，呵呵。', '短评打分': 5}
{'短评内容': '非常规范化，插头多一点就好了，交通比较方便，周围吃的比较多，世博期间放假相对暴涨，但是在周围片区不算贵了', '短评打分': 5}
{'短评内容': '干净，不错', '短评打分': 5}
{'短评内容': '已经是第二次入住了，除了房间小一些，其他都还OK，交通也比较方便。', '短评打分': 3}
{'短评内容': '房间很小.没电视.没网络.不太值', '短评打分': 5}
{'短评内容': '酒店干净卫生，性价比不错。下次还会选择。', '短评打分': 3}
{'短评内容': '酒店干净卫生，性价比不错。下次还会选择。', '短评打分': 3}
{'短评内容': '世博会期间价格上涨，但相比之下还可以接受。交通便利，周边有超市、饭店，很方便。房间整洁，只要求住宿的话足矣。很不错的酒店，推荐！', '短评打分': 5}
{'短评内容': '住这里，最大的优势就是离世博比较近，每天在世博园里逛的很累，非常期待能早些回到酒店休息。', '短评打分': 5}
{'短评内容': '+服务还可以，房间太小了', '短评打分': 5}
{'短评内容': '+酒店不错', '短评打分': 5}
{'短评内容': '设施算很新的了。住的很舒服 就是房间有点小。浴室的玻璃门总是漏水，这样不好。位置一般，距离地铁站要走15、6分钟的样子，但是总体很满意！', '短评打分': 5}
{'短评内容': '+总的来说还不错，离世博园较近', '短评打分': 5}
{'短评内容': '地点好，房间墙壁有点脏，屋内很潮，通通风就好了。大床房比较适合一个人住，没有衣柜，地方比较小。', '短评打分': 5}
{'短评内容': '+房间很干净,很舒适!', '短评打分': 5}
{'短评内容': '早餐差了点，酒店可以行李托管，早上退房，把行李托管着就可以轻松出去玩了', '短评打分': 5}
{'短评内容': '不错啦，距地铁不远，出门就是公交，楼下的饭店也不错，想念早餐的绿豆汤~~~', '短评打分': 5}
{'短评内容': '一进去就是很臭，臭鞋味儿。网络速度不错。酒店早餐不怎么样。但是午餐晚餐在那里吃的话还是比较可以的（相对外面性价比高很多）。出行很方便。楼下就有便利店。', '短评打分': 5}
{'短评内容': '世博会期间入住，性价比还是不错，房间虽小，但满舒适的，干净卫生，到地铁站有7-8分钟，离徐家汇很近的。总体不错。', '短评打分': 5}
{'短评内容': '+还可以\n\n', '短评打分': 5}
{'短评内容': '还好了,房间小了点,设施旧了点,前台MM态度还不错,前台GG冷漠了点,去看世博很方便的,东安路站4号线到浦西,7号线到浦东', '短评打分': 5}
{'短评内容': '比上海外滩的莫泰要好很多 还便宜一百多~\r\n\r\n就是觉得离地铁站远了点 特别是在逛完世博后 觉得特别远~', '短评打分': 5}
{'短评内容': '就是离世博园比较近，但是交通却不方便，酒店处于单行道，走路去地铁需要大概15分钟，酒店环境还不错，房间进去之后一股臭脚味，面积很小，服务不错，免费早餐能让你吃个饱...', '短评打分': 5}
{'短评内容': '房间面积不大，但是胜在位置比较优越，还不错', '短评打分': 5}
{'短评内容': '地段较方便，房间偏小，整体OK\r\n还是比较闹中取静的地方', '短评打分': 5}
{'短评内容': '网上订的,给我们的一间很小的房子,还是5.5楼,一个小角落.房子简直就是小人国的.不过交通还是不错的,设施还行.就是世博期间涨价太多,性价比不好.', '短评打分': 1}
{'短评内容': '很好就是价钱太贵', '短评打分': 5}
{'短评内容': '还不错，卫生很干净，地段好，到地铁站也比较近', '短评打分': 3}
{'短评内容': '离地铁口比较远,步行需要10多分钟,酒店服务还不错,我住的大床房,1家3口住还可以.', '短评打分': 5}
{'短评内容': '   上海的高温没有吓到我，这家酒店真的把我吓怕了，将近400元一晚的价格没什么，但你的服务要跟上啊。先是空调不制冷，当天上海可是39.6度的高温啊，我们在屋里享受了一把桑拿，而且绝不是我一个房间的问题，当天很多房间都是这样，这样的酒店也能开下去？然后给我换房间，换到一楼厨房的隔壁，天，你们的想象力太丰富了吧，厨房隔壁也是住人的地方，六点钟就跟地震一样，不说睡觉，连坐在屋里都是一种折磨，特价房也没', '短评打分': 3}
{'短评内容': '   上海的高温没有吓到我，这家酒店真的把我吓怕了，将近400元一晚的价格没什么，但你的服务要跟上啊。先是空调不制冷，当天上海可是39.6度的高温啊，我们在屋里享受了一把桑拿，而且绝不是我一个房间的问题，当天很多房间都是这样，这样的酒店也能开下去？然后给我换房间，换到一楼厨房的隔壁，天，你们的想象力太丰富了吧，厨房隔壁也是住人的地方，六点钟就跟地震一样，不说睡觉，连坐在屋里都是一种折磨，特价房也没', '短评打分': 1}
{'短评内容': '哈哈，不错不错。环境挺好，幽静舒适。态度也不错，就是地铁站有一点儿远，可是位置不错。', '短评打分': 5}
{'短评内容': '房间小，不隔音，性价比一般，但世博期间什么都涨价，所以也可以勉强给个好评吧。让人气愤的是，入住的第二天，正在洗澡，停电了，一个多小时才来电，三伏天，那个热-----，可是前台的小姐连句道歉的话都没有，顾客质疑时爱理不理的，实在有损上海的形象', '短评打分': 1}
{'短评内容': '房间不大，因为是去看世博定的，去各个口打车大概都在20多元左右，服务一般吧，前台问怎么坐车，基本都说不清楚，但是大厅有电脑，可以自己查一下。住了几天，房间的垃圾就没倒过，空瓶子空袋都堆在房间里。。。然后还有门下面总会发现提供特殊服务的小广告，，以前都没碰到过。。这是地方特色还是怎样实在是不清楚。。总体来说，世博期间，这个价格和位置就还算能接受啦。', '短评打分': 5}
{'短评内容': '房间很小 总体还可以', '短评打分': 5}
{'短评内容': '门口有垃圾站，很臭。就只点不好，其他的都不错', '短评打分': 5}
{'短评内容': '离地铁稍远，近2公里，性价比在世博期间还行，房间只有约12平米，很小，安静，楼下便利店倒真很方便，离虹桥机场也方便，向服务员问路一概答不知道', '短评打分': 1}
{'短评内容': '这次来玩世博在这里住了4天，感觉比较好，交通很方便，服务员也很负责，本来没有吹风机的但是服务员还是努力帮我们找，住这里还有自助早餐送，比较卫生，也很好吃，住这里性价比很高。', '短评打分': 5}
{'短评内容': '房间有点小，位置还不错，性价比一般', '短评打分': 5}
{'短评内容': '这次入住是去看世博的.总体位置来说离世博还是蛮近的,地铁4站或打的26块就到世博入口.酒店说近地铁口,但其实还有点远的,走路要10分钟以上.房间和洗手间真的是小,不过上海的酒店房间都是这样.安静度还可以,我一共住了3天,没听到太大的噪音.卫生情况也还不错.世博期间房价涨得太贵,我住288,不过觉平时的房间应不超188,才和它的条件相符.', '短评打分': 5}
{'短评内容': '比起其他的MOTEL,这家很一般', '短评打分': 5}
{'短评内容': '这家莫泰的位置很好，出行很方便。因为第二天要很早起来去参加会议，所以订了这间酒店，入住得很晚，因为没有房间了，帮我升级到大床房，考虑到交通非常方便的缘故，下次开会会再考虑住这家店。', '短评打分': 5}
{'短评内容': '服务号，设施相对简单。性价比不错。', '短评打分': 3}
{'短评内容': '酒店很安静，在喧闹的大上海找到一篇安静地方，真不错，下次还会入住', '短评打分': 5}
{'短评内容': '环境一般', '短评打分': 3}
{'短评内容': '不错，位置方便，环境也可以！！！', '短评打分': 5}
{'短评内容': '房间比较小，设施相对比较齐备。做为快捷酒店已经不错了！', '短评打分': 3}
{'短评内容': '房间比较小，设施相对比较齐备。做为快捷酒店已经不错了！', '短评打分': 5}
{'短评内容': 'GOOD', '短评打分': 5}
{'短评内容': '整体都很不错~交通比较便利！附近有个家乐福超市！', '短评打分': 5}
{'短评内容': '没有纱窗，有蚊子。一楼光线暗。早餐太恐怖。可能是世博会的原因，性价比太低。但去世博园的几个入口乘地铁方便。但距离地铁还要走一段路。', '短评打分': 1}
{'短评内容': '去世博的时候住的这家。离世博园还是满近的', '短评打分': 5}
{'短评内容': '比较一般', '短评打分': 5}
{'短评内容': '酒店环境，不错就是最近订房太紧张，在网上定了一晚，不太容易再续。', '短评打分': 5}
{'短评内容': '设施和装修都还行，在世博期间已经算是性价比比较高的旅店了～～', '短评打分': 5}
{'短评内容': '不错~~位置比较方便，性价比好~~哈哈下次还会住的~', '短评打分': 5}
{'短评内容': '卫生条件还可以，但是房间太小。', '短评打分': 3}
{'短评内容': '卫生条件还可以，但是房间太小，电视机挂太高，看得脖子都痛！', '短评打分': 5}
{'短评内容': '酒店房间非常小,有霉味，感觉很潮湿。第一晚入住的是夹层，空间小的让人难受，建议入住的客人住前一定要先跟酒店确认清楚（因从前入住的酒店从没住过夹层的，不知道还有这种房）。夹层房间位于楼梯拐角处，坐电梯到相应楼层后要走楼梯拐到那个房间。', '短评打分': 1}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '整体来说还好，但有点小！', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '还不错,', '短评打分': 5}
{'短评内容': '商务大床房比普通大床房大不了多少，早餐的品种很少，如果不是送早餐的话，不如到外面去吃。', '短评打分': 5}
{'短评内容': '整体来说不错，去世博的话交通挺便利', '短评打分': 5}
{'短评内容': '住过很多次，每次都有不同感受，地处徐家汇，价格贵空间小，即使是商务大床房空间也还是那么小。冲这地理位置，来徐家汇办事住住还是可以的。建议大家不要用房间里的一次性拖鞋，很刺鼻！一起环保吧！说到环保：用瓷杯比用一次性纸杯要环保吧！不知酒店人怎么想的', '短评打分': 5}
{'短评内容': '可以', '短评打分': 5}
{'短评内容': '去上海徐汇区还是性价比不错的酒店', '短评打分': 5}
{'短评内容': '距离美罗城较近，房间还不错，比前面住过的格林豪泰要好。很干净。下次去还住那里。', '短评打分': 5}
{'短评内容': '离地铁站东安路站要走10分钟左右，位置还可以，楼下就有好吃的，房间设施比较旧，但服务态度还可以，世博期间可以入住，~比较方便', '短评打分': 5}
{'短评内容': '位置很好，只是条件有点差', '短评打分': 5}
{'短评内容': '设施较差,需要重新装修,位置不太方便,距地铁口较远,其他都很好', '短评打分': 5}
{'短评内容': '总体感觉不错   离世博也挺近的  坐地铁也就4站  ', '短评打分': 5}
{'短评内容': '住得还不错`', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '前台比较不搭理人！', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '位置不错。距离地铁站都还在走路范围内。打车都很方便。硬件过得去。', '短评打分': 3}
{'短评内容': '还是不错的，总的来说性价比比较高，卫生不错，位置很好，周围环境也不错', '短评打分': 5}
{'短评内容': '如果是看世博会，该酒店的位置很好，靠近4号地铁和7号地铁的换乘站－－东安路站，到世博东区可乘7号线，到世博西区可乘4号线，非常方便。', '短评打分': 5}
{'短评内容': '酒店位置很好，但是设施太差，长单被套像是洗了很多次的已经很旧了。', '短评打分': 1}
{'短评内容': '很满意，房间很干净舒适，就是电视的位置不太好', '短评打分': 5}
{'短评内容': '离地铁站距离稍微要走一会儿。如果不是很着急的话还是很方便的。其它硬件条件还过得去。', '短评打分': 5}
{'短评内容': '房间比较小，还算比较干净，早餐蔬菜种类比较多，不过居然没有主食，解释说货用完了，超级汗！', '短评打分': 5}
{'短评内容': '还可以，位置比较好', '短评打分': 5}
{'短评内容': '打车到世博园的8号口26元.位置还可以.房价再便宜些就更好了.', '短评打分': 5}
{'短评内容': '房价比较小', '短评打分': 3}
{'短评内容': '因为住的时间长，周围的酒店比较后这家最便宜，性价比很高，房间也不错', '短评打分': 5}
{'短评内容': '设施比较简陋啊。。。', '短评打分': 1}
{'短评内容': '地點很好環境不錯', '短评打分': 3}
{'短评内容': '酒店地理位置不错，靠近徐家汇，交通也比较方便。\r\n住宿条件也很好，值得推荐。', '短评打分': 5}
{'短评内容': '隔音效果较差，可以很轻松地清晰听到隔壁的喘息——', '短评打分': 1}
{'短评内容': '不错，地理位置也很好，但是老预定不到。。。没想法，预定好之后，半夜老来电话说满了。。。', '短评打分': 5}
{'短评内容': '除了空间小点 其他都还不错', '短评打分': 5}
{'短评内容': '服务比较差，普通消费者没有延时退房', '短评打分': 1}
{'短评内容': '性价比一般，', '短评打分': 3}
{'短评内容': '特价房是在每两层楼的中间 位置有点偏 晚上会觉得有点害怕  但是房间的设施还是不错的 总体感觉性价比很好~', '短评打分': 5}
{'短评内容': '酒店的位置还可以，不过门前的路是单行线。我定的是大床房，房间太小了，电视机居然还用云台挂着的。第一天住的房间，可能对门的房间晚上服务员在住，经常开关门，而且声音很大，很吵。而且网线也是断的。第二天和前台要求换个房间，前台很痛快的同意了。还比较满意。', '短评打分': 5}
{'短评内容': '面积小  电视位置不好', '短评打分': 1}
{'短评内容': '地理位置離徐家匯商業街相對較近，步行20分鐘左右。淋浴比較舒服，水大。\r\n但房間隔音效果不好，最近對面在施工，早上7點就開始吵。房卡總不是很靈，每次都要因為這個找服務員。', '短评打分': 5}
{'短评内容': '离徐家汇比较近，附近有很多吃的地方', '短评打分': 5}
{'短评内容': '不错，位置好，交通方便，不过内部设施环境一般', '短评打分': 5}
{'短评内容': '隔音差,服务生硬', '短评打分': 5}
{'短评内容': '总体感觉还行，订了2天，用了2张消费券，最后只返回了1张，还有1张投诉了，说要手工汇款，真是麻烦~\r\n住的是特价房，是在两层楼之间的阁楼里面，进去有点灰暗，有点恐怖~房间很小，1个人住差不多，2个人实在太挤了。不过总体还是满干净的。', '短评打分': 5}
{'短评内容': '地理位置比较好，相比同等价位的如家酒店，更好找一些。不像其他有的200多一点的酒店都在犄角旮旯处。', '短评打分': 5}
{'短评内容': '卫生不错,位置好', '短评打分': 5}
{'短评内容': '电视机观看不是很方便，而且杂音很多，房间的隔音很不好……其他的都和其他的快捷酒店差不多，不过这家店的地理位置很好，很方便', '短评打分': 5}
{'短评内容': '168特价房我简直无法形容，竟然在安全出口的楼梯口的一间房，太小了感觉太压抑，打死我都不会订，还不如锦江莫泰', '短评打分': 1}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': 'hao ', '短评打分': 5}
{'短评内容': '虽然是特价房，特殊的位置，但是很安静，独立！！！', '短评打分': 5}
{'短评内容': '订的是特价房，但前台帮忙转为大床房。各方面都不错', '短评打分': 5}
{'短评内容': '房间较舒适，牙刷的质量需要改进', '短评打分': 3}
{'短评内容': '性价比不错', '短评打分': 3}
{'短评内容': '地理位置好，靠近徐家汇，出行方便，设施基本够用，少了电吹风和浴袍，房间比较小。', '短评打分': 5}
{'短评内容': '在上海来说，性价比很不错，大床房的位置让人感觉有点尴尬。', '短评打分': 5}
{'短评内容': '总体来说，该家酒店还是不错的', '短评打分': 5}
{'短评内容': '挺好,订的是经济房,后来给我一个标准间,价格一样,谢谢', '短评打分': 3}
{'短评内容': '性价比还可以,前台服务比较慢', '短评打分': 5}
{'短评内容': '位置离徐家汇商业区不远，附近竞争酒店不少，相比来说莫泰168店的房价便宜，设施一般，凑合住住不错。', '短评打分': 5}
{'短评内容': '酒店不错,空调效果很好,冬天住很暖和,位置也不错,离地铁也比较近.', '短评打分': 5}
{'短评内容': '地点很难找到~~', '短评打分': 3}
{'短评内容': '总体说来,还算蛮好的,哈哈\r\n', '短评打分': 5}
{'短评内容': '位置不太好找，费了翻周折才找到', '短评打分': 5}
{'短评内容': '订的经济房,后来没有给我的是标准间,这点比较满意,但是里面马桶堵了,希望酒店能及时检查基础设施 ', '短评打分': 5}
{'短评内容': '基本满意~', '短评打分': 5}
{'短评内容': '在上海的酒店里这里性价比比较高的', '短评打分': 5}
{'短评内容': '我是168的特价房,虽然是大床房是夹层的位置,房间很小,这个价格不如还是住旁边的锦江之星呢,再多送条毛巾收钱,剃须刀收钱,进去的时候卫生纸都没有,杯子都是一次性杯子,没有玻璃杯.', '短评打分': 1}
{'短评内容': '酒店的设施陈旧，前台服务也不好，就是位置比较方便。', '短评打分': 3}
{'短评内容': '房间太小了，但麻雀虽小，五脏俱全，还行吧！', '短评打分': 5}
{'短评内容': '服务挺好的，去徐家汇很方便，边上的复茂小龙虾挺赞的', '短评打分': 5}
{'短评内容': '住的168的特价房，是楼顶的楼梯间改造来的吧，布局很挤，而且一进门就有一股异味，开窗通风半天也消不去。而且在9楼，半夜下面的路上吵得很，旁边的空调机声音也很响。总之比较差。', '短评打分': 1}
{'短评内容': '交通比较方便。', '短评打分': 5}
{'短评内容': '酒店服务还好出行方便但房间太小了', '短评打分': 3}
{'短评内容': '总体还不错。\r\n\r\n就是卫生太差，床上用品脏了根本就不会主动换。', '短评打分': 5}
{'短评内容': '位置还是比较不错的,价格还是可以接受，房间的卫生和设施普通,只是房间太小，不能转身...', '短评打分': 1}
{'短评内容': '地理位置非常好,位于市中心,出行都很方便,卫生服务方面也都不错,但就是网络不太好,总是调线,不太方便.', '短评打分': 3}
{'短评内容': '还不错，就是隔音效果不是很好 ！', '短评打分': 5}
{'短评内容': '卫生间没有地垫，灯光太暗。\r\n床上被子只有薄薄的一条，要加的话只提供七条更薄的毛毯。', '短评打分': 5}
{'短评内容': '总体一般，适合出行', '短评打分': 5}
{'短评内容': '总体还可以，卫生设想坏的请换一下，不好的床垫也应换了。', '短评打分': 5}
{'短评内容': '电视机太高，而且和手机信号冲突，会有噪音', '短评打分': 1}
{'短评内容': '感觉还好，就是办理入住，退房要等', '短评打分': 5}
{'短评内容': '特价大床房太小，又靠近正在改造的宛平南路，当大型车辆从临时覆盖道路上的铁板压过时，产生的巨响把人从梦中惊醒。', '短评打分': 5}
{'短评内容': '其他的都还不错，就是我住的那间房间的门有时候打不开，不过总体还不错的', '短评打分': 5}
{'短评内容': '这个酒店比天钥桥路那个离徐家汇近，就是单行道不是很方便,总体可以', '短评打分': 5}
{'短评内容': '性价比不错', '短评打分': 5}
{'短评内容': '单行道，打车不方便，其它都OK，', '短评打分': 5}
{'短评内容': '酒店地理位置是很好的，卫生和设施还勉强说的过去，就是酒店的服务很冷淡，不热情也不周到，性价比有些低，下次不会在选择入住了。', '短评打分': 3}
{'短评内容': '这个酒店总体来说还不错.步行到徐家汇也只要十几分钟.位置不错.而且价格在那个位置还算适中.也比较干净.下次去上海还想住好儿.不过就是门口的路是单行道,有点不方便.离地铁口也稍远了点.', '短评打分': 5}
{'短评内容': '相比莫泰的其他店来说，这家是很不错的，但服务有待提高，早餐品种也还可以，对于选择经经济型酒店的朋友，推荐这家！另，酒店隔音不大好', '短评打分': 3}
{'短评内容': '住得太多了，老是我一个人评分，不好意思', '短评打分': 3}
{'短评内容': '我一直选这家，相比莫泰的其他店来说，这家是很不错的，但服务有待提高，早餐品种也还可以，对于选择经经济型酒店的朋友，推荐这家！另，酒店隔音不大好', '短评打分': 3}
{'短评内容': '相比莫泰的其他店来说，这家是很不错的，但服务有待提高，早餐品种也还可以，对于选择经经济型酒店的朋友，推荐这家！', '短评打分': 5}
{'短评内容': '房间比较小，住的是大床房，除了床连转身的地方都有限，卫生设施不错，比较干净，房间隔音不是很好', '短评打分': 5}
{'短评内容': '位于宛平南路的这家店有个小院子，停车方便。最好不要住一楼，有点潮湿。其它方面都没问题。', '短评打分': 3}
{'短评内容': '出名的价格实惠!位置离商店不远', '短评打分': 5}
{'短评内容': '位置非常的好，离开徐家汇很近，晚上可以去逛街。', '短评打分': 5}
{'短评内容': '我住的比较便宜的房间，房间空间有点小，特价房间咱也不能要求太高，位置在徐家汇那边还的繁华的地方很方便', '短评打分': 3}
{'短评内容': '酒店的硬件条件还算可以，算不是特别好，只能说还可以，位置离地铁站不是特别远，但是也不太近，所以只能算是一般。', '短评打分': 3}
{'短评内容': '酒店的服务卫生以及设施都很一般的，酒店的位置不错的，出行很方便的，酒店的价格高了。', '短评打分': 5}
{'短评内容': '酒店设施少了一些,没有电吹风针线包一类的.卫生服务很一般,位置还可以,很一般的酒店.', '短评打分': 5}
{'短评内容': '酒店还可以就是房间比较小住着不舒服,酒店位置还可以出行很方便.卫生服务还是比较好的,综合性价比还是很好地.', '短评打分': 5}
{'短评内容': '酒店的房间面积比较小了,服务卫生以及房间的内部设施都还可以的,酒店的位置不错的,出行很方便的,价格有点高,还有下调的空间的', '短评打分': 5}
{'短评内容': '地理位置很好，很便利，很干净，很温馨，但房间里有点霉味（不重），最好能经常晒晒被褥。', '短评打分': 5}
{'短评内容': '性价比高，服务环境也还可以，但酒店卫生方面不太好，尤其是空调没有即时的打扫，导致很多灰尘', '短评打分': 5}
{'短评内容': '酒店的整体都很好，就是当时门口在施工，有点乱 ，我住的是特价房间价格很优惠，位置离地铁也很近，交通便利', '短评打分': 5}
{'短评内容': '酒店综合性价比很不错,卫生服务很好,位置很方便,对于这种经济型的酒店来说这家酒店还算是不错的.', '短评打分': 5}
{'短评内容': '房间有点小，不过还是比较干净的，服务也可以，感觉性价比一般', '短评打分': 5}
{'短评内容': '对这家酒店还是非常满意的,硬件设施舒适度包括酒店的位置都很好,出行交通也非常方便,就是酒店入住的时候答应有早餐卷咖啡卷等等一些答应给客人的礼券,最后都没有给,我也没好意思索要,因为酒店当时也比价忙,但是我觉得有些东西是酒店承诺的应该主动提供给客人.', '短评打分': 5}
{'短评内容': '第一，房间太小\n第二，有十元抵用卷。预订中心说打电话或在网上预订就可以使用。前台说，不用再退再订直接续房他给我办就行。结账的那个说，不能用。只有在网上预订才行。而且五一提价。大床房涨十块钱。没有提前和我说。\n第三，我觉得房间隔间效果太差。在走道上就能听到房里的动静。\n', '短评打分': 1}
{'短评内容': '房间虽然很小，但很温馨和卫生。', '短评打分': 5}
{'短评内容': '总体来说还是不错的~~！离徐家汇也进~很方便~价格也很好~~！', '短评打分': 5}
{'短评内容': '住的是商务大床间，房间小，网速比较慢，住宿还可以，但门前是单行线，交通有点麻烦。对出差人士，不熟悉本地环境，会带来一些不便。', '短评打分': 5}
{'短评内容': '酒店的环境服务还可以，不过他的位置离我办事地方比较远，交通不是很方便，总体来说价格就比较贵了。', '短评打分': 1}
{'短评内容': '离徐家汇很近，几乎就是一条马路的距离。设备也算不错，可能是节假日的关系，服务员就配了1个，所以让他送火柴上来的时间花了很长。', '短评打分': 5}
{'短评内容': '酒店挺干净的，不过服务不怎么养，灯坏了叫他们上来修，也没有人来，交通倒是挺方便，价格也可以接受。', '短评打分': 1}
{'短评内容': '特价大床房居然是在安全通道的走道里 对此很不满 还有窗户的门把守也是坏的 用了很大力气才关的上 不过总体来说168环境帮卫生还是很好的', '短评打分': 5}
{'短评内容': '总的来说还可以,但是外面街道是单行线,不好打车', '短评打分': 5}
{'短评内容': '酒店的服务卫生方面还是不错的，价格也挺实惠的，地理位置也不错交通挺方便的。', '短评打分': 5}
{'短评内容': '卫生整洁，服务态度很好，交通不太方便', '短评打分': 1}
{'短评内容': 'Motel168（宛平南路店）：特价大床房相对普通大床房还是比较划算的，门廊单独在楼梯夹层，不会受到走廊宾客及其他噪声的干扰，卫生情况良好，前台服务还行，感觉上海的服务从业人员态度都不是很热情、到位，已经习惯“爱搭不理”的服务员们了！&lt;br /&gt;\n适合情侣入住！', '短评打分': 5}
{'短评内容': '總體條件都還不錯，性价比也可以，有賓至如歸的感覺。', '短评打分': 5}
{'短评内容': '酒店位置离徐家汇较近,只是房间太小,窗户太小房间的味道散不出去.酒店设施还可以.', '短评打分': 3}
{'短评内容': '房间太小，致使舒适度下降，当然跟身高有关系；\r\n商务大床房价格应再下调5％；', '短评打分': 5}
{'短评内容': '酒店装饰很温馨， 舒服， 有一种回到家的感觉。 如果在炎热的夏天能解决过道和走廊的空调就会很完美。', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '我说的是安远店，碗平南路店没有看到监视器，吃饭的地方还不错，还有一个大液晶电视看世界杯，在安远店不让我发贴，可能是还没有到结帐状态的原因吧。', '短评打分': 5}
{'短评内容': '我住了安远店和碗平南路店，感觉碗平南路店装修得要更好一些，当然碗平南路是新开的，前台的服务员处理效率太低，而且服务客户的态度有待改善，进来安远店找房间就像迷宫一样，在每个走道，吃饭的地方都装有监视器，感觉吃饭也被监视不是太好；今天吃饭碰到一起好玩的事，我点了河粉和可乐，服务员上菜先上了一碗冰糖地瓜，服务员说什么我没听见，我就吃了，我认为是餐前赠送的开胃菜之类，吃了一半时听见服务员在后面议论说上错了', '短评打分': 5}
