{'短评内容': '地点不错。服务周到。', '短评打分': 5}
{'短评内容': '+酒店很好 设施豪华 服务也很热情 尤其表扬游泳池的一个叫jan还是yan的男服务生 还教我更好的游泳姿势 很有耐心 谢谢', '短评打分': 5}
{'短评内容': '绝对新的酒店，估计完善后应该是超五星的，物美价廉，看着湖景吃着早饭~', '短评打分': 5}
{'短评内容': '这家酒店非常好，硬件非常有质感，服务员看上去都受过专业训练，让人很贴心。前台可能有些新员工，有些紧张，有时候会稍有些手忙脚乱，不过，不影响我对这家酒店总体的良好感觉。大力推荐！这应该是南京最好的酒店了。', '短评打分': 5}
{'短评内容': '位置不错，景观也很好，但是不知道是不是因为是新酒店住的客人少的原因，房间里可以看到漂浮着的灰尘，这跟该酒店6星的定位似乎不太符合。', '短评打分': 5}
{'短评内容': '总体感觉物有所值,只是所住湖景房只能看到一小部分玄武湖.另外早餐有些寒碜,可供选择不多,和洲际不太匹配.', '短评打分': 5}
{'短评内容': '指示牌不清楚,有的基本上就没有指示牌，45楼转电梯就没有标示', '短评打分': 3}
{'短评内容': '洲际酒店非常好 设施新 服务周到 下次到南京还要入住！', '短评打分': 5}
{'短评内容': '绿地洲际酒店秉承洲际集团的一贯风范，房间很不错。性价比很好，到南京去商务、旅游都值得住在这里。早餐很好。不过服务上，和五星级酒店觉得还是有些地方需要改进：\r\n1。这次入住的一个小朋友（16岁了），独自一人进酒店，居然被阻挡不许入内。\r\n2。进了房间，居然没有果盘，打了电话，很久也没有送来，最后送来了，居然还没有刀叉。从细节上说明管理方面还有待改进。', '短评打分': 5}
{'短评内容': '酒店很好，价格也不错，服务也很好，下次还会入住！', '短评打分': 5}
{'短评内容': '不愧是五星级酒店，硬件环境相当好，客房内浴缸和大床都是亮点', '短评打分': 5}
{'短评内容': '酒店整体感觉在南京属于顶级！硬件条件一流，服务人员训练气质尚佳！优点很多我就不在一一表述了，总体较人性化！下面谈谈不足之处吧！有则改之，无则加勉。一、管理层服务意识需要提升，南京气温骤降，室内气温实际只能调节到20度（太冷），室内只能提供制冷不能提供制暖；二、南京文化古城的特色没了，房间内休闲项目欠缺，看景的时候总少了些什么，如缺少读物等等；三、爱心5元现在好象还在延续中，但没有做任何宣传，结帐回', '短评打分': 5}
{'短评内容': '酒店硬件非常好，套房很舒服视觉效果非常棒，以后还会入住', '短评打分': 5}
{'短评内容': '目前南京最好最新的酒店了.软硬件都很不错,价格比南京同等价格的许多酒店都好很多.餐饮非产好,不过太贵.', '短评打分': 5}
{'短评内容': '帮同事预定的，出差回来都说酒店很不错\r\n下次还会住', '短评打分': 3}
{'短评内容': '酒店很不错\r\n房间很宽敞\r\n同行的人都很满意', '短评打分': 5}
{'短评内容': '绿地洲际酒店前台服务小姐比较漂亮，服务态度也不错。房间设施很好，很人心化。就是窗户玻璃不干净，也许是因为下雨的缘故，让我无法很清晰的观看南京的景色，有点遗憾。', '短评打分': 5}
{'短评内容': '酒店服务热情到位,细节处处透出精致舒适。', '短评打分': 5}
{'短评内容': '+硬件软件超好。早餐超好！', '短评打分': 5}
{'短评内容': '可能是新的酒店所以厕所有异味，床头有灰尘！市景房晚上感觉没有什么好看的！黄昏还不错，晚上就比较黑！床睡得很舒服不错！飞利浦的音响设备也不错！看电视厕所音量很大！最小的1挡都觉得很大了！酒店设施介绍在详细点配以图片就更好了！房间内的开关要全部试一次才知道是开哪里的灯！总体来说不错！但是对于新的5星级酒店来说还要加强卫生方面！早餐不错！服务人员也不错！', '短评打分': 5}
{'短评内容': '位置很好，方便去各个景点，服务很贴心，设施很新，就是转电梯比较麻烦。。。', '短评打分': 5}
{'短评内容': '\n                         很好', '短评打分': 3}
{'短评内容': '南京最好的酒店， 很不错， 房间很干净， 各种设施都很好', '短评打分': 5}
{'短评内容': '房间装潢不错，交通比较方便，服务尚可，现促销个人觉得性价比较高', '短评打分': 5}
{'短评内容': '+入住的感觉总体不错，就是床稍微软了一点，有点不舒服。', '短评打分': 5}
{'短评内容': '我们是一家5口去住的，4个大人一个小孩，共定了2间房。硬件设施非常好，住的也很舒适。尤其喜欢酒店的浴室设计，面积也够大。我住酒店从来不敢用酒店的浴缸，但是这里的浴缸一看到就想进去洗泡泡浴，酒店还悉心准备了薰衣草的浴盐。更加值得一提的是酒店的餐厅在45楼，看着美丽的风景悠闲地享受丰盛的早餐，我们一家都很愉快。只是酒店风格便于商务，没有太多的个性化。另外酒店的窗帘是电动的，没有明显的标示电动按钮在哪里', '短评打分': 5}
{'短评内容': '站在南京第一高楼俯瞰南京的感觉真好，五星的标准房间当然没说的，1000元不到的特价含双早性价比不错。小缺点是客房的被子太厚了，大概还是冬天的吧,希望换换', '短评打分': 5}
{'短评内容': ' 新酒店 硬件非常好 非常喜欢 服务也不错 周末价格更便宜 物超所值', '短评打分': 5}
{'短评内容': '这是一家很新的酒店，服务什么就不用说了，毕竟价格在哪里，房间设施齐全，考虑非常周到，而且地处的位置也很好，出门就是车站，到哪儿都挺方便的，总之就是很不错！值得推荐！', '短评打分': 5}
{'短评内容': '非常舒适和大气的酒店, 游泳池水下的地砖线条方向是菱型的,游泳时候容易产生错觉, 方向总是把握不准', '短评打分': 5}
{'短评内容': '景观房还不错哦', '短评打分': 5}
{'短评内容': '酒店的配套非常好，非常豪华，价格也还实在，强烈推！！', '短评打分': 5}
{'短评内容': '很好的酒店。很好的服务。早餐很丰富。地理位置很好。很容易找到。', '短评打分': 5}
{'短评内容': '因为提前5天预订可以打折 所以非常划算 床虽然很软 但睡得很舒服 窗帘还是电动的 打开就能俯瞰南京市的全景 \r\n唯一美中不足就是儿童游泳池还没有开放 转乘电梯要走一段距离还是有点麻烦', '短评打分': 5}
{'短评内容': '补充一下，之前说的转脸就忘指的是早餐服务员。', '短评打分': 3}
{'短评内容': '酒店就在鼓楼地铁站上方，交通便利，风景很漂亮。豪华间有圆形的浴缸彩色顶灯适合情人度假。淋浴房和厕所略显寒颤，马桶冲水声音很大，马桶圈掀起后放下不太方便，所以容易弄得声音很大。去游泳池换乘电梯穿过酒廊所以穿泳装披浴袍下去不方便，游泳后想直接回房间泡澡，但是泳池的浴袍也不可以穿去房间。前台服务员缺乏笑脸和热情，比较冷淡。早餐人不多的情况下请她去端个蛋卷却转脸就忘，幸亏厨师一直帮我放在炉子上保温，蛋卷做', '短评打分': 5}
{'短评内容': '洲际酒店非常不错～卧室中间的浴缸设计给人很新颖的感觉。酒店早餐不算丰富，但美味可口，咖啡、牛排、面包值得推荐！', '短评打分': 5}
{'短评内容': '很有特点的一家酒店，尤其是房间结构，圆圆的浴缸在室内中间位置。服务很好，但装修质量略显粗糙，房间玻璃应该擦擦了。', '短评打分': 5}
{'短评内容': '不错！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '这样的条件～这样的价格～已经很不错的。。。都很好～就在地铁旁边～～', '短评打分': 5}
{'短评内容': '性价比还可以，房间很干净，硬件设施齐全，服务蛮好，下次还会住的', '短评打分': 5}
{'短评内容': '酒店紧靠鼓楼广场，因为楼层高，观景很好。\r\n但周边餐饮不多，需要打车去新街口或其他地方。', '短评打分': 5}
{'短评内容': '酒店的硬件、位置都不错，是一家性价比高的五星酒店。员工也很热情，只是在软件的服务上还需要提高，比如前台有些员工check out还需要在其它员工的指导下才能完成，客房服务的员工在工作时接打私人电话等。建议酒店对员工在服务方面的培训还需要加强', '短评打分': 5}
{'短评内容': '南京最新的五星级.环境幽雅,设施齐全.眺望玄武湖紫金山,南京最好的景色.服务优秀,餐饮出色.酒店spa和山西路索菲特是一家,物美价廉.唯一不足因为酒店新,楼道里有味道.', '短评打分': 5}
{'短评内容': '性价比超高,而且服务也不错,我本人比较看好这家酒店.', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '酒店的环境还可以，位置还是挺好找的，房间的卫生设施挺满意的，价格方面还是比较适中。', '短评打分': 5}
{'短评内容': '性价比还成,就是服务上还是有所欠缺.不过洲际酒店比较老酒店,还是有可取之处的,服务很到位.', '短评打分': 5}
{'短评内容': '设施和位置都还不错。电梯居然无法直达楼层，要到45楼后换乘，简直是匪夷所思！', '短评打分': 5}
{'短评内容': '夏天还用羽绒被 不透气 \r\n改成蚕丝被', '短评打分': 5}
{'短评内容': '酒店的整体水平还不错,新酒店所以硬件条件还可以,房间面积比较大住起来也很舒服.而且酒店也在市中心位置交通很方便.我个人感觉这家酒店确实很不错.', '短评打分': 5}
{'短评内容': '硬件设施很不错，位置也在市中心，服务不是特别的好，价格从硬件设施上面还不算贵。我是感觉还是比较适合商务出行，毕竟是一个星级连锁品牌在南京应该算是比较好的一家酒店了。', '短评打分': 5}
{'短评内容': '条件非常好，很现在化.旁边就有地铁交通很便利.新装修的房间就是还有味道未消散.不过酒店硬实不错.', '短评打分': 5}
{'短评内容': '房费和房间服务费是分开收的，另外加5元爱心捐赠，其他没了，早餐不错。', '短评打分': 5}
{'短评内容': '酒店的不足有以下几点：1，泳池未开放。2，刚装修，房间还有味道。', '短评打分': 5}
{'短评内容': '6星级的硬件，5星级的价格，很不错。', '短评打分': 5}
