{'短评内容': '离11号地铁很近，去高铁及机场非常近。', '短评打分': 4}
{'短评内容': '从机场出来坐10号线在桂庙新村下，下车就能看到新年酒店的招牌，交通非常方便。房间很干净也比较宽敞，就是设施比较简单，看起来房间比较空。比较意外的是酒店有免费的游泳池，还蛮漂亮的，只是赶时间没能享受到。楼下还算热闹，旁边就是岁宝百货，还有很多饭馆，重庆菜，湘菜，北方菜，粥店，快餐店还一应俱全，有机会还会入住！', '短评打分': 5}
{'短评内容': '很舒适的酒店，其他不足方面都是可以忍受的。譬如电梯', '短评打分': 3}
{'短评内容': '不错的酒店，下次来了还住这', '短评打分': 5}
{'短评内容': '4星级的酒店3星级的价钱，性价比很高，房间很大。', '短评打分': 5}
{'短评内容': '蛮喜欢的，设置温馨吧。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '酒店很新，房间隔音好。\r\n\r\n位置不错，出行方便。\r\n\r\n同时提供一次性拖鞋和普通拖鞋。不错。\r\n\r\n不足指出：洗手间没有镜前灯，废物桶是脚踏式的，不方便。', '短评打分': 5}
{'短评内容': '便利,安静,干净.', '短评打分': 5}
{'短评内容': '卫生间大些就好了', '短评打分': 5}
{'短评内容': '室内干净，交通便利', '短评打分': 3}
{'短评内容': '很好的酒店,很便宜', '短评打分': 5}
{'短评内容': '还可以啦。', '短评打分': 5}
{'短评内容': '不错不错不错不错', '短评打分': 3}
{'短评内容': '很不错的酒店，南山中心区性价比最高的酒店。', '短评打分': 3}
{'短评内容': '酒店很新，位置很便利，周边有商场和超市...', '短评打分': 5}
{'短评内容': '住的是套房，很有特色', '短评打分': 5}
{'短评内容': '地理位置很好 价格合理', '短评打分': 3}
{'短评内容': '总体来说，性价比还是不错的。', '短评打分': 3}
{'短评内容': '挺好的,不会后悔', '短评打分': 5}
{'短评内容': '性价比很好，就是电梯太少，等待时间长', '短评打分': 5}
{'短评内容': '新年酒店是一家新开的酒店，酒店设施挺新的，我个人比较倾向于新开的酒店，总体感觉很干净，唯一不足的是酒店没有无线上网功能，只能用有线的！呵呵', '短评打分': 5}
{'短评内容': '价格不错，灯也是节能的', '短评打分': 5}
{'短评内容': '要保持目前的性价比。', '短评打分': 5}
{'短评内容': '性价比很高的酒店,非常不错.', '短评打分': 5}
{'短评内容': '性价比很高的酒店！去深圳一直都住的这家', '短评打分': 5}
{'短评内容': '新年酒店交通虽然不说真的十分方便，但是地理位置绝对也不差，只是要拐点路。房间很简洁很宽敞也很明亮。 比较不足的是，电梯很慢，前台动作很慢，洗手间的灯光太暗了~\r\n相对周边的酒店，性价比算得上非常高的！', '短评打分': 5}
{'短评内容': '不错,值得', '短评打分': 5}
{'短评内容': '这家酒店的档次稍微高一些 环境啊服务啊都是蛮不错，位置也很好，周边交通很便利，价格方面也蛮合适的，值得推荐。', '短评打分': 5}
{'短评内容': '还可以，性价比不错。以后还会考虑。', '短评打分': 5}
{'短评内容': '第一次入住，感觉不错。全新的房间设施。', '短评打分': 3}
{'短评内容': '全新的房间设施齐全、舒适。价格合理，交通方便。', '短评打分': 5}
{'短评内容': '总体还是不错的，就是动不动会涨价，也不知道什么原因。', '短评打分': 3}
{'短评内容': '房间隔音似乎不太好。', '短评打分': 5}
{'短评内容': '這就真的性價比很好...', '短评打分': 5}
{'短评内容': '不错，就是酒店的电梯慢点，节能做的很好', '短评打分': 5}
{'短评内容': '给朋友订的，酒店位置离自己租房比较近，周围吃的很多，环境很生活化，配套比较全，距离南山海岸城也不远。房间比较大，床睡的也比较舒服，性价比较高，还是比较推荐！', '短评打分': 5}
{'短评内容': '住的是套房，卫生间偏小，房间插座较少，不方便，卫生有待进一步加强。其他的都很好，总体来说不错~！价格如果可以更优惠些会更有吸引力。', '短评打分': 5}
{'短评内容': '总的来说，该酒店不错。性价比很高，值得推荐。', '短评打分': 5}
{'短评内容': '酒店比较新，但房间地板是十分普通的复合地板，感觉很廉价，南山区200多价格，还不包早餐，性价比一般。', '短评打分': 5}
{'短评内容': '床超大 窗子很明亮\r\n很不错', '短评打分': 5}
{'短评内容': '方便，服务态度也不错，餐厅味道也挺好，住着舒服', '短评打分': 5}
{'短评内容': '酒店很不错，性价比很高，吃饭交通都很方便。', '短评打分': 5}
{'短评内容': '感覺還不錯,下回去南山還會選擇新年!', '短评打分': 5}
{'短评内容': '好像高层的热水不行，中、低层不错', '短评打分': 5}
{'短评内容': '没有发现以前评论的电梯慢。。。可能是我来的时间比较特殊，地方很安静，住的条件真的很好。我很喜欢这里的人性化设施。而且，最重要的，这年冬天很冷，这里有空调。', '短评打分': 3}
{'短评内容': '总体来说还不错，交通和饮食也方便', '短评打分': 3}
{'短评内容': '热水不够热，特别是白天，最多35度，有点冷', '短评打分': 3}
{'短评内容': '性價比ok ', '短评打分': 5}
{'短评内容': '最喜欢里面的king size大床，面积也挺大的，位置不错，离超市商店公交车站也很近，也不贵，服务人员态度不错。总体满意！', '短评打分': 5}
{'短评内容': '非常好的酒店', '短评打分': 5}
{'短评内容': '位置很好 价钱很公道 服务人员很好\r\n电梯太慢了\r\n还有就是房间里有个台阶虽然有标识但是让人精神很紧张 老是担心跌倒', '短评打分': 5}
{'短评内容': '除了隔音差点外，基本对得起这个价位。', '短评打分': 5}
{'短评内容': '附近吃饭和购物比较方便', '短评打分': 5}
{'短评内容': '白天热水不行，最多30度。', '短评打分': 3}
{'短评内容': '310元的房间，还不错。', '短评打分': 5}
{'短评内容': '非常NICE的前台MM，告知预定信息后，对方可以很快捷地提供系统中的信息，而且入住便捷，花时很短，另，停车免费，周边吃饭购物没得说，闹中取静。私密性尚佳，与旁边楼层间隔刚好，在寸土寸金的闹市区实属不易。电梯出来以后，楼道里的灯似乎是声控的，这样很环保。套房里的小房间很有FEEL。PS：窗帘的颜色很素雅。小小的酒店，大大的舒适。', '短评打分': 5}
{'短评内容': '房间清\ue3d5,价格合理', '短评打分': 3}
{'短评内容': 'I selected this hotel due to good recommedation; the room is clean and price is reasonable and the smoke smell left in the room too strong; but I will stay at this hotel next time.', '短评打分': 5}
{'短评内容': '入住该酒店好几次，感觉很好，各方面俱佳。若在南山区活动，该酒店是首选。', '短评打分': 5}
{'短评内容': '确实挺好的，干净整洁，地理位置也挺好，离景点近。下次还会入住，但是大堂的服务人员做事有疏忽的地方。\r\n刚check in的时候。押金收据竟然没有给我。还不肯承认自己的疏忽。虽然之后凭身份证还是可以把押金退回来，但仍然算是重大的失误了\r\n', '短评打分': 5}
{'短评内容': '楼层高有点吵，不可以开窗，其它都很好。', '短评打分': 5}
{'短评内容': '真的不错的酒店哦', '短评打分': 3}
{'短评内容': '去深圳一直用的酒店，离开公司近，性价比也比较高', '短评打分': 5}
{'短评内容': '酒店楼下就有很多吃的，旁边有岁宝百货，还有超市，非常方便。', '短评打分': 3}
{'短评内容': '酒店非常不错。', '短评打分': 3}
{'短评内容': '性价比很高的酒店，一切都非常好，我还会入住。', '短评打分': 5}
{'短评内容': '一直定这个酒店,性价比很高.', '短评打分': 5}
{'短评内容': '一切都挺好的，就是冲凉房小了点', '短评打分': 3}
{'短评内容': '挺好的', '短评打分': 3}
{'短评内容': '我住的是标间，各方面都不错，但仍有些不足的地方：比如指示性不强，冲凉房设计得有点小了，宽带的网速不足1M，；还有，那个用来更换床单的小纸牌上面有个英文可能是打错了：“kindy”应该是“kindly”吧？这犯了很低级的错误哦！\r\n纵观来说，我还是给好评的。望能更加改进！', '短评打分': 5}
{'短评内容': '行程中住过很不错的酒店，各方面都很满意', '短评打分': 5}
{'短评内容': '第一次入住该酒店,酒店有分无烟层和有烟层,这个想法GOOD~进入房间,很宽敞,通风也不错,里面的设备大部分都是以淡雅的米色为主,给人心情一下子就得到了一定地放松,站在高层的窗户旁边,俯视下面的事物,有一种高高在上的感觉.下次去深圳我还要入住!', '短评打分': 5}
{'短评内容': '酒店位置很好,楼下很多吃饭的地方,交通方便. 我入住的是数码房,房间像住宅般设计的小套间,还有一个小房,适合一家3口的居住.不过装修的材料是一般!', '短评打分': 5}
{'短评内容': '整洁  安静', '短评打分': 5}
{'短评内容': '很不错，开了三间房，全部人都感觉很满意。设施很新，装修简洁，房内特别是卫生间的卫生很好，而且隔音不错，晚上睡觉很安静。网速快，电视是液晶的。附近有商场，楼下又很多饭店，还有便利店，自己开车的去就很方便。下次去还会住这里，性价比很高。', '短评打分': 5}
{'短评内容': '价格比较便宜，卫生和服务不错，位置也方便，住的是套房，卫生间有点小，不提供电脑，可以免费上网，早餐不太好吃，总体来说还可以，对的起价格', '短评打分': 5}
{'短评内容': '一切都不错，就是电梯慢了点，31层的楼高加地下一层，就2部电梯，肯定是不够的。', '短评打分': 5}
{'短评内容': '酒店不错，交通方便，楼下很好打车，旁边就是岁宝商场，超市买东西也很方便。我住的是套房，实际就是一个小户型，小卧室、小客厅、小厨房、小卫生间，非常温馨适用，卫生也很好。阳台上还有一台洗衣机，很人性，只是有一间超级小的书房基本用不上，很可惜了面积，如果是本人来设计将会避免这些浪费，呵呵。送餐服务很好，味道、价位都很不错，分量也足，小小的房间装了三台分体式空调，这是很多南方酒店无法比拟的，使我们在这个寒', '短评打分': 5}
{'短评内容': '这家酒店没有想象中的电梯慢，可能是春节入住率不是特别高的原因，268的价位，完全可以攀比郑州4星级的酒店设施，很人性化，在最冷的深圳冬天，有热空调，24小时热水，我不知道还有多少家酒店能做到，客房服务也很好，特别喜欢送菜服务，价位很合理。就是周围有点郊区，去商业中心有点远，但是距离什么欢乐谷啊，民俗村啊，还是比较近的。', '短评打分': 5}
{'短评内容': '去南山科技园区非常方便，且周围商场餐饮一应俱全。', '短评打分': 5}
{'短评内容': '应该说在深圳这样的价位性价比很高，地点位于南山中心地带，周围有很多大型商场，各地特色的饭店也很多，挺不错的，酒店的各种设施虽然不是很高档但很实用，就是热水不均衡，冲凉的时候忽冷忽热，差点把我弄感冒了，而且连续两天都是这样子。要是南方人要天天洗澡的就不要住这里了。', '短评打分': 1}
{'短评内容': '该酒店性价比比较高!交通方便,购物方便,吃饭方便!', '短评打分': 5}
{'短评内容': '酒店周围餐馆商店众多，生活方便。房间很宽敞，酒店餐厅送餐服务很快，味道不错，价格也实惠，就是不知道为什么房间里有一层小台阶，不小心会闪一下', '短评打分': 5}
{'短评内容': '希望还能完善设施,比如沙发.', '短评打分': 5}
{'短评内容': '对出差到南山的旅客来说，是一家实惠的酒店。周边繁华，交通方便，门口就是风味一条街，附近有海岸城.海雅.岁宝百货等购物的好地方。卫生.服务也不错,还会介绍给我的朋友们。', '短评打分': 5}
{'短评内容': '卫生不错很干净，设施完善，地理位置交通方便，服务热情周到，性价比不错', '短评打分': 3}
{'短评内容': '位置不错,楼下很多餐馆,吃饭很方便.但是电梯太少,很慢,高峰期要等很长时间.总体来说,性价比挺高的,以后还会住的.', '短评打分': 5}
{'短评内容': '还行。就是电梯太慢。', '短评打分': 5}
{'短评内容': '性价比不错。就是电梯太慢了，真的很慢', '短评打分': 3}
{'短评内容': '性价比很高。设施简单但挺舒服的，房间很干净', '短评打分': 5}
{'短评内容': '位置环境价格都还不错的酒店，可以住住哦', '短评打分': 5}
{'短评内容': '南山区性价比高的酒店，旁边就是岁宝百货，北面挨着深圳大学，适合长期商旅出差的入住', '短评打分': 5}
{'短评内容': '电梯太慢', '短评打分': 5}
{'短评内容': '不错的酒店,下次还会考虑.', '短评打分': 3}
{'短评内容': '不错的酒店,下次还会考虑.', '短评打分': 5}
{'短评内容': '我住的是310块套间，地方离购物的商场近，离深圳湾口岸近（离我兄弟住的地方很近），出街有很多吃饭的地方，生活方便。到深圳机场出租车费七十多。而且酒店的设施和服务都很好。性价比好，推荐。', '短评打分': 5}
{'短评内容': '舒适是我对新年酒店的最大感受，酒店服务态度很好，离开结帐时，门口服务员主动问我们是否要出租车，房间设施整洁，间隔很好，而且为我们免费升级到套间，感谢。\r\n不足之处就是电梯有点慢。', '短评打分': 5}
{'短评内容': '酒店位置非常不错，交通、饮食都很方便，价格也公道；酒店设施也比较新，应该说性价比是比较高的。只是窗外的空调机晚上噪音比较大，有点影响睡眠。', '短评打分': 5}
{'短评内容': '还算过得去吧。', '短评打分': 5}
{'短评内容': '酒店不住，就是房间比较紧张，要提前预定', '短评打分': 5}
{'短评内容': '位置相当好，周边有好多美食，方便', '短评打分': 5}
{'短评内容': '酒店环境很好,设施很齐全,位置很好,对酒店的各个方面还都是非常满意的.', '短评打分': 3}
{'短评内容': '曾经住过这家酒店，248元（标准间），我觉得，物超所值；后来，它涨价了。268元（标准间），我觉得，物有所值；现在，它又涨价了，318元（标准间），我觉得，很不值。这一切，是在不到半年的时间内发生的。 \r\n\r\n什么叫店大欺客？新年酒店就是最好的例子，客人用自己的钱把它捧起来了，它把客人当做水鱼（冤大头）来宰了。 \r\n\r\n希望大家都来抵制这家无良的酒店，否则，不久的将来，你需要花费400元才能入住这', '短评打分': 1}
{'短评内容': '还真不错，位置也方便', '短评打分': 5}
{'短评内容': '不错挺干净的', '短评打分': 3}
{'短评内容': '不错挺干净的', '短评打分': 5}
{'短评内容': '新年酒店价廉物美，值得入住并推荐！', '短评打分': 5}
{'短评内容': '总体来说还是不错的，以后有机会还会选择新年。', '短评打分': 5}
{'短评内容': '总体来说不错，但就是电梯太慢，要等很久', '短评打分': 5}
{'短评内容': '当时预定这家酒店的时候，是看到地图上与海岸城较近，其实去海岸城还是需要过高架的，不过交通还算方便的。酒店的服务和卫生都很好，干净整洁，不过所谓的大床，其实是用两张单人床拼一块的，第二天我们就选择住商务E房了，很不错，是小面积的套房来着，住得时间长的话，还可以在厨房自己烧菜，可惜电视装在客厅的位置，卧室没有。', '短评打分': 5}
{'短评内容': '不错，我每次去深圳都住新年，因性价比高，房间比较难预定，推荐大家入住，比较温馨', '短评打分': 5}
{'短评内容': '不错。居家旅行首选。', '短评打分': 3}
{'短评内容': '入住二天，总体感觉比较温馨，房间内设施虽然简单但功能齐全，细节之处处理较人性化。部分房间空调噪音有些偏大，已反馈给酒店，希望能改进。', '短评打分': 5}
{'短评内容': '环境、服务都不错，交通也方便，就是酒店的电梯有点不够用', '短评打分': 5}
{'短评内容': '酒店地段不错，附近吃饭的地方很多，离海雅百货很近，购物吃饭都可以。', '短评打分': 5}
{'短评内容': '临近岁宝，楼下餐饮很多，离人人乐也很近，交通也很方便，服务不错，偶尔会升级个套房，常住', '短评打分': 5}
{'短评内容': '硬件设施管理有待改善，连续2天早上没有热水，很不方便。', '短评打分': 5}
{'短评内容': '感觉有说不出的舒适\r\n周围吃的方便\r\n购物也方便', '短评打分': 5}
{'短评内容': '位置有点难找,有点绕,房间的卫生和设施方面都不错,价格也是很附合的.', '短评打分': 3}
{'短评内容': '性价比高，前台服务很一般，而且房间内总是有点油漆的味道，很刺鼻，后来换个房间就稍微好一些，不过整体也还可以吧 ', '短评打分': 3}
{'短评内容': '位置很方便,酒店的条件也不错,没什么不满意的,而且价格合适', '短评打分': 3}
{'短评内容': '地理位置很好，酒店也很舒适，只是30多层楼2部电梯早上明显不够用，等待时间过长； 另外客房里还有蟑螂小强，需要杀虫。', '短评打分': 5}
{'短评内容': '其实，酒店实在太好了，以致有点自私，不想推荐给大家。否则，以后订房都困难~&#183;', '短评打分': 5}
{'短评内容': '酒店位置挺好的，外出方便，环境也不错，价格也还可以，值得推荐', '短评打分': 5}
{'短评内容': '酒店的位置很好出行交通都很方便，硬件设施舒适度也还不错，价格也算是比较合理优惠的还是可以推荐入住的酒店类型。', '短评打分': 5}
{'短评内容': 'We will come to stay again may be in the Summer holiday. ', '短评打分': 5}
