{'短评内容': '。。。。。。', '短评打分': 5}
{'短评内容': '性价比还不错的酒店吧， 就是房间太小， 周遭环境很一般， 不过距离火车站还比较近，卫生条件还算让人放心吧。。', '短评打分': 3}
{'短评内容': '还行吧，一般般，性价比高', '短评打分': 3}
{'短评内容': '价钱不错', '短评打分': 3}
{'短评内容': '1号楼没有电梯，也没有人帮忙提行李。\r\n地理位置是很隐蔽。。。\r\n价钱还行，比其他的如家都还要便宜', '短评打分': 5}
{'短评内容': '房间较小。', '短评打分': 3}
{'短评内容': '周围的环境太糟 都是泔水味道 夏天都能熏晕人', '短评打分': 1}
{'短评内容': '这家店临近武汉的主干道，距离武汉长江大桥不太远，在一个比较小的巷子里。门面不是很大。里边的环境还好。相对周边的其他酒店，价格有优势。', '短评打分': 5}
{'短评内容': '位置靠近武昌火车站和中南的中间，地方属于闹中取静，如家的服务啊什么的一贯都不错，觉得没有什么缺点，都OK，值得推荐。', '短评打分': 5}
{'短评内容': '与大东门店很近，标准的如家  价格更便宜些 就是在巷子里 环境不好 不过自己消费的话性价比高~~', '短评打分': 5}
{'短评内容': '位置有点难找，周边环境一般了，早餐太一般了，需要改进，不过离傅家坡车站较近', '短评打分': 1}
{'短评内容': '很难找，许多武汉人都不知那条巷在哪？网上的地图也不精确。\r\n服务员很客气，连打扫卫生的阿姨也彬彬有礼。\r\n房间小了点，周边的环境实在是差，三巷吃饭不知二巷的地方多。\r\n优点就是离符家坡和武昌站都近。但如果带着大的行李，到武昌站还是有点远，至少要走20分钟。', '短评打分': 5}
{'短评内容': '卫生条件不错\r\n位置也很好\r\n值得推荐', '短评打分': 5}
{'短评内容': 'yiban', '短评打分': 1}
{'短评内容': '这家酒店除了不太好找之外，其他都很好，距离大东门一店不足五百米，但是价格要便宜很多，同时也要安静很多。如果不是经常需要夜间活动要求的朋友，我觉得这家应该是不错的选择。\r\n   环境不错，而且服务也很到位，人很有礼貌，所有问题都能够得到相应的答复。', '短评打分': 5}
{'短评内容': '本次入住如家感觉不太好 酒店的地理位置不是很好 在小巷子里面 小巷子环境不是很好 房间设置的还算温馨 有点家得感觉不过就是太小点 价格有点不能接受 贵了 ', '短评打分': 1}
{'短评内容': '房间布置的挺温馨，位置一般，在一个比较肮脏的小巷子里。房间里总感觉桌子不太够用，很多东西得扔地上，可能是房间比较小的缘故吧！', '短评打分': 5}
{'短评内容': '除了位置有点不适合很满意，其他都很好', '短评打分': 5}
{'短评内容': '污水横流的小巷子里面暗藏的一栋居民楼改建而成。就此一句话大家就知道该不该入住了，差就一个字我只说一次', '短评打分': 3}
{'短评内容': '污水横流的小巷子里面暗藏的一栋居民楼改建而成。就此一句话大家就知道该不该入住了，差就一个字我只说一次', '短评打分': 3}
{'短评内容': '就是房间的窗户蛮让人郁闷，只能开那么一点。', '短评打分': 5}
{'短评内容': '离傅家坡客运站比较近，其他也都还好！', '短评打分': 5}
{'短评内容': '住过好几次大东门二店如家，这次感觉没以前的卫生条件好，估计是与最近入住人比较多有关吧，但是还是可以把卫生做得更好的。房间比较小，有点压抑', '短评打分': 5}
{'短评内容': '位置不错，靠近武昌火车站！', '短评打分': 5}
{'短评内容': '房间有点小，房间每天都有人乱发小广告', '短评打分': 1}
{'短评内容': '地段差到极点，在一个小破巷子里，污水横流，苍蝇乱飞。哎。。。。\r\n\r\n房间小的像螺蛳壳。周边环境实在是太差，出去吃饭都要把行李带上', '短评打分': 1}
{'短评内容': '房间号太小了 大床房  另外 隔音效果不好 在一楼就更不用说了 比较吵', '短评打分': 1}
{'短评内容': '位置太差，但是离车站很近，室内还行，态度很好，房间比较小。不过这个价格算是比较公道了。', '短评打分': 3}
{'短评内容': '住宿的环境还是不错的，服务态度也不错，交通也蛮便利，就是一开始不太好找。总体是满实惠的', '短评打分': 5}
{'短评内容': '比较好，餐饮价格偏高', '短评打分': 5}
{'短评内容': '房间小，采光不太好，给人压抑的感觉。窗户只能开很小一个缝，不透气。', '短评打分': 3}
{'短评内容': '卫生状况一般，地理位置比较好，房间有点小了，给人不太舒服的感觉。', '短评打分': 5}
{'短评内容': '房间听起来便宜，一住才知道是那么的小', '短评打分': 1}
{'短评内容': '整体性价比不错~都还算满意~', '短评打分': 5}
{'短评内容': '地理位置太偏，找了好长时间才找到，停车也不好找，房间太小，前台的服务感觉像是一个小旅馆一样，前台的说话特别生硬，总之，感觉不是太好！\r\n\r\n\r\n', '短评打分': 3}
{'短评内容': '地理位置太偏，找了好长时间才找到，停车也不好找，房间太小，前台的服务感觉像是一个小旅馆一样，前台的说话特别生硬，总之，感觉不是太好！\r\n', '短评打分': 1}
{'短评内容': '希望客户结款的时候，能有个具体的账目清单。', '短评打分': 3}
{'短评内容': '比较小', '短评打分': 5}
{'短评内容': '地址偏僻了些，出租车司机都不太知道，需要能有个详细的地图，方便查找。如家的服务都一样，就是订票不太方便，给的代理点联系方式在汉口，且晚上不能订票，且送票速度太漫。', '短评打分': 5}
{'短评内容': '除了位置难找点以外，其它的都还好，房间比较干净，温馨，前台服务也比较好，额，是有电梯的...', '短评打分': 5}
{'短评内容': '卫生间比较宽敞，主卧室靠近走道，有不安全的感觉，没有电梯。', '短评打分': 5}
{'短评内容': '住过很多次，这次卫生比上次好。', '短评打分': 5}
{'短评内容': '只要是如家酒店，经济、卫生、舒适是没的说的。', '短评打分': 3}
{'短评内容': '除了周边环境稍差，其他还行。', '短评打分': 5}
{'短评内容': '除了房间比较小以外，其他都不错，设施卫生令人满意，前台的服务也亲和。', '短评打分': 5}
{'短评内容': '卫生不错，房间有点小，基本设施比较齐全，地理位置不错，价格优惠不大，性价比一般。', '短评打分': 3}
{'短评内容': '还行 就是很难找....', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '房间超小，位置在一个小巷子里，出门武珞路，主干道，基本上都是堵车的', '短评打分': 1}
{'短评内容': 'bucuo 比西安的便宜 ', '短评打分': 5}
{'短评内容': '很卫生，住着也舒适，服务员也很热情。唯一的不足就是地段不好，在一条小巷里。总的来说还是不错。', '短评打分': 5}
{'短评内容': '大家都说哪里的房间小 到那里住过才真的知道确实 很小 住过了其他的经济酒店差不多的价格 可不是差不多的房间 卫生除了还不错 ', '短评打分': 1}
{'短评内容': '服务生很热情，可惜房间太小了，而且在餐饮点菜，点什么没什么，有点让人生气。', '短评打分': 5}
{'短评内容': '去之前听过别的人评价，对房间的小还是有一定心理准备的，但即便如此，进房之后还是对房间的小有点吃惊，我订的是大床房，房间里除了床以外确实没有多大地方了。其他还行，有如家的作风。', '短评打分': 5}
{'短评内容': '厕所冲水按钮不够好 要改进  房间有点小了 比一般酒店小', '短评打分': 1}
{'短评内容': '位置不错，机场大巴停靠点附近，交通便利', '短评打分': 5}
{'短评内容': '第一次不太好找，房间较小，上网的桌子也小，地理位置还好，总体可以接受。', '短评打分': 5}
{'短评内容': '我是开车到那的,车到那院子里不好停\r\n位置不好找,其余的马马乎乎,', '短评打分': 1}
{'短评内容': '干净', '短评打分': 1}
{'短评内容': '还不错，下次还会住', '短评打分': 3}
{'短评内容': '我觉得这个二店不好，地理位置不好，周边环境太差了。在一个小巷里面。外面是批发市场，如果是这个环境，建议打5折好了，另外那个商务房间小的可怜啊，太拥挤了，我很不满意。在那里坐着打电脑，那个椅子都不能动了，就在那个下角落里。你地角不好，周边环境不好，空间又小，价格又高，我以后肯定不会住了。 我在南宁住的景臣酒店，高层14楼，有你们那个房间两个大，风景还好，价格还不到120元，你怎么比，请问？', '短评打分': 1}
{'短评内容': '总体来讲,还算满意的', '短评打分': 5}
{'短评内容': '就是服务员敲错门。', '短评打分': 5}
{'短评内容': '酒店总的位置还是可以的，就在大东门附近（近武昌火车站），武珞路边上， 离大东门店也很近，价钱比大东门的稍便宜。。。卫生，服务还是有如家一贯的水准。。。唯独房间面积真的是小了点。', '短评打分': 5}
{'短评内容': '不错，推荐。', '短评打分': 5}
{'短评内容': '这个二店确实有点偏，我下了火车晚上有点晚，也是找到一店又拖着行李找到二店。。。。', '短评打分': 3}
{'短评内容': '房间有点小，其他的还不错。', '短评打分': 5}
{'短评内容': '这店附近有两家“如家洒店”一般出租车只知道一店，上次去时就给搞错了。带着行李，又重新打个车去二店，要是能在招牌上注明一下一店二店就好了', '短评打分': 5}
{'短评内容': '经济型酒店，洗澡睡觉还算不错，位置也不错，离付家坡汽车站5分钟走到。', '短评打分': 5}
{'短评内容': '距离付家坡步行几分钟，性价比比较高，适合赶飞机的汽车的。（付家坡有机场大巴）', '短评打分': 5}
{'短评内容': '服务态度很不错。如家房间虽然小，但还是不错的。地理位置还行，在这里坐公车去省博物馆，长江大桥，黄鹤楼等地都很方便。', '短评打分': 5}
{'短评内容': '整体还不错', '短评打分': 5}
{'短评内容': '我住的大床房，环境比较安静，服务态度较好，室内设施齐全，干净整洁。但房间空间稍显狭小。', '短评打分': 5}
{'短评内容': '除了地理位置不行，其他的都很好', '短评打分': 5}
{'短评内容': '住的是顶楼，一晚上没睡着，不只是空调主机还是什么东西，整个房间充满了嗡嗡的声音，地板也在微微的震动，不过服务人员态度还算不错，虽然不能解决问题，但还是到房间了解情况。', '短评打分': 1}
{'短评内容': '房间不错，比较干净，面积小了一点，周围环境太差', '短评打分': 3}
{'短评内容': '住过几次，总的感觉性价比还不错。饮食卫生管理待加强。', '短评打分': 5}
{'短评内容': '位置感觉差了一点点，其他条件都还不错', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '酒店卫生不错，房间不大，就是位置有些不好找。', '短评打分': 5}
{'短评内容': '住的大床房，还不错，很安静，很舒服', '短评打分': 5}
{'短评内容': '卫生不错，就是房间小了点，不太好找，还不错啦~', '短评打分': 3}
{'短评内容': '就是房间有点小，但是服务很周到卫生也不错，可以继续考虑入住~', '短评打分': 5}
{'短评内容': '交通方便，价格便宜，就是卫生间地板太滑了，上次险些摔着！', '短评打分': 5}
{'短评内容': '服务很好！卫生也不错~！', '短评打分': 5}
{'短评内容': '服务态度好 卫生条件不错', '短评打分': 5}
{'短评内容': '各方面不错，经济实惠，性价比蛮高的', '短评打分': 3}
{'短评内容': '前台的服务很热情友好，酒店房间很干净整洁，冬天暖气充足很舒适，洗澡也很方便舒服。性价比非常高！', '短评打分': 5}
{'短评内容': '以前住过几次还不错，但发现这次的卫生状况较差，希望只是偶然现象。', '短评打分': 5}
{'短评内容': '房间有点小，不过还是比较舒适。', '短评打分': 1}
{'短评内容': '卫生很好，性价比高。就是低端不好找', '短评打分': 5}
{'短评内容': '房间再大一点就好了', '短评打分': 5}
{'短评内容': 'yibanban', '短评打分': 1}
{'短评内容': '房间太小了\r\n', '短评打分': 1}
{'短评内容': '房间太小了再一个小角露里面.设施很新,其它还都不错.', '短评打分': 3}
{'短评内容': '住过  挺不错  如家的感觉  就是位置不是很好  空间有点小', '短评打分': 5}
{'短评内容': '我觉得整体感觉环境还可以，位置也比较方便，要是房间里能配有电吹风就更好了 ', '短评打分': 3}
{'短评内容': '可以', '短评打分': 5}
{'短评内容': '大床房太小~适合一个人住~其他还行', '短评打分': 3}
{'短评内容': '就是房间太小~电视很清晰~房间设施该有的也都有~', '短评打分': 5}
{'短评内容': '不错的,跟其他如家一样,有热水空调,位置离火车站和付家坡都很近,比较方便~', '短评打分': 3}
{'短评内容': '周围比较吵，房间比较小，没有多余空间\r\n但交通便利', '短评打分': 5}
{'短评内容': '闹中取静，但标房的窗户朝着走廊，这点不好。', '短评打分': 5}
{'短评内容': '武珞路三巷太乱了', '短评打分': 5}
{'短评内容': '方便', '短评打分': 5}
{'短评内容': '新开的酒店，卫生条件还不错，就是房间气味很重，很刺鼻！', '短评打分': 3}
{'短评内容': '房间 有点小，不过卫生条件还不错', '短评打分': 5}
{'短评内容': '总体感觉是性价比还可以的商务酒店', '短评打分': 5}
{'短评内容': '帮朋友订的这家如家,朋友走南闯北,在境外常驻过很多年,但住过后对住得这个如家酒店的评价是:&quot;很不错&quot;.', '短评打分': 5}
{'短评内容': '房间比较小，不过各方面设施还不错。卫生间比较满意', '短评打分': 5}
{'短评内容': '地点不错，很方便，便于商务人士\r\n虽靠铁路，但比较安静\r\n服务员态度还可以', '短评打分': 3}
{'短评内容': '服务还可以', '短评打分': 5}
{'短评内容': '酒店在个胡同里,酒店的面门也小,不太好找,而且胡同里面卫生也不太好,不过交通还是比较方便的,房间里面的卫生和设施也都不错,整体住着还是比较舒适的,而且价格合适.', '短评打分': 3}
{'短评内容': '总的还好,早饭不行.', '短评打分': 5}
{'短评内容': '前台需要重新培训一下哦，态度也不太好', '短评打分': 3}
{'短评内容': '周边很杂乱，床不是很舒服哦，如果不发黑广告就觉得比较好啦', '短评打分': 3}
{'短评内容': '发黑色的小广告，受不了', '短评打分': 5}
{'短评内容': '房子太小，离火车站太远，走了好久才到，而且不容易找到。', '短评打分': 1}
{'短评内容': '房间很小里面的设施和卫生都还行,位置不是太好找在一个小胡同里面标志物不是太明显出行还可以的,性价比还行.', '短评打分': 3}
{'短评内容': '位置有一点难找,是因为去过,所以也没所谓了,房间大小一般,安静的话还是蛮安静的,前台的服务也比较亲切热情,总体性价比还OK,中上,推荐.', '短评打分': 5}
{'短评内容': '地点不错,公交很方便\r\n服务员态度不错,空间也可以,值得推荐!', '短评打分': 5}
{'短评内容': '干净但房间小了点', '短评打分': 5}
{'短评内容': '在大东门这里还分一店和二店，入住前找到了一店，询问一店服务员二店处，态度不是太好，就是往前直走就行了，也没有说准确位置，害的找了一个多小时才找到！位置太偏，周边环境不理想，价格有点高了！网上订店也才优惠了8元，不是很值得！以后不想考虑此店了！', '短评打分': 1}
{'短评内容': '酒店位置稍偏一些,在一条小巷里不太好找,但是内部的环境还是很好,设施齐全,卫生干净,舒适度不错.', '短评打分': 3}
{'短评内容': '距傅家坡车站很近，走五分钟就到了，坐机场大巴的人很方便。', '短评打分': 5}
{'短评内容': '这个如家的位置很不错，离火车站什么都挺近的，比较方便，硬件条件和他们的环境服务，也都很好，就是价格在武汉来说稍微高点。', '短评打分': 3}
{'短评内容': '地理位置有点偏，不好找，但是由于是新酒店，设施设备都很新，感觉很舒适，就是一进去的时候房间还是有味道的，希望能对刚装修好的房间做点除味就更好了！总的来说还是不错的！', '短评打分': 5}
{'短评内容': '服务挺好的,周围的环境差了一些,房间的设施和卫生还是挺好的,价格也很优惠,感觉还是不错的.', '短评打分': 3}
{'短评内容': '喜欢这种简约的宾馆，房间比较小，但一个人出差，住住还是很舒服的。每次去都会住这里，交通也方便的。', '短评打分': 5}
{'短评内容': '前台的MM很贴心，在我登记入住时，因为忘记了新的信用卡的密码，折腾了很长时间，但MM一直态度很好', '短评打分': 5}
{'短评内容': '缺点：酒店位置在一个小巷里，路边的招牌不是很显眼，如果不是提前在网上查清了路线，还真不好找,住的是大床房，如果住惯了大房间的个人进去可能会不习惯。还有刚进去消毒液的味道很浓，，也许是刚退房才打扫卫生了，可以理解这个。\r\n优点：酒店很安静，态度非常好。有机会下次还会入住。', '短评打分': 5}
{'短评内容': '房间的面积有点小，这家酒店位置不是很好找，是在胡同里的，这边交通还是比较方便的，房间的卫生和设施还不错，我觉得这家酒店性价比还是比较高的 值得推荐', '短评打分': 3}
{'短评内容': '挺舒适的，就是服务员打扫卫生的时间挺不好，影响休息~', '短评打分': 5}
{'短评内容': '其它都还好，就是酒店外面的环境太差了。\r\n第二天早上才晓得附近还有一店，外部环境好多了。\r\n不过如家服务和内部设施都蛮合意的。喜欢那种如家的感觉。', '短评打分': 5}
{'短评内容': '整体感觉酒店环境和其他店都差不多,环境还可以,服务也不错,就是位置有点不太方便 ', '短评打分': 3}
{'短评内容': '找这家店的时候也出现了一些误会，大东门一店在更加显眼的位置，服务还是不错的，小小的房间有家的温馨，就是有人塞小广告，一个人住还是有点怕怕的', '短评打分': 5}
{'短评内容': '卫生条件不好,很脏.房间床单有脚印好像没人打扫,没人更换一样.不过位置还是挺好的,方便出行.其它各方面还算不错.', '短评打分': 3}
{'短评内容': '缺点：酒店位置在一个小巷里，路边的招牌不是很显眼，如果不是提前在网上查清了路线，还真不好找。\r\n早晨到酒店时，前台说当时只有一楼的房间，本人要求先把行李放到房间，下午回来再调换个房间。前台却说不行。而且态度很不好。\r\n优点：酒店很安静，虽然房间不大，还是保持了如家的一贯风格。下午回来后换了一个前台，态度非常好。第二天，要求晚两个小时退房，非常痛快的答应了。感觉很好。下次还会入住。\r\n', '短评打分': 5}
{'短评内容': '网上预订的  结果去了只剩一楼的房间  有点不爽 \r\n还有洗澡调水温大小的坏了  只能同手顶着才能正常使用', '短评打分': 3}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '酒店好着呢,很干净,住着挺舒服的,而且交通也很方便,价格实惠.', '短评打分': 3}
{'短评内容': '这家酒店的设施方面有些陈旧了,服务和卫生方面还是蛮不错,价格方面还是蛮实惠的,值得推荐', '短评打分': 3}
{'短评内容': '酒店位子其实很好。出门就是车站，很多车都经过的。。\r\n退房还附送一张vip卡。。。\r\n只是房间小了点。。。', '短评打分': 5}
{'短评内容': '这个大床房实在是小，厕所到还可以。去坐火车倒是很方便。', '短评打分': 5}
{'短评内容': '酒店服务和卫生不错。离火车站较近。', '短评打分': 3}
{'短评内容': '酒店服务挺好的，也还舒适，早上九点左右可以入住。就是地点偏僻了些，门前的那条街有点脏，环境不太好。', '短评打分': 3}
{'短评内容': '房间比想象的要小，但是卫生条件不错，而且前台和打扫卫生的阿姨服务态度都很好，热情有礼，十分为客户着想。', '短评打分': 5}
{'短评内容': '整体感觉还挺舒适，服务也还可以，就是位置偏僻了些，不太好找。还有，门前的那条小巷环境不大好', '短评打分': 5}
{'短评内容': '房间很小，我住的据说还是升级了的商务大床房，只能放一张大床。地段时不错，但是实在弄堂里面，不大好找，门口的大道中间有隔离杆，打车向付加坡反向走的话要到付加坡车站掉头，感觉很不舒服。', '短评打分': 1}
{'短评内容': '酒店不当街，有点难找，但也避免了街面的嘈杂。因为是连锁，设施和其他如家都基本一致。', '短评打分': 5}
{'短评内容': '酒店卫生不错，下次还要去', '短评打分': 5}
{'短评内容': '挺好的', '短评打分': 5}
{'短评内容': '位置不太好找，容易找到大东门店。其他都还好', '短评打分': 5}
{'短评内容': '酒店经济型的，还不错！', '短评打分': 5}
{'短评内容': '蛮好的', '短评打分': 5}
{'短评内容': '如家一贯的品质，设施仍然保持着较高的水准！\r\n有两点需要改善：1.前台服务水平，这家店的前台服务在整个如家里算比较差的，不热情，态度较差，业务水平也有待提高；2.早餐水平，整个如家的早餐在几家大型连锁里算中等偏下，这家店早餐尤其不好吃！！！希望像锦江之星的早餐水平学习。', '短评打分': 5}
{'短评内容': '酒店内的环境还是相当不错的，干净整洁舒适、可步行去附近的商业区。就是位置不太好找，建议在大东门店拐弯做个指示牌。', '短评打分': 5}
{'短评内容': '酒店位置不错 出门坐车打车都很方便。不过周边环境太差了 我们去的那天在下雨 结果小巷子里面泥泞不堪。房间还是很不错的 整洁又舒适 推荐一下吧。', '短评打分': 5}
{'短评内容': '酒店位置还不错，交通比较便利，而且经济型酒店价格比较合理，环境也挺好的', '短评打分': 3}
{'短评内容': '酒店位置有点偏,设施还可以,卫生环境都很好性价比不错还是值得推荐的.', '短评打分': 3}
{'短评内容': '酒店的周边环境比较差，交通还算方便的，酒店的服务卫生以及设施都很好的，酒店的价格还可以的。', '短评打分': 3}
{'短评内容': '位置不好,打车不方便,而且周边环境不好,出门就是垃圾堆,酒店内部环境还可以', '短评打分': 3}
{'短评内容': '网上预订没有拿会员卡直接去柜台便宜。要改进。', '短评打分': 5}
{'短评内容': '酒店的服务卫生以及设施都很好的，酒店的位置不错的，出行很方便的，酒店的价格还可以。', '短评打分': 5}
{'短评内容': '酒店位置很糟糕,比较偏僻,在一条巷子里面 .周围更可笑的是个垃圾堆.除了如家自己内部设置的餐厅外,周围环境太糟糕,全是小商小贩的餐厅摊位 ,很不卫生.下次不会去这家了,建议继续前行100米,五月花酒店似乎看上去很不错,5星似乎,但是活动时候的房价115似乎,这个很多人是还可以接受的.', '短评打分': 1}
{'短评内容': '酒店的整体不错的，服务卫生以及设施都很好的，酒店的位置一般的，在巷子里面，比较难找，酒店的价格还可以的', '短评打分': 5}
{'短评内容': '性价比挺高的，位置也方便，整体感觉可以推荐', '短评打分': 5}
{'短评内容': '酒店还是不错的,位置和价格也很符合我的要求；也很干净舒适；已经是第二次入住了；值得推荐一下', '短评打分': 5}
{'短评内容': '酒店的服务卫生方面还是不错的，房间里设施也比较齐全，周边交通也蛮方便的，价格方面也比较合适的，就是房间面积小了点。', '短评打分': 5}
{'短评内容': '酒店的外围环境很差，在一个小巷子里，不过内部的还可以，不过房间是不通透的，就是窗户是对楼道的，不是很舒服，它附近还有一家如家，感觉挺好的，可以选择看看。', '短评打分': 1}
{'短评内容': '酒店整体服务都还是挺不错的,服务也比较热情,房间住着也蛮舒适的,挺满意的.', '短评打分': 5}
{'短评内容': '酒店靠近铁路,所以晚上会比较吵,其他方面都还是可以的,价格也比较适中.', '短评打分': 5}
{'短评内容': '酒店的位置不是很好找的，在一条巷子里面的，服务卫生以及设施都还可以的，性价比不错的', '短评打分': 5}
{'短评内容': '设施条件还可以，服务和卫生条件都不错，就是隔音的效果不好', '短评打分': 5}
{'短评内容': '空调有没味儿，其他方面都还不错，主要地理位置挺好的，出行什么都比较方便', '短评打分': 5}
{'短评内容': '房间太小', '短评打分': 1}
{'短评内容': '毗邻铁轨,比较吵.', '短评打分': 5}
{'短评内容': '性价比还是蛮不错的,值得推荐', '短评打分': 5}
{'短评内容': '给自己朋友订的酒店,没有进去看,但从外面感觉这个酒店太小,周边环境也不是很好,朋友说有电视,但没有几个电视台,总体感觉是比不上大东门一店,优势是离火车站比较近', '短评打分': 1}
{'短评内容': '在住房期间，陌生人敲门，安全制度有待改善。', '短评打分': 1}
{'短评内容': '卫生很干净，前台服务也很热情，就是酒店有些设备欠缺，其他都还是不错的', '短评打分': 5}
{'短评内容': '酒店整体感觉还是不错的,价格也不贵.', '短评打分': 3}
{'短评内容': '整体感觉还是不错的,价格也挺合适的,性价比还是不错的.', '短评打分': 3}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '还可以吧', '短评打分': 3}
{'短评内容': '餐厅不是很理想', '短评打分': 5}
{'短评内容': '房间还是可以的，就是地理位置和环境差了点~~房间的隔音也不太好~', '短评打分': 5}
{'短评内容': '地段嘛，实在有点难找，在一个很脏的小巷子里，我们要是不问大东门一点的前台根本就找不到，不过进了酒店院内，卫生就好了。\r\n房间很干净，被褥、枕头都很干净，而且没有异味，摸在手里也没有潮的感觉，看来应该是经常晒的。房间整体色调给人感觉很温馨，确实有家的感觉\r\n虽然房间小了点，但是我们去武汉主要是去玩的，酒店内部舒适能让我睡个美觉就不错！\r\n我推荐入住，但是要事先弄清怎么去，另外，住那个地方的话没有直达', '短评打分': 5}
{'短评内容': '酒店比较经济实惠，适合自费出行入住，干净整洁', '短评打分': 5}
{'短评内容': '房间太小了，摆张床去 人都没地方放了  电视那么破那么小叫人怎么看啊', '短评打分': 1}
{'短评内容': '有一个印象不好，就是我通过ELONG订了原价179折后149的房间，入住时前台说我订的就是原价149的，后来经我争取才给了我原价179的房间（我也不知道是不是）。\r\n周围环境不好。', '短评打分': 1}
{'短评内容': '酒店还可以，就是在一条小巷子里，幸好离大东门车站还比较近，坐车也比较方便', '短评打分': 5}
{'短评内容': '酒店经济实惠，性价比可以，服务很热情，卫生条件也干净整洁', '短评打分': 3}
{'短评内容': '酒店位置不好，有点偏，服务、环境也很一般，不过酒店的价格挺便宜的', '短评打分': 5}
{'短评内容': '酒店的位置还是挺方便的，而且服务也不错，干净，配套的设施也算可以。', '短评打分': 5}
{'短评内容': '我妈和我弟回家的时候住那儿，我弟说还不错，具体我也没住，只是帮他们预定', '短评打分': 5}
{'短评内容': '感觉还不错的,服务啊卫生啊都还可以,价格方面也是蛮实惠的.', '短评打分': 5}
{'短评内容': '酒店的硬件设施舒适度很不错,位置出行交通也很方便价格也很优惠.觉得酒店还不错.', '短评打分': 5}
{'短评内容': '感觉这家如家不太好,设备有些是坏的,酒店周边的环境不太好,在小巷子里,而且当时住的房间纱窗还关不上,而且是在二楼,周围又有一排平房,所以感觉不安全,服务和卫生条件都还可以', '短评打分': 1}
{'短评内容': '地段不错，离付家坡车站和武昌火车站都不远；但是宾馆在一个巷子里面，外表看上去不太好，比大东门一店差些；算是美中不足吧；\r\n室内就不用说了，如家的统一风格，很不错。特别是褥子和被子，谁的很舒适。我老婆还非常喜欢如家的小碎花被，感觉特别温馨', '短评打分': 5}
{'短评内容': '有個睡覺的地方', '短评打分': 1}
{'短评内容': '酒店位于火车站汽车站之间,交通出行非常方便,环境卫生都很不错,价格也很合适.', '短评打分': 5}
{'短评内容': '酒店还不错,很干净,而且交通位置挺好的,非常便利,价格也不贵', '短评打分': 5}
{'短评内容': '酒店整体来说还不错，就是他的空调噪音太大了，可能武汉都是这样的，他这个店的位置还是不错的，交通挺方便的，也干净，下次去我觉得我还会住这。', '短评打分': 5}
{'短评内容': '服务很不错,热情,就是周围环境差了些,不过总体还是性价比比较高的', '短评打分': 5}
{'短评内容': '酒店环境比较温馨舒适,但是房间面积较小,隔音不是很好,服务和卫生都很不错', '短评打分': 5}
{'短评内容': '酒店的房间还是比较干净和令人放松的,唯一要说的就是卫生间的设施稍微有点老旧,让人感觉不是很舒服,还有冲水马桶的水太小了....不过总体感觉还是不错的.', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '房间太小了，也就十几平，昨天晚上床单上的污垢今天一早还在床上，&lt;br /&gt;\n从武昌火车站7拐8拐了将近30分钟才到', '短评打分': 3}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
