{'短评内容': '早餐还可以，接送机服务', '短评打分': 4}
{'短评内容': '环境太差了，设施老的不行，房间还有发霉的味道。', '短评打分': 3}
{'短评内容': '感觉酒店的地理位置有点偏,内部环境也不是很理想,当时去的时候房间里面有小飞虫,价位还可以,去机场挺方便的.', '短评打分': 3}
{'短评内容': '还行吧，距机场近，而且附近就是公园', '短评打分': 5}
{'短评内容': '酒店的设施比较陈旧了，门还有问题，折腾那个门折腾半天，但是房间里挺干净的，服务也还不错，位置挺好，总的来说还是不错的。', '短评打分': 3}
{'短评内容': '就住了一晚，感觉还行，出行交通还比较方便', '短评打分': 3}
{'短评内容': '客房有些旧了。但感觉不错.', '短评打分': 5}
{'短评内容': '酒店位置较好，靠近机场，服务也很热情，设施较完善，性价比不错，值得推荐', '短评打分': 3}
{'短评内容': '客观说，可能因为我住的是最便宜的房间，不过一百多块住成这样的房间我还不如去麦当劳蹲一夜，满屋子的霉味，墙面掉漆，就是一个破房子，可能贵的房间条件好，但是这个房间也太差劲了，有辱三星，不会再来了', '短评打分': 1}
{'短评内容': '酒店比较旧', '短评打分': 1}
{'短评内容': '位置不好找！酒店设施比较旧！电视是坏的！', '短评打分': 1}
{'短评内容': '宾馆的位置相当好，距重庆江北机场５分钟车程，出门打车也很方便，宾馆还提供轿车接送机服务，每次２０元。宾馆边上就是“犀牛湖”公园，环境与风景都不错。就是网上预订的价格便宜的标准房位于其老楼，设施较老旧，楼道、门、装饰之类较简陋，有点像招待所。', '短评打分': 5}
{'短评内容': '最大优点是离机场近。最大缺点设施比较陈旧。', '短评打分': 1}
{'短评内容': '犀牛宾馆应该是家比较大的宾馆，只不过我们此次入住的是宾馆的副楼，价格当然是因为便宜。拐弯抹角地找到所住的房间后，从外面感觉装修不是很好，但进入房间后，感觉还是可以的。不知道怎么去重庆downtown，宾馆的服务员非常耐心细致的帮助查找，态度不错，在此也表示感谢。宾馆的主要优点主要还是靠近机场，下飞机后入住很方便。缺点是副楼的设施起码也应该能正常使用，比如电梯，常年上锁，很不方便。作为靠近机场的经济', '短评打分': 5}
{'短评内容': '环境还是可以的,房间不是很好,卫生间的设施都很陈旧了,应该每个酒店在大厅的门口都会有服务人员帮忙提行李的,但是我住的这酒店就是没有,感觉服务不是很周到,位置还是挺方便,都很一般.', '短评打分': 3}
{'短评内容': '卫生和服务方面都不错,交通方面不太方便,设施方面不好,房间电视都不能看,感觉很不好.', '短评打分': 3}
{'短评内容': '周围环境很好，离机场步行几分钟。离购物中心商业圈很近，缺点就是设施有点旧。不过性价比高！下回坐飞机也住这！', '短评打分': 5}
{'短评内容': '酒店的设施比较陈旧了，服务很被动，酒店的卫生还可以，酒店的位置不错的，出行很方便的，酒店的价格还可以。', '短评打分': 3}
{'短评内容': '卫生还可行，设施比较老旧，当时我住的120元的房间，和他的环境比较成正比，位置不错，交通很便利，也可以推荐下吧', '短评打分': 3}
{'短评内容': '1.距離機場很近，打車只要5分鐘左右\r\n2.性價比很高,128/晚(雙人房,外帶2早餐)', '短评打分': 5}
{'短评内容': '酒店的价格挺便宜的,就是里面没有电梯,不是很方便,酒店离机场挺近的,所以出租车很多都不愿意送,如果能提供接送服务就是好了.', '短评打分': 3}
{'短评内容': '酒店的位置机场很近，去机场很方面，设施装修是有点陈旧，价格蛮优惠的，如果是对酒店要求不奢侈的人我可以建议选择，比较适合过路客住', '短评打分': 3}
{'短评内容': '酒店的早餐很好,房间的设施很老旧了,地理位置靠近机场,如果赶飞机还可以选择.', '短评打分': 3}
{'短评内容': '酒店的大堂看起来还不错，不过房间里有点旧了，服务也一般，就是位置还不错，比较方便。', '短评打分': 3}
{'短评内容': '位置很好,价格也实惠,就是酒店装修有些简单,而且服务态度不好,这两点改进的话,还是值得住的.', '短评打分': 3}
{'短评内容': '环境比较潮湿（象床铺就感觉潮），别的方便感觉还可以', '短评打分': 3}
{'短评内容': '酒店的设施比较陈旧，都有强灰脱落，房间和房间之间还有门，应该把门用墙堵上，这样感觉不安全。', '短评打分': 3}
{'短评内容': '酒店的外面的环境可以，但内部的条件不好，一楼的房间有点潮湿，而且布局感觉也不好，酒店离机场和江北市场步行街很近 ，很方便', '短评打分': 3}
{'短评内容': '酒店性价比还可以，去机场比较方便，设施旧了些', '短评打分': 5}
{'短评内容': '酒店的位置靠近机场,赶飞机还是蛮方便的,住宿条件一般了,价格稍微再便宜10％就更合适了.', '短评打分': 5}
{'短评内容': '酒店我觉得还是挺不错的，从服务到酒店的硬件是合适都可以，位置也不错，就是房间里的电视，感觉不是很清楚，其他都不错。', '短评打分': 5}
{'短评内容': '房间的天花板有掉落的,浴室的设备也比较陈旧了,其他方面都还可以,价格也还算合理.', '短评打分': 5}
{'短评内容': '感觉一般，上次订的是普通标间，在旧楼，设施太差，感觉跟旅馆似的，位置还可以，离机场比较进', '短评打分': 1}
{'短评内容': '酒店太老了,设施很陈旧,性价比也很一般,位置和卫生到还不错；', '短评打分': 5}
{'短评内容': '酒店服务不是很好,房间里面电视信号和网络都不好,床的舒适度不好,位置靠近机场.', '短评打分': 1}
{'短评内容': '酒店的位置还是不错的,周边交通蛮方便的,住宿条件也还可以了.卫生打扫的挺干净的,设施方面也比较齐全的,整体感觉价格还是蛮合适的.', '短评打分': 5}
{'短评内容': '设施条件有点陈旧，空调不太制冷，而且房间有蚊子，价格还可以，才100来块', '短评打分': 1}
{'短评内容': '酒店在装修,设施不太好,地理位置还可以离机场比较近.装修好了以后可以推荐.', '短评打分': 5}
{'短评内容': '我头一回住这么差的房间.房间霉味很大,电视机还是黑白的,还就一个频道.水质也很差.好像好几年没住过人的感觉了.这样的酒店没法住人.', '短评打分': 1}
{'短评内容': '房间的卫生环境条件都还不错；早餐的质量也很好；交通也比较方便；总体感觉性价比还是比较高的；', '短评打分': 5}
{'短评内容': '酒店整体觉得都还可以，硬件条件可以，位置也方便', '短评打分': 5}
{'短评内容': '酒店的普通房间比较陈旧也有点脏，床上感觉有发霉的味道，床头灯都坏的，而且窗户的从里面外面好想都能打开，服务还是不错，软件上做的还可以，以后在住不会选择普通房间，。要选择其他好点房间住会好些', '短评打分': 5}
{'短评内容': '酒店设施不大好，特别是淋浴设备不好，其他还可以，离机场比较近。', '短评打分': 5}
{'短评内容': '酒店离机场挺近的，的士也比较多，挺方便的，而且这个价格也挺优惠的，服务也还可以，不过酒店条件很一般，设施虽然比较完善，但是房间里似乎有股霉味，像是很旧没有打扫过似的，如果要求不高的，在机场附近，还是可以考虑的。', '短评打分': 5}
{'短评内容': '酒店条件一般，我洗澡的时候一边洗上面还一边漏水，环境也很一般，就是位置比较不错，交通算是方便的。', '短评打分': 5}
{'短评内容': '酒店的设施虽然比较陈旧的了，但是在这个价位上来说还是不错的，而且他离机场近，如果第二天赶飞机的话住这里很方便，酒店里的环境和服务也都不错，舒适度也还可以。', '短评打分': 5}
{'短评内容': '性价比不高，房间环境不好，位置是最大的优势，要是图方便，对环境要求不大的话可以住这', '短评打分': 1}
{'短评内容': '房间环境太差了，设施陈旧，服务一般，酒店唯一的优点就是位置还可以', '短评打分': 1}
{'短评内容': '酒店太旧了,装修时间也比较长了,不过价格挺便宜的,位置也还可以.', '短评打分': 5}
{'短评内容': '酒店比较一般,房间晚上有蚊子很讨厌,位置还可以离机场比较近也就这点优势,卫生和服务也都很一般,设施老旧了一些.', '短评打分': 1}
{'短评内容': '服务也不是很好，卫生也很一般，硬件设施都很陈旧了。距离机场很近，出行交通方便。整体来讲是家很差的酒店，除了位置之外没有什么值得推荐的。', '短评打分': 1}
{'短评内容': '房间环境不太好，卫生一般，设施比较差，服务员还是蛮客气的，酒店到机场方便', '短评打分': 5}
{'短评内容': '设施比较老，服务态度也不错，位置也很一般，总体来说都很差', '短评打分': 1}
{'短评内容': '酒店的卫生情况实在是。。。。。。房间隔音效果很差，隔壁说什么话都能听见，而且两个房间中间有个门，是堵死的，但是还能看到老鼠屎，除了这个以外，我觉得他们的硬件条件和位置都还不错，如果在这个附近的话，还是可以考虑的。', '短评打分': 5}
{'短评内容': '酒店的服务和设施都很差的，卫生一般化，酒店的位置以及交通还可以的，价格还可以的', '短评打分': 5}
{'短评内容': '房间比较潮，特别不舒服，设施也不好，卫生间墙皮都壳起来了，位置还可以', '短评打分': 1}
{'短评内容': '酒店的外观还可以,但是内部环境很糟糕,装修很设施都很陈旧,而且地理位置有点偏僻,服务还可以,价格也比较便宜.', '短评打分': 5}
{'短评内容': '酒店设施条件不好，有些陈旧了，卫生也很一般了，感觉住起来很不舒服。', '短评打分': 1}
{'短评内容': '卫生条件还不错，但卫生间灯光不好，浴池也不好，很多东西都锈住了，这些问题需要改善一下', '短评打分': 5}
{'短评内容': '酒店的周围的环境还不错,不过内部条件还是稍差了些,不能宽带上网,卫生还可以,价格也不贵,还是可以推荐的.', '短评打分': 5}
{'短评内容': '酒店的环境比较宽松,也蛮干净舒适,而且价位在重庆来说也算比较实惠了.', '短评打分': 5}
{'短评内容': '早餐的时间结束太早了，9点后就不能用餐，我们差10分钟去的时候就说不能用了。这点不灵活，别的都还行，设施条件可以，价格也便宜', '短评打分': 5}
{'短评内容': '酒店的硬件条件比较简单一点，但是房间挺干净的，服务也不错，而且在这个位置交通很方便，如果再来这边的话，我觉得我还是可以考虑的，毕竟他的位置比较方便。', '短评打分': 5}
{'短评内容': '酒店很旧了,卫生也不好,服务一般吧', '短评打分': 1}
{'短评内容': '房间挺整洁的，设施也还可以，而且离机场很近，挺方便，价格也比较实惠，值得推荐', '短评打分': 5}
{'短评内容': '这家酒店还是蛮经济实惠的，周边交通也挺方便的，卫生方面还可以了，设施方面有些陈旧了，整体感觉还可以了，适合推荐一下。', '短评打分': 5}
{'短评内容': '整体感觉性价比还是不错的，值得推荐', '短评打分': 5}
{'短评内容': '房间的卫生间设施比较陈旧了，服务卫生还可以的，酒店的位置不错的，出行很方便的，价格可以接受的', '短评打分': 5}
{'短评内容': '酒店的位置很好，靠近机场的，设施比较陈旧了，有的都已经坏掉了，服务卫生还可以的，价格还合适的', '短评打分': 5}
{'短评内容': '酒店的整体还可以的,服务卫生以及房间的内部设施都可以的,酒店的交通不是的方便的,性价比不错的,', '短评打分': 5}
{'短评内容': '卫生间不是很好没有热水，其它的都很好，环境卫生也比较达标主要是距离机场比较近，价格也是合理适中的可以推荐入住的酒店。', '短评打分': 5}
{'短评内容': '酒店就是卫生情况不太好，一晚上咬了我四个包，而且比较旧了，整体环境来说就是很一般的，临时应急还可以。', '短评打分': 1}
{'短评内容': '酒店的服务挺好的，环境也不错，地理位也不错，就是离地铁稍微远一些，其他都挺好的', '短评打分': 5}
{'短评内容': '这个酒店还挺好的，是家老字号了，而且离机场很近，服务和环境也不错', '短评打分': 5}
{'短评内容': '酒店很干净，服务和环境也不错，交通很方便，地理位置也挺好的', '短评打分': 5}
{'短评内容': '门窗太破旧了，都掉漆了，建议刷刷。\r\n窗户上面纱窗都没有，一辈子没被蚊子咬过那么多。\r\n浴室晚上热水不怎么热，水龙头也有的是坏的。', '短评打分': 5}
{'短评内容': '硬件配置比较陈旧了，位置距离机场很近，价格比较优惠的，就是酒店建成时间比较早了，硬件上设施舒适度都不是很好了，还是可以推荐入住的，如果赶飞机的话还是考虑入住的。', '短评打分': 5}
{'短评内容': '酒店的硬件设施确实太旧了，不过挺干净的，服务也不错，就是他附近的公交站，我实在没找到，服务人员说就在对面，我找了半天也没找到，而且也没有明显的标识牌，很不好找，感觉位置是个问题。', '短评打分': 1}
{'短评内容': '感觉酒店挺陈旧的,硬件设施都不怎么好,其他方面也都挺一般的', '短评打分': 1}
{'短评内容': '酒店服务比较一般不过环境还挺好的，设施也还不错，离机场不远，交通方便。', '短评打分': 5}
{'短评内容': '酒店的环境硬件设施都很一般，不是很好，卫生都还达标没有感觉到，价格非常优惠的，位置距离机场也比较近，设施太旧了，还很简陋不值得推荐入住。', '短评打分': 1}
{'短评内容': '感觉酒店不怎么样,卫生条件不是很好,环境也不理想,设施也比较差,价格很不值,位置还可以', '短评打分': 1}
{'短评内容': '酒店的卫生方面还是可以的,设施方面有些陈旧了,周边交通也挺方便的,价格还是蛮合适的.', '短评打分': 5}
{'短评内容': '总体不错。离机场较近，清静优雅，位置环境较好，卫生、服务、早餐都还不错，就是卫生间的设施太陈旧了。下次还会选择的。', '短评打分': 5}
{'短评内容': '总的来说还可以，位置还不错，环境也还行，早餐不好吃', '短评打分': 5}
{'短评内容': '当时住的B栋,是家老酒店,位置比较好,周边环境不错,就是酒店设施有些陈旧,热水器忽冷忽热,洗澡的水龙头还是坏的,打扫的还算干净,早饭也很好吃.', '短评打分': 5}
{'短评内容': '很一般的酒店,酒店整体环境还是可以,单里边的设施卫生情况也就一般的；位置也有点偏,性价比偏低；可能不会再选择入住了；', '短评打分': 1}
{'短评内容': '酒店硬件设施还算可以，服务还不错，就是酒店里的空气不太好，其他都还不错 ，而且位置很好，挺方便。', '短评打分': 5}
{'短评内容': '酒店的环境卫生，硬件设施以及人员的服务都挺到位的，还是不错的，价格也比较适中，就是交通不方便，虽然他离机场近，可坐车不方便，但是从机场出来也只有他比较近。', '短评打分': 5}
{'短评内容': '酒店太差了, 跟进不够星级标准,连电视和空调都没有；性价比太低了；', '短评打分': 1}
{'短评内容': '酒店得环境,地理位置都很好.交通很方便.', '短评打分': 5}
{'短评内容': '酒店的各方面都可以，价格挺便宜。房间朝向挺好的，服务也很热情，很满意', '短评打分': 5}
{'短评内容': '酒店的环境觉得还可以，但是客房服务有点差，有待提高，地理位置也很方便', '短评打分': 5}
{'短评内容': '相对于这个价格来说，感觉还行，酒店的设施太旧，卫生间不太好，比较旧脏比较旧，服务人员的服务比较一般', '短评打分': 1}
{'短评内容': '位置有点偏，出租少，公交站又有点远，出行不是很方便，其它服务都还行', '短评打分': 5}
{'短评内容': '离机场挺近的，机场打车去比较便宜，才大约5元。去机场时打车就全部20，出租车不给打表。卫生还行吧。重庆本身很潮，有点潮是正常的~~', '短评打分': 5}
{'短评内容': '服务还可以，房间设施有些旧，地理位置挺好的，离机场挺近的，下次出差可能还会住', '短评打分': 5}
{'短评内容': '还不错.离机场近,价格和房间还算成正比.\r\n大概去机场3-4公里的路出租车要20,不打表不降价.重庆的出租车太烂了. 宾馆前台的小mm说,这是潜规则', '短评打分': 5}
{'短评内容': '酒店就是位置不错,靠近机场赶飞机挺方便的.其它都很一般了,设施都很陈旧了.', '短评打分': 1}
{'短评内容': '酒店靠机场挺近的,去赶飞机还是挺方便的,按照价格来评价酒店本身的话,整体来说还是可以的.', '短评打分': 5}
{'短评内容': '酒店设施已经比较陈旧了，价格比较实惠，酒店在重庆机场旁边，去机场比较方便，按这个价位的话，觉得酒店还可以', '短评打分': 5}
{'短评内容': '设施比较陈旧了，感觉不是太舒适，出行也不是很方便，得步行拐个弯才能打到车，', '短评打分': 1}
{'短评内容': '酒店的各方面都还不错，性价比可以！', '短评打分': 5}
{'短评内容': '酒店离机场很近，赶飞机人员适合住这，条件感觉一般，价格和还设施还算四匹配，因为价格便宜，也不能要求太好的条件', '短评打分': 5}
{'短评内容': '还比较可以吧', '短评打分': 5}
{'短评内容': '我是因为要搭乘第二天早上很早的飞机~所以选择这家店的~离机场真的很近~卫生不错~房间看着很干净~虽然B楼有些年份了~但是并不影响整体的舒适度~不错~', '短评打分': 5}
{'短评内容': '设备比较陈旧了，距离机场很近，当时离店多收了10元钱，这一块不合理', '短评打分': 1}
{'短评内容': '这家酒店没有网站上说的哪么差，感觉里面挺干净的，不过设施是比较旧，服务环境还挺好的', '短评打分': 5}
{'短评内容': '酒店有点老，设施陈旧，在机场附近', '短评打分': 5}
{'短评内容': '酒店装修比较老,设施比较老,交通挺方便,酒店外面挺好像三星级酒店,可是房间里面就象经济型酒店是的', '短评打分': 5}
{'短评内容': '酒店位置比较好,环境还可以,房间内设施有点简陋,要是自己出来简单住个一两天还可以选择', '短评打分': 5}
{'短评内容': '服务卫生方面还是很不错的,位置也不错交通挺方便的,价格也不贵.', '短评打分': 5}
{'短评内容': '地理位置好，吃饭也很方便，环境很不错，酒店的地理位置也很好，离机场特别的近', '短评打分': 5}
{'短评内容': '酒店的住宿条件还可以,就是可能开业时间较长了,有些显老,不过住着还成,位置也还不错', '短评打分': 5}
{'短评内容': '酒店开业时间太长了,设施和设备方面都很陈旧了,不过地理位置比较理想,离机场很近,价格也蛮实惠的', '短评打分': 5}
{'短评内容': '硬件设施配套设施很旧,房间里面还有蚊子.但是酒店的位置很好,出行交通都很方便,价格也很合理.', '短评打分': 5}
{'短评内容': '位置值得推荐一下,周边交通挺方便的.', '短评打分': 5}
{'短评内容': '酒店的位置出行不是很方便,环境硬件设施都还不错,价格挺便宜的,还是会考虑入住的酒店类型.', '短评打分': 5}
{'短评内容': '房间里的空调里不能自调,而且安排在一楼,所以舒适度比较差,不过酒店离机场还是蛮近的,价格也还算优惠,不适合长住', '短评打分': 5}
{'短评内容': '价格便宜，地段也方便，整体可以', '短评打分': 5}
{'短评内容': '设施太简陋了很旧的酒店,水龙头都是坏的就是不入流的酒店.', '短评打分': 1}
{'短评内容': '酒店没有商务中心,使用电脑只能去外面,而且房间隔音效果很差,挺很吵的,有蚊子,这种情况很不值当时的价格,人员服务还可以,感觉像个小宾馆', '短评打分': 1}
{'短评内容': '酒店的服务不错，环境不是很好，有些硬件设施有些坏掉了，也没有即时的去休，酒店的位置还是不错的，交通挺方便的', '短评打分': 5}
{'短评内容': '性价比还算不错的,值得推荐一下', '短评打分': 5}
{'短评内容': '卫生条件很差，设施条件也比较一般，唯一的优势就是价格便宜', '短评打分': 1}
{'短评内容': '酒店挺干净的，软硬件设施也不错，性价比还高，就是酒店位置有些偏，不太好找', '短评打分': 5}
{'短评内容': '卫生好，有中央空调但是没有开，觉得这点很不好，酒店的位置很一般，打车到市中心大概有8块钱', '短评打分': 5}
{'短评内容': '设施太简陋，房间还可以，卫生间太差。不过位置还不错，离机场比较近', '短评打分': 1}
{'短评内容': '环境非常好！8号楼不能上网是个小小的遗憾', '短评打分': 5}
{'短评内容': '设施有点老,位置还可以', '短评打分': 1}
{'短评内容': '设施比较陈旧，卫生还行，在冬天居然有蚊子，普标没有网络。离机场比较近。', '短评打分': 5}
{'短评内容': '设施有点陈旧，价格是比较优惠，酒店离江北国际机场比较近，赶飞机很方便', '短评打分': 5}
{'短评内容': '服务挺好的，价格也比较优惠，当时是免费提供早餐的，因为一大早赶飞机没有吃上，整体感觉酒店还不错，以后出差到这里还会选择住', '短评打分': 5}
{'短评内容': '服务不周到，设施简陋，出行不太方便，价格还适中，比较便宜', '短评打分': 5}
{'短评内容': '酒店在硬件方面略差，不过服务和环境卫生很不错，交通便利，价格适中，很不错。', '短评打分': 5}
{'短评内容': '离机场近，楼厅好，服务好。房间卫生设施陈旧，性价比较高。', '短评打分': 5}
{'短评内容': '酒店没有电梯，带着行李只能爬楼梯上去，而且楼层不高窗户也没有防护网，感觉不是很安全，另外他不是很好找，我们打车也找了半天，离机场倒是很近。', '短评打分': 5}
{'短评内容': '酒店设施比较陈旧，洗手间空气不流通，卫生状况不是很好。唯一的优点就是离机场比较近', '短评打分': 1}
{'短评内容': '总体感觉还是可以', '短评打分': 5}
{'短评内容': '服务态度很一般，不是太主动热情，设施条件也不是太好，价格觉得是比较优惠的，位置嘛也算方便', '短评打分': 5}
{'短评内容': '整体来说酒店非常不错,服务很周到,也很人性化,价格也便宜,只是装修有些旧,位置不太明显', '短评打分': 5}
{'短评内容': '我就觉得他的服务一般，设施什么的都还可以，位置还不错，但是如果能离机场再近点就更好了。', '短评打分': 5}
{'短评内容': '酒店的位置很好,距离机场非常近.                                                                                                                                                                                     还有机', '短评打分': 5}
{'短评内容': '老楼太破了，热水器基本上没有什么水压。不过离机场近，凑合下还是可以的。', '短评打分': 5}
{'短评内容': '酒店各方面都挺好的,价格也很合适,房间住着也挺舒适的', '短评打分': 5}
{'短评内容': '酒店的设施和房间布局都比较旧，看起来也不是很干净，位置还算不错的。', '短评打分': 1}
{'短评内容': '标准三星级配置,酒店大厅还有自动钢琴,性价优惠,只不过位置有点点偏,属于深宅,总的来说不错,下次回家还住这', '短评打分': 5}
{'短评内容': '感觉挺好的,价格很优惠,而且位置也在市中心,很舒适', '短评打分': 5}
{'短评内容': '酒店的交通环境不错，很方便，而且酒店楼下的环境也挺好，设施齐全想找什么都很方便，价格略微贵点。', '短评打分': 5}
{'短评内容': '酒店的服务，设施都很不错，而且位置好，出门坐公交车比较近。', '短评打分': 5}
{'短评内容': '酒店服务卫生都挺好的,价格也挺实惠的,地理位置挺好的交通挺方便的.', '短评打分': 5}
{'短评内容': '房间门觉得不是很安全,其他方面还可以', '短评打分': 5}
{'短评内容': '酒店挺好的,很干净,位置也是靠近市中心,交通很方便,而且价格也不贵', '短评打分': 5}
{'短评内容': '房间里的设施很陈旧,服务还可以,蛮干净的,价格也算实惠', '短评打分': 5}
{'短评内容': '酒店服务人员很客气,而且酒店位置也不错,交通挺方便的', '短评打分': 5}
{'短评内容': '酒店比较老,房间设施陈旧,但位置很不错', '短评打分': 5}
{'短评内容': '酒店的位置很好，交通方便从机场打车到酒店才5块，我住的是普通标准房，房间里竟然没有空调，酒店的外观也比较老旧了，希望可以改进。', '短评打分': 5}
{'短评内容': '房间设施比较旧,了设施不是很好.但是服务卫生都很好,位置离机场也很近,价格很便宜.', '短评打分': 5}
{'短评内容': '酒店的服务还可以,地理位置也不错交通挺方便的.但卫生间的水龙头不好用,墙壁也不干净.', '短评打分': 1}
{'短评内容': '酒店的服务还可以,地理位置也不错交通挺方便的.但卫生间的水龙头不好用,墙壁也不干净.', '短评打分': 1}
{'短评内容': '感觉不是很好，我们住的房间是没有装修过的，设施什么的都很陈旧，而且房间有些潮，还一股霉味，感觉不是很舒服；酒店的位置还是可以的；', '短评打分': 1}
{'短评内容': '位置不好找,服务和环境都还好', '短评打分': 5}
{'短评内容': '酒店的硬件设施不太好.环境也很一般,房间面积比较小.', '短评打分': 5}
{'短评内容': '房间里很多东西看起来有点旧，离机场近。', '短评打分': 5}
{'短评内容': '服务，卫生，价格各方面都很好。', '短评打分': 5}
