{'短评内容': '还不错 性价比挺高', '短评打分': 4}
{'短评内容': '服务员脸难看—住了四天没见过笑脸，\r\n      事难办--早晨7.30分开始早晨自助餐，但由于赶路7；20分到餐厅商量可否我们简单吃点就走，答粥没熬好，我们说不喝粥，有什么吃什么即可，回绝!\r\n房间网络有可没电脑-商量服务员加钱换个有电脑的行吗（酒店有电脑的房间）回答网上订的不可以调换，无奈用自己的笔记本，可经常没网络信号\r\n  房间简陋，没有衣帽柜', '短评打分': 3}
{'短评内容': '到市里考试所以住的他们家，虽然墙壁有点脱落空间也不是太大，但还挺安静方便，所以整体比较满意。', '短评打分': 5}
{'短评内容': '一般吧，就像一个好一点的招待所，在小区里边。性价比在北京三环而说还行吧。', '短评打分': 5}
{'短评内容': '住宿条件还可以，对得起这个价钱，交通便利。', '短评打分': 5}
{'短评内容': '位置不错，离家近，可惜给我安排在一层了，有点潮，而且窗外会有人经过。值得一提的是，隔音不好，我猜我的隔壁一定听了一宿', '短评打分': 5}
{'短评内容': '说实话，在北京这个价格只能住这样的酒店了，早餐太简单，房间也小，我那个房间电视只有一个台，唉，网速很慢，下次不会再住了', '短评打分': 1}
{'短评内容': '性价比还可以!打的公交都挺方便的,地铁不方便', '短评打分': 5}
{'短评内容': '交通很不方便，位置夹在居民楼里面不容易找到，我们打车来可是出租司机都不知道，打电话给服务台，说在万豪北50米，可是司机和我们一起过了增光路还没发现，然后返回再找，多花了6元钱不说，还得下车再走进去（巷子里还有500米才到）很费劲。\r\n服务员办事没得商量--赠送早餐挺诱人，7:20欣喜去吃，可是人家餐厅7：30开始粥没熬好，我们急着出去，和服务员商量我们不喝粥了，把做好的给点吃即可，回答不行\r\n屋子', '短评打分': 1}
{'短评内容': '对于这个价位来说算不错的，因为是几年前住过的感觉很好所以经常来~~推荐~~', '短评打分': 5}
{'短评内容': '酒店服务质量好酒店服务质量好酒店服务质量好酒店服务质量好酒店服务质量好酒店服务质量好', '短评打分': 3}
{'短评内容': '酒店服务质量好酒店服务质量好酒店服务质量好酒店服务质量好酒店服务质量好酒店服务质量好', '短评打分': 5}
{'短评内容': '交通很方便，从西客站坐374或437大概五六站吧。到航天桥北下车，就能看见华夏良子、上岛咖啡，北边小胡同进去就有标示。去一些景点也有公交车。坐地铁的话，出门坐车到公主坟北就可以了，两站路。服务不错，卫生还可以，床单、被罩、枕套还干净，就是发现有不大的小洞，用的次数太多了吧。所以刚一入住先找了服务员说明了。总得来说不错。性价比高。', '短评打分': 5}
{'短评内容': ' \r\n2、酒店基本情况评价-根据的入住体会，客观的做出评价: \r\n卫    生： 非常好 \r\n服    务： 非常好 \r\n设    施： 非常好 \r\n位    置： 非常好 \r\n舒适度： 非常好 \r\n性价比： 非常好', '短评打分': 5}
{'短评内容': '地理位置不错，交通方便，房间稍小点,总体来说各方面还不错。', '短评打分': 5}
{'短评内容': '除了位置不是很好找之外其它条件都还不错， 值得推荐', '短评打分': 3}
{'短评内容': '除了位置不是很好找之外其它条件都还不错， 值得推荐', '短评打分': 5}
{'短评内容': '酒店不错', '短评打分': 5}
{'短评内容': '+很干净,适合情侣,交通方便', '短评打分': 5}
{'短评内容': '挺干净的 坐车也比较方便 就是有点小 顺便说说  早餐很好的', '短评打分': 3}
{'短评内容': '除了早餐普通点（品种略少，鸡蛋限量），其他都不错，值得推荐。', '短评打分': 5}
{'短评内容': '这个位置，这样的价位，应该算物有所值。自己花钱又要求不太高的可以考虑。', '短评打分': 5}
{'短评内容': '地理位置总体来说还行，但是酒店位置有些不太好找，对于北京不太熟悉的人来说，着实要费一番功夫，建议在路旁设些指示牌，除了酒店的厕所味道有些大外，其它还算不错。', '短评打分': 5}
{'短评内容': '地理位置优越，很安静，就是厕所异味太大，而且厕所总堵，总体说价格还行', '短评打分': 5}
{'短评内容': '酒店的设施还好，但是早餐不怎么好，而且位置稍微有点偏。\r\n总之，性价比很好，在三环附近，差不多最便宜的了', '短评打分': 5}
{'短评内容': '性价比还可以。。周围的用餐购物挺方便的。。。房间内也比较整洁。。。整体还来说还不错哦', '短评打分': 5}
{'短评内容': '环境不错，交通方便，洗澡水挺热，应该是经济实用型商务旅馆吧', '短评打分': 5}
{'短评内容': '挺好的', '短评打分': 5}
{'短评内容': '房间太小，但是该有的都有了，今天刚入住，交通很方便', '短评打分': 5}
{'短评内容': '总的来说还不错，建议能提示入住路线，或者在三环边上的标志明显一些；虽然去的时候已经有了心理准备，但是找酒店地址还是很费力。', '短评打分': 5}
{'短评内容': '还可以.前台不错', '短评打分': 5}
{'短评内容': '＋卫生还可以，不过带孩子必须住标间的规定难以理解', '短评打分': 5}
{'短评内容': '很好！性价比高、舒适、干净、位置不错,就是房间有点小！', '短评打分': 5}
{'短评内容': '整体感觉不错，就是有点不太好找。酒香也怕巷子深啊。', '短评打分': 5}
{'短评内容': '服务态度不好，其他都还不错。\r\n很安静\r\n', '短评打分': 5}
{'短评内容': '干净  卫生   环境也还不错  就是宽带的网速太慢 其他的都不错', '短评打分': 5}
{'短评内容': '设施陈旧～但是性价比高～', '短评打分': 5}
{'短评内容': '快捷酒店，类似于如家的风格，很干净，也很方便，就是不太好找', '短评打分': 5}
{'短评内容': '总体不错，不过建议早到，一楼的房间不是吵就是根本开不了窗户，一层中间几个外面就是早餐，再者，早餐很不好，不过价格对得起它的黄金地段位置了，所以还是比较推荐的', '短评打分': 3}
{'短评内容': '交通方便，不错。', '短评打分': 5}
{'短评内容': '房间不大，不过送早餐，还算实惠。', '短评打分': 5}
{'短评内容': '上次去印象还不错，这次去发现卫生实在是……不敢恭维……跟服务员反映，态度还很强硬，我应该是不会再去了！！！！', '短评打分': 1}
{'短评内容': '性价比比较高的酒店,免费早餐,品种不是很丰富,味道一般.网速比较慢.', '短评打分': 3}
{'短评内容': '其实就是一个招待所', '短评打分': 5}
{'短评内容': '总得来说，值得推荐一下', '短评打分': 5}
{'短评内容': '宾馆地理位置不错,还是挻好找的.交通很方便,周边小店比较多.性价比不错!房间还可以,装修有点儿旧.卫生间不通风,卫生间的通风扇不好用,有股异味.餐厅相当一般,建议到周围小店用餐.', '短评打分': 5}
{'短评内容': '酒店总体来说不错！\r\n地方不是特别好找，要有一些耐心！航天桥北下桥 东面胡同里！\r\n设施不是很新，但是都很好用，也足够用了！\r\n我洗了几次澡都有热水！\r\n房间喝水是饮水机！\r\n宽带有点爱掉线，上不去网的话，线插上之后把网卡修复或者诊断一下就好了，网速还是可以的上网页查查信息是没问题的！', '短评打分': 3}
{'短评内容': '酒店总体来说不错！\r\n地方不是特别好找，要有一些耐心！航天桥北下桥 东面胡同里！\r\n设施不是很新，但是都很好用，也足够用了！\r\n我洗了几次澡都有热水！\r\n房间喝水是饮水机！\r\n宽带有点爱掉线，上不去网的话，线插上之后把网卡修复或者诊断一下就好了，网速还是可以的上网页查查信息是没问题的！', '短评打分': 3}
{'短评内容': '酒店总体来说不错！\r\n地方不是特别好找，要有一些耐心！航天桥北下桥 东面胡同里！\r\n设施不是很新，但是都很好用，也足够用了！\r\n我洗了几次澡都有热水！\r\n房间喝水是饮水机！\r\n宽带有点爱掉线，上不去网的话，线插上之后把网卡修复或者诊断一下就好了，网速还是可以的上网页查查信息是没问题的！', '短评打分': 5}
{'短评内容': '价格确实便宜，地方也不错，出门就是航天桥北站，基本上到哪里最多倒一次车。旅馆位置有点隐蔽。早饭不好吃，但是免费的也就算了。电视频道很少。夏天给的被子有点厚，必须得开空调睡，我妈睡了一晚上就很难受。', '短评打分': 5}
{'短评内容': '感觉很不错啊 ', '短评打分': 5}
{'短评内容': '第一次在网上预订客房 感觉挺好  性价比还行 卫生环境舒适度都挺好的', '短评打分': 5}
{'短评内容': '性价比比较高，临时住住还可以。', '短评打分': 1}
{'短评内容': '总的来说比较不错，就是早点不是很好，不过这个价位已经可以了', '短评打分': 5}
{'短评内容': '酒店环境整洁干净，服务周到。交通便利，性价比良好。', '短评打分': 5}
{'短评内容': '位置不错，出门就是航天桥北的车站，去很多地方都挺方便的。酒店在一个院子里，比较安静，总得来说还是不错的。', '短评打分': 5}
{'短评内容': '房间有点小，其他都不错，服务也不错！有早餐，还可以！', '短评打分': 5}
{'短评内容': '酒店很干净，服务态度很好，交通也方便，我很喜欢，下次我还会选择它', '短评打分': 5}
{'短评内容': '性价比很高，而且是下午两点退房，很好~', '短评打分': 5}
{'短评内容': '对于好家得快捷酒店总体感觉还不错，价格适中，但我入住当天上午酒店水管坏了，导致一直到晚上十点还没热水，第二天早上才来。', '短评打分': 5}
{'短评内容': '很不错，性价比还可以，就是房间小点。噪音比较大。', '短评打分': 3}
{'短评内容': '作为在航天桥一带的快捷酒店，不得不说这里的性价比算是相当高的了。当时住的是168的大床房，房间稍微小一些但是东西一应俱全。而且是下午2点退房，相当贴心。位置也不算难找，路口有大牌子的指示。而且有免费的停车场。值得推荐的一家酒店。', '短评打分': 5}
{'短评内容': '性价比很高。离车站很近，打的到了航天桥北，打电话联系总台，没费什么事就找到了。里面有免费上网，饮水机（能加热），24小时热水（我在123房间，非常爽），有塑料凉拖。唯一不足的是厕所的门框没粘牢，轻轻碰了一下就差点掉下来。我随手就摁了回去，差点要赔钱哈，下个顾客要小心了。虽然床很干净，不过我还是用了自备的床单。还有免费双早，但我起晚了，没有去。总之，这个价格在这个区位很划算了。友情推荐！', '短评打分': 5}
{'短评内容': '性价比很高  而且交通比较方便', '短评打分': 5}
{'短评内容': '性价比不错', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 3}
{'短评内容': '性价比还行', '短评打分': 5}
{'短评内容': '从位置和价钱来说，还可以，比较适合', '短评打分': 5}
{'短评内容': '除了交通便利外,还有就是房费里含早,其他觉得还可以吧.吃过一次早点.还可以.', '短评打分': 5}
{'短评内容': '挺干净的，价格也很合适，周围很安静，推荐在北工商考试的同学入住。', '短评打分': 5}
{'短评内容': '他家的房子最好住二层以上，要是不幸住了一层，中间段在食堂边很吵，最里面不吵但是窗户外面是挡板，开不了窗户透不了气，让人很郁闷，憋屈的慌，但是服务态度还是很好的。', '短评打分': 5}
{'短评内容': '马桶都是坏的，按下去浮标都不会起来，烦死我了。而且条件的的确确很一般，以后不住那了！', '短评打分': 1}
{'短评内容': '这样的价格在北京算是很便宜的了，房间很小，标准间里的床是一大一小，这些都可以接受，但是卫生间实在太差，水龙头居然发霉了，上面还长了青苔，看着就很恶心，热水时有时无，根本没办法洗澡，住了一晚上就住不下去了', '短评打分': 1}
{'短评内容': '北京天缘惠达店所在位置不错，并且性价比很高，比较推荐单人间。但是房屋装修稍差，整体比如家低一个档次。饭菜不贵，但是要先付钱才能挂账，比较麻烦。', '短评打分': 5}
{'短评内容': '服务很差，房里的东西不是这坏了就是那坏了。', '短评打分': 1}
{'短评内容': '性价比很高的宾馆.要求安静的人可以考虑! 设施一般.房间小,热水不够..隔间效果不好!', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '服务还不错', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '房间比较大；在航天桥东北角，出了酒店的院门就有公交车站；附近百货小商店不少；早上有自助早餐，7:30开始，本人没有享用。', '短评打分': 5}
{'短评内容': '不错！', '短评打分': 3}
{'短评内容': '性价比还是很高的，服务也都不错', '短评打分': 5}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '位置是很不错的，三环边上，里面的设施来说呢，洗澡的喷头有点差，而且水温时热时冷，电视有机顶盒，是非常清晰地，这点非常好，房间里有网口，但是网速真的是不敢恭维，也就不到20K吧，早点还行，但是就是不能外带，2张餐劵也不能外带，这点有点不人性化，总体来说还是推荐这家的！不错', '短评打分': 5}
{'短评内容': '位置不错', '短评打分': 5}
{'短评内容': '和连锁快捷酒店还是有差距，不如7天干净', '短评打分': 1}
{'短评内容': '满意', '短评打分': 5}
{'短评内容': '设施一般 性价比好', '短评打分': 3}
{'短评内容': '设施一般，性价比好', '短评打分': 5}
{'短评内容': '隔音特别差', '短评打分': 5}
{'短评内容': '卫生还可以，性价比还是不错的', '短评打分': 5}
{'短评内容': '酒店位置不错，服务态度也很好！只是卫生一般。', '短评打分': 5}
{'短评内容': '位置好，性价比高，服务也不错，还比较干净。', '短评打分': 5}
{'短评内容': '酒店位置很好，离我住的地方很近，定的是大床房，房间比较小，酒店服务态度很好，免费停车，入住时间可以到当天的晚上10点，退房时间到下午2点，这一点很好，赞一个，价格适中，总起来说很超值，以后有机会还会入住的。', '短评打分': 5}
{'短评内容': '酒店在小区内，环境比较幽静，不过房间内有些味道。总体还是不错的', '短评打分': 3}
{'短评内容': '很方便，服务好', '短评打分': 3}
{'短评内容': '位置好，经济实惠方便。', '短评打分': 5}
{'短评内容': '房间干净，但比较小，免费提供的早餐也还行，主要周边交通比较方便，性价比不错。下次去还会光顾。建议有线电视信号得加强调整基本没法看啊，只有几个频道还算能马马虎虎清楚，其他都是花的有杂音。', '短评打分': 5}
{'短评内容': '还不错，位置比较隐匿。价格还算可以吧。只是房间里有点冷，有些消毒水遗留的味道。进去的时候服务员没有把洗漱用具准备好。热水使着使着就没了。。。总体还是不错的。', '短评打分': 5}
{'短评内容': '本来打算找个高档点的酒店入住，因为网上对这个酒店的评价不是很高，但是考虑到成本，还是预定了这个地方，反正不行再换个呗，结果去了，还是比较理想的，这个酒店在小区内，环境比较安静，出门有公交，交通也很便利，不过有一点，就是马桶不怎么好用，正如其他点评的说的，按下去浮子就上不来了，要手工给它抬上来，其他的还算可以。', '短评打分': 5}
{'短评内容': '住了一周，本来想就房间的洁净度发表点意见，但就在快走的时候酒店已经开始进行清理和刷新工作，对于收入不是很高的我总体感觉非常舒适，提点改进意见：1、现在人们出门都带着本本，把网速提高一下还是值得的；2、一些小的设施应注意及时检修；3、配套的餐厅很是方便，但就是饭菜有点凉。', '短评打分': 5}
{'短评内容': '酒店属于酒香不怕巷子深的那种类', '短评打分': 5}
{'短评内容': '地方有点偏，不好找，不过服务态度不错，还有早点，这个价格，还是比较值的！', '短评打分': 5}
{'短评内容': '位置比较好找，在万豪酒店北侧的小道里；房间安静，也挺干净；早饭7:30开始；价格在北京算便宜的了', '短评打分': 5}
{'短评内容': '交通位置很好，但房间设施很一般，但有一点显得很不专业，前台做不了预授权告诉麻烦，最后刷卡走的是消费。房间的电视很小也不是很清楚，毛巾都有一股铁锈的味道，并且有点硬吸水性不是很好，房间中有个椅子很不干净。', '短评打分': 5}
{'短评内容': '交通方便', '短评打分': 5}
{'短评内容': '性价比很高，早餐不错，房间小点，电视小，晚上很安静，暖气很好，服务不错。关键是便宜，干净，性价比很高！', '短评打分': 5}
{'短评内容': '..', '短评打分': 1}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '网络很差，几乎上不了网，可能入住的时候下载的人太多了，另外电视频道很少而且很不清晰，基本上只能去睡睡觉还算安静。', '短评打分': 3}
{'短评内容': '在北京这样的地方，这样的价格不算贵，所以房间卫生，各方面设施自然也就不到位，卫生间有味道', '短评打分': 1}
{'短评内容': '地段不错，门口公交站去很多地方，环境比较安静，电视信号不好，而且频道很少。', '短评打分': 5}
{'短评内容': '这家酒店的环境还是不错的,打扫的挺干净的,服务人员也挺热情的,住起来挺舒适的,就是价格再实惠点就更好了.', '短评打分': 3}
{'短评内容': '卫生一般，价格很便宜，而且位置很好，如果说不是那么挑剔的话，还是很不错的，而且赠送早餐。。。。', '短评打分': 5}
{'短评内容': '价格实惠，交通便利，就是早饭差了点。', '短评打分': 5}
{'短评内容': '设施比较一般,服务还可以,房间的卫生和舒适度都一般,位置还行,性价比还是比较可以的.', '短评打分': 3}
{'短评内容': '酒店整体感觉还可以，就是房间面积稍微小了一点，卫生服务都很好，交通方便。', '短评打分': 3}
{'短评内容': '我觉得酒店性价比还不错，挺干净的，而且停车场也瞒大的，就是房间显得稍微小了点', '短评打分': 3}
{'短评内容': '房间小了点，但性价比还不错', '短评打分': 5}
{'短评内容': '位置很方便，服务员水平有待提高', '短评打分': 5}
{'短评内容': '卫生清扫不够及时.', '短评打分': 5}
{'短评内容': '总体感觉还可以！', '短评打分': 5}
{'短评内容': '酒店各方面还是不错的.卫生及设施比较好.住起来挺舒适的.位置也不错方便出行.总体感觉还可以.', '短评打分': 3}
{'短评内容': '此酒店地理位置较好，装修及设备过旧，酒店房屋设施介绍中的吹风机 浴衣 双人床 电热水壶  房内保险箱   熨斗/熨衣板  洗浴间电视 等物品均为虚假宣传，房内并无事物。本人所居住的216房间厕所门框上的玻璃在居住前已损坏并未安装，酒店工作人员在入住前也未告知本人，未尽到租凭物存在瑕疵交付使用时的告知义务，此门完全失去关门的功能，给居住时的生活带来许多不便。', '短评打分': 1}
{'短评内容': '一般', '短评打分': 5}
{'短评内容': '性价比尚可，还有双早。主要是交通特别的方便，值得推荐。', '短评打分': 5}
{'短评内容': '整体还不错，性价比也高。不过硬件设施比较陈旧，服务质量还需加强', '短评打分': 5}
{'短评内容': '环境不好，房间有些意味，设施也比较差，服务很一般，地理位置还可以吧，不过下次不会在住这家酒店', '短评打分': 3}
{'短评内容': '性价比一般，按这个价格来说环境还可以，下次在去的话要是没有别的选择，可能会住这', '短评打分': 3}
{'短评内容': '酒店还可以,入住的时候没有遇到什么问题,服务态度也还比较热情,可以推荐.', '短评打分': 5}
{'短评内容': '地理位置很不错，但是条件比较陈旧，而且我入住的那件马桶冲不了水，床垫还有明显不该有的污迹，稍稍失望，如果以上两条改善的话，倒非常推荐，比较安静，适合商旅，毕竟168还送早餐，性价比是不错的，期待继续努力。', '短评打分': 1}
{'短评内容': '酒店客人很多,房间小了些卫生间门口的地毯很湿,住了几次都这样,其它还都不错,离办事地点比较近.', '短评打分': 5}
{'短评内容': '酒店位置挺方便，环境还不错，价格也适中，整体感觉还可以', '短评打分': 5}
{'短评内容': '早餐类别很少,而且很差,房间墙壁好像不是实墙,像是木板之类的东西隔开的.不够隔音.晚上隔壁有吵闹的声音都听得到.', '短评打分': 5}
{'短评内容': '酒店的硬件设施不错的,性价比不错的酒店,值得推荐入住的,', '短评打分': 5}
{'短评内容': '酒店服务挺一般的，不是特好也不是特别不好，不过硬件设施又旧又简单，虽然位置还不错，但是下次应该也不会住这里了。', '短评打分': 1}
{'短评内容': '酒店的环境还可以,就是连锁型酒店的标准,位置出行也比较方便,价格合理.', '短评打分': 5}
{'短评内容': '感觉酒店不是太理想，房间比较小，而且里面的设施也不好，价格有点偏高，酒店位置还可以', '短评打分': 1}
{'短评内容': '酒店很不错，服务员都很不错，而且性价比也很高，出门很多公交车，去哪都方便', '短评打分': 5}
{'短评内容': '酒店的位置很一般环境硬件设施还不错,服务卫生很好.', '短评打分': 5}
{'短评内容': '我觉得位置很好距离首都师大比较近比较方便,配套设施餐饮卫生不好.', '短评打分': 5}
{'短评内容': '这家酒店服务卫生一般,设施也老旧,没有说得那么好.', '短评打分': 1}
{'短评内容': '酒店卫生不太干净，不过位置离我办事的地方很方便，价格也挺合适', '短评打分': 5}
{'短评内容': '位置很难找 (够隐蔽的)&lt;br /&gt;\n房间很脏 (毛巾又破又黄)&lt;br /&gt;\n设施很破 (马桶不能冲水)&lt;br /&gt;\n服务很烂 (网线先拿了根坏的 等了半小时才送了根新的 然后又发现插口有问题)&lt;br /&gt;\n&lt;br /&gt;\n所以......&lt;br /&gt;\n&lt;br /&gt;\n一个字 差&lt;br /&gt;\n两个字 差差&', '短评打分': 1}
{'短评内容': '位置很隐蔽,不好找,条件不是很好,床的弹簧像坏了一样,设施很旧,毛巾很脏,反正不推荐就是了~~', '短评打分': 3}
{'短评内容': '这里可以和女朋友一起住大床间。', '短评打分': 3}
{'短评内容': '服务员和接待的态度还是不错的，就是环境差了，现在正在装修很吵闹，应该有更大折扣才是。设施确实很陈旧，毛巾破得象擦脚布，确实该更新了，如果还有选择，不推荐这里。', '短评打分': 3}
{'短评内容': '这次住在这里感觉很差，一半的房间在装修，电锯、电钻发出的刺耳声音吵得人精神都要崩溃了。房间设备用具破烂不堪，室内还有一股散不完的臊臭味道，给他们提意见，不仅没有任何解释而且态度生硬，让人很不爽。', '短评打分': 5}
{'短评内容': '&amp;lt;P&amp;gt;设施卫生很差,感觉比不上招待所,头一次去很难找,就是地理位置比较好,有钱别住这&amp;lt;/P&amp;gt;', '短评打分': 1}
{'短评内容': '不好，性价比不强，下次再也不住了。', '短评打分': 1}
{'短评内容': '这里服务还不错，交通还算便利。就是房间太小，不太干净。下回不住了。', '短评打分': 1}
{'短评内容': '这里服务还不错，工作人员对待客人也比较人文、礼貌，很尊重客人的隐私。宾馆环境是闹中取静，晚上休息很安静，交通也还比较便利。价位适中，在北京就算是可以的了。', '短评打分': 5}
{'短评内容': '唯一觉得可以的就是交通还算便利.没办法这次还得住这里.', '短评打分': 5}
{'短评内容': '这个酒店性价比凑合，就是床单太脏，最好自己带。感觉经营者就知道收钱，不愿意搞的干净一点。家具破的不成样子了。席梦思很多都塌了，面积也很小。主要还是卫生问题。', '短评打分': 3}
{'短评内容': '大床间可否和女友同住，速回下单，sinwang@vip.sina.com', '短评打分': 3}
{'短评内容': 'A标间和B型标间有什么区别,能不和女友同住.请速回复maggie-0328@sohu.com', '短评打分': 3}
{'短评内容': '想省钱，凑合也可以。', '短评打分': 3}
{'短评内容': '问一下高级大床房和大床房的区别，还有大床房有洗澡的地方吗?可男女2人同住吗？床有多大？？？速回xulilimaya@163.com', '短评打分': 5}
{'短评内容': '请问从火车站如何到达？哪站下？', '短评打分': 5}
{'短评内容': 'A标间和B型标间有什么区别,能不和女友同住.请速回复.&lt;br /&gt;\njunliangjiao@hotmail.com', '短评打分': 3}
{'短评内容': '请问北京人是否可以在这里开房 谢谢&lt;br /&gt;\nbisuke@sina.com', '短评打分': 3}
{'短评内容': '高级大床房\\大床房有和区别?有无电视及独立卫生间？和女友同住可否？&lt;br /&gt;\n&lt;br /&gt;\nA型标间内宾价和B型标间内宾价有什么区别?&lt;br /&gt;\n&lt;br /&gt;\n速回copydjy@msn.com', '短评打分': 3}
{'短评内容': '作为同等价位的酒店,这是比较差的一家了!房间太小不说,还没有24小时热水.卫生间里安装的是一台电热水器,但却是二个房间公用!从下午一直等热水烧开后洗澡,整整等了5个小时才显示水烧开,但是在洗澡时,很快却没有了,流出来的全是凉水!打电话询问总台,才知道隔壁的客人也在洗澡,所以热水很快就用完了.天啊!可怜我一个女生勉强用凉水冲干净,现在可是秋天啊,冷啊!半夜了,开始发烧!找总台,却不提供感冒、退烧药,', '短评打分': 1}
{'短评内容': '大床房有无电视及独立卫生间？和女友同住可否？maxin7168@163.com', '短评打分': 3}
{'短评内容': '大床房有无电视及独立卫生间？和女友同住可否？', '短评打分': 3}
{'短评内容': '大床房有无电视及独立卫生间？十一能和女友同住可否？', '短评打分': 3}
{'短评内容': '大床房有无电视及独立卫生间？和女友同住可否？速回jerry_matte@163.com', '短评打分': 5}
{'短评内容': '大床房有无电视及独立卫生间？和女友同住可否？速回jerry_matte@163.com', '短评打分': 5}
{'短评内容': '我可以和女朋友一起住吗/?&lt;br /&gt;\n住大床房可以吗？&lt;br /&gt;\n快回复 bazhuayu1982@hotmail.com&lt;br /&gt;\n我十一想住。', '短评打分': 3}
{'短评内容': '感觉还是不错的，大床房的床有1米6多吧，住俩人没有问题。一家三口如果孩子小也没有问题。房间都是大彩电，空调，卫生间里24小时热水，就是房间小一点。高级大床房间比大床房间多一套桌椅还有饮水机，感觉很实惠的说。而且交通很方便，去地铁站也很方便。', '短评打分': 3}
{'短评内容': '大床房有无电视及独立卫生间？和女友同住可否？望回复 chenwei19832@sina.com', '短评打分': 3}
