{'短评内容': '还行吧', '短评打分': 4}
{'短评内容': '我感觉酒店的设施方面有些陈旧了,跟这个星级有些不符了,服务卫生方面还是可以的,周边环境也还可以了,打车挺方便的,整体感觉价格还是比较合适的.', '短评打分': 5}
{'短评内容': '酒店的位置还算方便，在市区及北戴河景区的中间，去那里都好走，就是门口的路有点绕。酒店的卫生一般，没有请打扫的牌子，要每次打电话到前台才行，这个要改进。有事情到前台询问时，处理的速度还挺快的。设施还好，就是第一天入住时有个小冰箱不制冷，晚上给换了一个后制冷强劲，放到4档（共6档）都能把水冻成冰！还有，酒店的餐厅晚上4点后的在河边的围栏处有烧烤，味道很不错，价格不贵。', '短评打分': 5}
{'短评内容': '酒店早餐比较一般,其它还是比较满意的,性价比比较好,在当地比较了一下还是很好的,卫生条件很好很干净,位置也不错.总体感觉还可以.', '短评打分': 5}
{'短评内容': '给我安排的不是朝阳的房间，房间号也不吉利，让给条换别的房间时，说是没有朝阳的房间了，我住了两天，都是免费送早餐的，第一天我们没去吃，给酒店商量能不能把头天的两张早餐券换成第二天一张早餐券酒店也说不可以，感觉服务不灵活，别的都还可以，离海也不远', '短评打分': 5}
{'短评内容': '酒店的服务卫生以及设施都很好的，早餐种类很少的，酒店的位置不错的，性价比还可以的酒店', '短评打分': 5}
{'短评内容': '酒店性价比差，相对于这样的环境来说价格很高，设施不好', '短评打分': 1}
{'短评内容': '这家酒店在当地来讲还是不错的，服务卫生方面还是不错的，设施方面一般了点，周边环境还可以，就是打车不太方便。整体感觉价格还是比较合适的。', '短评打分': 5}
{'短评内容': '上次去的时候秦皇岛那边挺冷的，不过房间里空调已经停掉了，房间隔音不太好，隔壁的说话都能听清楚，别还可以，挺干净，价格也比较适中', '短评打分': 5}
{'短评内容': '一开始说我的房间是713A，最后结帐时说漏嘴了，房号是714，其实没什么大不了的，就是不明白为什么一开始就不说实话呢，还瞎编个号', '短评打分': 1}
{'短评内容': '酒店的服务卫生和设施都很好的，位置不错的，交通很便利的，性价比不错的', '短评打分': 5}
{'短评内容': '位置不错，酒店环境也还好！就是房间隔音较差。结账时，因人多前台有些乱，小姐态度不好！', '短评打分': 5}
{'短评内容': '酒店干净，位置不错。很遗憾隔音效果很不好。早餐很简单，服务还是不错的。整体来说很对得起房间价格。值得尝试。', '短评打分': 5}
{'短评内容': '早餐种类很少,硬件设施方便都可以的,酒店的位置不错出行很方便的,希望早餐改进', '短评打分': 5}
{'短评内容': '酒店的环境还不错，房间挺干净的，位置也比较方便，总的来说值得推荐 ', '短评打分': 5}
{'短评内容': '整体来说还不错，房间挺干净的，服务也很好，就是走廊里有一头的灯是坏的，还好及时给修了，感觉还行', '短评打分': 5}
{'短评内容': '酒店的环境设施，价格都挺不错的，就是他们服务不怎么样，服务人员比较少，而且打电话到酒店问一些事情，甚至到餐厅吃饭的情况，他们前台都要咨询了以后才能答复，感觉不是很专业，但是位置很好，去北戴河，去火车站，公交都挺方便的。', '短评打分': 5}
{'短评内容': '酒店还是蛮实惠的,周边交通也挺方便的,房间里卫生方面还挺不错的.', '短评打分': 5}
{'短评内容': '在马路边上的，交通比较方便，服务还行', '短评打分': 5}
{'短评内容': '酒店的环境还是不错的，交通位置也还可以，性价比还是比较理想的', '短评打分': 5}
{'短评内容': '感觉这个酒店还算可以，就是他们热水器容量不够大，洗着洗着就没热水了，其他的环境，服务都还不错的，位置也挺好，挺方便的。', '短评打分': 5}
{'短评内容': '比较干净整洁，价格合理，设施比较新，停车场有人照看', '短评打分': 5}
{'短评内容': '酒店很舒适,环境硬件设施都很好,价格服务卫生也很不错,价格也很优惠.地段也很好.', '短评打分': 5}
{'短评内容': '总体来说还不错了，就是隔音差了点是事实，对得起这个价格了', '短评打分': 5}
{'短评内容': '位置有点偏，打车不方便，房间挺宽敞，方便面才5块一盒，早餐不错，洗浴不是很方便。', '短评打分': 5}
{'短评内容': '酒店的环境不错，客房服务有待改进，价格也挺优惠，觉得位置离市区还是有点远', '短评打分': 5}
{'短评内容': '指定了特价房的楼层 并且不能选择 不好 让人感觉是在用不好的房间招揽和应付顾客', '短评打分': 5}
{'短评内容': '看了前面别人的评价选了这家酒店，感觉一点都不值', '短评打分': 1}
{'短评内容': '这只能算是半个酒店，因为这本来是当作住宅来设计的，结果卖不出去还是怎么了，改成了酒店。隔音很差，旁边房间说话能听见，楼上的亲热也能听见，实在是很无语，卫生间也不打扫干净。', '短评打分': 1}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '宾馆边上有建行，工行，中国移动，交通也比较方便，无论是去秦皇岛火车站,市区，还是去北戴河火车站或者北戴河风景区都有公交车直达。步行到新澳海底世界附近的沙滩也不是很远，步行也可以去奥运足球场，8月份去看比赛比较方便了。宾馆边上还有个公园，空气很清新，周边的整体环境很不错，酒店服务也不错，还提供双人免费早餐，确实超值餐厅的种类很多，在秦皇岛也是一家很不错的4星酒店了，房间够大，还有一个小冰箱也非常方便', '短评打分': 5}
{'短评内容': '总体很满意：1、卫生很干净；2、价格稍高；3、有餐厅，可签单；4屋内设施环境也不错。但是：1、位置不好，如果是公干出差不方便；旅游尚可。2、据说这个楼是“斜”楼，所以住宅楼没卖出去，改酒店了，但目测未发现倾斜，尚安全。', '短评打分': 3}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '房间隔音较差，但其他方面都不错，尤其餐饮很好，好吃不贵', '短评打分': 5}
{'短评内容': '9月份住了两天，因为从9月1日开始就是淡季了，全新的酒店，价格才188，很划算。&lt;br /&gt;\n早餐很合口味，虽然简单，但足以饱腹。&lt;br /&gt;\n只是隔音效果差了点。', '短评打分': 3}
{'短评内容': '标间根本没有38平方米，卫生打扫不彻底！', '短评打分': 3}
{'短评内容': '6月29日晚订了三个单人间。总体的评价是：又爱又恨。可爱的方面在于房间的室内设计比较专业（仅次于汉廷连锁店）、酒店的整体外观很大气很宏伟、位置（下面是迷人的汤河的入海口）、还有酒店服务人员的热情礼貌（随便哪个服务员都主动有礼貌地打招呼），这些都是一流的。可恨的地方是：一，刚装修过不久，油漆味很大；二，刚营业不久，各种服务功能还不稳定，丢三拉四的，先是屋子里忘了放毛巾（还以为学习国外搞环保，后来看了', '短评打分': 3}
