{'短评内容': '当初v那你不想做的v就不想做', '短评打分': 5}
{'短评内容': '服务比较热情，性价比高，推荐………………', '短评打分': 5}
{'短评内容': '房间真的很小哦，不过这次是背包客，真的就一小包东西，所以还可以忍受，通风不够好，没有电视，没有拖鞋牙刷之类的，介意一点的话还是不推荐了，毕竟才79元', '短评打分': 5}
{'短评内容': '感觉很好，房间不大，但是很舒服。楼下的电脑和二楼的游戏室没去过，不知道要不要收费的，呵呵。如果有机会还到广州来，一定再来光顾。', '短评打分': 5}
{'短评内容': '房间比想象中小很多，不过很干净，洗澡热水超好', '短评打分': 5}
{'短评内容': '虽然房间有点小，但是非常非常干净和舒服，卫生间也非常干净，很有家的感觉，而且离上下九步行街，地铁站都很近，推荐', '短评打分': 3}
{'短评内容': '很小的房间,非常火!非常火!非常火!第二天就退了.', '短评打分': 1}
{'短评内容': '物美价廉，卫生干净，服务态度好，各方面都很好', '短评打分': 5}
{'短评内容': '宜家去过两次都上到WIFI了，其实都几干净既，但系但系，今个星期先知道原来房间放系坐厕上面条毛巾原来系垫地下既，我仲罗黎抹左两次身添啊之前，唔该如果你系要离垫地既，你地就垫好系地下啦嘛！！', '短评打分': 5}
{'短评内容': '整体还好 价格很低 不过 屋子比较小', '短评打分': 3}
{'短评内容': '不错的酒店 虽然房间都比较小 但在广州这样的城市还是性价比超高 交通也还方便', '短评打分': 5}
{'短评内容': '不错  我还会来的 就是房间稍微小点  换可以了\n', '短评打分': 5}
{'短评内容': '酒店环境各方面都不错，一楼有电脑可以免费上网，二楼有桌球什么的，环境也可以，我住的是四楼，没电梯，上上下下不太方便，而且房间连拖鞋都没有，其它东西我上来的时候买了，为了买拖鞋又跑下去。\n总体来说性价比高。推荐。', '短评打分': 5}
{'短评内容': '酒店比想象中好很多，虽然房间不大，但是装修比较温馨，房内较干净，周边环境属于老城区，交通及就餐都方便', '短评打分': 5}
{'短评内容': '房间太小了·设施一般··对得起这个价格······', '短评打分': 5}
{'短评内容': '总体来说换算不错，房间比我想的要小。不过在没有找到更好的时候 我还在这住。', '短评打分': 5}
{'短评内容': '还不错·特价房比较小·以后光临的人请注意了 ，定大床房最好·', '短评打分': 5}
{'短评内容': '不错的酒店，环境好，卫生，但是房间比较小，其他都挺好的', '短评打分': 5}
{'短评内容': '酒店虽小，但感觉比较舒服，装修比较现代，很适合年轻人入住哦。', '短评打分': 5}
{'短评内容': '房间装饰不错哦,客栈附近环境吃的也很多很便利!服务态度热情!就是房间空间太小,公共卫浴也挺新的!干净!', '短评打分': 3}
{'短评内容': ' 住着环境可以', '短评打分': 3}
{'短评内容': '不太好找，房间高低铺上铺离天花板很近，坐在床上直不起腰来', '短评打分': 5}
{'短评内容': '除了先浴用品要自边外一切都很好，对得起这个价格，特别满意的是洗澡的热水，水温恒定，打开就是热水无需等待。 同样的价格发建议住大床。', '短评打分': 5}
{'短评内容': '交通还算比较方便,整体感受不错,硬件较好', '短评打分': 5}
{'短评内容': '房间很一般。就是个住的地方。很小，说是有无线上网，可是一楼是没有，后来强烈要求调整到四楼才有了网络。没有电梯，提着很重的行李，好累呀。', '短评打分': 1}
{'短评内容': '环境很好，基础设施很完善，很干净，服务态度也特别好，下次还来', '短评打分': 5}
{'短评内容': '很干净与安静，不足之处没有洗浴用品，自带或前台购买，总体很满意', '短评打分': 5}
{'短评内容': '这家店，让行路中的旅人，有家的感觉，很温馨。', '短评打分': 5}
{'短评内容': '第二次光临了,\u3000确实是很不错的一家客栽.环境如此温馨.真是让人留连忘返.', '短评打分': 3}
{'短评内容': '价格超实惠，交通便利。欠缺的是没有电梯。服务态度还可改进。', '短评打分': 5}
{'短评内容': '一切都非常好，除了隔音问题。\n一切都非常好，除了隔音问题。', '短评打分': 5}
{'短评内容': '89元的特价房，房价非常迷你。干净整洁。\n不足的地方就是通风不太好，靠马路的有点吵。\n特价房搜索不到酒店的无线网络。上网还需要把电脑带到大堂', '短评打分': 1}
{'短评内容': '环境很不错，挺干净的，工作人员很友善，情侣住简直是一流的！', '短评打分': 3}
{'短评内容': '可以，反正我觉得住着还是很舒适的，向大家推荐该店！！！', '短评打分': 5}
{'短评内容': ' 非常好的便捷酒店，价格也很合适，位置很方便。还有游戏室，很温馨，人多可以一起玩桌游。房间虽小，一应俱全！', '短评打分': 3}
{'短评内容': '便捷简洁，经济实惠，交通方便，可以继续推荐。', '短评打分': 5}
{'短评内容': '酒店内虽较小，但感觉干净，在广州花这个价，还是比较值的，不过生意火爆订房困难！', '短评打分': 3}
{'短评内容': '酒店不错，性价比蛮好', '短评打分': 3}
{'短评内容': '房间小的有点恐怖,还是地下的.无线上网的信号也很不好.159的价格可以在上海住到不错的酒店了', '短评打分': 1}
{'短评内容': '工作人员很热情！房间也干静！就是价格还是高了点！', '短评打分': 5}
{'短评内容': '莲蓬的水确实很大，酒店很新，价格不错，值得推荐', '短评打分': 5}
{'短评内容': '位置几好，几方便，价钱都几便，几卫生，可惜上午到网，无线用唔到，卫生用品只得一套，起码都要两对拖鞋两套毛巾，改进改进。', '短评打分': 5}
{'短评内容': '酒店很不错，干净卫生，在外出差，就是应该要这种酒店。就是住了三天，没有一天来打扫卫生的，可能是怕安全问题。还有就是网络貌似不怎么好，勉强能上，估计是房间地理位置的缘故。', '短评打分': 5}
{'短评内容': '广交会期间，价钱上涨太多了。窗外的狗叫真的很响。前台服务不错', '短评打分': 5}
{'短评内容': '没饮用水，没洗漱用品，没毛巾，没窗帘，没拖鞋，没床，没电话，没无线信号…', '短评打分': 3}
{'短评内容': '酒店很干净，服务人员的态度也不错。但太小了，并且隔音也不是很好，价格比较适中，适合背包族', '短评打分': 1}
{'短评内容': '公共区的厕所打扫相当懈怠，需要注意。什么都没有，一定要自带所有洗漱用品', '短评打分': 1}
{'短评内容': '服务态度很好，很干净。设施很便利，周边用餐，购物，打车，坐公交都方便。适合背包族。', '短评打分': 5}
{'短评内容': '蛮干净的，就是空间小了点，早知道定大点的房间了', '短评打分': 5}
{'短评内容': '环境很好，也很便宜，就是稍微小了点！环境很好，也很便宜，就是稍微小了点！', '短评打分': 5}
{'短评内容': '还不错 挺干净的 前台也不错 服务态度很好 下次还会再来的，', '短评打分': 5}
{'短评内容': '汉庭客栽环境很好.就是房间小了点.但是很温馨.个人很满意.下次还来光顾!', '短评打分': 3}
{'短评内容': '我定的是大床。住的却是小床！以后再也不住汉庭了！', '短评打分': 1}
{'短评内容': '房间很小.但很干净', '短评打分': 3}
{'短评内容': '酒店设施很便利，服务态度很好，就是酒店电脑网速要更快点啊', '短评打分': 5}
{'短评内容': '房间很小但是还算干净', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '酒店很干净，房间小，但是还是比较舒适的，麻雀虽小五脏俱全。不过由于窗户小而且不能完全打开，空气流通不好，有点味道。性价比比较高，适合背包族或者预算不多的自助游。', '短评打分': 5}
{'短评内容': '很方便的酒店,去哪里都有公交车.酒店大堂服务也很周到,就是房间利诱些潮湿', '短评打分': 5}
{'短评内容': '房间实在太小了,开水也不方便,服务态度倒很好.\n', '短评打分': 1}
{'短评内容': '酒店不错。', '短评打分': 3}
{'短评内容': '还可以的，环境不错，就是二楼基本没什么用....', '短评打分': 5}
{'短评内容': '非常精致的小栈，竟然还配置了火灾逃生面具和不间断电源，可见旅店的用心，推荐，必须的。', '短评打分': 3}
{'短评内容': '价格对得起环境,服务很好.地点靠近陈家祠,交通方便.', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '很干净，温馨。虽然比较小，但是单身的绝对OK啦', '短评打分': 5}
{'短评内容': ' 精而巧！温馨服务好！', '短评打分': 3}
{'短评内容': '一般，里面设施有点简陋', '短评打分': 3}
{'短评内容': '代同事订的，同事说还不错，交通比较方便。', '短评打分': 5}
{'短评内容': '服务很好，只是房间小了点，不是很隔音', '短评打分': 3}
{'短评内容': '比较难找，干净起来还可以，不过房间里面空空如也，啥用具也没有，不太方便，总体还可以', '短评打分': 5}
{'短评内容': '汉庭空间虽然很小但舒服。下次还会去，真的住得舒服。很便宜。', '短评打分': 5}
{'短评内容': '便宜 虽小但够用了 希望能够再便宜点 长住也方便', '短评打分': 5}
{'短评内容': '干净实惠，只是空间有一点点小，如果要进去住记得要自己带洗漱用品', '短评打分': 5}
{'短评内容': '酒店的位置离陈家祠，中山纪念堂，越秀公园，上下九都很近，有公交直达。价格比较便宜，不过要自备洗簌用品。房间较小但比较温馨。不过这家退房的时间是12点，和其他的汉庭不一样。大家要注意下这点。总体上还是推荐', '短评打分': 5}
{'短评内容': '真的很喜欢！再次好评！周边环境很生活化，地道的小吃，赞一个！', '短评打分': 5}
{'短评内容': '虽然小是小了点，但99块的榻榻米还是不错的，很适合单身人士去住住的。就是没有电梯比较不方便。', '短评打分': 5}
{'短评内容': '很干净简洁的风格。价位很合理。住的相当舒服。很好。', '短评打分': 5}
{'短评内容': ' 酒店不错，比较干净！我想：我已经爱上汉庭了！', '短评打分': 3}
{'短评内容': '虽然小 但是挺温馨的 挺舒服 性价比超级高', '短评打分': 5}
{'短评内容': '很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好', '短评打分': 5}
{'短评内容': '朋友来广州玩，一起入住的。。房间虽然小了点，但胜在干净温馨，不错不错。。', '短评打分': 5}
{'短评内容': '第二次入住了。。还是一样的好~~下次还会入住。。', '短评打分': 5}
{'短评内容': '酒店位于市中心，离上下九街20分钟步行。房间很温馨，有海上船舱的感觉', '短评打分': 5}
{'短评内容': '很超值！舒適溫馨的小房間 最重要是很乾淨~~', '短评打分': 5}
{'短评内容': '很适合商旅人士，我这次预定的是大床房，房间干净整洁，而且员工热情可爱，我如果有入住需要，下次还会选择汉庭。不过窗户上应该安上窗帘，这样保密性好一些。', '短评打分': 5}
{'短评内容': '很喜欢这个酒店的风格，高低铺上下的床都很大，可以睡四个人 很安逸住着，下次还来', '短评打分': 5}
{'短评内容': '房间好小。房间没有拖鞋可以换。不过蛮干净整洁的', '短评打分': 5}
{'短评内容': '酒店还行，性价比较高，就是不明白店里的海报“三天打扫一次”', '短评打分': 5}
{'短评内容': '很满意，房间很干净，只是无线网络搜索不了', '短评打分': 5}
{'短评内容': '挺挺干净服务不错就是房间有点小', '短评打分': 3}
{'短评内容': '很新，很漂亮，温馨的感觉，赞赞！晚上很晚到的，但是看到这里很开心~不过房间的洗脸池设计的不合理。。。', '短评打分': 5}
{'短评内容': '不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错', '短评打分': 5}
{'短评内容': '非常不错，环保，卫生，如果再到广州会再次选择。', '短评打分': 5}
{'短评内容': '环境挺好的.但是觉得大床房和特价房没什么区别.房间都挺小的.', '短评打分': 3}
{'短评内容': '各项服务都比较满意，就是外面有点吵，隔音效果不好，我住了一个星期，结果最后两天降价20元，为什么不早点降价啊', '短评打分': 5}
{'短评内容': '那么小的房间居然还可以有卫生间，真是奇迹，如果你在寻找便宜而又正规的旅店，它绝对是你的选择。', '短评打分': 5}
{'短评内容': '挺好听有气氛的快捷旅店，2楼还有足球机可以玩，朋友一起去旅行的时候可以住的地方，', '短评打分': 5}
{'短评内容': '太喜欢了。不过店内要自带毛巾和浴巾。很温馨，以后都会定', '短评打分': 5}
{'短评内容': '挺安静，除了公共卫浴的门锁是坏的，其他都还好~~', '短评打分': 5}
{'短评内容': '房间挺小的。。但环境很不错。。一进店面就给人一种舒服的感觉。。很不错~~~', '短评打分': 5}
{'短评内容': '价廉物美，真希望各大城市都能有这样的客栈。', '短评打分': 5}
{'短评内容': '酒店非常的的干净卫生！服务也特别好！加油！', '短评打分': 5}
{'短评内容': '除了楼外有条狗不停地叫外，环境不错，小巧精致，适合旅行者！', '短评打分': 5}
{'短评内容': '环境好，而且房间的配置设施也不错，位置出行方便，服务各方面都不错.', '短评打分': 5}
{'短评内容': '一如既往的好~~\n被褥很干净\n下次还会去住的\n', '短评打分': 5}
{'短评内容': '不错，在老城区里面，如果房间配有电热壶就更好了', '短评打分': 5}
{'短评内容': '环境不错，价格相对合理，不错的“宿舍”', '短评打分': 3}
{'短评内容': '太不方便。什么都没有，如果之前不知道的话，还要在那里买。空调正对着床，太猛了，不是很好。还有隔音效果也不好。', '短评打分': 1}
{'短评内容': '氛围挺好，空间有点小。卫生可以。挺！！1\n', '短评打分': 5}
{'短评内容': '非常温馨的住处\n没有消毒水残留的气味\n走廊墙壁的图画很漂亮\n过两天大概还会住', '短评打分': 5}
{'短评内容': '工作人员的态度使人忽略了房间的一些小毛病，住了5天感觉很好，很感谢那边的李国荣先生。。。', '短评打分': 5}
{'短评内容': '优点：\n1-位置好，离商业街，地铁，公交站，陈家祠很近。\n2-闹中取静\n3-整洁\n4-设施方便：Wifi，PC，书吧，桌球，碟片+DVD\n5-店员友好，善助。\n谈不上缺点但可能是很少住这种经济型客栈的客人（本人不算）需要了解的：\n1-房间空间小，不用洗手间的话呆在床上即可\n2-所有洗漱用品自备（住五星我也是自备，所以不觉得不便）\n3-要攒些力气提行李上楼，没有电梯。好在最高3层吧。我住2层，几乎没', '短评打分': 5}
{'短评内容': '酒店环境还是挺好，位置还不错出行挺方便，价格还是很合适。', '短评打分': 3}
{'短评内容': '不错，我住的79特价房，不求有风景。记得带上足够的个人用品！', '短评打分': 5}
{'短评内容': '0 环境很好，就是没电梯，行李不是很方便', '短评打分': 3}
{'短评内容': '干净，环境不错，就是房间太小，不过一人单住足够\n', '短评打分': 5}
{'短评内容': '很好，很强大，房间小了点，但是房间很干净，服务很好，下次还来', '短评打分': 5}
{'短评内容': '酒店很不错，首先位置很理想，近火车站，地铁站，门口就有公交车月台。走不到十分钟就可以去到陈家祠，去上下九也方便。这次住了榻榻米房和特价79的房间，就一个感觉：麻雀虽小，五脏具全。无论是房间还是公共空间，都布置的很简洁又不失温馨。工作人员也不错，总结起来就是：除了没有电梯是个小遗憾外，其他都让人非常满意。', '短评打分': 5}
{'短评内容': '地理位置优越，附近好多吃的地方，交通也很方便！\n酒店服务周到，态度亲切，住得也很舒服！', '短评打分': 5}
{'短评内容': '没有浴巾!浴巾!....................', '短评打分': 5}
{'短评内容': '整个旅馆内布置的挺温馨的，真的房间好小好小，不过感觉蛮好的。洗漱毛巾用品全部自带麻烦！', '短评打分': 3}
{'短评内容': '房间太小，离地铁站有点远，没有洗漱设施，需要自己买。此客栈适合刚毕业的学生一族及背包客居住，价钱比较实惠。', '短评打分': 1}
{'短评内容': '环境很好，很喜欢。', '短评打分': 3}
{'短评内容': '环境还是不错的，就是离地铁站太远。房间的隔音效果不是太好', '短评打分': 5}
{'短评内容': '房间的装修卫生还行，交通是挺方便的但是标示不清楚不好找，而且价格还是稍微偏贵。房间也挺小的。', '短评打分': 1}
{'短评内容': '房间虽然小，但是设施不错。每层有一个吹风机，一个饮水机低碳节能。呵呵…', '短评打分': 3}
{'短评内容': '服务周到，环境好，安全舒适，价格实惠。住了几天，非常满意，特别适合工薪阶层外出住宿', '短评打分': 5}
{'短评内容': '挺不错的一家经济连锁旅馆，装修很明快。不过房间很小。而且不提供任何用具。有些麻烦。服务很好', '短评打分': 5}
{'短评内容': '房间是小了点，但总体感觉还不错。蛮安静的。就是WIFI连不上，要到大堂才可以连接到WIFI，这一点非常不好。', '短评打分': 5}
{'短评内容': '除了房间有点小，其它都超满意，设施环境给人耳目一新的感觉，工作人员的态度也超好，而且门口的一家桂林米粉也特别好吃，现在还会怀念在那里蜗居的日子。', '短评打分': 5}
{'短评内容': '房间虽然很小，但是舒适干净。下次去广州还会入住的！', '短评打分': 5}
{'短评内容': '好！干净，服务态度好。', '短评打分': 3}
{'短评内容': '帮朋友定的，回来被笑话了一顿！\n朋友很节省的很不挑剔的1个人，住了那地方说：以后别给我定那样的旅馆了,不差钱！\n虽然价格便宜，但是人折腾到了...\n但是说还干净', '短评打分': 1}
{'短评内容': '汉庭海友客栈（广州荔湾彩虹桥店）很好，总体很满意，干净卫生，只是拖鞋这么便宜应该增设', '短评打分': 5}
{'短评内容': '隔音不好。其他还不错。有娱乐室挺有意思的\n', '短评打分': 5}
{'短评内容': ' 房间还可以里面什么都没有  去下面拿拖鞋之类的都要重新花钱', '短评打分': 3}
{'短评内容': '干净舒适，就是拖鞋都需要在下面买，另外是没有电梯的，还好楼不高。热水器不够热，但总体还不错，能想到的东西都自己自备吧，没吹风机的，所以别临睡前才洗头发。', '短评打分': 5}
{'短评内容': '环境还是不错的。就是说不提供洗漱用品，真的什么都没有，连杯子都没有，这个有点囧。', '短评打分': 5}
{'短评内容': '.很感谢你们，环境很好。', '短评打分': 3}
{'短评内容': '环境不错…可惜要自行购买洗刷用品', '短评打分': 3}
{'短评内容': '温馨，周围环境就一般，隔音效果不是很好，但价廉是这样的了', '短评打分': 5}
{'短评内容': '还好', '短评打分': 3}
{'短评内容': '不错，就是房间非常tiny,不过有窗户～～～～～', '短评打分': 5}
{'短评内容': '地理位置很好 很方便 服务很周到', '短评打分': 3}
{'短评内容': '前台服务很好，很整洁干净，交通方便，没有携带电脑的客人可以免费使用大厅的电脑，很省事！而且周围有很多好吃的地方~！！！', '短评打分': 5}
{'短评内容': '打着环保的旗号省掉了牙刷、毛巾之类的，还好自己随身带了，不然洗完澡只能等风干了。这点在现在低碳大势下固然可以谅解，但房间里比较浓的异味（似烟味）可要注意整理下了。', '短评打分': 5}
{'短评内容': '.很干净，服务很好。', '短评打分': 3}
{'短评内容': '新开的店，房间很干净，设计很可爱清新。房间比较小，不提供洗刷用品毛巾等，隔音比较差。有无线上网。客厅很可爱很漂亮。离地铁站较劲。价格很低，经济实惠，适合年轻人住。', '短评打分': 5}
{'短评内容': '整体还干净卫生，但是房间实在太小，感觉不值89元', '短评打分': 3}
