{'短评内容': '还不错，特价的时候买的', '短评打分': 5}
{'短评内容': '酒店很大气，周围的环境、房间设施也不错，就是不含早餐，这个太不好了', '短评打分': 5}
{'短评内容': '周边环境很好，小孩子非常喜欢，以后会经常来玩。', '短评打分': 5}
{'短评内容': '房间真的很大，大堂真的很大，酒店真的很大，但是性价比嘛，就一般，去那玩住那倒是没什么问题。', '短评打分': 5}
{'短评内容': '白虎房真的很好，空间够大，设计有特色，喜欢，下次还会再住，至于早餐，早餐还算不错啦，大马戏超好看', '短评打分': 5}
{'短评内容': '环境优美，不错，碰巧下雨，游玩和在酒店看白虎和火烈鸟都挺不错的，下次有机会会再次入住。', '短评打分': 5}
{'短评内容': '除了交通不太方便，其它都好，价格也适时调整。', '短评打分': 5}
{'短评内容': '酒店很不错，早餐也很好，很适合度假，唯一的缺点是没有靠海边，房价有点贵。', '短评打分': 5}
{'短评内容': '非常好酒店，环境特好', '短评打分': 3}
{'短评内容': '酒店环境好！休闲，早餐丰富！房间大，我常常到这酒店消费的哦！', '短评打分': 5}
{'短评内容': '很好的一家酒店，特别适合度假居住，有很多游乐项目，真的不错！！！！', '短评打分': 5}
{'短评内容': '环境很舒服啊，像置身在动物园一样,早餐也蛮丰富的', '短评打分': 5}
{'短评内容': '环境优雅，设施齐全，服务可以，还有白老虎太好了！', '短评打分': 5}
{'短评内容': '酒店裝修不錯 房間還有陽臺 就是價格偏高了點', '短评打分': 5}
{'短评内容': '不错，很好，还是贵了点', '短评打分': 3}
{'短评内容': '广交会会期间定房，没有其他酒店涨的那么离谱。不错，经常帮客人定这个酒店。', '短评打分': 5}
{'短评内容': '非常漂亮，舒适和干净，配套设施很齐全，酒店的服务非常好', '短评打分': 5}
{'短评内容': 'very good hotel！very good hotel！very good hotel！very good hotel！very good hotel！', '短评打分': 5}
{'短评内容': '＋OK', '短评打分': 3}
{'短评内容': '动物园里的酒店，公园里的酒店，房间舒适，环境优美，稀有的白老虎、火烈鸟在酒店花园，很吸引孩子。对面的大马戏非常精彩，建议观看。', '短评打分': 5}
{'短评内容': '很不错的酒店。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': ' 感觉非常好', '短评打分': 3}
{'短评内容': '酒店是一如既往的好，第三次选择这家酒店啦，环境没的说。', '短评打分': 5}
{'短评内容': '62220836020026749656222083602002674965 \n', '短评打分': 5}
{'短评内容': '62220836020026749656222083602002674965', '短评打分': 5}
{'短评内容': '62220836020026749656222083602002674965', '短评打分': 5}
{'短评内容': '62220836020026749656222083602002674965', '短评打分': 5}
{'短评内容': '622208360200267496562526', '短评打分': 5}
{'短评内容': '一、入住：入住非常慢，排队半个小时以上，才能去办理。我是订了房了，也做了信用卡担保的。办理入住的前台接待不够熟练，有好几个都是实习生，站在那里凑人数，什么事情也做不了；\n二、客房：我订了两个房间，由于没有安排给我同一楼层，所以免费升级了一间野趣房给我，但是在二楼，实际是在一楼，阳台后面就有一条路，比较吵，而且野趣房那边光线非常暗。白天都要开灯才看得见。客房里的设施也一般，比其它非主题酒店的房间也没', '短评打分': 1}
{'短评内容': '酒店位置不好找，不醒目，但是酒店服务还是不错，不过房间有点小，而且玻璃太多，小朋友容易碰到头', '短评打分': 5}
{'短评内容': '酒店大堂很漂亮，订的高级房免费升级到狩猎房，房间挺豪华', '短评打分': 3}
{'短评内容': '品质好，服务优，客房舒适，很值得入住，游玩特别方便。下次还会选择。', '短评打分': 5}
{'短评内容': '感觉几好,就是去机场的交通不便利.', '短评打分': 3}
{'短评内容': '预订的是长隆酒店的高级房,后来升级到狩猎房,房间硬件不错,中餐口味很正,但白虎餐厅的自助餐一般般', '短评打分': 3}
{'短评内容': '酒店的的环境很大气,就是房间有味道!', '短评打分': 3}
{'短评内容': '酒店不错，升级到狩猎房，房间很大，很新。住在长隆酒店，去景点有很多方便。唯一不足，房间隔音太差，隔壁的电视一直响到半夜。', '短评打分': 3}
{'短评内容': '酒店前台服务非常好，房间安排得也很满意，晚上睡觉很安静，值得推荐。', '短评打分': 5}
{'短评内容': '酒店前台服务非常好，房间安排得也很满意，晚上睡觉很安静，值得推荐。', '短评打分': 5}
{'短评内容': '酒店前台服务非常好，房间安排得也很满意，晚上睡觉很安静，值得推荐。', '短评打分': 5}
{'短评内容': '好，不错，下一次还会来，位置也OK啦－－－－－－－', '短评打分': 5}
{'短评内容': '很好，带孩子很好', '短评打分': 3}
{'短评内容': '非常漂亮的酒店大堂和房间，装修很有特色，尤其是白虎园和动物岛，非常受小朋友的欢迎。距离周围的乐园很近，是一个很适合亲子游的下榻酒店。唯一的遗憾，就是我们订的房间，面对水上乐园，白天能听到乐园里热闹的音乐声，不利于午休。', '短评打分': 5}
{'短评内容': '不错啊，是一个好地方，订酒店也好 ，住的酒店也好 都好。。。。。。', '短评打分': 5}
{'短评内容': '高档，与众不同，特别是带小孩去住，很多动物啊', '短评打分': 5}
{'短评内容': 'Cindy ^^', '短评打分': 3}
{'短评内容': '是一个好的酒店的哦，\n在这里订酒店也是不错的哦，\n我是他们的长期客户来的哦，谢谢', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': ' 不错的酒店', '短评打分': 3}
{'短评内容': '酒店地理位置不错，交通很方便，酒店给我们安排的房间也很舒服，也很安静，整体来说性价比很不错。', '短评打分': 5}
{'短评内容': '环境不错。离城不算太远。早餐尚可。服务生态度热情。', '短评打分': 5}
{'短评内容': '顶好的酒店', '短评打分': 3}
{'短评内容': '10月份广交会，客人一如既往选择长隆酒店。                                      \n                                                                                   ', '短评打分': 5}
{'短评内容': '配套齐全，服务很好', '短评打分': 3}
{'短评内容': '确实离几大公园很近，对于要在公园和酒店间往返的客人很方便。酒店装修有特色，但白虎餐厅看不到真白虎。定的高级房，房间设施一般，略显陈旧，阳台外可惜没对着游泳池，不然会很漂亮。都是在蝴蝶谷吃的，味道和价位中等。还有酒店生意好得很，真是要等到下午两点才给你房卡入房。', '短评打分': 5}
{'短评内容': '酒店环境很好,去周围乐园玩很方便,特别是晚上看大马戏表演后可以直接回酒店休息', '短评打分': 5}
{'短评内容': '非常好啊，是一家好酒店来的，在这里订酒店也放心啊，', '短评打分': 5}
{'短评内容': '酒店價錢雖然較了一點，但房間乾淨，各方面都很不錯，最好是可以讓酒店住客有優先享用水上樂園部分設施，可以省回不少排隊時間，可以多玩幾個項目，這些優惠，就是用錢買回來的。但不建議在酒店餐廳用膳，因為食物份量少，不太美味，相對來說比較貴。', '短评打分': 5}
{'短评内容': '酒店环境不错，房间很大，尤其可以和动物来点比较亲密的接触，一家几口都玩得非常的开心，下次有机会再来。', '短评打分': 5}
{'短评内容': '房间有点旧，总体还可以。就是入住太慢，拿到钥匙后从14点等到快16点房间才收拾好！\n中餐厅比较贵，味道还可以。', '短评打分': 5}
{'短评内容': '还不错哦，酒店占地很大，可以逛逛酒店中间的花园，养了些野生动物，这部分比较特别。去长隆水上乐园超级方便，有专门通道。如果不是暑期去房间价格会便宜很多哦。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '狩猎房房间很大，浴缸可以泡澡，很适合周末休闲度假游玩。                                                  ', '短评打分': 5}
{'短评内容': '带小孩玩住在这挺方便的，换好泳衣直接到水上乐园，酒店住客每天不限次数进出，回酒店就洗澡。欢乐世界还有快速通道，不用排长队，下次去还住这个酒店！', '短评打分': 5}
{'短评内容': '入住手续办理很慢', '短评打分': 3}
{'短评内容': '还可以，', '短评打分': 3}
{'短评内容': '酒店的环境和硬件设施不错，住在里面到周围的园区玩也方便。但在服务上感觉不到超5星的水平，大部分服务人员面无表情，一副拒绝与顾客眼神交流的神态。园区里的交通车开得比较生猛，难道因为是免费的？', '短评打分': 5}
{'短评内容': '环境很好的酒店', '短评打分': 3}
{'短评内容': '服务尚好，床有点小', '短评打分': 3}
{'短评内容': '酒店不错，蛮舒适的，到各欢乐世界、水上乐园和大马戏都蛮近的，就是人太多，办理入住慢了点。', '短评打分': 3}
{'短评内容': 'very wonderful for family vacation!especially in summer.but need to improve the services of some staff,even not doing services.smilling faces is very useful......', '短评打分': 5}
{'短评内容': '比较有特色，和野生动物园相结合的，里面很有公园的特色。整体环境也很不错，比较安静，树木比较多，感觉住着还比较舒服。服务员的态度都很好，交通、用餐都很方便的，适合带小孩一起', '短评打分': 5}
{'短评内容': '优质的服务,良好的环境,给了切身的感受,会和朋友推荐,这是个休闲度假的好地方,同时也是过家庭日的好选择.水上乐园给人童年的感受', '短评打分': 5}
{'短评内容': '如果是家庭游，订这家酒店还可以选择；只是朋友、情侣纯玩的话，不建议住这里，说是五星级，最多也就四星了。', '短评打分': 5}
{'短评内容': '酒店硬件软件各方面都不错，去几个主题公园也很近，离广州南火车站也很近。并尝了一下彩蝶谷中餐厅的菜，不错。下次我还会选它的！', '短评打分': 5}
{'短评内容': '不错~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '酒店还不错，不过服务赶不上以前住的丽思 卡尔顿。', '短评打分': 3}
{'短评内容': '酒店挺大的有一千多个房间，就是出行不太方便，适合度假周边玩的地方很多，野生动物园、长隆水上乐园和长隆欢乐世界还有大马戏也不错', '短评打分': 5}
{'短评内容': '酒店挺大的有一千多个房间，就是出行不太方便，适合度假周边玩的地方很多，野生动物园、长隆水上乐园和长隆欢乐世界还有大马戏也不错。', '短评打分': 5}
{'短评内容': '已入住很好', '短评打分': 3}
{'短评内容': '已入住，很好', '短评打分': 3}
{'短评内容': '很有特色的一家酒店，通过房间窗户可以看到白老虎等珍稀野生动物，值得一住！                                                                                                                                                                  ', '短评打分': 5}
{'短评内容': '除了贵、入住速度慢以外，别的都挺好，玩长隆最方便的酒店，尤其去水上乐园方便.晚上离店出去吃夜宵不太方便，晚上的士少，基本靠步行，不过也不是太远。带孩子住挺好。', '短评打分': 5}
{'短评内容': '去长隆度假，住在酒店还是比较方便。酒店环境不错，无论是自驾游还是坐车前往，交通都很方便，适合家庭游。', '短评打分': 5}
{'短评内容': '看着大堂熙熙攘攘的客人，酒店可谓生意兴隆，难怪房价可以卖得那么贵了。不过，住宿方面真的不错，贵得有道理，大概是市场需求使然。', '短评打分': 5}
{'短评内容': '方便，经济，实惠，美味，周到，，，，，，', '短评打分': 5}
{'短评内容': '长隆酒店真的很不错，环境很好，去景点很方便。值得带孩子去住！', '短评打分': 5}
{'短评内容': '中国自己的主题公园酒店，好大哦，一不小心就会迷路！', '短评打分': 5}
{'短评内容': '客人多，服务基本没有，被子厚找客房部想要一套薄毯，竟被告知酒店根本就没有薄毯，作为五星级酒店真就没有薄毯吗？', '短评打分': 1}
{'短评内容': '去年房价没有这么贵，而且还送早餐，到酒店就有房间给我。今年去，到了酒店办理入住被通知需要下午2点才能入住，没问题，我吃个中午饭。2点半去前台跟我说还没收拾好，要我再次等40分钟，我愤怒了！我们年轻人可以出去玩一下，老人家需要休息的，1500左右的房间价格，需要我第二天12点退房，却要求我下午3点以后入住，最后经过交涉前台MM帮我升级了客房，给我两间高级房。这里要说声谢谢！但说实话从前台走到房间还真', '短评打分': 1}
{'短评内容': '环境可以，在动物园内，带小孩去比较方便，交通也比较方便，就是这么贵的房价也不含 早餐有点，，，', '短评打分': 5}
{'短评内容': '酒店的环境非常好，由于绿化好，空气也很清新，服务员的素质很高，形象也不错，给人很舒服的感觉，有被尊重，感觉尊贵。就是有些酒店设施需要进一步更新，或者房间能够多些个性或特色的东西就好了。', '短评打分': 5}
{'短评内容': '价格还是贵了些,住店客人去主题公园玩没有优惠.去水上乐园走的是酒店通道并在客人的手腕上带了一个纸圈,说是可以优先玩水上项目.但事实上并没有,还是跟大家一起排队.有些郁闷.其它都还不错.', '短评打分': 5}
{'短评内容': '不值，这是经历过的最差的5星级酒店，房间可以说是农家乐式的，用的墙砖很低档，家具老土。各种各样的房间完全是吹出来的。游泳池免费，但是很差，公共澡堂一样。\n住的房间外面正在施工，很大的工地，挖土机、铲车响个不停，吵得无法休息。\n不提供早餐。\n服务员的微笑始终在脸上，但是绝无商量余地，比如我问怎么上网？只回答“无线上网”，绝不多字了。一进游泳池，马上查房卡，不过你穿没穿酒店的浴袍。\n香格里拉的价格，招', '短评打分': 1}
{'短评内容': '酒店不愧为超五星级，设施、环境及服务都很不错，就是价格太贵。一份炒饭都可以卖到四十几元，一份小菜最便宜的也是四十八元，确实难以下咽。', '短评打分': 5}
{'短评内容': '狩猎房以为会看到动物,结果与水上乐园靠近.狩猎房与其它房的差别不知道在哪', '短评打分': 5}
{'短评内容': '房间的咖啡包有被咬过的现象，那么高的房价一点没想像过会是那样，房间也不算豪华，餐厅的服务员像有人得罪他们整天板着脸', '短评打分': 1}
{'短评内容': '硬件设施很好,就是服务态度好一点就更好了！', '短评打分': 5}
{'短评内容': '酒店定位比较清晰，有自己的特色，住宿比较开心，带着孩子去长隆玩推荐住这里，去景区比较方便，同时还有很多的优惠，在旅游旺季的时候很有优势。', '短评打分': 5}
{'短评内容': '酒店还是很好的，毕竟是五星级，离各个景区都近方便游玩，当然价格还是贵的，里面吃饭也挺贵的，不过带着孩子还是值得，方便是第一的。', '短评打分': 5}
{'短评内容': '酒店住得很合适，到园内各个景区很方便，很适合带小孩的家庭去长隆玩', '短评打分': 5}
{'短评内容': '酒店房间不错，设施很舒服，交通也很方便，期待下次再次入住。', '短评打分': 5}
{'短评内容': '酒店交通很方便，房间设施不错，前台服务员态度很好，下次还会入住。', '短评打分': 5}
{'短评内容': '酒店非常不错，交通方便，服务超好，值得推荐。', '短评打分': 5}
{'短评内容': '酒店交通很方便，房间设施不错，服务态度很高，有家的感觉。', '短评打分': 5}
{'短评内容': '酒店附近交通很方便，很容易找到，前台的服务态度很好，房间很温馨，感觉是到家的感觉，谢谢。', '短评打分': 5}
{'短评内容': '酒店不错，我们是公司在那里安装设备，常住该酒店，感觉不错。', '短评打分': 5}
{'短评内容': '酒店交通很方便，前台服务员态度很好，安排的房间也很安静，整体感觉不错。 ', '短评打分': 5}
{'短评内容': '广州长隆酒店非常霸道条件好，服务好，景区更漂亮、', '短评打分': 5}
{'短评内容': '酒店交通很方便，前台服务员态度很好，安排的房间也很安静，整体感觉不错。', '短评打分': 5}
{'短评内容': '本酒店交通方便，景区很漂亮，酒店服务也很好，值得推荐。', '短评打分': 5}
{'短评内容': '本酒店交通方便，环境安静，房间设施齐全，前台服务很好，结账离店速度很快，值得推荐。 ', '短评打分': 5}
{'短评内容': '还是一如既往的好，已经住了N次了，严重推荐！最大特点：交通便利！', '短评打分': 5}
{'短评内容': '地理位置好,酒店大堂和房间都不错，下次还会住。', '短评打分': 5}
{'短评内容': '本酒店交通方便，环境安静，房间设施齐全，前台服务很好，结账离店速度很快，值得推荐。', '短评打分': 5}
{'短评内容': '很舒服！环境很好！房间大而且安静！服务质量有待提高', '短评打分': 5}
{'短评内容': '广州长隆酒店很好，档次很高，房间也不错，景区也很好玩，下次还会入住。', '短评打分': 5}
{'短评内容': '这个酒店确实很好，住的舒服~服务非常好~景点也比较好玩~~估计国内也就是这里好玩了~非常不错~~~~', '短评打分': 5}
{'短评内容': '本酒店交通方便，环境安静，房间设施齐全，前台服务很好，结账离店速度很快，值得推荐。', '短评打分': 5}
{'短评内容': '酒店设施非常棒，最好的就是早餐可以看到的火烈鸟，很漂亮。', '短评打分': 5}
{'短评内容': '广州长隆酒店是我到过的最漂亮的景区和酒店了，客户都很满意，生意谈成了，推荐一个。', '短评打分': 5}
{'短评内容': '广州长隆酒店很好很不错，房间号，而且景区很漂亮，非常满意。', '短评打分': 5}
{'短评内容': '酒店很大，离动物园很近，游玩及其方便，只是老楼设施陈旧，价格不菲！', '短评打分': 3}
{'短评内容': '整体感觉不错。酒店里也很多人，有点吵。总体来说还是可以的。', '短评打分': 5}
{'短评内容': '不错，对于游玩长隆集团系列景点非常值得，强烈推荐！', '短评打分': 5}
{'短评内容': '酒店不错，特别是到景区游玩真是很方便的。带小朋友去玩的家庭首选推荐。', '短评打分': 5}
{'短评内容': '长隆酒店非常不错，房间好，价格也还公道，主要是早餐不错，呵呵。', '短评打分': 5}
{'短评内容': '酒店前台服务周到，服务员态度很好，服务很热情，房间设施干净卫生，整体很满意。', '短评打分': 5}
{'短评内容': '前台服务周到仔细热情。景区也很漂亮，房间设施也好。我常住，下次还要住。', '短评打分': 5}
{'短评内容': '前台服务周到仔细热情。房间设施也好。我常住，下次还要住。', '短评打分': 5}
{'短评内容': '酒店很新，设备也不错，性价比蛮高，我和朋友都很满意，值得推荐。 \n', '短评打分': 5}
{'短评内容': '无论是房间还是服务态度都非常不错，值得推荐大家预定。', '短评打分': 5}
{'短评内容': '非常好的酒店，在这里住，有这家的感觉。房大，干净。服务好。整体非常满意。', '短评打分': 5}
{'短评内容': '酒店位置很方便，价位比较合理，房间比较宽敞，设施也不错，下次有机会会再考虑入住', '短评打分': 5}
{'短评内容': '广州长隆酒店干净卫生，交通方便，入住、退房均较快捷', '短评打分': 5}
{'短评内容': '广州长隆酒店环境不错，交通很方便，我和朋友很满意。', '短评打分': 5}
{'短评内容': '广州长隆酒店实在太好玩了，房间当次不错，景区也好玩。', '短评打分': 5}
{'短评内容': '广州长隆酒店很好很高档，客户很喜欢，生意也谈成了。', '短评打分': 5}
{'短评内容': '广州长隆酒店很好，我们住得很满意，早餐很好吃呵呵。', '短评打分': 5}
{'短评内容': '广州长隆酒店价格虽然贵，但物超所值。喜欢中。', '短评打分': 5}
{'短评内容': '环境不错，有很多好玩的，中餐厅味道，出品不错！下次还会入住！', '短评打分': 3}
{'短评内容': '环境绝对一流，去看马戏 欢乐世界 水上世界玩了一圈 爽', '短评打分': 5}
{'短评内容': '虽然说是超五星，但是其实没有我之前住的渔民新村好。。。', '短评打分': 5}
{'短评内容': '服务态度一流，酒店房间四星标准，不是传说中的五星，价格超贵。卖点就是服务值五星，其他顶多4星，价格6，7星。比较无语。', '短评打分': 5}
{'短评内容': '总体可以，这样的价钱要配得上这样的环境，但还是得批一批，主要是登记入住太慢了，这么多客人才只有两个人在处理，等了我半个小时，还要求我第二天11点退房。', '短评打分': 5}
{'短评内容': '\r\n己入住条件很好', '短评打分': 3}
{'短评内容': '人太多!', '短评打分': 3}
{'短评内容': '娱乐 美食 休闲 服务也很好', '短评打分': 3}
{'短评内容': '酒店的环境太好了 竟然还免费升级到了狩猎房 下次一定要多住几天', '短评打分': 3}
{'短评内容': '酒店房间很大，设计，建材，园林，服务都很好', '短评打分': 3}
{'短评内容': '环境倒是不错。给一个国外同事定的房，她在酒店的一个餐厅吃饭，结果发现服务生不懂英文。好不容易才把账单给整明白。', '短评打分': 5}
{'短评内容': '设施不算很好！', '短评打分': 3}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '本人在7月1-3日,帶小孩子們,共6個人到這酒店度假,7月2日早上在酒店買了觀賞馬戲團的門票,是晚上七點半開演,我們在7點20分進場,發現竟然都坐滿了,可是我們是有門票的,也該是有座位的呀,問現場工作人員,被告知沒座位的話,就坐樓梯階,天呀,一張門票要二百多塊錢,就只能坐樓梯,後來看到有所謂的VIP區,有空位,就硬坐下去,保安就來趕,說這VIP是客人要加錢訂的,他們要保証客人能對號入座,我的媽呀,', '短评打分': 1}
{'短评内容': '环境真的不错。房间也很好，看长隆大马戏也很方便。', '短评打分': 5}
{'短评内容': '还不错，就是什么都要钱', '短评打分': 3}
{'短评内容': '此酒店之泳池很大,房間也好, 我入住當天全部滿了, 由於我們所訂之房間滿了,將我們2間房提升了, 很好,基本上如果入住長隆酒店,附近幾個主題公園都夠玩了..非常方便, 難怪此酒店時常爆滿,晚上我們還開車出去吃飯..只是5分鐘車程,', '短评打分': 5}
{'短评内容': '长隆酒店服务一般，要指甲剪说没有，要免费的水说要加40元，什么垃圾5星！还1千多一晚没有早餐，住了3晚挺失望的！', '短评打分': 1}
{'短评内容': '酒店就在长隆的公园里。环境不错。但是周边吃饭就有些麻烦，酒店里吃饭还是可以的。', '短评打分': 5}
{'短评内容': '酒店在景区，车进入每次超过15分钟都要10元，太离谱了', '短评打分': 1}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '出差入住，酒店设施一如既往的好的没的说，早餐也很丰富价格不贵。不过服务人员热情程度比较头几年有所降低，不知道是不是名气大了的缘故。\n总之，下次有机会一定来度假。', '短评打分': 5}
{'短评内容': '这是第二天入住了，订了三天，早餐奇差，人多，食物没了也不及时补充，几乎见不到收盘的服务员。', '短评打分': 3}
{'短评内容': '标准间也很大，很新，周围环境好。', '短评打分': 3}
{'短评内容': '酒店不错！五星级！设备很好！就是结账服务差的很。时间很长，每次开发票要等很久很久。还经常说发票没有！', '短评打分': 5}
{'短评内容': '艺隆很可靠长隆酒店也很好。只是要提醒艺隆网酒店的标准家庭房是两张小床一张大床。', '短评打分': 3}
{'短评内容': '酒店离景区很近 有直达通道 非常方便 客房卫生间很干净 酒店员工很热情 早餐的地方可以看到火烈鸟 可在入住的时候说是大床房 到房间后发现是两张拼在一起的床 - -！', '短评打分': 5}
{'短评内容': '环堍很正服务很好..但房间隅意太差太大的差.吾方便除了开羊去', '短评打分': 1}
{'短评内容': '房间很好,但房间外的环境很差,我住的房号76xx', '短评打分': 3}
{'短评内容': '不错！', '短评打分': 3}
{'短评内容': '酒店环境很特别，公司客人每次广交会都让我订长隆。', '短评打分': 5}
{'短评内容': '酒店环境很特别，公司的客人每次广交会都让我订长隆。', '短评打分': 5}
{'短评内容': '到长隆玩很方便，本来值得推荐。\n但是服务算不上五星级，周末早餐人太多，而且餐厅里很混乱，服务员还摆脸色给客人看，完全看不到微笑服务。另外一次是，入住时出示了长隆会员卡，本应打折和积分，结账时居然说因为入住时没有登记卡号，不能打折和积分，把酒店服务员的责任推到客户身上，而且态度强硬和语气不好。', '短评打分': 1}
{'短评内容': '长隆酒店本身不错 是休闲放松的好去处。\n但这里要对地下停车场的保安提出严重警告！\n\n因为本人从车位倒车出来时 轮胎不慎压到地上挡车轮的铁杆上 本人正对车胎是否会磨到担心 而地上的铁杆显然不必考虑， 突然冒出保安狂妄的声音：会不会开车？！\n本人十分来火，这难道是对待客户的态度？！\n但考虑到家人在场，本人一言未发，离开。\n\n如果当时是本人一个人，必对该保安不客气！！！这样的保安搁在其他地方一定挨揍！！', '短评打分': 5}
{'短评内容': '酒店环境非常不错，可以带小朋友来此度假，就是餐饮价格太贵', '短评打分': 5}
{'短评内容': '酒店环境超好！周围还有游乐园及野生动物园。早餐丰富。适合休闲度假。', '短评打分': 5}
{'短评内容': '很棒的酒店   高級    但是粉貴  服務好  玩的ㄝ很棒 都好  就是 要花多多錢', '短评打分': 5}
{'短评内容': '环境很好，服务也不错哦！最关键是离周遍的景点近，入住的顾客还在景点享受部分特权', '短评打分': 5}
{'短评内容': '好酒店，房间很大，度假很好，缺点嘛，太空旷，要走很远才能吃饭，日本铁扳烧奇贵', '短评打分': 5}
{'短评内容': '酒店环境非常好， 很适合度假休闲！ 但标识有一些不清楚， 转来转去像迷宫一样！', '短评打分': 5}
{'短评内容': '酒店服务很好，还帮我们升级，下次还会在这定酒店。', '短评打分': 3}
{'短评内容': '定的是标准房，包套票的，初以为标准房一定是很一般的，谁知道长隆酒店的标准房给了我一个很大的惊喜，房间很大，而且很漂亮，很舒适！有个露台非常漂亮，最漂亮的还是那个浴室，又大又漂亮！下次一定还会去。', '短评打分': 5}
{'短评内容': '推荐这家酒店的前提是住客要舍得花钱！大厅即大堂的修饰设计都是一流，还有周边环境也算是优雅有特色。另外，自助餐只对0.7米以下的孩子才免费，真是太小家子气了。', '短评打分': 5}
{'短评内容': '酒店很不错，规模够大，房间设施古色古香，舒心悦目的。遗憾的是看大马戏并没有感受到酒店住客的优待。', '短评打分': 5}
{'短评内容': '超五星的服務態度，設施齊備。\n\n但餐飲略為昂貴，登記入住排隊等候時間也過長。', '短评打分': 5}
{'短评内容': '各方面都不错。去各个主题公园很放便', '短评打分': 3}
{'短评内容': '对于酒店的房间有点失望。大床是用两张超级单人床组合而成。要了非吸烟的房间，结果还是给了吸烟的。还好没有烟味。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '挺舒服的，房间大，但酒店餐饮方面一般，需要改进。下次还会再去！', '短评打分': 5}
{'短评内容': '环境优美，酒店特色十足，可以在里面住玩儿一天不出来。', '短评打分': 5}
{'短评内容': '环境挺好的。我住狩猎五区，就是离大堂有点远。', '短评打分': 5}
{'短评内容': '不愧是中国最有特色的酒店。整个酒店绿树环绕，环境优美。\n美中不足的是酒店的餐饮，白老虎西餐厅还行，里面的白老虎懒懒的，火烈鸟也没什么生气。蝴蝶谷的食品也一般，大堂吧的酒质量很不好。不喜欢。', '短评打分': 5}
{'短评内容': '酒店很不错，方便到主题公园玩，自助早餐也很好。', '短评打分': 5}
{'短评内容': '我住的是狩猎房，房间干净，房间无异味，房间挺宽敞，很喜欢那个浴缸。不过我发现浴室没有排气扇，床好像有点塌。总体比较喜欢，不过还是觉得价格偏贵', '短评打分': 5}
{'短评内容': '巳入住', '短评打分': 3}
{'短评内容': '很好，这次住了狩猎房', '短评打分': 3}
{'短评内容': '環境及裝修都好,食物都好味,卡拉ok價格合理,最唔好係房間有味,叫人再清潔都無用.', '短评打分': 5}
{'短评内容': '酒店不错，价格太高，最后一晚没有住，因为酒店要装修，服务还需改进，餐饮不错', '短评打分': 5}
{'短评内容': '要求的是大床，给了双床。服务也很不对劲儿，支支吾吾的。我打电话到前台问同等的房有没有大床，那边本来说查一下，然后跟我说是有的。然后我问能不能换啊，然后她就让我稍等了很久，之后跟我说她问过了，要换就要加差不多300块。又说在新楼什么的。。。感觉前后口径不统一，好坑爹啊', '短评打分': 1}
{'短评内容': '超值～ 送了两张票，下大雨我们就去看了大马戏，很精彩～ 第二天自费再游欢乐世界。啦啦啦', '短评打分': 5}
{'短评内容': '集吃、住、玩、购为一体的超5A度假酒店，有时间还会来！', '短评打分': 5}
{'短评内容': '极为成功的主题酒店，长隆野生动物园在一起，酒店环境极美，很安静，就是早餐贵了点，另外退房时等待时间较长。', '短评打分': 5}
{'短评内容': 'Very nice! Especailly for children!', '短评打分': 5}
{'短评内容': '环境非常好， 主题酒店，建得挺有特色，强烈推荐，美中不足的是退房时前台服务人员少，需等待较长时间，前台服务应加紧改善。', '短评打分': 5}
{'短评内容': '很好，房间不错，景区也很好，玩得很高兴，下次还会去的。', '短评打分': 5}
{'短评内容': '订的是大床房他只给我双人房服务不好 还要给那么贵\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '酒店很干净。房间也宽敞。酒店的服务和餐饮都不贵。相当好的度假选择。', '短评打分': 5}
{'短评内容': '环境优美，安静，适合全家度假居住', '短评打分': 3}
{'短评内容': '整个长隆旅游渡假区环境非常好，酒店也很好，推荐定996元/天的带两张主题公园门票和双早的标间，比单定标间合算得多。但酒店早餐对70公分以上的小孩要收55元一个就显得小气了。', '短评打分': 5}
{'短评内容': '不错，房间很大，而且环境也很好，游玩很方便，推荐', '短评打分': 5}
{'短评内容': '  我订的是大床房他只给我双人房服务不好   还要给那么贵', '短评打分': 3}
{'短评内容': '相对旧楼那边要面积要小点，比白虎房小，面积约有50平米，装修，清洁还算可以，细节也挺好，订的是包早餐包两张门票，性价比还是高点的，这个狩猎房套餐。早餐很好。', '短评打分': 5}
{'短评内容': '长隆主题酒店，来住几次了，这次的狩猎房是第一次住，新楼那边的，相对旧楼的房间要小气一点，面积小。装修还算过得去。就是贪图包早餐包两张票订的。相对其它房间不包还算性价比高点。', '短评打分': 5}
{'短评内容': '条件太差,与星级不对应,顶多2星', '短评打分': 3}
