{'短评内容': '普通的房间，，，，，，看地段就勉强接受吧', '短评打分': 5}
{'短评内容': '酒店的位置很好，就是没有一次性用品，真不方便。明为环保，实为变相涨价。', '短评打分': 5}
{'短评内容': '就是前台有点小，酒店里面不是很好的，隔音效果N差，服务也不好。唯一酒店位置不错！', '短评打分': 5}
{'短评内容': '挺好的。干净安静。离gmat亚洲大厦很近。', '短评打分': 5}
{'短评内容': '房间还可以', '短评打分': 3}
{'短评内容': '地理位置绝对的优势，就是房间设施略差，简单得几乎什么都没有，不知道其他房间怎么样？', '短评打分': 5}
{'短评内容': '酒店位置很不错，离南京路步行街，人民广场都很近，附近有很多比较大的酒店，出行很方便。内部环境也还行，说不是出彩，但也还成，中规中矩，服务也很好，这个价格在这个位置，算是划算了，如果有机会还会来这里的。网上预订价格跟实际价格就差10块钱，不过晚上有返利。还有，上网速度还挺快。', '短评打分': 5}
{'短评内容': '不知道是不是所有酒店的通病，办理入住手续时说了有预约却总会被推说没收到预定消息\n房间信号非常不好 \n洗漱用品还需要向酒店购买\n唯一的好处就是地段好吧 除了这也没有什么优势的地方 以后还是考虑别家 ', '短评打分': 1}
{'短评内容': '补充，性价比还是可以的，但是没有停车的地方，门面也比较小。服务还不错。', '短评打分': 5}
{'短评内容': '位置很不错的，酒店内部环境一般，但是考虑到他的价格，还是可以的', '短评打分': 5}
{'短评内容': '酒店环境很不 错服务周到 地理位置优越 ', '短评打分': 3}
{'短评内容': '很破', '短评打分': 3}
{'短评内容': '这家酒店太吝啬，不值得推荐。', '短评打分': 3}
{'短评内容': '非常不错的酒店，床和枕头也很舒服，位子也非常好。服务很好，那天下雨还免费办理了行李寄存', '短评打分': 5}
{'短评内容': '交通便利。处繁华地段。方便旅游观赏。房间信号不太好。房间有点狭小', '短评打分': 5}
{'短评内容': '酒店卫生很好但装修一般没有洗漱用品', '短评打分': 3}
{'短评内容': '房间还行，在南京路附近算离的比较近而且比较实惠的', '短评打分': 3}
{'短评内容': '酒店交通便利，周围有很多商铺，十分繁华，酒店服务态度比较好，另外，酒店不提供牙刷等一次性用品。', '短评打分': 5}
{'短评内容': '没有停车的地方，没有洗漱用品。', '短评打分': 3}
{'短评内容': '很不错,就是早上太吵', '短评打分': 3}
{'短评内容': '酒店装修一般', '短评打分': 3}
{'短评内容': '酒店设施已经老化，陈旧，唯一一个优点就是离南京路较近。', '短评打分': 1}
{'短评内容': '设施陈旧，房间小，也不会布置，像是县里招待所，还要差点。唯一好处就是离人民广场进，出行方便。', '短评打分': 1}
{'短评内容': '定了数码房，有个标配不错的电脑。感觉非常好，晚上回来玩累了，可以上网好好放松一下。价格感觉有点贵，而且由于新装修，所以有点点味道。离外滩和南京路不是非常近，但也不远。出家旅行而没带电脑，又想玩电脑的朋友，本人推荐。', '短评打分': 5}
{'短评内容': '有几个服务员态度不错。地理位置也很方便。下次还会再去。', '短评打分': 5}
{'短评内容': '酒店位于市中心，不管去哪里都挺方便的。价钱也比较合理，性价比较高。', '短评打分': 5}
{'短评内容': '比去年来住时感觉差了很多，点房型很压抑，地毯实在太脏，再加上这样的经济型酒店竟然连洗漱用品现在都不提供了，下次不会再入住。', '短评打分': 3}
{'短评内容': '房间太小床太小网速慢,一次足矣不会再住了  ', '短评打分': 3}
{'短评内容': '地理位置很好，房间一般般.我为朋友定好房间后，他们还是换了房间，原先定的房间太闷', '短评打分': 1}
{'短评内容': '交通非常好，服务也好，洗澡热水超好，网速太慢，房间有点小。', '短评打分': 5}
{'短评内容': '跟锦江之星比，差了一大档次：没有餐厅，没有午餐晚餐，外送的早餐像垃圾食品；房间的3个插座有2个没法用，唯一能用的插座还要把充电手机放在地上（没有什么可垫的）；床上竟然发现有虫子；洗漱用品还要向总台乞讨。算了就住一晚，就当体验吧，以后再也不住24了...', '短评打分': 1}
{'短评内容': '很满意', '短评打分': 3}
{'短评内容': '手机没有信号，地理位置和环境还行，价格就市场价而已，没有窗户的房间有点湿', '短评打分': 3}
{'短评内容': '一般般，在上海繁华路段能入住这样的酒店，性价比还算可以。', '短评打分': 5}
{'短评内容': '不错，位置很更好，房间挺干净，洗漱用品要自己去前台拿', '短评打分': 5}
{'短评内容': ', 酒店位置还好，只是旧了，没翻新', '短评打分': 3}
{'短评内容': '位置很好，交通方便', '短评打分': 3}
{'短评内容': '很不错的店', '短评打分': 3}
{'短评内容': '地理环境还不错 房间挺小的 卫生间的镜子还挂了根蜘蛛网 无语…', '短评打分': 3}
{'短评内容': '只是地理位置好，其他的都一般般，服务员态度很好。我朋友到了那里换了房间。总体来说一般。', '短评打分': 1}
{'短评内容': '态度很好，服务很差，宽带还是有线的。。。', '短评打分': 1}
{'短评内容': '服务一般，地段很不错。', '短评打分': 3}
{'短评内容': '一个字：差！', '短评打分': 3}
{'短评内容': '黄金地带 干净整洁 价位还算合理 下次去上海还会住这', '短评打分': 5}
{'短评内容': '地点位置不错，出行乘坐地铁很方便。就是房间小了些。灯光暗了点。如果能重新装修顾客会更多。', '短评打分': 5}
{'短评内容': '酒店地理位置好，本人订的有窗标准间，虽然装修有些陈旧，家具简单，房间小，但是住得还算舒适，有感房价还是订得高了些。', '短评打分': 5}
{'短评内容': '服务还好  房间小', '短评打分': 3}
{'短评内容': '酒店地理位置蛮好的，房间有小！', '短评打分': 3}
{'短评内容': '房间还可以,就是没有牙刷，说是要去吧台要，支持环保！', '短评打分': 5}
{'短评内容': '市中心这个价位算是很不错的。。虽然有点吵~！', '短评打分': 5}
{'短评内容': '条件不好，什么都没有，服务不好，洗发水要自己再次到服务台去拿，', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '酒店位置很好，离地铁，南京东路和外滩都不算远。周围吃的也很丰富。房间比较卫生，只是太小了。连个桌子都没有，背包只能放在地上（我订的是数字房，其他房型不知道什么情况）。酒店不提供免费的洗漱用品，好像是5元一套。大家注意下！总的来说，在这个地段，也算很值了。', '短评打分': 5}
{'短评内容': '一切良好', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '酒店在市中心，交通很方便，离南京路步行街只有两条街的间隔', '短评打分': 5}
{'短评内容': '在这个地段这个价位很不错的了~\n还会选择下次入住的！', '短评打分': 5}
{'短评内容': '本人4月21日夜入住的并且是有信用卡担保的  前台却说房间又租给别的客人 让临时调房 真是个垃圾店  调的房间伴有发霉的味道 无窗户房间按有窗户的房间收费298元，备品还是临时去取。粪。 （前台接待忽悠客户常用语:很抱歉，因与旅行网沟通的问题 房间搞错了： 收银员一个唱红脸，一个唱白脸，假装为客户调房等套路）  总之，这家黑店千万不能去，真的会后悔的，强烈要求个各旅行网将其剔除。\n298元价格推荐', '短评打分': 1}
{'短评内容': '酒店离南京路很近，干净，安静', '短评打分': 3}
{'短评内容': '这个酒店交通很方便，环境也不错性价比较高，推荐大家入住！', '短评打分': 5}
{'短评内容': '洗澡的挺方便挺好的，简单的住一下的话，可以选择。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '房间不错也干净 就是小了一点 交通什么的都挺方便的', '短评打分': 5}
{'短评内容': '繁华闹市中并不张扬的酒店，咫尺地铁和南京东路步行街交通便利生活方便。喜欢简约独具特色的洗漱一隅。', '短评打分': 5}
{'短评内容': '酒店房间不大，采光也不是很好，有点潮，但总体来说还是不错的，地理位置好，离外滩很近，交通也比较方便，就是服务有些欠缺，服务员办理退房的速度比较慢，还容易算错账。', '短评打分': 5}
{'短评内容': '房间不错别蛮干净的，离外滩南京路也近', '短评打分': 3}
{'短评内容': '整体感觉都很不错，交通也很方便，停车也非常方便', '短评打分': 5}
{'短评内容': '装修有点旧，其它的还好...下次还会选择', '短评打分': 5}
{'短评内容': '很方便 服务态度很好', '短评打分': 3}
{'短评内容': '在人民广场这个市中心，价格算比较公道吧。。。\n房间虽然有点吵。。还凑合', '短评打分': 5}
{'短评内容': '地点可以，就是环境太差，太肮脏了，该整修了，影响品牌，服务也一般！', '短评打分': 3}
{'短评内容': '这个酒店有家庭房，而且好的是三张床分成两个房间，有门隔开，方便家人居住。', '短评打分': 5}
{'短评内容': '酒店的位置真的很好，晚上吃完饭散步就到东方明珠对岸的广场了。这里坐地铁也好方便，一二八号都有。酒店旁的一家蛋挞味道很好又不贵。房间很干净，设施也很全，而且它家连正价房间也都才一百多。唯一遗憾的是我们的特惠房没有窗户，早上屋里黑黑的，一看手机却已经八点了。不过总体来说这么便宜，条件和位置又都这么好，真的很合适很合适！', '短评打分': 5}
{'短评内容': '洗梳用品要按人頭來算得，暈………說提倡環保，見得酒店的小氣………', '短评打分': 3}
{'短评内容': '还行！', '短评打分': 3}
{'短评内容': '酒店位置很好,离南京路步行街只5分钟的路.', '短评打分': 5}
{'短评内容': '第2次住,地理位址很好,如不是网订,根本住不上特价房,', '短评打分': 5}
{'短评内容': '还蛮OK，地理位置很好，就是特价房看不见天亮。下次应该还会去。', '短评打分': 5}
{'短评内容': '出入方便', '短评打分': 3}
{'短评内容': '此酒店靠近人民广场，楼下是麦当劳，对面是KFC，用餐很方便', '短评打分': 5}
{'短评内容': '地理位置很方便，除此之外都差，卫生不好，服务意识差，隔音不好。而且居然不管休息时间的装修，半夜超过12点半还在敲，必须要几个客户打几个电话才停', '短评打分': 1}
{'短评内容': '酒店位置不错，但是住宿条件比较差，没如家之类的装修好，好的是水龙头水很大', '短评打分': 1}
{'短评内容': '特价无窗房，空气不流通，很闷的。房间小，施舍陈旧，电源开关经常自己断掉。不过，地理位置很方便。', '短评打分': 5}
{'短评内容': '有点小，但价格合适，下次还会住的 。。。。。。。', '短评打分': 5}
{'短评内容': '除了靠近公司，没有什么特别的. 好多房间都没有窗的。也很小。', '短评打分': 5}
{'短评内容': '位于市区繁华地段，特价房挺实惠的，感觉不错！', '短评打分': 5}
{'短评内容': '很好，价格适合，交通方便，很干净。推荐大家去住。我以后也时常住这里。', '短评打分': 5}
{'短评内容': '坐地铁从人民广场15号口出来，直接到达福州路，走一会就到酒店了，挺好找的，楼下就是麦当劳！第一次住连锁的宾馆，房间没有衣柜，但是有挂衣服的地方，房间比较小，电视很小，挂太高了，看起来很不舒服。但是洗澡热水很充足。', '短评打分': 5}
{'短评内容': '夜晚睡觉时户外噪音很难入睡，所以不做推荐', '短评打分': 1}
{'短评内容': '唯一的优点是交通很方便，处于上海市中心，步行到南京路外滩淮海路南京西路都很近，但是房间很不给力，网速慢的跟乌龟爬一样，隔音又比较差，房间很小。桌子很小，电视机挂的老高了。。躺着根本看不到电视。插座只有一个。。。。。', '短评打分': 1}
{'短评内容': '78元的特惠房出乎意料的好，预定时说是没有窗户，实际入住时升级到有窗户的房间，房间也很干净，空调也很好，周边逛街很方便，总之很满意。', '短评打分': 5}
{'短评内容': '还不错，就是有点旧，如果有所更新就好了，可以考虑下次入住！\n', '短评打分': 5}
{'短评内容': '订单是1.5米的大床房，结果给的房间是1.3米的床，房间小的可怜，装修破损严重，房顶有漏水情况。', '短评打分': 1}
{'短评内容': '没有窗户的房间换气应该好点嘛~~太闷了~~再就还好吧~~态度蛮好~~', '短评打分': 3}
{'短评内容': '房间太小', '短评打分': 3}
{'短评内容': '小，但还算干净。地理位置不错，外面有噪声，很响。', '短评打分': 5}
{'短评内容': '三人间很实惠。是一张大床两张小床。四个大人可以入住一间。只是对着楼下可能是中央空调机，发出噪声很响', '短评打分': 5}
{'短评内容': '离人民广场很近。想去上海购物，外滩，选这个地方很方便', '短评打分': 5}
{'短评内容': '  \n酒店地理位置不错,就是房间太小.', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '位置不错，房间有点小。距离外滩和南京路比较近。', '短评打分': 5}
{'短评内容': '酒店的位置非常好，离一号线与二号线很近。适合旅游住宿。有机会下次还会来住！', '短评打分': 5}
{'短评内容': '地理位置好···出行方便····整体不错···装修旧了点', '短评打分': 5}
{'短评内容': '酒店地点很好，旁边就是南京路步行街，交通也很方便!', '短评打分': 5}
{'短评内容': '2011年2月2日-2月6日入住的该酒店，酒店的价格和环境相对还是比较满意，可是服务的专业性真是差的到了令人发指的地步！\n2月4日晚上打电话到前台，询问从酒店到浦东机场需要多长时间，前台非常肯定的告诉我半个到一个小时，我再次强调是浦东而不是虹桥机场，前台再次回答一个小时以内，地铁肯定可以到达！\n2月5日晚上打电话到前台预定2月6日叫醒服务，特意强调6日早上赶飞机，务必7点叫早，结果6号早上7点40', '短评打分': 1}
{'短评内容': '垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾 外面装修不错，里面实在太垃圾', '短评打分': 1}
{'短评内容': '  离人民广场很近，步行只需5分钟，但房间较小。', '短评打分': 3}
{'短评内容': '我已经多次住这酒店，主要是地段不错，饮食出行都比较方便地。首次住到特价房，不知道是不是特价的原因，电视机有几个频道没有声音，床单重新让换了下，这些都是以往没有碰到过地。', '短评打分': 5}
{'短评内容': '房间很干净，环境也不错。', '短评打分': 3}
{'短评内容': '今年去过很多次了，每次都是住这，可能是新装修过，味道有点大', '短评打分': 5}
{'短评内容': '酒店真的很好!', '短评打分': 3}
{'短评内容': '地理位置好，价格有合理，周围吃饭的地方也多', '短评打分': 5}
{'短评内容': '不错的酒店！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '服务不错.适合出差.就是电脑没有QQ..需要自己努力一下才能上...', '短评打分': 5}
{'短评内容': '房间小了点，但服务到家，地理位置也不错！出去购物、逛外滩、游城皇庙都不用坐车，半天足够！', '短评打分': 3}
{'短评内容': '帮朋友订的。应该还不错。酒店的地段很好，出门购物回酒店就很方便。', '短评打分': 5}
{'短评内容': '前台服务态度不错 交通便利 来上海都是住这家', '短评打分': 5}
{'短评内容': '服务好~~环境也挺好的~~地理位置也好~~', '短评打分': 5}
{'短评内容': '房間乾淨衛生,並附有早餐送到房間來,挺不錯~!', '短评打分': 5}
{'短评内容': '位置地点都方便 就是烧水不方便 希望房间的插座能改善', '短评打分': 5}
{'短评内容': '卫生条件不如从前~~~\n不予以推荐~~~~~~', '短评打分': 1}
{'短评内容': '服务员态度不错~空调声音有点响~设施还是不错的', '短评打分': 5}
{'短评内容': '房间还可以,附近交通很方便', '短评打分': 3}
{'短评内容': '酒店地理很好', '短评打分': 3}
{'短评内容': '地理位置很好，去外滩、南京路、来福士等景点很近，临近地铁公交，所以实在没话说。\n就是最近在装修，有油漆味。其他都还不错。', '短评打分': 5}
{'短评内容': '购物交通很方便，价位也很合适， 值得推荐', '短评打分': 5}
{'短评内容': '交通便利，服务热情，就是楼下在装修，空气质量不好，如果楼下不装修了，会再来', '短评打分': 5}
{'短评内容': '该酒店的位置优越，服务很好，性价比很高，值得推荐。', '短评打分': 5}
{'短评内容': '地段不错，设施一般，但是对于78的房价来说还是很不错的，无窗的房间呆的久了有点闷，如果下次还是这个价格，还是会选择入住的。', '短评打分': 5}
{'短评内容': '相对而言店内环境不错 78元的价格简直不敢想象 入住之前还以为跟汉庭差不多的迷你房间 没想到 房间好大 物超所值 赞一个 如果店内可以一直这个价格 我愿意住一个月 ', '短评打分': 5}
{'短评内容': '地段不错，房间也挺干净，单位同事推荐的有理。', '短评打分': 5}
{'短评内容': '房間都是整潔,以這個價來說算是過得去,但房間小了點...總體來說算不錯', '短评打分': 5}
{'短评内容': '酒店价格还是偏贵，不过是在市中心出行是很方便，房间的卫生就比较差环境不好。服务态度也一般。', '短评打分': 1}
{'短评内容': '住在市中心比较方便，订的特价房，总体来讲还是不错的。', '短评打分': 5}
{'短评内容': '房子太小，位置很好，价位满高，卫生一般，网速超慢，服务满好', '短评打分': 5}
{'短评内容': '房间很小也很旧，墙已经掉皮了，隔音也不好，隔壁说话和楼下的车声音大', '短评打分': 1}
{'短评内容': '\n我明明使用了消费券,为什么还送我原价?\n而且貌似在装修,吵的要死!', '短评打分': 3}
{'短评内容': '前台服務員接待動作太漫,衛生間馬桶竟然會搖晃,空調無法達成暖氣設定的溫度~!', '短评打分': 1}
{'短评内容': '交通方便但隔音差设施旧信号差', '短评打分': 3}
{'短评内容': '设施很陈旧了条件很差是我住过的酒店最差的，位置也不怎么样，房间很不好就和招待所似的。', '短评打分': 1}
{'短评内容': '房间很小，基本还可以吧，主要是办事交通便利，坐地铁打车都很方便。', '短评打分': 5}
{'短评内容': '我觉得这家很舒服，很干净的，出门也很方便，我想以后我还会去住的。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': ' 好', '短评打分': 3}
{'短评内容': '地段很好，在上海书城隔壁，走路到人民广场和南京路都只要5分钟左右。房子也干净，下次还会光临。\n唯一遗憾的是我订了2个房间，一个是我朋友住的特价房188.，一个是我跟我老公住的198特惠房，本来介绍上说198的床大一点，是跟188区别的原因，而且原价也差几十块，但进去以后发现就是俩隔壁，房间布置和其他都一模一样，诶……', '短评打分': 5}
{'短评内容': ',还可以离南京路和人民广场很放便,不过房间太小了设施有待加强', '短评打分': 3}
{'短评内容': '房间设施蛮久的，空调声音很吵。有别的选择的话，下次不会选这家', '短评打分': 1}
{'短评内容': '还算比较便宜的酒店了。房间环境一般，卫生将就，有早餐，比较安静！', '短评打分': 5}
{'短评内容': '房间的空间利用率真是达到一定的极限了~房间不大~只能算还可以吧~', '短评打分': 1}
{'短评内容': '位置很好，就在福州路书城的旁边。因为住的是特价房，没有窗户，有点味道；晚上空调运行的时候，房间里有听得到声音。洗手间很大。\n这样的位置，这样的价格，24k还是不错的选择。', '短评打分': 5}
{'短评内容': '性价比非常一般。住了一间没有窗户的房间，设施也比较旧。', '短评打分': 1}
{'短评内容': '位置很好，价格还行。但是房间确实不怎么样，居然连一次性的拖鞋都没有提供，我晕！', '短评打分': 1}
{'短评内容': '说特价房是没有窗，但安排了一件有窗却十分吵的房间，下次不会再去！', '短评打分': 3}
{'短评内容': '入住马力', '短评打分': 3}
{'短评内容': '交通方便，环境卫生，服务尚可，上街便利。', '短评打分': 5}
{'短评内容': '地理位置非常好 ,人民广场地铁口走路7.8分钟,酒店条件一般,不知道是不是特价房的原因.', '短评打分': 5}
{'短评内容': '实在是太旧了，太小了，转个身都有困难。不过服务员还是比较好的。\n', '短评打分': 1}
{'短评内容': '地理位置挺不错的，环境也OK，就是有点小贵..', '短评打分': 5}
{'短评内容': '那个床就跟塌陷了一样，中间腰没地方顶。非常可怕。并且好吵，一晚上都没有睡好', '短评打分': 1}
{'短评内容': '地点不错，但是隔音非常的差，并且服务员大清早就在走廊上大声说话，并且敲门问是否需要打扫。崩溃。。。第2天马上换了一家酒店，再也不会来了', '短评打分': 1}
{'短评内容': '交通稍方便,房间较狭小,隔音效果较差,卫生很一般,', '短评打分': 1}
{'短评内容': '房间小，空气不大好，地理位置不错，离南京路很近', '短评打分': 5}
{'短评内容': '环境不怎么好', '短评打分': 3}
{'短评内容': '其实这家我已经去过很多次了，房间还是比较整洁的，在不忙的时候去，还可以，但是在节假日的时候去就不行了。', '短评打分': 5}
{'短评内容': '地点还不错，就是世博期间价格有点贵的离谱', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '酒店位置在福州路上,非常方便!', '短评打分': 3}
{'短评内容': '前台给错卡\n设施旧而简陋\n房间小 走廊里有酸臭味\n中午一点前要求退房\n再也不去了', '短评打分': 1}
{'短评内容': '很一般', '短评打分': 5}
{'短评内容': '酒店跟七天差不多，太贵', '短评打分': 5}
{'短评内容': '  房间太小，设施陈旧。', '短评打分': 5}
{'短评内容': '+内容\n前台素质有待加强,吹风机不够用', '短评打分': 5}
{'短评内容': '还好啦', '短评打分': 5}
{'短评内容': '商务或旅游位置极佳，但前台结帐太慢，态度还不错；房间床和卫生间都很干净，但窗帘该清洗清洗了。', '短评打分': 5}
{'短评内容': '酒店位置好好，交通方便。靠近商业街和地铁', '短评打分': 5}
{'短评内容': '＋接近600的价格，这样的档次。也只有世博时才会这样了。', '短评打分': 5}
{'短评内容': '还可以 ， 能够接受。好好好好好好好好好好好好好好。', '短评打分': 5}
{'短评内容': '已经入住，真的很小，除了床什么都没', '短评打分': 5}
{'短评内容': ' 一般', '短评打分': 5}
{'短评内容': '条件一般价格高，没有窗户不通风，电视机太小看不清，洗漱用品不齐全。', '短评打分': 3}
{'短评内容': '满意', '短评打分': 5}
{'短评内容': '入住', '短评打分': 5}
{'短评内容': '很方便，去南京路步行街很好去的，就是我入住的大床房比较小，2个人在房间里转身都难过，358的房价性价比不算很高，中等偏上吧，关键是位置特别好，逛街啊、吃饭啊都比较方便，下次去还会考虑。', '短评打分': 5}
{'短评内容': '酒店数字房床太小，睡着也不舒服，房间也特小，连放箱子的凳子都没有。', '短评打分': 5}
{'短评内容': '旅馆的硬件,三星的软件五星的收费', '短评打分': 5}
{'短评内容': '+不足之处没有吹风机', '短评打分': 5}
{'短评内容': '还行。', '短评打分': 5}
{'短评内容': '位置好，出行方便，周边各类饭店都有，据人民广场、南京路都很近，适合初次去上海的人，酒店的住宿条件、设施都很一般，但还好都是好用的，现在的房价是世博价，涨了很多，在平时肯定是不值了。', '短评打分': 5}
{'短评内容': '卫生很好,服务非常好,设施一般,位置非常好,舒适度一般,性价比好.', '短评打分': 5}
{'短评内容': '还OK，位置挺好的，就是稍微有点潮。。。。。', '短评打分': 5}
{'短评内容': '宾馆的设施实在太差了，床铺极度不舒服，和锦江之星之类的连锁旅店差距太大。位置倒是不错，离地铁站也近', '短评打分': 1}
{'短评内容': '房间太小、空气不好。', '短评打分': 5}
{'短评内容': '房间太小，放下行李后就不好走路。但地理位置很好，离外滩和南京路、人民广场都很近。', '短评打分': 5}
{'短评内容': '地理位置不错，交通方便。房间简洁干净.感觉床有点小', '短评打分': 3}
{'短评内容': '+房间太小，价过高', '短评打分': 5}
{'短评内容': '位置确实是好，其他的比较一般  。因为入住的是特价大床房，所以房间没任何手机信号 不知道其他房间是什么情况', '短评打分': 1}
{'短评内容': '地理位置优越，距离南京路步行街很近，交通也很便利。就是房间有点潮湿。', '短评打分': 3}
{'短评内容': '满意', '短评打分': 5}
{'短评内容': '+该洒店房间隔音太差,邻间的话动影响休息,特别不建议未成年人入往,卫生也差淋浴间留有头发、泾中不干....\n', '短评打分': 5}
{'短评内容': '+除了门不太好使，其他的都还行吧', '短评打分': 5}
{'短评内容': ' 酒店不错  位置好  离外滩  南京路步行街  都很近  ', '短评打分': 5}
{'短评内容': '就没住过这么烂的酒店，房间小的要死吗，挤的要命！空调不好用，潮湿的一塌糊涂！死都不会再住了！', '短评打分': 1}
{'短评内容': '环境好，位置好，服务好，价格有点贵,最好在简单装修一下就更好了', '短评打分': 5}
{'短评内容': '交通很方便,房间太小,空调制冷效果差.', '短评打分': 5}
{'短评内容': '一個詞【骯髒】\r\n酒店達到酒店應該做到的衛生條件\r\n大堂，走廊，房間都有一股發黴氣味，房間牆壁有發黴痕跡，\r\n總之就是個【髒】\r\n唯一可以表揚的是前臺服務員態度和藹，笑容滿面。\r\n下次不會再來，怕怕', '短评打分': 1}
{'短评内容': '谁住谁傻子……定的全给么窗户的要人死了……人家温度进去就三十上，闷死……生虫的', '短评打分': 5}
{'短评内容': '+环境较差，性价比低。', '短评打分': 5}
{'短评内容': '酒店的位置不错，但设备和环境不太好', '短评打分': 3}
{'短评内容': '为了给其他用户提供更有市中心位置，虽然有点贵但也值了，人民广场近在咫尺，离世博园也很近，很方便。 价值的意见，请您发表20个字以上的点评', '短评打分': 3}
{'短评内容': '市中心位置，虽然有点贵但也值了，人民广场近在咫尺，离世博园也很近，很方便。 ', '短评打分': 3}
{'短评内容': '酒店的位置很好，但是卫生和设备太差了。服务也不好，我们入住酒店后跟本就没有碰房间里的水，而退房时说是我们开了一瓶水，火的，我说没有她就一直只说瓶盖是开了，那我就如果你不相信我说的话，那就验指纹。后来也就默认了。安全退房。唉~~~~', '短评打分': 1}
{'短评内容': '位置很好，去南京路、外滩、人民广场都很近，世博期间价格太高。', '短评打分': 5}
{'短评内容': '房间太小了,设备也一般.从人民广场15出口出步行大约15分钟,位置还行.', '短评打分': 5}
{'短评内容': '帮朋友订的。感觉还不错，交通很方便，去世博，去外滩都很快', '短评打分': 5}
{'短评内容': '总体说酒店的位置还不错，就是性价比高了，也许是世博期间吧，环境算一般化，有机会去上海还选择这家酒店', '短评打分': 5}
{'短评内容': '酒店除了位置不错其他真的不敢恭维，房间小，电视模糊根本不能看，空调声音大的可怕。', '短评打分': 3}
{'短评内容': '酒店除了位置不错其他真的不敢恭维，房间小，电视模糊根本不能看，空调声音大的可怕。', '短评打分': 1}
{'短评内容': '酒店环境不干净 和网上的酒店照片不符', '短评打分': 5}
{'短评内容': '+满意', '短评打分': 5}
{'短评内容': '没有停车位，然后前台问2个问题就没好脸了，房间倒还不错，就窗外可能挨着餐厅吧噪音大。', '短评打分': 3}
{'短评内容': '+', '短评打分': 5}
{'短评内容': '房子小卫生间无风扇', '短评打分': 5}
{'短评内容': '这个酒店房间卫生较差,空调效果极差.', '短评打分': 5}
{'短评内容': '已入住，房间有点儿小。', '短评打分': 5}
{'短评内容': '非常不错的酒店  就是价格有点儿贵 不过这个地段的都很贵倒是真的', '短评打分': 3}
{'短评内容': '酒店的地理位置很好，出行乘车和地铁都很方便。世博会期间的房价太高显得和酒店的除地理位置以外的所有服务和设施都很不相配。前台的服务很不真诚，例如交款开房后发现窗子对着暗道，要求调换亮窗的房间，刚才接待的服务员马上说没有房间了，回房想想与558元的房价太不相配了，再次到前台要求换房，另外一个服务员马上就给换了一间有亮窗的房。希望酒店的服务员要真诚对待顾客，以实际行动从每一件小事做起，以世博为契机来竖立', '短评打分': 5}
{'短评内容': '酒店地理位置不错，就是没有早点有点不习惯，不过周边吃的地方很多还是可以弥补。', '短评打分': 3}
{'短评内容': '没有点评---------------------------------------------------', '短评打分': 1}
{'短评内容': '从去年开始入住这家酒店，平均每个月都要来一次，两百多的时候还是可以住住的，世博一开始，房价涨到5百多，实在是太离谱了。装修什么的都是原来的，网速超级慢，手机信号也很不好，电梯里有时候也没信号。位置倒是很好，出行很方便~', '短评打分': 1}
{'短评内容': '（修改）一个世博把这的酒店都抬得很高，人来人往的，评价很低，不是因为这里的服务态度，态度还是可以的，只能怪整个上海来的人多，这里的人根本应接不暇。。。卫生根本搞是不仔细，何况本来这的东西都很久了，床很旧，卫生间很小，地毯很老很脏。。。出门这么多天，性价比最差的住宿。。。订了三晚的房，共1974元。。。唯一方便的是地点好，去哪些都方便，不远，人民广场的地铁大站换乘线多，为了这个住了一晚后就将就剩下的', '短评打分': 3}
{'短评内容': '一个世博把这的酒店都抬得很高，人来人往的，评价很低，不明因为这里的服务态度，态度还是可以的，中能怪整个上海来的人多，这里的人根本应接不暇。。。卫生根本搞是不仔细，何况本来这的东西都很久了，床很旧，卫生间很小，地毯很老很脏。。。出门这么多天，性价比最高的住宿。。。住了三晚，唯一方便的是地点好，去哪些都方便，不远，人民广场的地铁大站换乘线多。我要再来上海，绝不再住这里。', '短评打分': 1}
{'短评内容': '+位置很好，周围环境感觉不错。客房简洁，符合连锁酒店定位。可以理解客房价位具有世博特色。', '短评打分': 5}
{'短评内容': '位置好，距离人民广场地铁站很近，交通方便。距离南京路很近，但南京路购物只是几个大商场，逛街不如去淮海路。吃饭的话，楼下就有麦当劳、肯德基，其他饭店未见到。前台接待人员给人冷冷的感觉，寄存处人员服务很好，客房服务人员虽然未见面，但挺善解人意，值得表扬。可能是世博期间，价格有点贵。', '短评打分': 5}
{'短评内容': '房子太小,空间太小,价钱高,地理位置还行,', '短评打分': 5}
{'短评内容': '就是太贵了 不过上海这个地方的也都不便宜 再便宜点儿就好了', '短评打分': 5}
{'短评内容': '位置非常好。但作为连锁酒店性价比太差了！客房特别小，设备比较陈旧。色情小广告从门缝里往里塞，太过分了！', '短评打分': 1}
{'短评内容': '手机信号太差，其他的都不错。二楼的服务员特好。人和气，细心！', '短评打分': 3}
