{'短评内容': '不错不错，出差首选。', '短评打分': 5}
{'短评内容': '价格是星级价格，服务是小旅馆的服务，自助餐还控制食量，98元的海鲜自助餐，海鲜都是冰的，不给加热，谁敢吃呀！！！', '短评打分': 1}
{'短评内容': '早餐不错！\n服务不错！\n房间里干净，就是窗户只有一半，感觉有点怪！', '短评打分': 5}
{'短评内容': '交通方便，就是周围吃饭的地方不太好找。!!!!!', '短评打分': 5}
{'短评内容': '地段挺好，在市中心区域也不觉得吵。吃饭购物都方便。', '短评打分': 5}
{'短评内容': '服务很热情,服务水平不断提高.交通很方便,房间也挺舒服', '短评打分': 5}
{'短评内容': '地段尚好，房间设施一般，早餐还好。楼顶有个旋转餐厅，酒店住客晚餐可以优惠，还不错。', '短评打分': 5}
{'短评内容': '这里地段还好，附近也有一些商业网点，出门叫车方便。房间设施一般，有免费瓶装水供应。', '短评打分': 5}
{'短评内容': '酒店环境很好，房间够大，早餐还可以。值得推荐', '短评打分': 5}
{'短评内容': '还不错，设施挺全，就是装修有点年头了，价格还算便宜', '短评打分': 5}
{'短评内容': '不错\n适合商务旅行居住\n20楼的旋转餐厅也很好', '短评打分': 5}
{'短评内容': '酒店偏小，但是硬件设施不错，服务态度也挺好的，值得入住', '短评打分': 5}
{'短评内容': '房间太小了，接近400的房间竟然连放笔记本的桌子都对着电视机，哎，郁闷', '短评打分': 1}
{'短评内容': '酒店还行，自助餐很不错，就是旋转餐厅有点意思，下次还会尝试的，', '短评打分': 5}
{'短评内容': '干净舒服,交通方便,性价比很好.早餐的餐厅不错', '短评打分': 5}
{'短评内容': '想必其他酒店，早餐的菜的多样性还不错！旋转餐厅感觉还好~', '短评打分': 5}
{'短评内容': '之前评论过了。感觉还可以！总体性价比是可以的！楼顶的旋转餐厅可以！', '短评打分': 5}
{'短评内容': '位置还可以。房间偏小。总体而言，性价比还是可以的~', '短评打分': 5}
{'短评内容': '交通較便利\n早餐還不錯\n裝潢較老舊\n服務一般般\n價格又漲了\n性價比不高', '短评打分': 1}
{'短评内容': '酒店整体能达到四星标准，地点属于合肥繁华地带，房间硬件及早餐都还不错！', '短评打分': 5}
{'短评内容': '酒店不错，环境客房硬件都可以，属于合肥繁华地带，但停车不太方便！', '短评打分': 5}
{'短评内容': '这酒店闹中取静，出入方便。就是房间有点旧，但价格合理。', '短评打分': 5}
{'短评内容': '特价房果然迷你…隔音效果太差…附近有家味道不错的餐馆…商务出行来说尚可', '短评打分': 5}
{'短评内容': '酒店整体环境不错，服务态度很好，比较干净，值得入住', '短评打分': 5}
{'短评内容': '还是可以的，交通很方便。', '短评打分': 3}
{'短评内容': '酒店环境还很不错；\n旋转餐厅也还可以；\n就是电梯少了点；\n', '短评打分': 5}
{'短评内容': '这个酒店很不错，性价比高，下次还来住。', '短评打分': 3}
{'短评内容': '酒店的设施比较简单，房间偏小，不过对于商务酒店来说也算够用。服务人员的态度不错，也挺干净。位置不错，离包公祠走路也就十分钟。', '短评打分': 5}
{'短评内容': '经常住不错。', '短评打分': 3}
{'短评内容': '喝多了后，吐了，服务员听到后，随即打进电话，询问情况，是否需要帮助，感觉这点很不错。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '交通很方便，大堂经理非常热情。服务改善很多。', '短评打分': 5}
{'短评内容': '酒店硬件和服务还不错，交通也方便，就是价格涨得太多了，大床房如果是300元左右还可接受', '短评打分': 5}
{'短评内容': '很好，就是第一次去旋转餐厅的时候有那么一点害怕，其他什么都不错！', '短评打分': 5}
{'短评内容': '酒店服务很不错，就是房间太小，310的价格换一个袖珍房间很不值 \n', '短评打分': 1}
{'短评内容': '酒店服务很不错，就是房间太小，310的价格换一个袖珍房间很不值', '短评打分': 1}
{'短评内容': '酒店位置比较好，市中心的。早餐也还不错，房间比较小，出差住比较合适', '短评打分': 5}
{'短评内容': '早餐不错，但是一个晚上停了两次电，晕。。。', '短评打分': 5}
{'短评内容': '本酒店处于合肥市中心，酒店住宿设施也很好 ，早餐午餐也不错', '短评打分': 5}
{'短评内容': '酒店服务人员态度很好,房间很干净，自助餐厅也不错。', '短评打分': 5}
{'短评内容': '还不错,挺好', '短评打分': 3}
{'短评内容': '最近貌似涨价了。这样的话，性价比有所下降。', '短评打分': 5}
{'短评内容': '挺好的', '短评打分': 3}
{'短评内容': '整体不错，20层的旋转餐厅尤其值得推荐，交通很方便', '短评打分': 5}
{'短评内容': '酒店设施略为陈旧，地理位置不错，性价比不错，房间较小，饭菜一般，停车场不足！相对于合肥的消费层次来说可以推荐！', '短评打分': 5}
{'短评内容': '性价比很差，住宿停车还要收费，绝对不推荐。', '短评打分': 1}
{'短评内容': '酒店里的设施一般，不过早餐很不错！地点非常好，可以考虑下次再去。', '短评打分': 5}
{'短评内容': '环境还可以，但是服务不够好，服务态度还欠缺了一点。餐厅的用餐环境、整个房间的环境感觉比较干净。想把衣服拿去洗，服务不是特别的到位。周边环境还可以，性价比还差不多。整体来说挺干净的，', '短评打分': 5}
{'短评内容': '酒店不错，安静，旋转餐厅的早餐很好，就冲着这个早餐这个房价也值得了。', '短评打分': 5}
{'短评内容': '该酒店很有特色，感觉不错，早餐也很可口，会向朋友推荐', '短评打分': 5}
{'短评内容': '酒店的早餐很好，房间也很别致，地段不错。', '短评打分': 5}
{'短评内容': '地点还可以，环境一般，早餐还可以。前台服务较差', '短评打分': 5}
{'短评内容': '酒店早餐真是不咋地，连杯橙汁或苹果汁都没有，我问服务员有什么凉的饮料，服务员直接告诉我没有，我就只能就着咖啡吃炒饭。', '短评打分': 1}
{'短评内容': '该酒店服务还是比较热心的，关键是地段不错的。', '短评打分': 5}
{'短评内容': '酒店硬件还可以，但软件方面还需加强，前台人员态度不敢恭维。退房时延误了几分钟，结果被严肃的告知要加半天房费，才几分钟啊！后虽没收，但自己也对这酒店有了第一印象。', '短评打分': 5}
{'短评内容': '还不错，位置离机场不远，不过周边吃饭的地方不太方便', '短评打分': 5}
{'短评内容': '酒店很干净，网速也快，我住二天，酒店还送水果和点心，很温馨，下次还住。', '短评打分': 5}
{'短评内容': '好地方，干净', '短评打分': 3}
{'短评内容': '算是合肥比较不错的4星酒店,不过装修已经有点旧了,早餐很有特色', '短评打分': 5}
{'短评内容': '酒店位置好，性价比不错，会向朋友推荐，早餐也还好。--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '蛮好的酒店,比较干净,出行方便,下次还会入住', '短评打分': 5}
{'短评内容': '总体不错，出来房间有点小外，其他都还可以，这个价位应该算是比较值的了', '短评打分': 5}
{'短评内容': '酒店位置好，性价比不错，会向朋友推荐，早餐也还过得去', '短评打分': 5}
{'短评内容': '除了房间有点小之外，其他的都还可以啦，住住不错的', '短评打分': 5}
{'短评内容': '其他都OK，就是房间普遍比较小，电梯速度比较慢，呵呵', '短评打分': 5}
{'短评内容': '一直住这里,除了房间有点小外,还是很不错的\n', '短评打分': 5}
{'短评内容': 'a nice hotel, sound surroundings and breakfast, also good buffet dinner provided, and the price is reasonable....\nrecommending....', '短评打分': 5}
{'短评内容': '房间小，价格贵了点，酒店位置可以的。早餐品种比较多，自助晚餐价格太贵了，几乎没什么比较好的可以吃的菜。', '短评打分': 5}
{'短评内容': '房间设施很好，家具比较新。早晨环境优雅且品种较多。令人满意。', '短评打分': 5}
{'短评内容': '地理位置非常好，去哪里都方便。周围的环境很好。交通便利。', '短评打分': 5}
{'短评内容': '位置不错，只是酒店是老牌四星级，硬件有点旧了，房间太小', '短评打分': 5}
{'短评内容': '不错，很人性化.', '短评打分': 3}
{'短评内容': '卫生条件不错，早餐种类较多，空调效果不太理想。', '短评打分': 5}
{'短评内容': '酒店位置不错，交通也比较方便，服务较好，装修有些老了。', '短评打分': 5}
{'短评内容': '性、价比不错，就是酒店的停车场太小了，外出打车不便', '短评打分': 5}
{'短评内容': '性价比还好，位居闹市比较安静，早餐不错，可使用40元消费券', '短评打分': 5}
{'短评内容': '房间干净，卫生间干净，服务好，晚上还送水果', '短评打分': 5}
{'短评内容': '高层有点靠近歌舞厅,晚上有点吵,双层窗明显不管用,\n还望酒店多多改善,其它都还行', '短评打分': 5}
{'短评内容': '除了打车很难外，我 基本挑不出什么问题。自从银瑞林装修提价后\n这家酒店的性价比相对比较高', '短评打分': 5}
{'短评内容': '价格公道。位置良好。不错的酒店。合肥安徽良苑商务会馆。', '短评打分': 5}
{'短评内容': '除了隔音差点，其他都挺不错的，值得一住，尤其是40元的优惠金，给力。', '短评打分': 5}
{'短评内容': '很不错的酒店，价格便宜，早餐也很好。合肥酒店都很不错。', '短评打分': 5}
{'短评内容': '早餐不錯,隔音較差,交通便利,乾淨衛生,價格偏高', '短评打分': 5}
{'短评内容': '酒店服务很到位,入住手续办理的相当快,\n住两晚第2天还有水果送,要是第一天就有送那会更好一点', '短评打分': 5}
{'短评内容': '还行，就是楼顶的自助餐厅服务员很不专业，吃个饭，N多人过来问你的房号，闹心', '短评打分': 5}
{'短评内容': '隔音差 房间够小 门缝够大 大的可以里外通透 直接能看到床 中央空调不能调温度和方向 只能调风量 而且出风口对着枕头吹 最后只能关掉 搞的很冷 不过热水还行 装修比较新 32寸液晶电视', '短评打分': 5}
{'短评内容': '酒店位置不错，出行很方便，这次住了一个房间，旁边是服务员用的，有时有点噪音，希望改进隔音。', '短评打分': 5}
{'短评内容': '硬件一般，卫生一般，服务还好！！！！！！！！！', '短评打分': 5}
{'短评内容': '硬件卫生一般.服务还好！！！！！！！！！！！！1', '短评打分': 5}
{'短评内容': '酒店电梯该换了，慢得要死\n停车是个大问题，非常不方便\n20楼旋转餐厅没有动，唉\n擦鞋机是摆设，都坏了', '短评打分': 5}
{'短评内容': '酒店整体感觉不错,交通也很方便,房间就是小了点,不过和旁边的同类酒店比,\n性价比还是较高的', '短评打分': 5}
{'短评内容': '房间挺干净的，吃饭也不错，唯一遗憾的是房间空调不能调节温度', '短评打分': 5}
{'短评内容': '该酒店不错，地段和环境还可以，就是房间小了一点。', '短评打分': 5}
{'短评内容': '餐厅是旋转餐厅，在顶层，很不错。但是单人间太小了！', '短评打分': 5}
{'短评内容': '性价比不错，早餐对得起这个价位。。。\n但是卫生间的下水有很慢很慢很慢。。。冲澡差点变成泡澡了。。。。\n傍晚会有服务员送水果和报纸，满贴心的', '短评打分': 5}
{'短评内容': '不錯的酒店,如果價格再便宜點就更具性價比', '短评打分': 5}
{'短评内容': '酒店很干净，地理位置也不错，但我住的房间到晚上1点，外面还很吵唱歌声音乐声很大（我住1607房），无法忍受。', '短评打分': 1}
{'短评内容': '每次来都住这一家的，每次来都要求朝南的房间，比较安静。唯一的不足貌似就是房间隔音差了点。呵呵！', '短评打分': 5}
{'短评内容': '在市内，交通还算方便，打车到机场就20多，装修有点旧了，早餐还可以，品种再多点就更好了，价格有点贵，目前的条件，应该在300左右还算合理。', '短评打分': 5}
{'短评内容': '还不错啦，每次到合肥都住这个酒店。酒店性价比比较高', '短评打分': 5}
{'短评内容': '性价比比较高，自助不错，就是隔音效果有点差', '短评打分': 5}
{'短评内容': '每次都住这里，挺好的。周围很方便，早餐也不错。', '短评打分': 5}
{'短评内容': '酒店位置较好,出行比较方便,美中不足的是:和合肥其它同类酒店相比,房间没有提供PC,\n不过酒店整体感觉还是很不错的', '短评打分': 5}
{'短评内容': '酒店设施稍微有点老旧，但是作为粮食局以前的招待地点，环境和位置还是不错。\n尤其是早上的餐厅，是在顶楼，不错，食物也很多', '短评打分': 5}
{'短评内容': '订的特价房，较小，床头没有阅读灯，但房间还挺干净，空调效果还不错。\n靠近客房的杂物间，服务员来往的时候有些吵。\n', '短评打分': 5}
{'短评内容': '不错的酒店。不过我住的行政房里没有咖啡。希望改善。', '短评打分': 3}
{'短评内容': '房间非常干净，但是有点小。早餐不是特别丰盛，但是对得起这个价格了。', '短评打分': 5}
{'短评内容': '因为去酒店都半夜了，总的感觉，酒店还是不错的，房间设施较全，就是房间有点狭小，这是老酒店的通病，还有就是酒店的吹风机竟然是坏的!', '短评打分': 5}
{'短评内容': '性价比较高，服务和设施还可以，早点没有想象的那么差！因为这价格享用的早点不可能和五星级一样，停车有点难！', '短评打分': 5}
{'短评内容': '到达合肥已经很晚了，打的过来感觉不是很远。酒店稍微旧了点，住着还行，结账时才知到是粮食局开办的，早餐可以。', '短评打分': 5}
{'短评内容': '整体感觉不错，紧临安徽建行，可以免费上网，如果能有wifi就更好了。', '短评打分': 3}
{'短评内容': '酒店位于合肥繁华市区，地理位置很好；特价单间性价比不错，但室内空间略显紧凑。', '短评打分': 3}
{'短评内容': '旋转餐厅自助餐晚餐服务差！住宿条件良好！', '短评打分': 5}
{'短评内容': '干净舒适很好', '短评打分': 3}
{'短评内容': '酒店比较干净，只是商务单间比较小。但总体来说性价比还是比较高的。', '短评打分': 5}
{'短评内容': '商务套间设施完善，服务态度也挺好，性价比蛮高，值得一住。', '短评打分': 5}
{'短评内容': ' 推荐。', '短评打分': 3}
{'短评内容': '酒店不错，每天还送水果呢，呵呵，早餐在顶楼旋转餐厅吃，还行。卫生状况也可以，出行方便。性价比很高。', '短评打分': 5}
{'短评内容': '今年新年就入住该店一晚，总体感觉还不错。位置适中，前台还算可以。\n只是房间有些小，而且隔声较差，早餐比较一般，缺乏特色。', '短评打分': 5}
{'短评内容': '缺點:房間偏小,隔音不好,空調不暖,價格偏高\n\n優點:地段不錯,交通方便,早餐還行', '短评打分': 1}
{'短评内容': '还可以，刚装修过。早餐项目太少。下次还准备入住', '短评打分': 5}
{'短评内容': '交通比较方便,早餐还是在顶楼的旋转餐厅很有特色,下次还会入住', '短评打分': 5}
{'短评内容': '卫生一般，床位一般，地理位置还可以，早餐一般', '短评打分': 1}
{'短评内容': '住了好多次了，不错的。就是前台接待的柜台太小了，人手也不够。', '短评打分': 5}
{'短评内容': '环境和卫生都还不错，床比较舒服，很安静。\n唯一就是到现在好像中央空调还没有开。', '短评打分': 5}
{'短评内容': '酒店的设施和服务都挺好的，早餐也比较丰富，就是楼下KTV晚上有点吵，在16楼都能听到。希望隔音能做好点。', '短评打分': 5}
{'短评内容': '总体来说还不错，我以后还是会入住的。交通比较方便', '短评打分': 5}
{'短评内容': '其它方面也还好吧，只是感觉服务员的服务态度不是很热情，服务水平也不够专业。', '短评打分': 1}
{'短评内容': '干净舒适，环境和服务都不错，交通也比较方便，性价比不错', '短评打分': 5}
{'短评内容': '房间还是不错的，设施还可以，早饭一般，比较简单。关键是我的那个房间暖风不热~冬天入住的时候一定要问清楚啊！', '短评打分': 5}
{'短评内容': '合肥安徽良苑商务会馆大床房价格合理，早餐丰盛，下次到合肥还会去住。\n', '短评打分': 5}
{'短评内容': '酒店在市口，有点吵，早餐在顶层旋转厅，好象旋转没转嘛。早餐一般。\n', '短评打分': 5}
{'短评内容': '酒店位置不错，周边有好多吃的，到飞机场约20分钟，打的不难，入住的行政房宽敞，干净，睡觉舒适，早餐还好。不足的地方是隔音的问题，睡觉迷糊间听到打开自家房门的声音。吓醒', '短评打分': 5}
{'短评内容': '很好的宾客，大床房价格合理，早餐丰盛，下次到合肥还会去住。', '短评打分': 5}
{'短评内容': '这次，对酒店的感觉不错，服务很好，早餐可口', '短评打分': 5}
{'短评内容': '早餐丰富，房间没有电脑桌，有点不太方便\n服務蠻好，就是門口安保少了些，叫車不方便 \n', '短评打分': 5}
{'短评内容': '合肥安徽良苑商务会馆位置，卫生，硬件，服务等等都不错，但是停车场地小！\n', '短评打分': 5}
{'短评内容': '下雨天不好打车，酒店性价比还好。前台办理速度还可以。', '短评打分': 5}
{'短评内容': '酒店的优点是早餐还好，只是附近的交通不是太好，从机场打车到酒店的出租司机都有点不太乐意。', '短评打分': 5}
{'短评内容': '位置不错，服务意识不错，早餐丰富，房间没有电脑桌，有点不太方便，其它均好!', '短评打分': 5}
{'短评内容': '各个方面都好不错！位置，卫生，硬件，服务等等都不错，就是停车场地小了点！', '短评打分': 5}
{'短评内容': '虽说是4星级酒店，但是房间很小很小，电视跟床尾之间就20厘米的距离，过个人都得从床上过！', '短评打分': 1}
{'短评内容': '还不错，有报纸和免费果盘赠送，早餐也不错。就是隔音效果不太好', '短评打分': 5}
{'短评内容': '还可以，性价比比较高，有时候还预定不上。', '短评打分': 5}
{'短评内容': '设施都很新，干净卫生，免费上网，有水果赠送，总体不错，就是电视内容少点，只有国内台。', '短评打分': 3}
{'短评内容': '17楼有点吵，临近18楼的KTV，以后要住低一点的楼层', '短评打分': 5}
{'短评内容': '挺好的，下次还来住。房间硬件一般，但是性价比还不错', '短评打分': 5}
{'短评内容': '酒店服务还不错，就是前台的人有点少，结账的时候比较慢', '短评打分': 5}
{'短评内容': '酒店位子不错，交通方便。自助餐也不错，以后还来住', '短评打分': 5}
{'短评内容': '第一次入住 环境还可以 自助早餐还不错下次还会入住', '短评打分': 5}
{'短评内容': '酒店设施和地理位置都挺不错的，上网也很快。就是前台服务人员太少了，客人一多就要等挺长时间的。另外，我拿到的房间是靠路口的，比较吵，就算到了深夜，合肥的司机依然会习惯性的按喇叭。房间隔音也一般，隔壁人说话响点就能听见。', '短评打分': 5}
{'短评内容': '酒店在徽州大道和芜湖路的交汇处，交通非常方便，好似近期装修过，房间很干净。\n周围吃饭的地点很多。酒店的早餐品种不少。\n', '短评打分': 5}
{'短评内容': '宾馆房间不错，交通方便，早餐一般。                  ', '短评打分': 5}
{'短评内容': '很不错，自助餐吃的很好，下次还是会选择这个酒店的 ', '短评打分': 5}
{'短评内容': '很不錯，比较安静，早点有点单调不过还可以，相比其他城市的四星级稍差', '短评打分': 5}
{'短评内容': '第三次入住良苑，网上预定17：00，我到店18：20被告知我预定的房间没保留了，还被告知合肥的酒店房间近期很紧张，有点诧异……\n建议是否能在把客人预定过的房间另行处理前通知迟到的客人一声呢？', '短评打分': 5}
{'短评内容': '还行，我住了好几次了。还行，我住了好几次了。', '短评打分': 5}
{'短评内容': '已入住很好。', '短评打分': 3}
{'短评内容': '空调有点不好，\n分配了一个角落的位置，不知道是不是网上预订的缘故。\n环境和位置还不错。', '短评打分': 5}
{'短评内容': '位子不错，服务业很好。硬件一般，自助餐很好。', '短评打分': 5}
{'短评内容': '很好，舒适', '短评打分': 3}
{'短评内容': '酒店早餐非常丰盛，房间电视也还不错，就是缺了送水果啊，哈哈', '短评打分': 5}
{'短评内容': '半夜打我电话说是给我送什么东西，没听清楚。', '短评打分': 3}
{'短评内容': '还不错，就是房间有点小，一个人住够了。下次还来', '短评打分': 5}
{'短评内容': '早餐非常的丰盛，很好很好。就是离火车站远了点，不过下次还是会来住的', '短评打分': 5}
{'短评内容': '酒店蛮温馨的，送水果和矿泉水，20楼的旋转餐厅不错：）\n从火车站打车大概12块钱，到合肥工业大学也很近~起步价', '短评打分': 5}
{'短评内容': '在大钟楼附近住过好几个四星级酒店，这个是最好的，比较喜欢他们家的服务。', '短评打分': 5}
{'短评内容': '每次来合肥都住这里，在四星级酒店里面，我觉得良苑是性价比最高的。还有水果和饮料、报纸赠送。比较舒适，推荐。', '短评打分': 5}
{'短评内容': '还可以，比较方便，去机场和火车站、汽车站都比较快。服务比较好。', '短评打分': 5}
{'短评内容': '房间比较小，设施还可以。楼下是一个粮食交易中心，坐电梯的人比较多，但是电梯比较慢，而且没有上下的显示，这一点不好。', '短评打分': 5}
{'短评内容': '总体来说，性价比比较高。我比较喜欢的是20楼的自助餐。房客凭房卡，午餐是40元，晚餐时50元。相当好吃。呵呵', '短评打分': 5}
{'短评内容': '比较喜欢这家酒店。位子不错，价格不错，尤其是20楼的自助餐，40元的房客价格，很赞。', '短评打分': 5}
{'短评内容': '每次来合肥都住这个酒店。不错。位子比较好，就在大钟楼附近，到火车站打的12元，20分钟，比较好打车。房间还可以。价格也不错。每次还送水果和报纸。赞一个。', '短评打分': 5}
{'短评内容': '酒店的环境、卫生、设施、内部硬件都很不错，价格也很实惠。 \r\n隔音不是特别的好.', '短评打分': 5}
{'短评内容': '不错的酒店，就是下面是写字楼，电梯共享，太慢。', '短评打分': 5}
{'短评内容': '这是我第二次入住该酒店，很失望。check in的时候，前台跟我说不能用借记卡付押金。我出差至今一直是用借记卡付押金，包括几个月前入住这家酒店，为什么现在就不可以了呢？和前台交涉未果，只能用现金付。如果这样的话，出差带很多现金很不安全，所以以后会考虑住别家酒店。我认为该酒店服务人员没有从客人方便的角度出发，为客人着想又不懂得灵活通融。记得上次也评价服务不好，没有改进。失望！', '短评打分': 1}
{'短评内容': '酒店的旋转餐厅不错，早餐种类挺多，吃的还行！', '短评打分': 3}
{'短评内容': '酒店总体感觉不错，就是房间面积稍小', '短评打分': 5}
{'短评内容': '酒店设施还不错，早餐还行，对得起这个价格。', '短评打分': 3}
{'短评内容': '酒店总体来说来可以,价格也合适.房间里面的开心果好象过期了,我拆了一包吃,觉得很难吃.', '短评打分': 5}
{'短评内容': '酒店还是有点旧,主要是一些硬件上,电梯,瓷砖,但是房间内保持的不错,卫生间很干净,地毯很干净\r\n很安静，可以好好睡觉,但是位置有点冷,附近没有什么大太的店\r\n可以入住,一个人的话,总的来说还不错,比想象的好\r\n', '短评打分': 5}
{'短评内容': '交通方便，服务热情，房间有免费饮料，考虑周到，床很大，也很舒服。下次还会去住。', '短评打分': 5}
{'短评内容': '不好意思，刚才第二个评价是发给其他酒店的，发错了，抱歉！', '短评打分': 3}
{'短评内容': '位置很好，逛街很方便，服务也还不错，主要是酒店时间比较长了，设施有点旧。 ', '短评打分': 3}
{'短评内容': '总体还不错，服务周到，早餐很丰富，价格偏高，综合来说还是值得推荐。', '短评打分': 5}
{'短评内容': '换行政标间发现还不如商务标间哦，和商标一样大，却少了一台电脑哦～ \r\n所以又换回了商标', '短评打分': 3}
{'短评内容': '位置在市中心哦，打车比较方便，但是服务态度只能说一般般～\r\n房间不错，第三天换行政标间发现还不如商务标间哦，和商标一样大，却少了一台电脑哦～', '短评打分': 5}
{'短评内容': '每月到合肥都住的酒店,硬件很不错,早餐在旋转餐厅,即吃了早餐,又欣赏了风景,交通也很方便!', '短评打分': 5}
{'短评内容': 'very comfotable hotel,but the room is so little.', '短评打分': 3}
{'短评内容': '地点在合肥是中心，我住的是优惠价格的商务单，房间不大但是足够一个人住的。酒店挺干净，除了窗户（可能我太注意），其他的占时挺满意，建议可以居住。', '短评打分': 3}
{'短评内容': ' 好', '短评打分': 5}
{'短评内容': 'very goood hetel, and comfotable, service is good', '短评打分': 5}
{'短评内容': '+服务不错,环境不错,值得推荐', '短评打分': 5}
{'短评内容': '安徽良苑商务会馆是一家舒适、便捷的酒店，下次还会去住。', '短评打分': 5}
{'短评内容': '还不错，就是稍微有点贵。卫生间维修很及时，自助餐不错', '短评打分': 3}
{'短评内容': '卫生间维修很及时，电话要是能免费市话就更好，自助晚餐有点贵。', '短评打分': 5}
{'短评内容': '大堂较小不奢华，但住房还舒服。尤其是早餐比较好。', '短评打分': 5}
{'短评内容': '标间房间很小，果然和很多人说的一样啊，卫生还可以，有点吵，路边房间为什么不采用双层窗户呢？！', '短评打分': 5}
{'短评内容': '一切都挺好，早餐也不错，就是有点吵，总体很好的说', '短评打分': 3}
{'短评内容': '很一般的酒店，在合肥这样的城市应该不值这个价格。', '短评打分': 1}
{'短评内容': '房间不够大，卫生还可以，还送了水果，总体较满意', '短评打分': 5}
{'短评内容': '+酒店早餐还可以，下雨天门口不好打车。刚', '短评打分': 5}
{'短评内容': '酒店前台不怎么样，服务意识差；\r\n房间味道比较大，暂时是不会推荐别人入住，包括自己短期也不会再入住；\r\n刚进电梯往房间楼层赶，就碰到电梯门中途突然打开，进来一女子，向我要20元打的费，说是没带钱需要叫TAXI去朋友那拿钱，稍后还我，犹豫一秒掏钱却无零钱，考虑100元风险大些，建议她找总台帮忙，走人。也不知道真假，如果20给人无所谓，100还是小心为上。\r\n（酒店有说法吗？）', '短评打分': 5}
{'短评内容': '早餐顶楼还不错,时间也比较长,可能是我订的265的问题,房间有点小,一个人还好', '短评打分': 3}
{'短评内容': '早餐顶楼还不错,时间也比较长,可能是我订的265的问题,房间有点小,一个人还好', '短评打分': 3}
{'短评内容': '早餐顶楼还不错,时间也比较长,可能是我订的265的问题,房间有点小,一个人还好', '短评打分': 5}
{'短评内容': '早餐质量不错，品种齐全，而且早餐时在顶楼的景观餐厅，让人心情舒畅。', '短评打分': 5}
{'短评内容': '酒店的位置还算不错，就是早餐真的不怎么行。', '短评打分': 1}
{'短评内容': '环境和服务都不错，就是单人房空间小了一点。', '短评打分': 5}
{'短评内容': '特价房房间太小了，但是服务不错，地理位置交通便利', '短评打分': 5}
{'短评内容': '酒店不错，每天都有果盘。早餐还好，尽管菜色不多，但味道还不错。', '短评打分': 5}
{'短评内容': '酒店设施还可以就是房间有点小，再就是早餐太差吃的东西都没有', '短评打分': 1}
{'短评内容': '    出差住住还行,就是合肥打的太困难了.', '短评打分': 5}
{'短评内容': '酒店不错，常住。重装完后涨价了，性价比不如以前。总体还好。', '短评打分': 5}
{'短评内容': '每次到合肥住该酒店,早餐楼顶旋转餐厅感觉很好.', '短评打分': 3}
{'短评内容': '每次到合肥住该酒店,早餐楼顶旋转餐厅感觉很好.', '短评打分': 5}
{'短评内容': '价格合适，交通方便，我每次都入住该酒店。该酒店的自助早餐离四星标准还有差距。', '短评打分': 3}
{'短评内容': '走廊的隔音太差了，其它还可以。', '短评打分': 5}
{'短评内容': '还不错，居然还送水果，早餐也比较丰富', '短评打分': 5}
{'短评内容': '不错，下次出差还会入住', '短评打分': 5}
{'短评内容': '酒店的硬件和位置确实不错，但是前台服务很一般，对待客人的说话的语气很生硬。', '短评打分': 5}
{'短评内容': '该酒店的特惠单人房是我的首选，出差办事交通方便，三百元不到可入住的四星标准酒店，在客户面前也体面。如果自助早餐能做得更精细些就完美了。', '短评打分': 5}
{'短评内容': '很不错，下次依然入住', '短评打分': 5}
{'短评内容': '性价比不错', '短评打分': 5}
{'短评内容': '呵呵，是每次去都住那', '短评打分': 3}
{'短评内容': '很不错，没次去都会住那,而且交通也相对方便', '短评打分': 3}
{'短评内容': '房间很干净，服务也不错', '短评打分': 5}
{'短评内容': '很不错的酒店，干净，服务不错，值得推荐', '短评打分': 3}
{'短评内容': '服务很不错，很细致,而且房间很干净', '短评打分': 5}
{'短评内容': '酒店干净，位置在市中心，很不错。', '短评打分': 5}
{'短评内容': '总体来说还可以，但是有些细节要注意一下。比如前台小姐的专业程度，说话艺术之类的。10分是满分的话，只能打7分。', '短评打分': 5}
{'短评内容': '酒店很新，早餐品种很丰富，不错的酒店。', '短评打分': 3}
{'短评内容': '酒店环境还可以，卫生条件也不错，就是房间有点小，一个人住还行。', '短评打分': 5}
{'短评内容': '房间干净舒服 顶楼旋转餐厅的早餐丰富 到名胜景点很方便', '短评打分': 5}
{'短评内容': '感觉一般，设施一般', '短评打分': 1}
{'短评内容': '太吵', '短评打分': 1}
{'短评内容': '酒店非常不错，晚餐有自助餐，挺好的~', '短评打分': 5}
{'短评内容': '很好,早餐丰富', '短评打分': 5}
{'短评内容': '该酒店特价单人间很实惠，性价比好，四星标准，适合单人出差人士。', '短评打分': 3}
{'短评内容': '特价房性价比很优，交通十分便利，办事很方便，很适合单人出差人士。', '短评打分': 5}
{'短评内容': '经常去合肥，但头一次住这里，感觉真的一般，顶多是个高级点的招待所，谈不上什么服务。洗个t恤居然用有漂白剂的东西洗，上千的t恤就这么报销了，档次太低，以至于懒得找他们理论。估计他们都不会看衣服上的洗衣注意事项。\r\n', '短评打分': 1}
{'短评内容': '不错的酒店，服务很好，房间干净，就是有点小，推荐', '短评打分': 5}
