{'短评内容': '还不错的条件，就是早饭差了一点', '短评打分': 5}
{'短评内容': '高级房还是不错的，适合停车。火车站附近，路况有点差。', '短评打分': 5}
{'短评内容': '住宿条件还不错，早餐一般，机场大巴无法直达，而南京的出租车素质太差，以不认识为由拒载，半小时打不上一辆车，只能坐公交车。', '短评打分': 1}
{'短评内容': '比期望的好不少！房间少小点，此大床房一人住尚可。但是268元房费含两份早点很超值。', '短评打分': 5}
{'短评内容': '酒店还是蛮新的，但是好像硬件档次不够一点，早餐不错的。', '短评打分': 5}
{'短评内容': '比较实惠的选择，但是感觉不够气派。还有待改进', '短评打分': 5}
{'短评内容': '环境不错,就是打车不方便,还要出去打.房间设施环境不错,就是电梯停放不合理,3部电梯应该停放在3个不同的楼层,这样方便客人以最快的速度使用电梯.', '短评打分': 5}
{'短评内容': '这样价格的四星不错，虽然房间小了点，但胜在有四星级的卫生间和热水啊！比住200多的经济酒店值多了，床也舒服。推荐！', '短评打分': 5}
{'短评内容': '酒店自身居住还不错，硬件设施不错，早餐质量高，距离火车站比较近，就是离中心稍远，若是在南京住的时间长就别选这家，还是找个离中心近的。', '短评打分': 5}
{'短评内容': '我一共住了三天，条件非常好，卫生条件很好，西式早餐的咖啡很有味，不错下次再入住', '短评打分': 5}
{'短评内容': '酒店是新装修的东西都还很新，但浴具好多都有小毛病但很快也都修好了，在没和前台联系的情况下空调是自然风（当时气温在4 5度左右我调的是热风）但没热风，也是在我提出抗议的时候打开了热风。\n早餐一般般', '短评打分': 1}
{'短评内容': '房间确实有点小!不过软、硬件设施比较不错！', '短评打分': 5}
{'短评内容': '房间挺大，蛮舒服的。就是网络不是很好用，总是断线。', '短评打分': 5}
{'短评内容': '房间实在是太小了，性价比不高。位置还可以。', '短评打分': 1}
{'短评内容': '111111111111111111111111111111111111111111111111111111111111111很好！', '短评打分': 5}
{'短评内容': '今天只能住小房间了，前二天来住\u3000是因为周末，所以房价不一样', '短评打分': 5}
{'短评内容': '环境不错，下次有机会还去住，交通方便，卫生不错，服务好', '短评打分': 5}
{'短评内容': '第一次住，房子真大，环境也很好，离汽车站火车站近。\u3000', '短评打分': 5}
{'短评内容': '不错不错，酒店房间也大，不过就是远了点，火车站附近', '短评打分': 5}
{'短评内容': '没有空调，晚上有点冷。地毯不太干净。别的还可以。', '短评打分': 5}
{'短评内容': '性价比较高。酒店高层处应该写上酒店自己名称，方便寻找，不能都写其它公司名称。房间内灯光较暗，尤其是写字台，看电脑眼睛很累。', '短评打分': 5}
{'短评内容': '还行吧！总体服务还不错，就是空调有点不灵！', '短评打分': 5}
{'短评内容': 'room is big. location is convenient. ', '短评打分': 5}
{'短评内容': 'This is really a good hotel.  It is new and clean. Close to the Railway Station. ', '短评打分': 5}
{'短评内容': '酒店很新很干净，设施不错。早点是中西式自助，但是花样不是很多。', '短评打分': 5}
{'短评内容': '酒店位置离火车站和机场大巴站都很近。\n装修和卫生都很好。早餐也不错。还有水果送。\n但舒适房实在太小了', '短评打分': 5}
{'短评内容': '撇开其他的不说，真没想到三百多一晚的酒店竟然只在晚上有热水洗澡，早上起来洗个冷水澡冻感冒了，就算其他快捷酒店怎么说也是24小时的，性价比太差，没有下次了。', '短评打分': 1}
{'短评内容': '酒店挺气派，房间挺干净的，服务也不错。唯一的缺陷就是舒适房偏小了，相对它268的价钱有点偏贵了。总体来说，还是不错的一家酒店，下次来还会住。', '短评打分': 5}
{'短评内容': '酒店不错，很满意！房子比较大，但房间里的配置少，没有冰箱。房子靠马路近了点，白天汽车声大，但愿晚上能好。', '短评打分': 5}
{'短评内容': '这个酒店的性价比很合适，早餐比较适合，种类多。', '短评打分': 5}
{'短评内容': '酒店不错，值得推荐。酒店不错，值得推荐。酒店不错，值得推荐。', '短评打分': 5}
{'短评内容': ' 房间挺宽敞 旁边有个皮具城可以逛逛', '短评打分': 3}
{'短评内容': '距离火车站很近，卫生环境都很好，服务态度也好，就是离新街口有点~一点点远', '短评打分': 5}
{'短评内容': ' 酒店很干净，我住的高级标间的房间大，很宽敞，性价比高，下次还住。', '短评打分': 5}
{'短评内容': '地点、服务均良，环境欠佳。另外送客房套餐价高质次需改时进。', '短评打分': 5}
{'短评内容': '硬件设施不错,不过舒适房真的不咋舒适,我爱人带了身份证,我的身份证忘带了,前台只按登记人数送早餐.有点郁闷,门童态度好的可以,就是不帮打车', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '离火车站很近,交通方便,酒店也很不错,早餐可以.', '短评打分': 5}
{'短评内容': '今天下午去前台，3个前台小姐，假装很忙，没一个人接待我的。我转身就走了。没住，下次也不会住了。', '短评打分': 1}
{'短评内容': '酒店装修比较休闲，交通方便，适合出差人士居住。', '短评打分': 5}
{'短评内容': '总体来说还是不错的，外部环境略乱了些，下次依然再次选择的。', '短评打分': 5}
{'短评内容': '性价比高，服务也不错，就是大楼没有明显标志，经过时不太好找。', '短评打分': 5}
{'短评内容': '\r\neverything is awsome!', '短评打分': 3}
{'短评内容': '除了房间小以外，其它都不错。', '短评打分': 3}
{'短评内容': '该酒店位置很好，去机场很方便，性价比较高，值得推荐。', '短评打分': 5}
{'短评内容': '这家酒店离火车站很近，且有机场大巴停经，除酒店外面是一个工厂厂区有些凌乱外，性价比非常高。', '短评打分': 5}
{'短评内容': '   \n酒店还行， 但服务有待加强', '短评打分': 5}
{'短评内容': '性价比非常非常高的酒店，但是提醒各位，这家酒店标准间的房间非常非常大，可能有30多个平方，但是大床房的房间非常小，只有10多个平方，价格只差一点点，建议定标准间，', '短评打分': 5}
{'短评内容': '酒店很好找，环境不错，性价比很高。', '短评打分': 5}
{'短评内容': '很不错,值得推荐!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!', '短评打分': 5}
{'短评内容': '新酒店，酒店入住比较慢，服务一般，房间比较新，干净，隔音不错，早餐一般，值得推荐', '短评打分': 3}
{'短评内容': '酒店入住比较慢，房间比较干净，比较新，不错', '短评打分': 5}
{'短评内容': '酒店感觉不错，早餐口味也好。下次还会住的', '短评打分': 5}
{'短评内容': '好啊，酒店还算不错，房间设施比较齐全，在南京这个价格算是不错的了。', '短评打分': 3}
{'短评内容': '很不错的一家商务型酒店，准四星OK啦！性价比很不错！服务不错！枕头太硬，但提了意见服务员就换了荞麦的枕头！', '短评打分': 5}
{'短评内容': '酒店大楼的墙体上没有酒店招牌的字，不太容易找到~', '短评打分': 5}
{'短评内容': '整体不错，房间较为干净，床比较舒服，价格比较实惠，值得。离火车站比较近。', '短评打分': 5}
{'短评内容': '装修不错，很干净，服务也很好！', '短评打分': 5}
{'短评内容': '+酒店还行', '短评打分': 5}
{'短评内容': '性价比还不错，不过装修比较怀旧。下次应该还会入住。', '短评打分': 5}
{'短评内容': '酒店的性价比还是蛮高的，出行也很方便。就是睡觉的枕头太高了，而且床垫也很硬。不过由于白天玩的太累了，所以晚上也就睡着了。早餐一般，不过相比这个价钱还是觉得可以了。\r\n酒店给我安排的舒适房房间位置不是很好，我还是比较介意酒店房间在走廊的尽头的，比较晦气。\r\n还是比较推荐这家酒店的', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 5}
{'短评内容': '服务态度很好,包括前台,餐馆,房间.中餐味道很好色,香,味具全,房间干净,一天游玩下来,回到hotel吃晚饭很享受,可免去在外找餐馆时间.', '短评打分': 5}
{'短评内容': '各方面都不错，以后有机会还会去住的。就是早餐一般，要改一下。', '短评打分': 5}
{'短评内容': '房间太小了，枕头过高，隔音一般，电视老土', '短评打分': 1}
{'短评内容': '该酒店条件不错，值得推广；早餐方面还需提高。', '短评打分': 5}
{'短评内容': '四星级标准  房间有点小 但是还比较舒适 性价比较高', '短评打分': 5}
{'短评内容': '还不错,但是房间实在是小了点,希望能够进步!', '短评打分': 5}
{'短评内容': '酒店设施很新，服务也周到。如果早餐的品种再丰富些那就更好了。 ', '短评打分': 3}
{'短评内容': 'the hotel is close to the railway station.  it is new but not easy to get to the downtown.  generally speaking, it is still a fairly good hotel. ', '短评打分': 3}
{'短评内容': '酒店很新，硬件不错，不过电梯好像经常出问题~', '短评打分': 5}
{'短评内容': '我们定的舒适房，入住的时候被告知房间有点小，还真是够小的，一点富裕都没有，有些压抑感，枕头不舒服，但除此之外别的都还不错，酒店', '短评打分': 5}
{'短评内容': '还有一个缺点，我订的那个大床房间，卫生间的手纸设置太低，露出的纸张都伸进垃圾桶了，希望能尽快改进。', '短评打分': 3}
{'短评内容': '该酒店环境不错，离火车站很近，的士打表在起步价内。不过，不知该酒店是否为新开张的原因或者是酒店招牌不显眼的原因，打了两次的士，司机均不清楚该酒店的位置。\r\n建议该酒店把酒店招牌设到楼顶，这样才显得大气而显眼。', '短评打分': 5}
{'短评内容': '不错的一个酒店，停车场很大，在中国电子的那栋大楼里。\r\n性价比挺高的！推荐入住！\r\n这次朋友去南京也推荐他入住了。', '短评打分': 3}
{'短评内容': '+房间比较新，就是高级房里没有浴缸，比较遗憾，带小孩住不太方便', '短评打分': 5}
{'短评内容': '酒店交通便捷，设施齐全，性价比高，不过周边环境稍有欠缺，下次来南京还是会选择该酒店。', '短评打分': 5}
{'短评内容': '性价格比很高的酒店。。。很新的酒店，服务也不错，下次继续', '短评打分': 5}
{'短评内容': 'This hotel is 10mins walk from the central Nanjing bus station and short bus ride to the train station.  The cozy room that we had was very clean and things looked relatively brand new.  The free broa', '短评打分': 5}
{'短评内容': '不错，好像点评过一次，这次有提示要点评啊。', '短评打分': 3}
{'短评内容': '酒店位置尚可,但是房间里冰箱也没有,什么饮料也没有,不符合星级酒店的标准.', '短评打分': 5}
{'短评内容': '因为今年二月份新开的，价格很优惠，房间也很干净。高级房性价比最好，下次一定选择高级房。', '短评打分': 5}
{'短评内容': '房间很干净、舒适，前台服务快且亲切，露天停车场够大，早餐不够完美。', '短评打分': 5}
{'短评内容': '感觉好不错的酒店，尤其是晚上的送餐套餐很实惠。早餐有些单调', '短评打分': 5}
{'短评内容': '酒店很新，服务不错，只是外出交通一般。离火车站打车12元，但是距离机场有48公里~~ ', '短评打分': 5}
{'短评内容': '服务有水准！\n洒店里环境不错，房间舒适！', '短评打分': 5}
{'短评内容': '性价比很高,酒店标榜的就是四星的价格,五星的服务!\r\n确实不错.', '短评打分': 5}
{'短评内容': '是新酒店，设施很好，价格合理，就是位置有点远', '短评打分': 5}
{'短评内容': '写的是双大床，可是到店一看只是大床一张，搞得比较狼狈。希望店家下次增加选项，是单床还是双床，免得出现尴尬局面。', '短评打分': 1}
{'短评内容': '由于免费升级到了高级大床房。所以舒适度还不错。', '短评打分': 5}
{'短评内容': '环境还好，挺舒适，就是房间虽然稍微小了点！但有免费早餐。', '短评打分': 5}
{'短评内容': '酒店非常好，位置不错，环境也好，房间装修不错，比较新，总之一个字，好', '短评打分': 5}
{'短评内容': '酒店房间空间太小，地方不好找，打车来回几趟没看到酒店。', '短评打分': 1}
{'短评内容': '房间设施好，订的是舒适房，免费升级到标准房（标准房比舒适房还好？），很宽敞，谢谢。', '短评打分': 5}
{'短评内容': '位置便利，酒店也很新，酒店的服务员应该是经过培训的，态度谦和。装修一般，设计师的功力有待考量。另外，床上的枕头太高太硬了，似乎调整下更好。', '短评打分': 1}
{'短评内容': '酒店的设施还好，交通方便，酒店内部环境不错。', '短评打分': 3}
{'短评内容': '酒店的设施还好，交通方便，酒店内部环境不错。', '短评打分': 5}
{'短评内容': ' 很好的入住环境', '短评打分': 5}
{'短评内容': '房间太小跟上次不能比。', '短评打分': 5}
{'短评内容': '+酒店设施新装修豪华，房间大而舒适。只是外面看去不够气派且附近建筑正在装修有点凌乱。', '短评打分': 5}
{'短评内容': '房间较大，也比较新。地理位置就不是很理想了。吃早餐时只有大圆桌。一大桌陌生人围在一起吃早餐，感觉有点怪怪的。   ', '短评打分': 5}
{'短评内容': '总的来说，这是一家非常人性化的酒店。设施非常干净，服务细致热情，给人以宾至如归的感觉。其中一天，我早上把一个包扔在房间的垃圾桶中，不要了，晚上回酒店后，服务人员主动上门来问垃圾箱里的包是否真的不要，和我当面确认一下，个人感觉管理严密，避免不必要的纠纷。\r\n位于市区主干道上，但却很安静，周边有易初莲花超市，购物方便。\r\n酒店房间内设施到位，精致套房房间很大，物超所值；6楼的中餐厅价格不高（同等水平酒', '短评打分': 5}
{'短评内容': '除了没有電冰箱,一切都好. 設備是新的,還有送的飲料', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '很实惠的酒店 离火车站很近 去市中心也不太远', '短评打分': 5}
{'短评内容': '第二次入住勒 环境什么都还不错 以后还会考虑来的', '短评打分': 3}
{'短评内容': '第二次入住了 性价比不错 附近也没有什么好一点的酒店了', '短评打分': 5}
{'短评内容': '房间宽敞干净整洁，浴室有浴缸，服务员热情周到，及时帮处理问题 还是很满意的！', '短评打分': 5}
{'短评内容': '  酒店不错.很方便.', '短评打分': 5}
{'短评内容': '已经入住多次，4星的设施不错，服务还不错。', '短评打分': 3}
{'短评内容': '酒店很新，房间比较小。周围吃饭不太方便，其余的都不错。', '短评打分': 5}
{'短评内容': '比较难找的一家店,新开的,设施很新.楼上没有大招牌,在远处看不到这家店,虽然楼很高,看到中国电子这幢楼就是了.\r\n早餐种类太少,味道很一般,希望能有改进.\r\n总的来说就价位而言,不错的,性价比高的.', '短评打分': 5}
{'短评内容': '硬件不错,性价比较高,就是服务有待提高,特别是前台的个别服务人员.', '短评打分': 3}
{'短评内容': '房间设施与价格成正比，非常的好，作为新开张的酒店，软硬条件均不错，并且拥有超大停车场，还不收费，似乎南京有好多酒店的停车场均收费的状况下，这点很难得。', '短评打分': 3}
{'短评内容': '性价比很不错，新开的酒店比较干净。也算安静，设施让人感觉比较舒服。', '短评打分': 5}
{'短评内容': '酒店比较新，但是有时候出门打车不是很方便，位置不属于繁华地段，总体感觉还行', '短评打分': 5}
{'短评内容': '酒店设施比较新但周围环境一般', '短评打分': 5}
{'短评内容': '实在看不出哪里是四星，268的房间小的可怜，地毯一块污渍，南京都接近40度了，竟然热水放了10分钟都不出。附近环境差。真不如住经济型了。', '短评打分': 1}
{'短评内容': '离火车站很近但交通不便只能打车，设施很新。下次还会入住的。', '短评打分': 5}
{'短评内容': '房间很新，设施齐全。就是288的舒适房非常非常小，连卫生间算上也就十平米。早点很烂，单买居然还要48块。服务员态度不错，就是CHECK OUT的时候非常慢。地理位置有点偏，虽然离火车站不太远，但周围环境很差，出租车司机也没听过这个酒店。其他房型貌似不错，值那个价。但舒适房就免了吧。', '短评打分': 5}
{'短评内容': '这家酒店在300元以下的酒店当中算是很好的了，房间不错，服务也很好，就是位置有点不太理想，晚上没什么可逛的，而且房间的网速好像不是很快！不过总的来讲还是很不错，下次应该会再选的。', '短评打分': 5}
{'短评内容': '这个酒店还行吧。下次有可能会去住', '短评打分': 3}
{'短评内容': '前段时间住过这个酒店，感觉还可以。这次因为有应酬，特地将房间档次提升了一级，价格也贵了一些，住到豪华间，结果住进去后，才发现房间跟上次住的一样，没有区别，很奇怪，就问前台，前台说，就是这样的，所以我也搞不清楚了，这个酒店的房间都是怎么定位的。\r\n住进去后，网路还有问题，连接不上。工程部来人，检查调整了一个多小时后，说这个房间的线路问题很大，短时间是弄不好了，建议我换房间（工程部的那个小伙子人还不错', '短评打分': 5}
{'短评内容': '新酒店，设施还是不错的，就是周边环境稍差', '短评打分': 5}
{'短评内容': '不错 下次来了还住这', '短评打分': 5}
{'短评内容': '新酒店，不错，靠近中央门车站，就是附件乱一点，也没有什么好的餐饮，酒店里的餐厅还不错。', '短评打分': 5}
{'短评内容': '288,住四星级的宾馆，真不错啊', '短评打分': 5}
{'短评内容': '还不错！', '短评打分': 3}
{'短评内容': '还可以，交通也方便，去的很早没有干净房间，前台给升级了，服务还不错！ ', '短评打分': 3}
{'短评内容': '还可以，交通比较方便', '短评打分': 5}
{'短评内容': '性价比很高的一家酒店，客房很宽敞，也很干净，下次去还会去住！', '短评打分': 5}
{'短评内容': '是性价比较高的宾馆，建议在大楼上方做个宾馆名称的霓虹灯招牌，', '短评打分': 5}
{'短评内容': '优选酒店！', '短评打分': 3}
{'短评内容': '物有所值！', '短评打分': 5}
{'短评内容': '酒店前台服务人员水平有待提高，房间满大，不过硬件没跟上，这种价位的房间居然没有冰箱，希望改进。', '短评打分': 3}
{'短评内容': '房间满大的，就是地毯比较脏，没有小冰箱，夏天不方便，希望可以改进。', '短评打分': 3}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '性价比不错，下次有机会还住这里。', '短评打分': 5}
{'短评内容': '酒店靠近火车站，交通便捷，但是周围餐饮配套没跟上。前台接待比较热情，只是服务水平有待提高。', '短评打分': 5}
{'短评内容': '超乎我想想中的一家新开张的酒店,价格与房间的舒适度非常的匹配,还拥有一个超大的停车场,呵呵,与之前到南京入住的某些酒店停车还收费相比,真是提供了很好的服务,同时房间的送餐价格也挺公道.', '短评打分': 5}
{'短评内容': '酒店新开的，设施很新，硬件较好，但服务有待提高，另外早餐很一般不推荐，房间隔音很差。', '短评打分': 5}
{'短评内容': '离火车站较近，酒店较新，是熊猫电子旗下的酒店，总体上还是不错的，唯一不太令人满意的就是花洒的水太小。', '短评打分': 5}
{'短评内容': '照片上介绍的楼好大，结果根本不是那么回事，就是高楼下面的一个小楼，浴室很小，地很滑，害得我狠狠的摔了一跤！', '短评打分': 1}
{'短评内容': '性价比较高,硬件不错,只是服务还要提高,总之还是值得推荐!', '短评打分': 5}
{'短评内容': '环境还好，地段较偏', '短评打分': 5}
{'短评内容': '位置很偏,但离火车站近, 其他一般,乏善可陈', '短评打分': 1}
{'短评内容': '酒店各方面都很好，性价比高，值得推荐。唯一是房间隔音不好，但据说酒店已经准备安装隔音板了。', '短评打分': 5}
{'短评内容': '酒店整体环境不错，极力推荐酒店的早餐，可以说相当好。', '短评打分': 5}
{'短评内容': '酒店的位置很偏，附近没有商超，吃东西只能在酒店，而且酒店的送餐是配套好的，我点了一个48元的套餐，真的很难吃，米线都炒糊了，最关键的是酒店是新装修的，味道太重，我觉得第二天被甲醇味熏陶了一晚，头都痛，希望房间放一些活性炭，否则太伤身体了。', '短评打分': 1}
{'短评内容': '\r\n环境不错，交通位置比较方便，值得推荐', '短评打分': 5}
{'短评内容': '有机会还会入住.', '短评打分': 5}
{'短评内容': '房子太小，服务不错，早餐很好，附近不繁华，对面是大超市，购物很方便', '短评打分': 5}
{'短评内容': '性价比很好的一个宾馆。', '短评打分': 5}
{'短评内容': 'New hotel, good.', '短评打分': 5}
{'短评内容': '新酒店，性价比很高，值得入住', '短评打分': 5}
{'短评内容': '一般,不是很大,交通还可以,希望多些活动', '短评打分': 3}
{'短评内容': '首先需要肯定的是位置，在中央门附近，离火车站，玄武湖都很近。周边也有相应的生活设施，比较方便，不过关门都有点早，半夜看球没找到可口的宵夜...\r\n然后谈一下酒店硬件，酒店似乎是以4星作为标准的，那么还欠缺一些硬件，比如房间的迷你吧台没有冰箱，插座的设计还不是特别合理等，希望可以加强一些。\r\n本身对于早餐没有什么期待，去试了试，还行。\r\n住的几天相对比较安静，还是挺舒适的。\r\n价位也还可以，总体上推', '短评打分': 5}
{'短评内容': '1、地理位置不错，离火车站比较近。打的士只需要一个起步价。而且距离长汽车站也比较近。\r\n2、性价比较还可以。', '短评打分': 5}
{'短评内容': '从舒适房免费升级至豪华标间，真的很感谢！', '短评打分': 5}
{'短评内容': '这个酒店总的来说不错。唯一不满意的地方是，入住后，发现房间很小，屋里连个坐的椅子都没有，如果来人，都没有坐的地方，与网上宣传的图片完全不一样。于是就给前台打电话，前台说，这个房间是这种房型中最小的，如果你想要有椅子的房间也可以，给你换一个房间，于是又去前台换了一个有椅子的房间。\r\n所以我不知道，一个酒店的房型如果有多种房间，是不是，酒店就先给你安排这个房型中最差的一个房间，如果你提出异议了，那再给', '短评打分': 5}
{'短评内容': '床偏硬 笔记本电源在桌子下面 需要弯腰下去插 不方便 厕纸的支架位置不方便 其他都还好的 总的性价比还不错', '短评打分': 5}
{'短评内容': '性价比较好，服务较差，早餐较差，软件没有达到星级标准。', '短评打分': 5}
{'短评内容': '地点较偏，周围环境一般，但酒点设施较新，房间很大，性价比不错。', '短评打分': 5}
{'短评内容': '酒店是新开的，不错，四星名符其实\r\n', '短评打分': 5}
{'短评内容': '房间太小，比想象的要小得多', '短评打分': 5}
{'短评内容': '感觉一般般。', '短评打分': 1}
{'短评内容': '这个酒店地段不错，而且是新酒店，所以卫生条件和舒适度都不错。', '短评打分': 5}
{'短评内容': '总体感觉一般，服务要跟上', '短评打分': 1}
{'短评内容': '应该性价比算不错,但位置偏了一点', '短评打分': 5}
{'短评内容': '新酒店，设施很不错，价格也可以，服务员还需要加强培训，有点业余。', '短评打分': 5}
{'短评内容': '宾馆较新,尽管门前车辆多,可打的困难,空车少,早餐差,与宾馆的星级标准不符.', '短评打分': 1}
{'短评内容': '新酒店，很舒服，虽然不在市中心，但门口就是巴士站，交通便利。', '短评打分': 5}
{'短评内容': '新开的不错的酒店', '短评打分': 5}
{'短评内容': '卫生、服务还好，就是晚上睡觉隔音太差了，旁边讲话、看电视、打呼噜等都能够听到，严重影响睡眠。', '短评打分': 1}
{'短评内容': '各方面硬件都不错，早餐稍差，价格稍高', '短评打分': 5}
{'短评内容': '不错，性价比较好，下次还可以选择该店', '短评打分': 3}
{'短评内容': '不错，下次还会选择', '短评打分': 5}
{'短评内容': '下次去还会住，价格合适，房间稍小', '短评打分': 3}
{'短评内容': '地理位置不错，房间偏小', '短评打分': 3}
{'短评内容': '性价比不错，可以考虑', '短评打分': 5}
{'短评内容': '住得很好！', '短评打分': 5}
{'短评内容': 'Its always nice to stay in a new hotel in China as maintenance is poor in most hotels in China after a year or so. Contrary to what they claim/advertise as 1km away, the location is at least 3 km away', '短评打分': 5}
{'短评内容': '房間內跳蚤太多了,住了兩天,全身都在發癢;隔音太差,隔壁講話都聽得很清楚;早餐太差,感覺上是給雜草性動物吃的;招牌太小不明顯,計程車司機根本都找不到;服務還可以,但是大廳煙味重的離譜;附近吃的東西選擇性太少,馬路都在施工;這些應該和四星的標準有點距離.', '短评打分': 1}
{'短评内容': '总体感觉不错', '短评打分': 5}
{'短评内容': '酒店很新。停车场超大，非常方便。', '短评打分': 5}
{'短评内容': '酒店很不错，性价比高，很舒适，隔音不好，早餐还不错，不过饮料掺水太多', '短评打分': 5}
{'短评内容': '饭店比较新，卫也不错，服务也不错，性价比可以。自助早餐是中西式的。但是离市区较远交通不太方便。打车要多花不少钱。另外热水来的太慢，要放很长时间，太浪费水了。', '短评打分': 5}
{'短评内容': '房间还不错,但枕头太硬,太高,不舒服', '短评打分': 5}
{'短评内容': '总体感觉还挺好的，因为是一家新开张的酒店，房间设施都比较新，干净。下次去得话，还会选择去住的。', '短评打分': 5}
{'短评内容': '新开的酒店，不过门口有点像杂货市场，如果从所谓的四星酒店来说，价格尚可，但整体配置还是有一定差距的。先说好的，服务蛮好的，本人住的是高级双床房，，房间卫生条件不错，被子盖起来相当舒服。再说差的，房间隔音那是相当的差，晚上隔壁打电话基本都听的到，真是有点恐怖；另外早餐非常不符合酒店的星级标准，选择度很小，而且牛奶和豆浆都不是纯的。希望以后能有所改进！\r\n', '短评打分': 5}
{'短评内容': '性价比不错，酒店还是很新的， 服务还差一些，房间里什么吃的都没有。', '短评打分': 5}
{'短评内容': '很新的酒店，房间很大，火车站过去出租车起步价就到了，唯一缺点：餐厅价格有点贵，早餐不丰富。', '短评打分': 5}
{'短评内容': '非常舒服的酒店，早餐很好，下次一定还会选择那里！', '短评打分': 5}
{'短评内容': '酒店设施不错，不过有新装修的味道，早上外面声音有点吵。其它不错。', '短评打分': 5}
{'短评内容': '华茂酒店服务迅速,态度良好,缺点是IPTV(电视)反应奇慢无比,遥控器声音调控不灵光,选台反应也慢,还有我住9023, 我美国来的友人住9025,洗澡热水要放十分钟后才有热水,客服经理说:那是因为我们房间在边间,所以热水要放很久才来太扯了! 四月快到中旬天气已经不怎么冷了,那真要到冬天放个热水岂不要二十分钟才来? 要改进啊!', '短评打分': 5}
{'短评内容': '推荐 性价比不错', '短评打分': 5}
{'短评内容': '新酒店，性价比非常好。只是员工业务还不是很熟练。', '短评打分': 5}
{'短评内容': '感觉不错，性价比合适，位置不清楚，因为住了一个晚上。', '短评打分': 5}
{'短评内容': '房间不错，交通也方便.', '短评打分': 5}
{'短评内容': '刚开张的酒店，服务人员少了点儿，房间还不错，很安静，交通也方便，辅助设施少，总体还不错。', '短评打分': 5}
{'短评内容': 'It is a new hotel, however, the staffs seem have not ready to serve,they are not well trained I believe. ', '短评打分': 1}
{'短评内容': '酒店卫生不错,硬件设施也不错,早餐品种也很多.交通也很方便,值得推荐.', '短评打分': 5}
{'短评内容': '旅游组织乏力！', '短评打分': 3}
{'短评内容': '房间有点小，但是很舒适', '短评打分': 5}
{'短评内容': '硬件不错，服务继续改进加强。', '短评打分': 3}
{'短评内容': '酒店服务差，无人过问，房间小，性价比差，管理水平无能！出现问题根本没能力解决！', '短评打分': 3}
{'短评内容': '酒店组织能力差，连起马的一日游的旅游都做不好！约定8点出发，到8：40时，都没人联系，还要客人自己找他们，根本不负责，还把客人丢在一个景点半个小时无人过问，我只好打电话联系，说实话，我很无奈！很不开心，浪费钱财不说，又受担心！更浪费了我的时间。所以说没能力就不要办，这样客人才不会受骗上当。请给我一个交代！', '短评打分': 1}
{'短评内容': '硬件不错，服务很差', '短评打分': 3}
{'短评内容': '服务很不规范', '短评打分': 5}
{'短评内容': '房间不算大，其他都不错。', '短评打分': 3}
{'短评内容': '性价比很好', '短评打分': 3}
{'短评内容': '作为4星级酒店，价位很好，很优惠，就是房间小。其他都很不错。', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '酒店价格比较优惠, 早餐不好, 基本都是冷的,房间比较宽敞.服务人员应该进一步培训.', '短评打分': 5}
{'短评内容': '马马虎虎', '短评打分': 5}
{'短评内容': '酒店是新开的酒店，设施很好，但服务一般。在过道或电梯内遇见酒店员工，似乎没有人会主动与你打招呼的。软件比不上硬件，希望能够重视。', '短评打分': 1}
{'短评内容': '性价比非常高 行政间 床很大 干净  非常时候度假 朋友多的时候的聚会', '短评打分': 5}
{'短评内容': '还不错。酒店离火车站和中央门汽车站都很近，酒店门口就是公交车站，出行很方便，就是周边环境有点乱。房间很干净，被褥和床单等都很新很白，卫生间也很干净，很新，不愧是新酒店。房间里和楼层都铺有地毯，很厚。网速很快。前台人员非常好，尤其是办离店时鼠标和手套落在房间里，前台的小伙子特意跑一趟替我拿下来，很感谢。洗澡水很冲，但是洗几分钟后水会越来越热，还需要重新调。\r\n就是舒适间很小，没有沙发椅，窗户这边的墙', '短评打分': 5}
{'短评内容': '酒店各项条件很好，但可能是由于新开业的原因，房间里的宽带还没有全部调试好，望酒店能加强这方面工作。总之，这是一家值得一住的酒店，性价比非常高。', '短评打分': 5}
{'短评内容': '四星级的酒店，房间条件，地理位置，包括价位都是令人满意的。只是对本酒店的早餐有点微词，也可能是自己运气不好吧', '短评打分': 5}
{'短评内容': '酒店不错；值得推荐', '短评打分': 5}
